[2024/8/20 16:0:18] 物品:强效金创药	怪物:246345E0祖玛雕像8	地图:H204	X:79	Y:24 
[2024/8/20 16:4:35] 物品:强效魔法药	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:记忆戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:攻击神水	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:魔法长袍(女)	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:偃月	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:破魂	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:降魔	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:斩马刀	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:修罗	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:骷髅头盔	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:道士头盔	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:蓝翡翠项链	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:放大镜	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:竹笛	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:小手镯	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:魔法手镯	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:黑檀手镯	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:道士手镯	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:死神手套	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:金手镯	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:黑色水晶戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:蛇眼戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:珍珠戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:金戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:骷髅戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:魅力戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:道德戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:35] 物品:珊瑚戒指	怪物:03A6E9C0沃玛教主	地图:H204	X:40	Y:36 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:太阳水	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:金创药(中量)	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:金创药(中量)	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:金创药(中量)	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:魔法药(中量)	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:魔法药(中量)	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:魔法药(中量)	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效金创药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:强效魔法药	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:42] 物品:蓝翡翠项链	怪物:31F4EB60白野猪8	地图:H204	X:40	Y:38 
[2024/8/20 16:4:46] 物品:强效太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:太阳水	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:金创药(中量)	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:金创药(中量)	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效金创药	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效金创药	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效金创药	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:魔法药(中量)	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:魔法药(中量)	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效魔法药	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效魔法药	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:强效魔法药	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:46] 物品:竹笛	怪物:0541B260沃玛卫士8	地图:H204	X:39	Y:37 
[2024/8/20 16:4:50] 物品:强效太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:太阳水	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:金创药(中量)	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:金创药(中量)	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效金创药	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效金创药	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效金创药	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:魔法药(中量)	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:魔法药(中量)	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效魔法药	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效魔法药	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:强效魔法药	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:50] 物品:半月弯刀	怪物:1EDE7530沃玛卫士8	地图:H204	X:39	Y:38 
[2024/8/20 16:4:55] 物品:强效魔法药	怪物:30A485E0祖玛弓箭手8	地图:H204	X:35	Y:37 
[2024/8/20 16:4:55] 物品:竹笛	怪物:30A485E0祖玛弓箭手8	地图:H204	X:35	Y:37 
[2024/8/20 16:4:59] 物品:珍珠戒指	怪物:1A670930祖玛弓箭手8	地图:H204	X:34	Y:31 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:太阳水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效金创药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:强效魔法药	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:疾风药水	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:魔法长袍(男)	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:偃月	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:破魂	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:降魔	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:斩马刀	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:修罗	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:骷髅头盔	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:道士头盔	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:蓝翡翠项链	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:放大镜	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:竹笛	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:小手镯	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:魔法手镯	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:黑檀手镯	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:道士手镯	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:死神手套	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:金手镯	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:黑色水晶戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:蛇眼戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:珍珠戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:金戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:骷髅戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:魅力戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:道德戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:1] 物品:珊瑚戒指	怪物:2C729100沃玛教主	地图:T119	X:15	Y:51 
[2024/8/20 16:5:14] 物品:强效太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:太阳水	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:金创药(中量)	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:金创药(中量)	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效金创药	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效金创药	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效金创药	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:魔法药(中量)	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:魔法药(中量)	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效魔法药	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效魔法药	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:强效魔法药	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:海魂	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:14] 物品:火墙	怪物:1899C160沃玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 16:5:20] 物品:强效金创药	怪物:2F1C7FA0祖玛弓箭手8	地图:H204	X:27	Y:21 
[2024/8/20 16:5:29] 物品:生铁戒指	怪物:28D32590祖玛卫士8	地图:H204	X:36	Y:24 
[2024/8/20 16:5:29] 物品:骷髅戒指	怪物:28D32590祖玛卫士8	地图:H204	X:36	Y:24 
[2024/8/20 16:5:33] 物品:降妖除魔戒指	怪物:290D28C0祖玛卫士8	地图:H204	X:38	Y:20 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:强效太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
[2024/8/20 16:5:33] 物品:太阳水	怪物:2C72A730沃玛教主	地图:T119	X:20	Y:56 
