[2024/8/17 0:0:50] 物品:六角戒指	怪物:18FDF670骷髅战士	地图:E401	X:13	Y:12 
[2024/8/17 0:25:28] 物品:魔法药(小量)	怪物:2817A4C0骷髅战士	地图:D002	X:310	Y:89 
[2024/8/17 0:25:43] 物品:金创药(小量)	怪物:1C0D7D80僵尸3	地图:D401	X:130	Y:149 
[2024/8/17 0:25:48] 物品:轻型盔甲(男)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:玻璃戒指	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:金创药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:金创药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:金创药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:金创药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:魔法药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:魔法药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:魔法药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:25:48] 物品:魔法药(中量)	怪物:2E7A52D0骷髅战将0	地图:D002	X:329	Y:85 
[2024/8/17 0:26:21] 物品:太阳水	怪物:19262590黑野猪8	地图:H102	X:302	Y:37 
[2024/8/17 0:26:46] 物品:魅力戒指	怪物:18D1AA60跳跳蜂8	地图:H004	X:13	Y:31 
[2024/8/17 0:26:49] 物品:精神力战法	怪物:28BFA230僵尸2	地图:D401	X:121	Y:159 
[2024/8/17 0:26:53] 物品:银手镯	怪物:05E20780多角虫	地图:3	X:522	Y:116 
[2024/8/17 0:27:22] 物品:青铜斧	怪物:19193F70骷髅战士	地图:E402	X:32	Y:65 
[2024/8/17 0:27:24] 物品:太阳水	怪物:15CE8210黑色恶蛆8	地图:H001	X:121	Y:117 
[2024/8/17 0:27:28] 物品:魔法药(中量)	怪物:19162230骷髅战将	地图:E402	X:31	Y:63 
[2024/8/17 0:27:49] 物品:金创药(小量)	怪物:28D57CA0僵尸3	地图:D401	X:149	Y:152 
[2024/8/17 0:27:59] 物品:匕首	怪物:1BA20320蛤蟆	地图:0	X:381	Y:517 
[2024/8/17 0:28:2] 物品:金创药(小量)	怪物:28D57CA0僵尸3	地图:D401	X:149	Y:152 
[2024/8/17 0:28:8] 物品:金创药(小量)	怪物:19114930僵尸3	地图:E402	X:9	Y:42 
[2024/8/17 0:29:1] 物品:金创药(小量)	怪物:19103EF0僵尸4	地图:E402	X:16	Y:20 
[2024/8/17 0:29:2] 物品:短剑	怪物:1EFA5B00蜈蚣	地图:D601	X:196	Y:216 
[2024/8/17 0:29:10] 物品:金手镯	怪物:0D99A750红野猪8	地图:H102	X:193	Y:214 
[2024/8/17 0:29:10] 物品:魔法药(小量)	怪物:1918D080骷髅战士	地图:E402	X:9	Y:25 
[2024/8/17 0:29:29] 物品:金创药(中量)	怪物:1915DFA0骷髅战将	地图:E402	X:35	Y:26 
[2024/8/17 0:29:43] 物品:八荒	怪物:032DDF80僵尸10	地图:E402	X:34	Y:28 
[2024/8/17 0:29:43] 物品:灯笼项链	怪物:032DDF80僵尸10	地图:E402	X:34	Y:28 
[2024/8/17 0:29:43] 物品:轻型盔甲(男)	怪物:032DDF80僵尸10	地图:E402	X:34	Y:28 
[2024/8/17 0:29:51] 物品:太阳水	怪物:185BDAC0黑色恶蛆8	地图:H004	X:31	Y:35 
[2024/8/17 0:30:16] 物品:魔法药(小量)	怪物:0D722AF0稻草人	地图:0	X:669	Y:590 
[2024/8/17 0:30:23] 物品:魔法药(小量)	怪物:17CE3530僵尸5	地图:D406	X:109	Y:49 
[2024/8/17 0:30:23] 物品:太阳水	怪物:17CE3530僵尸5	地图:D406	X:109	Y:49 
[2024/8/17 0:30:33] 物品:灵魂火符	怪物:1912ED40僵尸1	地图:E402	X:39	Y:13 
[2024/8/17 0:31:8] 物品:强效太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:太阳水	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:金创药(中量)	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:金创药(中量)	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效金创药	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效金创药	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效金创药	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:魔法药(中量)	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:魔法药(中量)	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效魔法药	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效魔法药	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:强效魔法药	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:辟邪手镯	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:道士头盔	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:冰咆哮	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:火墙	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:8] 物品:神圣战甲术	怪物:1B2B3840沃玛卫士	地图:B341	X:21	Y:20 
[2024/8/17 0:31:23] 物品:青铜斧	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:六角戒指	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:金创药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:金创药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:金创药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:金创药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:魔法药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:魔法药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:魔法药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:23] 物品:魔法药(中量)	怪物:18CDC570骷髅战士0	地图:D002	X:348	Y:70 
[2024/8/17 0:31:43] 物品:魔法药(小量)	怪物:036DAAB0僵尸3	地图:E404	X:46	Y:12 
[2024/8/17 0:31:44] 物品:金创药(小量)	怪物:18841D50僵尸4	地图:D406	X:125	Y:64 
[2024/8/17 0:31:47] 物品:金创药(小量)	怪物:1C1326B0僵尸4	地图:D406	X:126	Y:66 
[2024/8/17 0:31:51] 物品:金创药(小量)	怪物:036C7410僵尸4	地图:E404	X:46	Y:12 
[2024/8/17 0:31:51] 物品:魔法药(小量)	怪物:1C114010僵尸4	地图:D406	X:127	Y:66 
[2024/8/17 0:31:54] 物品:强效太阳水	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:太阳水	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:金创药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:金创药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:金创药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:金创药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:金创药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔法药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔法药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔法药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔法药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔法药(中量)	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:八荒	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔鬼项链	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:魔法头盔	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:短剑	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:青铜剑	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:小手镯	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:玻璃戒指	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:六角戒指	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:皮制手套	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:银手镯	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:钢手镯	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:牛角戒指	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:大手镯	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:精神力战法	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:治愈术	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:31:54] 物品:基本剑术	怪物:06042B70巨型多角虫	地图:3	X:354	Y:373 
[2024/8/17 0:32:0] 物品:金创药(小量)	怪物:17C3BF10僵尸3	地图:D401	X:28	Y:172 
[2024/8/17 0:32:1] 物品:魔法药(小量)	怪物:2836AC10僵尸3	地图:D401	X:31	Y:169 
[2024/8/17 0:32:2] 物品:重盔甲(女)	怪物:1954A860巨型蠕虫8	地图:H004	X:24	Y:47 
[2024/8/17 0:32:11] 物品:太阳水	怪物:1EFA9D90蜈蚣	地图:D601	X:167	Y:212 
[2024/8/17 0:32:18] 物品:金创药(小量)	怪物:03B0B2A0僵尸3	地图:D401	X:28	Y:173 
[2024/8/17 0:32:27] 物品:魔法药(中量)	怪物:191F3D20恶灵僵尸8	地图:H001	X:113	Y:63 
[2024/8/17 0:32:29] 物品:金创药(小量)	怪物:2FF76BF0僵尸3	地图:D401	X:84	Y:173 
[2024/8/17 0:32:54] 物品:地狱火	怪物:1C10A4C0僵尸4	地图:D406	X:153	Y:50 
[2024/8/17 0:33:3] 物品:金创药(小量)	怪物:1BEC3050僵尸3	地图:D401	X:71	Y:36 
[2024/8/17 0:33:21] 物品:金创药(小量)	怪物:30501260僵尸4	地图:D406	X:159	Y:44 
[2024/8/17 0:33:27] 物品:基本剑术	怪物:0DAC17F0僵尸2	地图:D401	X:73	Y:167 
[2024/8/17 0:33:50] 物品:爆裂火焰	怪物:28D899E0僵尸3	地图:D401	X:63	Y:167 
[2024/8/17 0:34:10] 物品:金创药(小量)	怪物:196517F0僵尸3	地图:D401	X:48	Y:158 
[2024/8/17 0:34:27] 物品:精神力战法	怪物:1C2982E0僵尸2	地图:D406	X:119	Y:81 
[2024/8/17 0:34:38] 物品:金创药(小量)	怪物:189968A0僵尸3	地图:D401	X:76	Y:32 
[2024/8/17 0:34:46] 物品:金创药(小量)	怪物:188B39F0僵尸3	地图:D401	X:28	Y:160 
[2024/8/17 0:34:48] 物品:斩马刀	怪物:1EF8F800蜈蚣	地图:D601	X:140	Y:208 
[2024/8/17 0:34:51] 物品:金创药(小量)	怪物:0D67DCF0僵尸5	地图:D406	X:127	Y:100 
[2024/8/17 0:34:51] 物品:魔法药(小量)	怪物:0D67DCF0僵尸5	地图:D406	X:127	Y:100 
[2024/8/17 0:34:59] 物品:金创药(小量)	怪物:189968A0僵尸3	地图:D401	X:76	Y:32 
[2024/8/17 0:35:3] 物品:魔法药(小量)	怪物:0D67DCF0僵尸5	地图:D406	X:127	Y:100 
[2024/8/17 0:35:3] 物品:魔法力药水	怪物:0D67DCF0僵尸5	地图:D406	X:127	Y:100 
[2024/8/17 0:35:12] 物品:集体隐身术	怪物:18426670僵尸5	地图:D406	X:128	Y:100 
[2024/8/17 0:35:38] 物品:魔法药(小量)	怪物:0DB01750僵尸3	地图:D401	X:25	Y:152 
[2024/8/17 0:35:41] 物品:灯笼项链	怪物:1F105D90跳跳蜂	地图:D601	X:140	Y:210 
[2024/8/17 0:36:10] 物品:黑色水晶项链	怪物:1930CBA0蜈蚣	地图:D601	X:141	Y:209 
[2024/8/17 0:36:27] 物品:金创药(小量)	怪物:1C0E18D0僵尸4	地图:D406	X:122	Y:110 
[2024/8/17 0:36:43] 物品:轻型盔甲(女)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:金创药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:金创药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:金创药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:金创药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:魔法药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:魔法药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:魔法药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:43] 物品:魔法药(中量)	怪物:18CB9680骷髅战将0	地图:D002	X:348	Y:55 
[2024/8/17 0:36:59] 物品:金创药(小量)	怪物:1C0804F0僵尸5	地图:D406	X:128	Y:115 
[2024/8/17 0:37:4] 物品:白色虎齿项链	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:骷髅戒指	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:小手镯	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:凌风	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:琥珀项链	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:凤凰明珠	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:灯笼项链	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:太阳水	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:太阳水	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:太阳水	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:太阳水	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:金创药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:金创药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:金创药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:金创药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:魔法药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:魔法药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:魔法药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:4] 物品:魔法药(中量)	怪物:1F0384F0跳跳蜂0	地图:D601	X:104	Y:136 
[2024/8/17 0:37:29] 物品:魔法长袍(女)	怪物:0D8044F0红野猪8	地图:H102	X:226	Y:74 
[2024/8/17 0:37:38] 物品:八荒	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:海魂	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:凌风	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:蓝色水晶戒指	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:凤凰明珠	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:灯笼项链	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:太阳水	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:太阳水	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:太阳水	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:太阳水	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:金创药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:金创药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:金创药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:金创药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:魔法药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:魔法药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:魔法药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:38] 物品:魔法药(中量)	怪物:1F039B20跳跳蜂0	地图:D601	X:76	Y:114 
[2024/8/17 0:37:50] 物品:太阳水	怪物:1EF06670蜈蚣	地图:D601	X:77	Y:116 
[2024/8/17 0:38:3] 物品:攻杀剑术	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:3] 物品:瞬息移动	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:3] 物品:抗拒火环	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:3] 物品:海魂	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:3] 物品:魔鬼项链	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:3] 物品:凤凰明珠	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:3] 物品:魔力手镯	怪物:30D051C0僵尸30	地图:D401	X:84	Y:25 
[2024/8/17 0:38:8] 物品:召唤骷髅	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:抗拒火环	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:精神力战法	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:火球术	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:治愈术	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:基本剑术	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:半月	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:海魂	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:凌风	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:琥珀项链	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:凤凰明珠	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:坚固手套	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:魔力手镯	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:灯笼项链	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:铁剑	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:短剑	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:轻型盔甲(男)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:轻型盔甲(女)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:青铜斧	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:黑檀项链	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:黄色水晶项链	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:黑色水晶项链	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:青铜头盔	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:金创药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:金创药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:金创药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:金创药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:魔法药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:魔法药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:魔法药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:8] 物品:魔法药(小量)	怪物:1C27C720僵尸50	地图:D406	X:118	Y:121 
[2024/8/17 0:38:13] 物品:魔法长袍(男)	怪物:28A6EB70钳虫8	地图:H004	X:70	Y:115 
[2024/8/17 0:38:29] 物品:太阳水	怪物:29A3D600黑色恶蛆8	地图:H004	X:65	Y:116 
[2024/8/17 0:38:38] 物品:祝福油	怪物:15D0C2F0黑野猪8	地图:H102	X:212	Y:69 
[2024/8/17 0:38:47] 物品:金创药(小量)	怪物:1C2C3130僵尸5	地图:D406	X:107	Y:128 
[2024/8/17 0:38:49] 物品:魔力手镯	怪物:284283B0巨型蠕虫	地图:D601	X:75	Y:115 
[2024/8/17 0:38:53] 物品:金创药(小量)	怪物:28DB49B0僵尸3	地图:D401	X:83	Y:20 
[2024/8/17 0:39:19] 物品:魔法药(小量)	怪物:2A825C30稻草人	地图:0	X:339	Y:601 
[2024/8/17 0:39:23] 物品:魔法药(小量)	怪物:28D4E150僵尸4	地图:D406	X:102	Y:137 
[2024/8/17 0:39:28] 物品:太阳水	怪物:1EF753F0蜈蚣	地图:D601	X:77	Y:115 
[2024/8/17 0:39:45] 物品:魔法药(小量)	怪物:1C2D3B70僵尸5	地图:D406	X:101	Y:137 
[2024/8/17 0:40:5] 物品:金创药(小量)	怪物:1C0D3AF0僵尸4	地图:D406	X:92	Y:144 
[2024/8/17 0:40:17] 物品:金创药(中量)	怪物:1C27DD50僵尸10	地图:D406	X:86	Y:154 
[2024/8/17 0:40:17] 物品:魔法药(中量)	怪物:1C27DD50僵尸10	地图:D406	X:86	Y:154 
[2024/8/17 0:40:19] 物品:钢手镯	怪物:05C2E940半兽人	地图:2	X:308	Y:135 
[2024/8/17 0:40:19] 物品:布衣(男)	怪物:05C2E940半兽人	地图:2	X:308	Y:135 
[2024/8/17 0:40:25] 物品:魔法药(小量)	怪物:289386C0僵尸3	地图:D401	X:79	Y:16 
[2024/8/17 0:40:28] 物品:铁剑	怪物:1EF79680蜈蚣	地图:D601	X:95	Y:127 
[2024/8/17 0:40:46] 物品:太阳水	怪物:1F0D28A0巨型蠕虫	地图:D601	X:89	Y:130 
