[2024/8/17 11:0:10] 物品:金创药(中量)	怪物:309A1A60僵尸2	地图:D401	X:126	Y:145 
[2024/8/17 11:21:33] 物品:魔法药(中量)	怪物:184BC3F0骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:33] 物品:金创药(小量)	怪物:1E0C1B00僵尸3	地图:D401	X:27	Y:159 
[2024/8/17 11:21:34] 物品:金创药(中量)	怪物:18608BA0恶灵僵尸8	地图:H001	X:72	Y:74 
[2024/8/17 11:21:34] 物品:金创药(中量)	怪物:03B532E0红野猪	地图:M100	X:285	Y:275 
[2024/8/17 11:21:41] 物品:金创药(中量)	怪物:28082D80恶灵僵尸8	地图:H001	X:75	Y:75 
[2024/8/17 11:21:41] 物品:偃月	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:白色虎齿项链	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:小手镯	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:半月	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:海魂	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:琥珀项链	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:太阳水	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:太阳水	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:太阳水	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:太阳水	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:金创药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:金创药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:金创药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:金创药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:魔法药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:魔法药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:魔法药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:41] 物品:魔法药(中量)	怪物:1C36BD80跳跳蜂0	地图:D601	X:88	Y:132 
[2024/8/17 11:21:42] 物品:金创药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:金创药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:金创药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:金创药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:魔法药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:魔法药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:魔法药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:42] 物品:魔法药(中量)	怪物:19336980骷髅战士0	地图:D002	X:321	Y:270 
[2024/8/17 11:21:44] 物品:魔法药(小量)	怪物:17BA3190山洞蝙蝠	地图:D011	X:105	Y:337 
[2024/8/17 11:21:48] 物品:金创药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:金创药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:金创药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:金创药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:魔法药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:魔法药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:魔法药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:48] 物品:魔法药(小量)	怪物:186833E0骷髅0	地图:D002	X:323	Y:275 
[2024/8/17 11:21:53] 物品:金创药(小量)	怪物:0DB16420僵尸3	地图:D401	X:153	Y:53 
[2024/8/17 11:21:56] 物品:牛角戒指	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:金创药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:金创药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:金创药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:金创药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:魔法药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:魔法药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:魔法药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:21:56] 物品:魔法药(小量)	怪物:30F1A070骷髅0	地图:D002	X:322	Y:275 
[2024/8/17 11:22:2] 物品:大手镯	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:金创药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:金创药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:金创药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:金创药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:魔法药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:魔法药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:魔法药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:2] 物品:魔法药(中量)	怪物:1860FA90骷髅战士0	地图:D003	X:120	Y:198 
[2024/8/17 11:22:5] 物品:金创药(中量)	怪物:0576FA90骷髅战将	地图:D002	X:317	Y:282 
[2024/8/17 11:22:6] 物品:金创药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:金创药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:金创药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:金创药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:魔法药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:魔法药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:魔法药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:6] 物品:魔法药(中量)	怪物:29A4B260骷髅战士0	地图:D003	X:120	Y:199 
[2024/8/17 11:22:8] 物品:蓝色水晶戒指	怪物:1F03DDB0骷髅战将	地图:D003	X:204	Y:79 
[2024/8/17 11:22:11] 物品:金创药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:金创药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:金创药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:金创药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:魔法药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:魔法药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:魔法药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:11] 物品:魔法药(小量)	怪物:30E8B620骷髅0	地图:D002	X:319	Y:287 
[2024/8/17 11:22:13] 物品:金创药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:金创药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:金创药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:金创药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:魔法药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:魔法药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:魔法药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:13] 物品:魔法药(中量)	怪物:05067A10骷髅战士0	地图:D011	X:102	Y:315 
[2024/8/17 11:22:18] 物品:金创药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:金创药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:金创药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:金创药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:魔法药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:魔法药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:魔法药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:18] 物品:魔法药(小量)	怪物:288CD3F0骷髅0	地图:D001	X:88	Y:229 
[2024/8/17 11:22:23] 物品:金创药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:金创药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:金创药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:金创药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:魔法药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:魔法药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:魔法药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:23] 物品:魔法药(中量)	怪物:18676C30骷髅战将0	地图:D002	X:328	Y:287 
[2024/8/17 11:22:27] 物品:斩马刀	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:骷髅戒指	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:凌风	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:琥珀项链	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:坚固手套	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:魔力手镯	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:灯笼项链	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:太阳水	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:太阳水	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:太阳水	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:太阳水	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:金创药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:金创药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:金创药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:金创药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:魔法药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:魔法药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:魔法药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:27] 物品:魔法药(中量)	怪物:1C36A750跳跳蜂0	地图:D601	X:83	Y:183 
[2024/8/17 11:22:29] 物品:太阳水	怪物:27FBCC80黑色恶蛆8	地图:H001	X:9	Y:33 
[2024/8/17 11:22:32] 物品:太阳水	怪物:1F055EC0黑色恶蛆	地图:D601	X:102	Y:136 
[2024/8/17 11:22:34] 物品:海魂	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:魔鬼项链	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:琥珀项链	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:凤凰明珠	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:灯笼项链	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:太阳水	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:太阳水	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:太阳水	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:太阳水	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:金创药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:金创药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:金创药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:金创药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:魔法药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:魔法药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:魔法药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:魔法药(中量)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:34] 物品:灵魂战衣(男)	怪物:277A2AF0黑色恶蛆0	地图:D601	X:83	Y:184 
[2024/8/17 11:22:36] 物品:六角戒指	怪物:2829ED40掷斧骷髅	地图:D003	X:176	Y:47 
[2024/8/17 11:22:51] 物品:青铜剑	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:金创药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:金创药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:金创药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:金创药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:魔法药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:魔法药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:魔法药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:51] 物品:魔法药(小量)	怪物:2A85A5D0骷髅0	地图:D011	X:76	Y:315 
[2024/8/17 11:22:55] 物品:金创药(小量)	怪物:1F0AD310山洞蝙蝠	地图:D011	X:77	Y:316 
[2024/8/17 11:23:3] 物品:金创药(小量)	怪物:056F4560僵尸3	地图:D401	X:163	Y:39 
[2024/8/17 11:23:10] 物品:精灵头盔	怪物:0DB55F40巨型多角虫2	地图:Q003	X:13	Y:10 
[2024/8/17 11:23:10] 物品:金创药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:金创药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:金创药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:金创药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:魔法药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:魔法药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:魔法药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:10] 物品:魔法药(中量)	怪物:1C3758D0骷髅战士0	地图:D003	X:137	Y:75 
[2024/8/17 11:23:15] 物品:青铜头盔	怪物:1C0C05D0蜈蚣	地图:D601	X:103	Y:152 
[2024/8/17 11:23:21] 物品:太阳水	怪物:036E8890蜈蚣	地图:D601	X:102	Y:152 
[2024/8/17 11:23:23] 物品:金创药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:金创药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:金创药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:金创药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:魔法药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:魔法药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:魔法药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:23] 物品:魔法药(中量)	怪物:19B96830骷髅战士0	地图:D001	X:117	Y:232 
[2024/8/17 11:23:25] 物品:青铜斧	怪物:15AE5A40跳跳蜂	地图:D601	X:108	Y:197 
[2024/8/17 11:23:31] 物品:强效太阳水	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效太阳水	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效太阳水	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效太阳水	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效太阳水	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效金创药	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效金创药	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效魔法药	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:强效魔法药	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:骷髅戒指	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:道德戒指	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:黑檀手镯	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:魔力手镯	怪物:28570490尸王8	地图:H001	X:107	Y:73 
[2024/8/17 11:23:31] 物品:太阳水	怪物:18E489F0巨型蠕虫	地图:D601	X:108	Y:149 
[2024/8/17 11:23:33] 物品:太阳水	怪物:192C77C0黑色恶蛆	地图:D601	X:108	Y:198 
[2024/8/17 11:23:43] 物品:金创药(小量)	怪物:19693F70僵尸3	地图:D413	X:10	Y:9 
[2024/8/17 11:23:44] 物品:金创药(小量)	怪物:30E053E0骷髅战士	地图:D011	X:68	Y:322 
[2024/8/17 11:23:44] 物品:魔法药(小量)	怪物:1C242080骷髅战士	地图:D002	X:287	Y:278 
[2024/8/17 11:23:51] 物品:魔法药(小量)	怪物:28E49100僵尸3	地图:D401	X:169	Y:29 
[2024/8/17 11:23:57] 物品:金创药(中量)	怪物:284D4430骷髅战将	地图:D003	X:72	Y:124 
[2024/8/17 11:24:5] 物品:金创药(中量)	怪物:2994F190恶灵僵尸8	地图:H001	X:17	Y:47 
[2024/8/17 11:24:5] 物品:金创药(小量)	怪物:29A7D120骷髅战士	地图:D002	X:290	Y:269 
[2024/8/17 11:24:5] 物品:魔法药(小量)	怪物:29A7D120骷髅战士	地图:D002	X:290	Y:269 
[2024/8/17 11:24:6] 物品:魔法力药水	怪物:2835CE30掷斧骷髅	地图:D003	X:107	Y:103 
[2024/8/17 11:24:10] 物品:魔法药(小量)	怪物:29C2DBD0山洞蝙蝠	地图:D011	X:67	Y:340 
[2024/8/17 11:24:11] 物品:青铜剑	怪物:1C09AA80骷髅	地图:D002	X:296	Y:269 
[2024/8/17 11:24:11] 物品:蓝色水晶戒指	怪物:227B8DF0跳跳蜂	地图:D601	X:116	Y:203 
[2024/8/17 11:24:28] 物品:回城卷	怪物:0560F8A0山洞蝙蝠0	地图:D011	X:52	Y:349 
[2024/8/17 11:24:28] 物品:回城卷	怪物:0560F8A0山洞蝙蝠0	地图:D011	X:52	Y:349 
[2024/8/17 11:24:28] 物品:回城卷	怪物:0560F8A0山洞蝙蝠0	地图:D011	X:52	Y:349 
[2024/8/17 11:24:28] 物品:回城卷	怪物:0560F8A0山洞蝙蝠0	地图:D011	X:52	Y:349 
[2024/8/17 11:24:28] 物品:回城卷	怪物:0560F8A0山洞蝙蝠0	地图:D011	X:52	Y:349 
[2024/8/17 11:24:32] 物品:太阳水	怪物:285000E0黑野猪8	地图:H002	X:234	Y:69 
[2024/8/17 11:25:2] 物品:青铜头盔	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:银手镯	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:金创药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:金创药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:金创药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:金创药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:魔法药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:魔法药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:魔法药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:2] 物品:魔法药(中量)	怪物:18ECBAF0骷髅战士0	地图:D003	X:65	Y:195 
[2024/8/17 11:25:14] 物品:半月	怪物:1D5F80B0跳跳蜂	地图:D601	X:152	Y:210 
[2024/8/17 11:25:25] 物品:金创药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:金创药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:金创药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:金创药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:魔法药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:魔法药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:魔法药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:魔法药(中量)	怪物:1C855A80骷髅战将0	地图:D003	X:60	Y:196 
[2024/8/17 11:25:25] 物品:太阳水	怪物:30EB21E0蜈蚣	地图:D601	X:163	Y:199 
[2024/8/17 11:25:27] 物品:强效太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:强效太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:强效太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:强效太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:强效太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
[2024/8/17 11:25:27] 物品:太阳水	怪物:29A898D0沃玛卫士8	地图:H003	X:32	Y:47 
