[2024/8/21 22:0:1] 物品:黑铁头盔	怪物:266B0B60祖玛雕像83	地图:H008	X:57	Y:19 
[2024/8/21 22:16:7] 物品:魔法药(中量)	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:魔法药(中量)	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:魔法药(中量)	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:强效魔法药	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:强效魔法药	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:蛇眼戒指	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:珍珠戒指	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:生铁戒指	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:蓝色水晶戒指	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:小手镯	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:野蛮冲撞	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:疾光电影	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:幽灵盾	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:大火球	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:召唤骷髅	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:抗拒火环	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:精神力战法	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:治愈术	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:基本剑术	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:7] 物品:火球术	怪物:2536F420尸王	地图:H201	X:38	Y:125 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:23329C50牛魔祭司8	地图:H010	X:156	Y:362 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:23329C50牛魔祭司8	地图:H010	X:156	Y:362 
[2024/8/21 22:16:11] 物品:死神手套	怪物:23329C50牛魔祭司8	地图:H010	X:156	Y:362 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效太阳水	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效金创药	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效金创药	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效魔法药	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:强效魔法药	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:蛇眼戒指	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:11] 物品:蓝翡翠项链	怪物:28CB49E0尸王8	地图:H201	X:45	Y:127 
[2024/8/21 22:16:14] 物品:强效太阳水	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效太阳水	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效太阳水	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效太阳水	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效太阳水	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效金创药	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效金创药	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效魔法药	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:强效魔法药	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:道德戒指	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:黑檀手镯	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:14] 物品:魔力手镯	怪物:24670010尸王8	地图:H201	X:42	Y:128 
[2024/8/21 22:16:18] 物品:魔法长袍(男)	怪物:28EE57B0牛魔法师8	地图:H010	X:157	Y:359 
[2024/8/21 22:16:18] 物品:道德戒指	怪物:28EE57B0牛魔法师8	地图:H010	X:157	Y:359 
[2024/8/21 22:16:18] 物品:偃月	怪物:28EE57B0牛魔法师8	地图:H010	X:157	Y:359 
[2024/8/21 22:16:19] 物品:强效太阳水	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效太阳水	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效太阳水	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效太阳水	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效太阳水	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效金创药	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效金创药	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效魔法药	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:强效魔法药	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:道德戒指	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:黑檀手镯	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:魔力手镯	怪物:18550310尸王8	地图:H001	X:78	Y:48 
[2024/8/21 22:16:19] 物品:神圣战甲术	怪物:28FCE9C0恶灵尸王	地图:H201	X:45	Y:128 
[2024/8/21 22:16:19] 物品:地狱火	怪物:28FCE9C0恶灵尸王	地图:H201	X:45	Y:128 
[2024/8/21 22:16:23] 物品:施毒术	怪物:239DF230恶灵尸王	地图:H201	X:44	Y:127 
[2024/8/21 22:16:23] 物品:地狱火	怪物:239DF230恶灵尸王	地图:H201	X:44	Y:127 
[2024/8/21 22:16:23] 物品:大火球	怪物:239DF230恶灵尸王	地图:H201	X:44	Y:127 
[2024/8/21 22:16:28] 物品:金创药(小量)	怪物:29347B50僵尸3	地图:D401	X:154	Y:143 
[2024/8/21 22:16:31] 物品:金创药(小量)	怪物:2CEE0480僵尸3	地图:D401	X:156	Y:143 
[2024/8/21 22:16:31] 物品:金创药(小量)	怪物:1E4B5FD0僵尸5	地图:H201	X:50	Y:132 
[2024/8/21 22:16:34] 物品:太阳水	怪物:2C286250僵尸5	地图:H201	X:52	Y:133 
[2024/8/21 22:16:39] 物品:蛇眼戒指	怪物:15584910恶灵尸王	地图:H201	X:51	Y:133 
[2024/8/21 22:16:39] 物品:幽灵盾	怪物:15584910恶灵尸王	地图:H201	X:51	Y:133 
[2024/8/21 22:16:39] 物品:集体隐身术	怪物:15584910恶灵尸王	地图:H201	X:51	Y:133 
[2024/8/21 22:16:39] 物品:地狱火	怪物:15584910恶灵尸王	地图:H201	X:51	Y:133 
[2024/8/21 22:16:46] 物品:金创药(小量)	怪物:14DB6550僵尸5	地图:H201	X:57	Y:136 
[2024/8/21 22:16:56] 物品:强效太阳水	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效太阳水	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效太阳水	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效太阳水	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效太阳水	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效金创药	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效金创药	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效魔法药	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:强效魔法药	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:56] 物品:魔力手镯	怪物:24FC0FE0尸王8	地图:H001	X:84	Y:114 
[2024/8/21 22:16:57] 物品:强效太阳水	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效太阳水	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效太阳水	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效太阳水	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效太阳水	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效金创药	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效金创药	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效魔法药	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:强效魔法药	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:生铁戒指	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:蓝翡翠项链	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:16:57] 物品:魔力手镯	怪物:2CAEB3C0尸王8	地图:H201	X:52	Y:136 
[2024/8/21 22:17:0] 物品:强效太阳水	怪物:23507320牛魔将军8	地图:H010	X:157	Y:359 
[2024/8/21 22:17:0] 物品:道士头盔	怪物:23507320牛魔将军8	地图:H010	X:157	Y:359 
[2024/8/21 22:17:0] 物品:金创药(小量)	怪物:24E92DC0僵尸3	地图:D401	X:156	Y:159 
[2024/8/21 22:17:4] 物品:魔法药(小量)	怪物:14DB6550僵尸5	地图:H201	X:53	Y:135 
[2024/8/21 22:17:4] 物品:强效太阳水	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效太阳水	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效太阳水	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效太阳水	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效太阳水	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效金创药	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效金创药	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效魔法药	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:强效魔法药	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:黑色水晶戒指	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:4] 物品:生铁戒指	怪物:064437E0尸王8	地图:H201	X:54	Y:136 
[2024/8/21 22:17:7] 物品:强效太阳水	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效太阳水	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效太阳水	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效太阳水	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效太阳水	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效金创药	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效金创药	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效魔法药	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:强效魔法药	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:黑色水晶戒指	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:魅力戒指	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:7] 物品:魔力手镯	怪物:23968EC0尸王8	地图:H201	X:53	Y:137 
[2024/8/21 22:17:8] 物品:金创药(小量)	怪物:2C286250僵尸5	地图:H201	X:53	Y:132 
[2024/8/21 22:17:12] 物品:强效太阳水	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效太阳水	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效太阳水	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效太阳水	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效太阳水	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效金创药	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效金创药	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效魔法药	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:强效魔法药	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:黑色水晶戒指	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:珍珠戒指	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:12] 物品:魔力手镯	怪物:28D7EAF0尸王8	地图:H201	X:54	Y:138 
[2024/8/21 22:17:13] 物品:强效金创药	怪物:0F3ABE60牛魔将军8	地图:H010	X:156	Y:356 
[2024/8/21 22:17:14] 物品:攻杀剑术	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:召唤骷髅	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:地狱火	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:抗拒火环	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:精神力战法	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:火球术	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:治愈术	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:14] 物品:基本剑术	怪物:2C4F70C0僵尸40	地图:H201	X:50	Y:138 
[2024/8/21 22:17:16] 物品:金创药(小量)	怪物:24808AD0僵尸3	地图:D401	X:120	Y:153 
[2024/8/21 22:17:16] 物品:魔法药(小量)	怪物:24808AD0僵尸3	地图:D401	X:120	Y:153 
[2024/8/21 22:17:20] 物品:瞬息移动	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:雷电术	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:抗拒火环	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:精神力战法	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:火球术	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:治愈术	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:基本剑术	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:凌风	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:蓝色水晶戒指	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:魔鬼项链	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:凤凰明珠	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:铁剑	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:短剑	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:轻型盔甲(男)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:轻型盔甲(女)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:青铜斧	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:黑檀项链	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:黄色水晶项链	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:黑色水晶项链	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:青铜头盔	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:金创药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:金创药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:金创药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:金创药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:魔法药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:魔法药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:魔法药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:魔法药(小量)	怪物:174DC280僵尸50	地图:H201	X:55	Y:139 
[2024/8/21 22:17:20] 物品:金创药(小量)	怪物:1E619120僵尸4	地图:H201	X:50	Y:132 
[2024/8/21 22:17:21] 物品:金创药(中量)	怪物:290D5A00恶灵僵尸8	地图:H001	X:69	Y:111 
[2024/8/21 22:17:33] 物品:强效太阳水	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效太阳水	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效太阳水	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效太阳水	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效太阳水	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效金创药	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效金创药	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效魔法药	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:强效魔法药	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:黑色水晶戒指	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:珍珠戒指	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:生铁戒指	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:魔力手镯	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:圣言术	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:33] 物品:野蛮冲撞	怪物:2AB8F310尸王8	地图:H201	X:58	Y:139 
[2024/8/21 22:17:34] 物品:金创药(小量)	怪物:2C286250僵尸5	地图:H201	X:56	Y:136 
[2024/8/21 22:17:37] 物品:太阳水	怪物:1866A7C0黑色恶蛆8	地图:H001	X:61	Y:112 
[2024/8/21 22:17:41] 物品:强效太阳水	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效太阳水	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效太阳水	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效太阳水	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效太阳水	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效金创药	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效金创药	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效魔法药	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效魔法药	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:死神手套	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:道德戒指	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:黑檀手镯	怪物:1EF3A170尸王8	地图:H201	X:49	Y:141 
[2024/8/21 22:17:41] 物品:强效太阳水	怪物:2CAF4D30牛魔祭司0	地图:H010	X:158	Y:358 
[2024/8/21 22:17:41] 物品:太阳水	怪物:2CAF4D30牛魔祭司0	地图:H010	X:158	Y:358 
[2024/8/21 22:17:44] 物品:魔法药(小量)	怪物:23DD5560僵尸5	地图:H201	X:50	Y:142 
[2024/8/21 22:17:45] 物品:金创药(小量)	怪物:23AE0110僵尸5	地图:H201	X:51	Y:143 
[2024/8/21 22:17:49] 物品:金创药(小量)	怪物:234BDAA0僵尸5	地图:H201	X:48	Y:141 
[2024/8/21 22:17:54] 物品:强效太阳水	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:强效太阳水	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:太阳水	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:太阳水	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:太阳水	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:太阳水	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:降魔	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:54] 物品:骷髅戒指	怪物:25DAEC30牛魔祭司0	地图:H010	X:155	Y:358 
[2024/8/21 22:17:58] 物品:太阳水	怪物:23162D90僵尸5	地图:H201	X:54	Y:146 
[2024/8/21 22:18:3] 物品:金创药(小量)	怪物:23465850僵尸5	地图:H201	X:54	Y:147 
[2024/8/21 22:18:6] 物品:强效太阳水	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效太阳水	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效太阳水	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效太阳水	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效太阳水	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效金创药	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效金创药	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效魔法药	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:强效魔法药	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:生铁戒指	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:黑檀手镯	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:6] 物品:魔力手镯	怪物:12AD7AB0尸王8	地图:H201	X:53	Y:147 
[2024/8/21 22:18:8] 物品:金创药(小量)	怪物:28F8B2A0僵尸3	地图:D401	X:64	Y:159 
[2024/8/21 22:18:8] 物品:魔法药(小量)	怪物:28F8B2A0僵尸3	地图:D401	X:64	Y:159 
[2024/8/21 22:18:16] 物品:强效太阳水	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效太阳水	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效太阳水	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效太阳水	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效太阳水	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效金创药	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效金创药	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效魔法药	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:强效魔法药	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:骷髅戒指	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:黑檀手镯	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:16] 物品:魔力手镯	怪物:289D4730尸王8	地图:H201	X:50	Y:144 
[2024/8/21 22:18:19] 物品:金创药(小量)	怪物:1E4E3C00僵尸3	地图:D401	X:54	Y:162 
