[2024/8/17 10:0:7] 物品:金创药(小量)	怪物:18664BA0僵尸5	地图:D422	X:244	Y:216 
[2024/8/17 10:6:29] 物品:太阳水	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:太阳水	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:太阳水	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:太阳水	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:太阳水	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:太阳水	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效金创药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:强效魔法药	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:蓝翡翠项链	怪物:18C71640虹魔蝎卫8	地图:H204	X:68	Y:68 
[2024/8/17 10:6:29] 物品:铁手镯	怪物:301572F0多钩猫	地图:0	X:570	Y:484 
[2024/8/17 10:6:30] 物品:铁剑	怪物:30D86F10骷髅	地图:D001	X:175	Y:50 
[2024/8/17 10:6:31] 物品:灵魂火符	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:地狱火	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:抗拒火环	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:精神力战法	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:火球术	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:治愈术	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:基本剑术	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:蓝色水晶戒指	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:中型盔甲(女)	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:31] 物品:魔法药(小量)	怪物:27BD0240僵尸40	地图:H201	X:145	Y:154 
[2024/8/17 10:6:35] 物品:魔法药(小量)	怪物:1B849BA0僵尸4	地图:D406	X:155	Y:55 
[2024/8/17 10:6:38] 物品:金创药(小量)	怪物:1803CB10骷髅战士	地图:D002	X:294	Y:66 
[2024/8/17 10:6:40] 物品:抗拒火环	怪物:2AA423C0僵尸10	地图:H201	X:143	Y:154 
[2024/8/17 10:6:40] 物品:基本剑术	怪物:2AA423C0僵尸10	地图:H201	X:143	Y:154 
[2024/8/17 10:6:40] 物品:蓝色水晶戒指	怪物:2AA423C0僵尸10	地图:H201	X:143	Y:154 
[2024/8/17 10:6:40] 物品:中型盔甲(男)	怪物:2AA423C0僵尸10	地图:H201	X:143	Y:154 
[2024/8/17 10:6:41] 物品:强效太阳水	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效太阳水	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效太阳水	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效太阳水	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效太阳水	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效金创药	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效金创药	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效魔法药	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:强效魔法药	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:黑色水晶戒指	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:蛇眼戒指	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:41] 物品:黑檀手镯	怪物:1909A980尸王8	地图:H201	X:140	Y:156 
[2024/8/17 10:6:42] 物品:金创药(小量)	怪物:1BFBDC70僵尸4	地图:D405	X:111	Y:158 
[2024/8/17 10:6:42] 物品:金创药(小量)	怪物:2F93A7D0僵尸4	地图:D406	X:154	Y:55 
[2024/8/17 10:6:44] 物品:幽灵盾	怪物:27ADDB40僵尸1	地图:H201	X:145	Y:152 
[2024/8/17 10:6:47] 物品:隐身术	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:召唤骷髅	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:灵魂火符	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:雷电术	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:抗拒火环	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:精神力战法	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:火球术	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:治愈术	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:基本剑术	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:47] 物品:黄色水晶项链	怪物:27BC9350僵尸40	地图:H201	X:145	Y:155 
[2024/8/17 10:6:52] 物品:回城卷	怪物:19B96830山洞蝙蝠	地图:D002	X:297	Y:58 
[2024/8/17 10:6:53] 物品:太阳水	怪物:1D903050钳虫	地图:D613	X:10	Y:51 
[2024/8/17 10:6:57] 物品:金创药(小量)	怪物:18157AD0僵尸4	地图:D405	X:111	Y:160 
[2024/8/17 10:6:57] 物品:魔法药(小量)	怪物:18157AD0僵尸4	地图:D405	X:111	Y:160 
[2024/8/17 10:6:58] 物品:魔法药(小量)	怪物:2A8708D0僵尸5	地图:H201	X:139	Y:158 
[2024/8/17 10:6:59] 物品:魔法药(小量)	怪物:051B7260山洞蝙蝠	地图:D003	X:150	Y:210 
[2024/8/17 10:7:3] 物品:金创药(小量)	怪物:1C18CB00僵尸5	地图:D405	X:112	Y:160 
[2024/8/17 10:7:3] 物品:攻杀剑术	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:抗拒火环	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:精神力战法	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:火球术	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:治愈术	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:基本剑术	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:蓝色水晶戒指	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:短剑	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:轻型盔甲(女)	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:3] 物品:黑檀项链	怪物:31AABA80僵尸40	地图:H201	X:140	Y:158 
[2024/8/17 10:7:7] 物品:强效太阳水	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效太阳水	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效太阳水	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效太阳水	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效太阳水	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效金创药	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效金创药	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效魔法药	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:强效魔法药	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:生铁戒指	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:黑檀手镯	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:7] 物品:魔力手镯	怪物:0D96B0B0尸王8	地图:H201	X:143	Y:157 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效金创药	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效金创药	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效魔法药	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效魔法药	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:黑色水晶戒指	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:蛇眼戒指	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:召唤神兽	怪物:28830340尸王8	地图:H201	X:142	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效太阳水	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效金创药	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效金创药	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效魔法药	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:强效魔法药	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:骷髅戒指	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:凝霜	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:蓝翡翠项链	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:魔力手镯	怪物:05740830尸王8	地图:H201	X:143	Y:156 
[2024/8/17 10:7:9] 物品:火墙	怪物:279DAAB0恶灵尸王	地图:H201	X:142	Y:158 
[2024/8/17 10:7:9] 物品:爆裂火焰	怪物:182C7FD0恶灵尸王	地图:H201	X:141	Y:158 
[2024/8/17 10:7:9] 物品:隐身术	怪物:182C7FD0恶灵尸王	地图:H201	X:141	Y:158 
[2024/8/17 10:7:9] 物品:雷电术	怪物:182C7FD0恶灵尸王	地图:H201	X:141	Y:158 
[2024/8/17 10:7:13] 物品:抗拒火环	怪物:27C1F5B0僵尸40	地图:H201	X:147	Y:155 
[2024/8/17 10:7:13] 物品:精神力战法	怪物:27C1F5B0僵尸40	地图:H201	X:147	Y:155 
[2024/8/17 10:7:13] 物品:火球术	怪物:27C1F5B0僵尸40	地图:H201	X:147	Y:155 
[2024/8/17 10:7:13] 物品:治愈术	怪物:27C1F5B0僵尸40	地图:H201	X:147	Y:155 
[2024/8/17 10:7:13] 物品:基本剑术	怪物:27C1F5B0僵尸40	地图:H201	X:147	Y:155 
[2024/8/17 10:7:13] 物品:魔法药(小量)	怪物:27C1F5B0僵尸40	地图:H201	X:147	Y:155 
[2024/8/17 10:7:16] 物品:强效太阳水	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效太阳水	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效太阳水	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效太阳水	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效太阳水	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效金创药	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效金创药	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效魔法药	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:强效魔法药	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:蛇眼戒指	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:道德戒指	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:16] 物品:黑檀手镯	怪物:15B2D2C0尸王8	地图:H201	X:141	Y:159 
[2024/8/17 10:7:17] 物品:火球术	怪物:27BD2EA0僵尸10	地图:H201	X:139	Y:157 
[2024/8/17 10:7:17] 物品:凌风	怪物:27BD2EA0僵尸10	地图:H201	X:139	Y:157 
[2024/8/17 10:7:17] 物品:中型盔甲(女)	怪物:27BD2EA0僵尸10	地图:H201	X:139	Y:157 
[2024/8/17 10:7:17] 物品:金创药(中量)	怪物:27BD2EA0僵尸10	地图:H201	X:139	Y:157 
[2024/8/17 10:7:17] 物品:魔法药(中量)	怪物:27BD2EA0僵尸10	地图:H201	X:139	Y:157 
[2024/8/17 10:7:22] 物品:魔法药(中量)	怪物:06337260骷髅战将	地图:D002	X:288	Y:53 
[2024/8/17 10:7:23] 物品:金创药(小量)	怪物:28442D80僵尸4	地图:D422	X:151	Y:218 
[2024/8/17 10:7:24] 物品:魔法药(小量)	怪物:28EF1D50骷髅战士	地图:D003	X:128	Y:201 
[2024/8/17 10:7:25] 物品:魔法药(小量)	怪物:18B3ABD0骷髅战士	地图:D002	X:324	Y:330 
[2024/8/17 10:7:26] 物品:金创药(小量)	怪物:1A12DF80骷髅战士	地图:D001	X:100	Y:43 
[2024/8/17 10:7:26] 物品:魔法药(小量)	怪物:1A12DF80骷髅战士	地图:D001	X:100	Y:43 
[2024/8/17 10:7:27] 物品:隐身术	怪物:1BFD6BD0僵尸1	地图:D405	X:115	Y:153 
[2024/8/17 10:7:32] 物品:钢手镯	怪物:27AD5620骷髅	地图:D003	X:124	Y:195 
[2024/8/17 10:7:34] 物品:皮制手套	怪物:032B43C0骷髅战将	地图:E403	X:71	Y:87 
[2024/8/17 10:7:36] 物品:玻璃戒指	怪物:1C1EAC30骷髅战士	地图:D003	X:126	Y:195 
[2024/8/17 10:7:37] 物品:魔法药(小量)	怪物:186B3C70僵尸5	地图:H201	X:91	Y:103 
[2024/8/17 10:7:38] 物品:召唤骷髅	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:诱惑之光	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:抗拒火环	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:精神力战法	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:火球术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:治愈术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:基本剑术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:八荒	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:半月	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:海魂	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:凌风	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:灯笼项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:铁剑	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:短剑	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:轻型盔甲(男)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:轻型盔甲(女)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:青铜斧	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:黑檀项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:黄色水晶项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:黑色水晶项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:青铜头盔	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:38] 物品:魔法力药水	怪物:2AA52E00山洞蝙蝠	地图:D002	X:289	Y:44 
[2024/8/17 10:7:40] 物品:金创药(小量)	怪物:23614B60僵尸5	地图:D406	X:165	Y:39 
[2024/8/17 10:7:41] 物品:大火球	怪物:2892D540僵尸1	地图:H201	X:89	Y:102 
[2024/8/17 10:7:43] 物品:牛角戒指	怪物:187D5C30骷髅战士	地图:D002	X:288	Y:43 
[2024/8/17 10:7:44] 物品:瞬息移动	怪物:03275910僵尸2	地图:E403	X:69	Y:86 
[2024/8/17 10:7:47] 物品:金创药(小量)	怪物:15B1FE50僵尸5	地图:H201	X:89	Y:98 
[2024/8/17 10:7:48] 物品:金创药(小量)	怪物:245E0FE0骷髅战士	地图:D002	X:289	Y:43 
[2024/8/17 10:7:51] 物品:神圣战甲术	怪物:18B1D9E0恶灵尸王	地图:H201	X:92	Y:102 
[2024/8/17 10:7:51] 物品:施毒术	怪物:18B1D9E0恶灵尸王	地图:H201	X:92	Y:102 
[2024/8/17 10:7:51] 物品:攻杀剑术	怪物:18B1D9E0恶灵尸王	地图:H201	X:92	Y:102 
[2024/8/17 10:7:51] 物品:灵魂火符	怪物:18B1D9E0恶灵尸王	地图:H201	X:92	Y:102 
[2024/8/17 10:7:51] 物品:大火球	怪物:18B1D9E0恶灵尸王	地图:H201	X:92	Y:102 
[2024/8/17 10:7:52] 物品:魔法药(小量)	怪物:18502E00骷髅战士	地图:D003	X:118	Y:183 
[2024/8/17 10:7:53] 物品:金创药(小量)	怪物:052F9A80骷髅战士	地图:D002	X:333	Y:329 
[2024/8/17 10:7:55] 物品:强效魔法药	怪物:1DA9EB70邪恶钳虫2	地图:D613	X:10	Y:52 
[2024/8/17 10:7:55] 物品:万年雪霜	怪物:1DA9EB70邪恶钳虫2	地图:D613	X:10	Y:52 
[2024/8/17 10:7:55] 物品:道士手镯	怪物:1DA9EB70邪恶钳虫2	地图:D613	X:10	Y:52 
[2024/8/17 10:7:57] 物品:施毒术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:召唤骷髅	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:雷电术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:诱惑之光	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:抗拒火环	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:精神力战法	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:火球术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:治愈术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:基本剑术	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:八荒	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:半月	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:蓝色水晶戒指	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:魔鬼项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:琥珀项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:凤凰明珠	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:坚固手套	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:灯笼项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:铁剑	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:短剑	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:轻型盔甲(男)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:轻型盔甲(女)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:中型盔甲(女)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:青铜斧	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:黑檀项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:黄色水晶项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:黑色水晶项链	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:青铜头盔	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:金创药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:7:57] 物品:魔法药(小量)	怪物:1895C640僵尸50	地图:H201	X:93	Y:102 
[2024/8/17 10:8:5] 物品:金创药(中量)	怪物:26816750骷髅战将0	地图:D003	X:109	Y:182 
[2024/8/17 10:8:5] 物品:金创药(中量)	怪物:26816750骷髅战将0	地图:D003	X:109	Y:182 
[2024/8/17 10:8:5] 物品:金创药(中量)	怪物:26816750骷髅战将0	地图:D003	X:109	Y:182 
[2024/8/17 10:8:5] 物品:金创药(中量)	怪物:26816750骷髅战将0	地图:D003	X:109	Y:182 
