[2024/8/18 15:0:2] 物品:金创药(中量)	怪物:208E38E0红野猪	地图:D714	X:377	Y:187 
[2024/8/18 15:3:18] 物品:强效魔法药	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:18] 物品:强效魔法药	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:18] 物品:强效魔法药	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:18] 物品:强效魔法药	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:18] 物品:强效魔法药	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:18] 物品:强效魔法药	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:18] 物品:蛇眼戒指	怪物:0DC41750虹魔蝎卫8	地图:H204	X:42	Y:56 
[2024/8/18 15:3:19] 物品:强效太阳水	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效太阳水	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效太阳水	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效太阳水	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效太阳水	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效金创药	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效金创药	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效魔法药	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:强效魔法药	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:黑色水晶戒指	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:死神手套	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:19] 物品:魔力手镯	怪物:22812EA0尸王8	地图:H201	X:178	Y:82 
[2024/8/18 15:3:23] 物品:强效太阳水	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效太阳水	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效太阳水	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效太阳水	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效太阳水	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效金创药	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效金创药	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效魔法药	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:强效魔法药	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:生铁戒指	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:蓝翡翠项链	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:黑檀手镯	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:23] 物品:魔力手镯	怪物:2DE68A40尸王8	地图:H201	X:180	Y:82 
[2024/8/18 15:3:25] 物品:强效太阳水	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效太阳水	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效太阳水	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效太阳水	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效太阳水	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效金创药	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效金创药	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效魔法药	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:强效魔法药	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:蓝翡翠项链	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:魔力手镯	怪物:29B8A070尸王8	地图:H201	X:180	Y:81 
[2024/8/18 15:3:25] 物品:琥珀项链	怪物:285BB570祖玛弓箭手	地图:H204	X:46	Y:57 
[2024/8/18 15:3:34] 物品:火墙	怪物:28DC68A0恶灵尸王	地图:H201	X:179	Y:80 
[2024/8/18 15:3:34] 物品:幽灵盾	怪物:28DC68A0恶灵尸王	地图:H201	X:179	Y:80 
[2024/8/18 15:3:34] 物品:雷电术	怪物:28DC68A0恶灵尸王	地图:H201	X:179	Y:80 
[2024/8/18 15:3:34] 物品:诱惑之光	怪物:28DC68A0恶灵尸王	地图:H201	X:179	Y:80 
[2024/8/18 15:3:34] 物品:召唤骷髅	怪物:28DC68A0恶灵尸王	地图:H201	X:179	Y:80 
[2024/8/18 15:3:37] 物品:金创药(小量)	怪物:2E1DF320僵尸4	地图:H201	X:179	Y:80 
[2024/8/18 15:3:45] 物品:魔法药(中量)	怪物:2440C4F0红野猪	地图:M100	X:107	Y:128 
[2024/8/18 15:3:45] 物品:金创药(小量)	怪物:1E0B95E0僵尸3	地图:D401	X:132	Y:127 
[2024/8/18 15:3:48] 物品:雷电术	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:诱惑之光	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:抗拒火环	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:精神力战法	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:火球术	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:治愈术	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:基本剑术	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:八荒	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:凤凰明珠	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:坚固手套	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:魔力手镯	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:灯笼项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:铁剑	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:短剑	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:轻型盔甲(男)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:轻型盔甲(女)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:中型盔甲(女)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:青铜斧	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:黑檀项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:黄色水晶项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:黑色水晶项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:青铜头盔	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:48] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:87 
[2024/8/18 15:3:50] 物品:金创药(中量)	怪物:30810460红野猪	地图:M100	X:106	Y:127 
[2024/8/18 15:3:52] 物品:金创药(小量)	怪物:31B4BAE0僵尸4	地图:H201	X:175	Y:88 
[2024/8/18 15:4:2] 物品:太阳水	怪物:197EA0F0黑野猪8	地图:H002	X:377	Y:182 
[2024/8/18 15:4:5] 物品:地狱火	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:抗拒火环	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:精神力战法	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:火球术	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:治愈术	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:基本剑术	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:蓝色水晶戒指	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:魔鬼项链	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:琥珀项链	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:凤凰明珠	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:坚固手套	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:灯笼项链	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:铁剑	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:短剑	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:轻型盔甲(男)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:轻型盔甲(女)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:青铜斧	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:黑檀项链	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:黄色水晶项链	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:黑色水晶项链	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:青铜头盔	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:金创药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:金创药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:金创药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:金创药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:魔法药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:魔法药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:魔法药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:5] 物品:魔法药(小量)	怪物:2DCCEEA0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:白金项链	怪物:1FA63A90红野猪	地图:D715	X:102	Y:113 
[2024/8/18 15:4:9] 物品:施毒术	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:隐身术	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:雷电术	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:地狱火	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:抗拒火环	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:精神力战法	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:火球术	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:治愈术	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:基本剑术	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:八荒	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:魔鬼项链	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:坚固手套	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:魔力手镯	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:铁剑	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:短剑	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:轻型盔甲(男)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:轻型盔甲(女)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:中型盔甲(女)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:青铜斧	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:黑檀项链	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:黄色水晶项链	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:黑色水晶项链	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:青铜头盔	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:金创药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:金创药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:金创药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:金创药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:魔法药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:魔法药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:魔法药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:9] 物品:魔法药(小量)	怪物:282FE6B0僵尸50	地图:H201	X:174	Y:93 
[2024/8/18 15:4:11] 物品:大火球	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:灵魂火符	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:抗拒火环	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:精神力战法	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:火球术	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:治愈术	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:基本剑术	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:海魂	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:轻型盔甲(男)	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:青铜斧	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:11] 物品:黑檀项链	怪物:1B516650僵尸40	地图:H201	X:173	Y:92 
[2024/8/18 15:4:12] 物品:祝福油	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:祝福油	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:金条	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:苹果	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:黑铁头盔(封印)	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:魔血戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:虹魔手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:泰坦戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:龙之手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:思贝儿手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:夏普儿手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:恶魔长袍(男)	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:重盔甲(男)	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:灵魂战衣(男)	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:偃月	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:破魂	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:降魔	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:斩马刀	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:修罗	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:骷髅头盔	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:道士头盔	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:蓝翡翠项链	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:放大镜	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:竹笛	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:小手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:魔法手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:黑檀手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:道士手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:死神手套	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:金手镯	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:黑色水晶戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:蛇眼戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:珍珠戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:金戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:骷髅戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:魅力戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:道德戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:降妖除魔戒指	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:野蛮冲撞	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:烈火剑法	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:地狱雷光	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:魔法盾	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:圣言术	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:冰咆哮	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:困魔咒	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:12] 物品:群体治疗术	怪物:2820C3F0地藏王	地图:H204	X:45	Y:54 
[2024/8/18 15:4:14] 物品:抗拒火环	怪物:05D35B90僵尸5	地图:H201	X:174	Y:94 
[2024/8/18 15:4:18] 物品:召唤骷髅	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:灵魂火符	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:地狱火	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:抗拒火环	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:精神力战法	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:火球术	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:治愈术	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:基本剑术	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:八荒	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:半月	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:海魂	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:琥珀项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:坚固手套	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:灯笼项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:铁剑	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:短剑	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:轻型盔甲(男)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:轻型盔甲(女)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:中型盔甲(女)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:青铜斧	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:黑檀项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:黄色水晶项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:黑色水晶项链	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:青铜头盔	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:金创药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:18] 物品:魔法药(小量)	怪物:236C9100僵尸50	地图:H201	X:175	Y:88 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
[2024/8/18 15:4:23] 物品:强效太阳水	怪物:0DA1E460虹魔猪卫8	地图:H204	X:46	Y:56 
