[2024/8/18 4:0:0] 物品:破魂	怪物:297F8BA0牛魔将军8	地图:H010	X:213	Y:133 
[2024/8/18 4:16:41] 物品:强效金创药	怪物:30EB21E0尸王8	地图:H001	X:16	Y:41 
[2024/8/18 4:16:41] 物品:强效魔法药	怪物:30EB21E0尸王8	地图:H001	X:16	Y:41 
[2024/8/18 4:16:41] 物品:强效魔法药	怪物:30EB21E0尸王8	地图:H001	X:16	Y:41 
[2024/8/18 4:16:41] 物品:蛇眼戒指	怪物:30EB21E0尸王8	地图:H001	X:16	Y:41 
[2024/8/18 4:16:41] 物品:凝霜	怪物:30EB21E0尸王8	地图:H001	X:16	Y:41 
[2024/8/18 4:16:41] 物品:黑檀手镯	怪物:30EB21E0尸王8	地图:H001	X:16	Y:41 
[2024/8/18 4:16:41] 物品:强效太阳水	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效太阳水	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效太阳水	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效太阳水	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效太阳水	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效金创药	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效金创药	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效魔法药	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:强效魔法药	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:珊瑚戒指	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:蛇眼戒指	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:凝霜	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:41] 物品:困魔咒	怪物:286264A0尸王8	地图:H201	X:175	Y:104 
[2024/8/18 4:16:46] 物品:金手镯	怪物:29078BA0牛魔法师8	地图:H010	X:154	Y:262 
[2024/8/18 4:16:46] 物品:黑檀手镯	怪物:29078BA0牛魔法师8	地图:H010	X:154	Y:262 
[2024/8/18 4:16:55] 物品:疾光电影	怪物:29116670僵尸1	地图:H201	X:174	Y:109 
[2024/8/18 4:16:55] 物品:黄色水晶项链	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:金创药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:金创药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:金创药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:金创药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:魔法药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:魔法药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:魔法药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:55] 物品:魔法药(中量)	怪物:18729BA0骷髅战士0	地图:D002	X:196	Y:88 
[2024/8/18 4:16:58] 物品:太阳水	怪物:31B56C60黑色恶蛆8	地图:H001	X:23	Y:47 
[2024/8/18 4:16:59] 物品:灵魂战衣(男)	怪物:23589100牛魔法师8	地图:H010	X:160	Y:267 
[2024/8/18 4:17:0] 物品:魔法药(小量)	怪物:0DA79370僵尸4	地图:H201	X:55	Y:149 
[2024/8/18 4:17:3] 物品:强效太阳水	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效太阳水	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效太阳水	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效太阳水	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效太阳水	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效金创药	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效金创药	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效魔法药	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:3] 物品:强效魔法药	怪物:30B34AB0尸王8	地图:H201	X:176	Y:109 
[2024/8/18 4:17:4] 物品:强效太阳水	怪物:29835A60牛魔祭司0	地图:H010	X:161	Y:267 
[2024/8/18 4:17:4] 物品:太阳水	怪物:29835A60牛魔祭司0	地图:H010	X:161	Y:267 
[2024/8/18 4:17:4] 物品:太阳水	怪物:29835A60牛魔祭司0	地图:H010	X:161	Y:267 
[2024/8/18 4:17:4] 物品:太阳水	怪物:29835A60牛魔祭司0	地图:H010	X:161	Y:267 
[2024/8/18 4:17:8] 物品:金创药(小量)	怪物:1DE944F0僵尸4	地图:H201	X:175	Y:108 
[2024/8/18 4:17:11] 物品:强效太阳水	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:11] 物品:强效太阳水	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:11] 物品:强效太阳水	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:11] 物品:太阳水	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:11] 物品:太阳水	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:11] 物品:太阳水	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:11] 物品:灯笼项链	怪物:19D8A820牛魔祭司0	地图:H010	X:166	Y:267 
[2024/8/18 4:17:12] 物品:太阳水	怪物:17BDA790黑野猪8	地图:H002	X:167	Y:255 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效金创药	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效金创药	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效魔法药	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效魔法药	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:道德戒指	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:野蛮冲撞	怪物:29F6C6E0尸王8	地图:H201	X:181	Y:106 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效太阳水	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效金创药	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效金创药	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效魔法药	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:强效魔法药	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:骷髅戒指	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:生铁戒指	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:黑檀手镯	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:17] 物品:魔力手镯	怪物:3050FED0尸王8	地图:H201	X:55	Y:146 
[2024/8/18 4:17:19] 物品:魔法药(小量)	怪物:28A17A00僵尸5	地图:H201	X:179	Y:106 
[2024/8/18 4:17:20] 物品:魔法药(小量)	怪物:05561DB0僵尸4	地图:H201	X:178	Y:106 
[2024/8/18 4:17:26] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效金创药	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效金创药	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效魔法药	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:强效魔法药	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:道德戒指	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:魔力手镯	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:地狱雷光	怪物:28C0EF00尸王8	地图:H201	X:180	Y:107 
[2024/8/18 4:17:26] 物品:金创药(小量)	怪物:29746E20僵尸5	地图:H201	X:179	Y:107 
[2024/8/18 4:17:31] 物品:金创药(小量)	怪物:1EBEE460僵尸5	地图:H201	X:181	Y:107 
[2024/8/18 4:17:32] 物品:白色虎齿项链	怪物:1BB9CE50牛魔侍卫8	地图:H010	X:181	Y:270 
[2024/8/18 4:17:41] 物品:强效太阳水	怪物:282C86E0牛魔将军8	地图:H010	X:189	Y:264 
[2024/8/18 4:17:41] 物品:强效金创药	怪物:282C86E0牛魔将军8	地图:H010	X:189	Y:264 
[2024/8/18 4:17:43] 物品:强效太阳水	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效太阳水	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效太阳水	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效太阳水	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效太阳水	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效金创药	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效金创药	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效魔法药	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:强效魔法药	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:骷髅戒指	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:道德戒指	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:43] 物品:黑檀手镯	怪物:2B2B63E0尸王8	地图:H201	X:184	Y:110 
[2024/8/18 4:17:45] 物品:银手镯	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:金创药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:金创药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:金创药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:金创药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:魔法药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:魔法药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:魔法药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:45] 物品:魔法药(中量)	怪物:274253F0骷髅战士0	地图:D002	X:193	Y:94 
[2024/8/18 4:17:49] 物品:强效魔法药	怪物:1C37B190牛魔祭司8	地图:H010	X:198	Y:256 
[2024/8/18 4:17:52] 物品:灵魂战衣(女)	怪物:2910CB20牛魔法师8	地图:H010	X:197	Y:253 
[2024/8/18 4:17:53] 物品:太阳水	怪物:2465DF80黑野猪8	地图:H002	X:250	Y:132 
[2024/8/18 4:17:53] 物品:金戒指	怪物:2465DF80黑野猪8	地图:H002	X:250	Y:132 
[2024/8/18 4:17:54] 物品:太阳水	怪物:1A076940黑野猪8	地图:H002	X:122	Y:93 
[2024/8/18 4:17:55] 物品:金创药(小量)	怪物:03AE7340僵尸4	地图:H201	X:179	Y:118 
[2024/8/18 4:17:58] 物品:魔法药(小量)	怪物:05973CE0僵尸4	地图:H201	X:177	Y:117 
[2024/8/18 4:18:0] 物品:强效太阳水	怪物:19500DB0牛魔将军0	地图:H010	X:205	Y:249 
[2024/8/18 4:18:0] 物品:强效太阳水	怪物:19500DB0牛魔将军0	地图:H010	X:205	Y:249 
[2024/8/18 4:18:0] 物品:强效太阳水	怪物:19500DB0牛魔将军0	地图:H010	X:205	Y:249 
[2024/8/18 4:18:0] 物品:太阳水	怪物:19500DB0牛魔将军0	地图:H010	X:205	Y:249 
[2024/8/18 4:18:0] 物品:太阳水	怪物:19500DB0牛魔将军0	地图:H010	X:205	Y:249 
[2024/8/18 4:18:0] 物品:道士头盔	怪物:19500DB0牛魔将军0	地图:H010	X:205	Y:249 
[2024/8/18 4:18:1] 物品:金创药(小量)	怪物:2B347ED0僵尸5	地图:H201	X:178	Y:119 
[2024/8/18 4:18:1] 物品:金创药(小量)	怪物:1C10E750僵尸5	地图:H201	X:178	Y:119 
[2024/8/18 4:18:4] 物品:太阳水	怪物:2DFD23E0黑野猪8	地图:H002	X:127	Y:89 
[2024/8/18 4:18:5] 物品:道士手镯	怪物:293F8C40牛魔侍卫8	地图:H010	X:207	Y:254 
[2024/8/18 4:18:6] 物品:金创药(小量)	怪物:057DA070僵尸4	地图:H201	X:98	Y:116 
[2024/8/18 4:18:6] 物品:灵魂火符	怪物:1E8FB010僵尸1	地图:H201	X:177	Y:120 
[2024/8/18 4:18:15] 物品:强效太阳水	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效太阳水	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效太阳水	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效太阳水	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效太阳水	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效金创药	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效金创药	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效魔法药	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:强效魔法药	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:骷髅戒指	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:珊瑚戒指	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:蛇眼戒指	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:15] 物品:死神手套	怪物:0D895BA0尸王8	地图:H201	X:101	Y:116 
[2024/8/18 4:18:17] 物品:强效太阳水	怪物:19D8BE50牛魔祭司0	地图:H010	X:210	Y:266 
[2024/8/18 4:18:17] 物品:强效太阳水	怪物:19D8BE50牛魔祭司0	地图:H010	X:210	Y:266 
[2024/8/18 4:18:17] 物品:太阳水	怪物:19D8BE50牛魔祭司0	地图:H010	X:210	Y:266 
[2024/8/18 4:18:17] 物品:太阳水	怪物:19D8BE50牛魔祭司0	地图:H010	X:210	Y:266 
[2024/8/18 4:18:17] 物品:魔法长袍(男)	怪物:19D8BE50牛魔祭司0	地图:H010	X:210	Y:266 
[2024/8/18 4:18:17] 物品:黑檀手镯	怪物:19D8BE50牛魔祭司0	地图:H010	X:210	Y:266 
[2024/8/18 4:18:22] 物品:强效太阳水	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效太阳水	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效太阳水	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效太阳水	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效太阳水	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效金创药	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效金创药	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效魔法药	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:强效魔法药	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:22] 物品:黑檀手镯	怪物:2DD04E70尸王8	地图:H201	X:178	Y:123 
[2024/8/18 4:18:24] 物品:金创药(小量)	怪物:2847FC40僵尸5	地图:H201	X:177	Y:124 
[2024/8/18 4:18:25] 物品:金创药(小量)	怪物:22370BB0僵尸4	地图:H201	X:101	Y:116 
[2024/8/18 4:18:25] 物品:攻击力药水	怪物:19722E00僵尸5	地图:H201	X:178	Y:124 
[2024/8/18 4:18:26] 物品:强效太阳水	怪物:03B1FF70牛魔将军0	地图:H010	X:210	Y:274 
[2024/8/18 4:18:26] 物品:强效太阳水	怪物:03B1FF70牛魔将军0	地图:H010	X:210	Y:274 
[2024/8/18 4:18:26] 物品:太阳水	怪物:03B1FF70牛魔将军0	地图:H010	X:210	Y:274 
[2024/8/18 4:18:26] 物品:太阳水	怪物:03B1FF70牛魔将军0	地图:H010	X:210	Y:274 
[2024/8/18 4:18:26] 物品:太阳水	怪物:03B1FF70牛魔将军0	地图:H010	X:210	Y:274 
[2024/8/18 4:18:26] 物品:幽灵手套	怪物:03B1FF70牛魔将军0	地图:H010	X:210	Y:274 
[2024/8/18 4:18:27] 物品:金创药(小量)	怪物:29CCDEC0僵尸4	地图:H201	X:101	Y:115 
[2024/8/18 4:18:28] 物品:太阳水	怪物:0D650240黑野猪8	地图:H002	X:119	Y:79 
[2024/8/18 4:18:32] 物品:魔法药(中量)	怪物:2F4625F0恶灵僵尸8	地图:H001	X:99	Y:43 
[2024/8/18 4:18:32] 物品:金创药(小量)	怪物:27938910僵尸4	地图:H201	X:183	Y:125 
[2024/8/18 4:18:37] 物品:强效太阳水	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效太阳水	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效太阳水	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效太阳水	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效太阳水	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效金创药	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效金创药	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效魔法药	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:强效魔法药	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:魅力戒指	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:黑檀手镯	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:37] 物品:魔力手镯	怪物:273FE6B0尸王8	地图:H201	X:98	Y:109 
[2024/8/18 4:18:38] 物品:强效太阳水	怪物:2793F800牛魔祭司0	地图:H010	X:210	Y:286 
[2024/8/18 4:18:38] 物品:强效太阳水	怪物:2793F800牛魔祭司0	地图:H010	X:210	Y:286 
[2024/8/18 4:18:38] 物品:强效太阳水	怪物:2793F800牛魔祭司0	地图:H010	X:210	Y:286 
[2024/8/18 4:18:38] 物品:太阳水	怪物:2793F800牛魔祭司0	地图:H010	X:210	Y:286 
[2024/8/18 4:18:38] 物品:太阳水	怪物:2793F800牛魔祭司0	地图:H010	X:210	Y:286 
[2024/8/18 4:18:38] 物品:龙纹剑	怪物:2793F800牛魔祭司0	地图:H010	X:210	Y:286 
[2024/8/18 4:18:41] 物品:强效太阳水	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效太阳水	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效太阳水	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效太阳水	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效太阳水	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效金创药	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效金创药	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效魔法药	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:强效魔法药	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:珍珠戒指	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:魅力戒指	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:41] 物品:蓝翡翠项链	怪物:2A06E9C0尸王8	地图:H201	X:182	Y:126 
[2024/8/18 4:18:48] 物品:强效太阳水	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效太阳水	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效太阳水	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效太阳水	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效太阳水	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效金创药	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效金创药	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效魔法药	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:强效魔法药	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:骷髅戒指	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:道德戒指	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:魔力手镯	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:48] 物品:魔法盾	怪物:17BFADC0尸王8	地图:H201	X:98	Y:110 
[2024/8/18 4:18:49] 物品:太阳水	怪物:1C188870牛魔将军8	地图:H010	X:213	Y:296 
[2024/8/18 4:18:50] 物品:短剑	怪物:31A983E0骷髅战士	地图:D002	X:272	Y:74 
[2024/8/18 4:18:55] 物品:太阳水	怪物:0B882340黑野猪8	地图:H002	X:111	Y:95 
[2024/8/18 4:18:56] 物品:强效太阳水	怪物:29E417F0牛魔祭司0	地图:H010	X:220	Y:299 
[2024/8/18 4:18:56] 物品:强效太阳水	怪物:29E417F0牛魔祭司0	地图:H010	X:220	Y:299 
[2024/8/18 4:18:56] 物品:太阳水	怪物:29E417F0牛魔祭司0	地图:H010	X:220	Y:299 
[2024/8/18 4:18:56] 物品:太阳水	怪物:29E417F0牛魔祭司0	地图:H010	X:220	Y:299 
[2024/8/18 4:19:0] 物品:强效太阳水	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效太阳水	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效太阳水	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效太阳水	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效太阳水	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效金创药	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效金创药	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效魔法药	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:强效魔法药	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:道德戒指	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:黑檀手镯	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:魔力手镯	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:0] 物品:冰咆哮	怪物:038B9B00尸王8	地图:H201	X:176	Y:132 
[2024/8/18 4:19:1] 物品:黑檀手镯	怪物:28A864A0牛魔法师8	地图:H010	X:220	Y:300 
[2024/8/18 4:19:6] 物品:强效太阳水	怪物:0C2E1AE0尸王8	地图:H201	X:94	Y:109 
