[2024/8/22 18:0:5] 物品:太阳水	怪物:23A047C0黑色恶蛆8	地图:H004	X:80	Y:68 
[2024/8/22 18:23:51] 物品:骑士手镯	怪物:1EC961C0祖玛弓箭手83	地图:H008	X:50	Y:28 
[2024/8/22 18:24:3] 物品:无极棍	怪物:23DE06E0祖玛雕像83	地图:H008	X:48	Y:28 
[2024/8/22 18:24:3] 物品:金戒指	怪物:23DE06E0祖玛雕像83	地图:H008	X:48	Y:28 
[2024/8/22 18:24:4] 物品:魔法药(小量)	怪物:23EA0AD0僵尸4	地图:H201	X:41	Y:46 
[2024/8/22 18:24:9] 物品:召唤骷髅	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:地狱火	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:抗拒火环	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:精神力战法	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:火球术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:治愈术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:基本剑术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:黑檀项链	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:金创药(小量)	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:9] 物品:金创药(小量)	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:12] 物品:强效魔法药	怪物:19CFC4D0魔龙破甲兵	地图:66	X:221	Y:91 
[2024/8/22 18:24:15] 物品:魔法药(中量)	怪物:20772C70祖玛雕像83	地图:H008	X:56	Y:21 
[2024/8/22 18:24:15] 物品:龙之手镯	怪物:20772C70祖玛雕像83	地图:H008	X:56	Y:21 
[2024/8/22 18:24:15] 物品:魔法药(小量)	怪物:2318F390僵尸5	地图:H201	X:44	Y:41 
[2024/8/22 18:24:17] 物品:强效太阳水	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效太阳水	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效太阳水	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效太阳水	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效太阳水	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效金创药	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效金创药	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效魔法药	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:强效魔法药	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:珍珠戒指	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:魅力戒指	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:魔力手镯	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:17] 物品:野蛮冲撞	怪物:2B60EFC0尸王8	地图:H201	X:37	Y:56 
[2024/8/22 18:24:24] 物品:雷电术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:抗拒火环	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:精神力战法	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:火球术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:治愈术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:基本剑术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:凤凰明珠	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:中型盔甲(女)	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:黑檀项链	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:24] 物品:金创药(小量)	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:26] 物品:思贝儿手镯	怪物:1BDA84E0祖玛弓箭手83	地图:H008	X:52	Y:17 
[2024/8/22 18:24:26] 物品:破魂	怪物:1BDA84E0祖玛弓箭手83	地图:H008	X:52	Y:17 
[2024/8/22 18:24:27] 物品:强效太阳水	怪物:246DA540魔龙射手	地图:66	X:224	Y:96 
[2024/8/22 18:24:29] 物品:魔法药(小量)	怪物:28D89C70僵尸5	地图:H201	X:41	Y:56 
[2024/8/22 18:24:34] 物品:雷电术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:抗拒火环	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:精神力战法	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:火球术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:治愈术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:基本剑术	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:灯笼项链	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:金创药(小量)	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:34] 物品:魔法药(小量)	怪物:22D97E90僵尸40	地图:H201	X:36	Y:55 
[2024/8/22 18:24:36] 物品:强效太阳水	怪物:12106930虹魔蝎卫80	地图:H008	X:54	Y:18 
[2024/8/22 18:24:36] 物品:强效太阳水	怪物:12106930虹魔蝎卫80	地图:H008	X:54	Y:18 
[2024/8/22 18:24:36] 物品:幽灵手套	怪物:12106930虹魔蝎卫80	地图:H008	X:54	Y:18 
[2024/8/22 18:24:43] 物品:竹笛	怪物:1BDFFD20祖玛弓箭手83	地图:H008	X:59	Y:23 
[2024/8/22 18:24:46] 物品:金创药(小量)	怪物:28A4CE80僵尸4	地图:H201	X:38	Y:63 
[2024/8/22 18:24:46] 物品:强效太阳水	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效太阳水	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效太阳水	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效太阳水	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效太阳水	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效金创药	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效金创药	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效魔法药	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:强效魔法药	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:生铁戒指	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:黑檀手镯	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:46] 物品:魔力手镯	怪物:1790B620尸王8	地图:H201	X:37	Y:62 
[2024/8/22 18:24:47] 物品:隐身术	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:抗拒火环	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:精神力战法	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:火球术	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:治愈术	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:基本剑术	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:魔鬼项链	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:灯笼项链	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:黑色水晶项链	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:47] 物品:金创药(小量)	怪物:22D97E90僵尸40	地图:H201	X:37	Y:55 
[2024/8/22 18:24:49] 物品:强效金创药	怪物:24F185F0魔龙射手2	地图:66	X:229	Y:101 
[2024/8/22 18:24:51] 物品:魔法药(中量)	怪物:04982940祖玛雕像83	地图:H008	X:59	Y:27 
[2024/8/22 18:24:51] 物品:魔杖	怪物:04982940祖玛雕像83	地图:H008	X:59	Y:27 
[2024/8/22 18:24:58] 物品:强效太阳水	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效太阳水	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效太阳水	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效太阳水	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效太阳水	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效金创药	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效金创药	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效魔法药	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:强效魔法药	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:蛇眼戒指	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:道德戒指	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:24:58] 物品:黑檀手镯	怪物:25D5B380尸王8	地图:H201	X:39	Y:67 
[2024/8/22 18:25:0] 物品:强效金创药	怪物:25093F80魔龙刀兵	地图:66	X:236	Y:98 
[2024/8/22 18:25:6] 物品:强效金创药	怪物:2CEFCE70祖玛雕像83	地图:H008	X:60	Y:26 
[2024/8/22 18:25:6] 物品:强效太阳水	怪物:2CEFCE70祖玛雕像83	地图:H008	X:60	Y:26 
[2024/8/22 18:25:8] 物品:金创药(中量)	怪物:23FBB310僵尸1	地图:H201	X:33	Y:71 
[2024/8/22 18:25:10] 物品:金创药(中量)	怪物:2D2614D0祖玛雕像83	地图:H008	X:58	Y:24 
[2024/8/22 18:25:20] 物品:道士头盔	怪物:11FC1900魔龙破甲兵	地图:66	X:240	Y:88 
[2024/8/22 18:25:20] 物品:死神手套	怪物:11FC1900魔龙破甲兵	地图:66	X:240	Y:88 
[2024/8/22 18:25:23] 物品:强效太阳水	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效太阳水	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效太阳水	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效太阳水	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效太阳水	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效金创药	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效金创药	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效魔法药	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:强效魔法药	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:珍珠戒指	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:生铁戒指	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:死神手套	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:23] 物品:魔力手镯	怪物:2680EAA0尸王8	地图:H201	X:29	Y:71 
[2024/8/22 18:25:25] 物品:强效太阳水	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效太阳水	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效太阳水	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效太阳水	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效太阳水	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效金创药	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效金创药	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效魔法药	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:强效魔法药	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:生铁戒指	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:道德戒指	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:蓝翡翠项链	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:黑檀手镯	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:魔力手镯	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:地狱雷光	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:25] 物品:冰咆哮	怪物:2A961CB0尸王8	地图:H201	X:34	Y:72 
[2024/8/22 18:25:26] 物品:死神手套	怪物:10931640祖玛弓箭手83	地图:H008	X:64	Y:21 
[2024/8/22 18:25:41] 物品:强效太阳水	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效太阳水	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效太阳水	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效太阳水	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效太阳水	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效金创药	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效金创药	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效魔法药	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:强效魔法药	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:死神手套	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:魅力戒指	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:黑檀手镯	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:地狱雷光	怪物:1BD9A4F0尸王8	地图:H201	X:38	Y:77 
[2024/8/22 18:25:41] 物品:火球术	怪物:13E4E900僵尸10	地图:H201	X:39	Y:78 
[2024/8/22 18:25:49] 物品:强效魔法药	怪物:23FB0190魔龙破甲兵	地图:66	X:246	Y:81 
[2024/8/22 18:25:53] 物品:金创药(小量)	怪物:1247F530僵尸4	地图:H201	X:43	Y:82 
[2024/8/22 18:26:1] 物品:金创药(中量)	怪物:2CEFB840祖玛雕像83	地图:H008	X:68	Y:38 
[2024/8/22 18:26:1] 物品:辟邪手镯	怪物:2CEFB840祖玛雕像83	地图:H008	X:68	Y:38 
[2024/8/22 18:26:1] 物品:强效太阳水	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效太阳水	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效太阳水	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效太阳水	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效太阳水	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效金创药	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效金创药	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效魔法药	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:强效魔法药	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:珊瑚戒指	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:生铁戒指	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:凝霜	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:黑檀手镯	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:魔力手镯	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:1] 物品:魔法盾	怪物:04A3A8C0尸王8	地图:H201	X:42	Y:80 
[2024/8/22 18:26:5] 物品:强效魔法药	怪物:1E4D0560魔龙刀兵	地图:66	X:251	Y:74 
[2024/8/22 18:26:7] 物品:海魂	怪物:154801A0僵尸10	地图:H201	X:46	Y:84 
[2024/8/22 18:26:7] 物品:黄色水晶项链	怪物:154801A0僵尸10	地图:H201	X:46	Y:84 
[2024/8/22 18:26:9] 物品:地狱火	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:抗拒火环	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:精神力战法	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:火球术	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:治愈术	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:基本剑术	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:八荒	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:海魂	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:魔鬼项链	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:坚固手套	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:魔力手镯	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:灯笼项链	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:铁剑	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:短剑	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:轻型盔甲(男)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:轻型盔甲(女)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:青铜斧	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:黑檀项链	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:黄色水晶项链	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:黑色水晶项链	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:青铜头盔	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:金创药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:金创药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:金创药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:金创药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:魔法药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:魔法药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:魔法药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:9] 物品:魔法药(小量)	怪物:28F329A0僵尸50	地图:H201	X:49	Y:87 
[2024/8/22 18:26:12] 物品:强效太阳水	怪物:1F181080祖玛雕像83	地图:H008	X:61	Y:38 
[2024/8/22 18:26:12] 物品:小手镯	怪物:1F181080祖玛雕像83	地图:H008	X:61	Y:38 
[2024/8/22 18:26:12] 物品:雷电术	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:地狱火	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:抗拒火环	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:精神力战法	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:火球术	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:治愈术	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:基本剑术	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:灯笼项链	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:12] 物品:铁剑	怪物:14432540僵尸40	地图:H201	X:44	Y:88 
[2024/8/22 18:26:15] 物品:太阳水	怪物:25F395D0魔龙射手	地图:66	X:252	Y:80 
[2024/8/22 18:26:15] 物品:强效太阳水	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效太阳水	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效太阳水	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效太阳水	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效太阳水	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效金创药	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效金创药	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效魔法药	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:强效魔法药	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:蛇眼戒指	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:生铁戒指	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:黑檀手镯	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:15] 物品:圣言术	怪物:15529F00尸王8	地图:H201	X:43	Y:86 
[2024/8/22 18:26:18] 物品:强效太阳水	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效太阳水	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效太阳水	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效太阳水	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效太阳水	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效金创药	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效金创药	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效魔法药	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:强效魔法药	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:骷髅戒指	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:黑色水晶戒指	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:死神手套	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:18] 物品:魔力手镯	怪物:25973350尸王8	地图:H201	X:43	Y:87 
[2024/8/22 18:26:23] 物品:太阳水	怪物:1EC90900祖玛弓箭手83	地图:H008	X:68	Y:45 
[2024/8/22 18:26:27] 物品:攻杀剑术	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:大火球	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:灵魂火符	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:抗拒火环	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:精神力战法	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:火球术	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:治愈术	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:基本剑术	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:27] 物品:青铜斧	怪物:1D0152B0僵尸40	地图:H201	X:38	Y:87 
[2024/8/22 18:26:30] 物品:施毒术	怪物:18628040僵尸50	地图:H201	X:38	Y:87 
[2024/8/22 18:26:30] 物品:召唤骷髅	怪物:18628040僵尸50	地图:H201	X:38	Y:87 
[2024/8/22 18:26:30] 物品:抗拒火环	怪物:18628040僵尸50	地图:H201	X:38	Y:87 
