[2024/8/19 11:0:0] 物品:金创药(小量)	怪物:0DAF4FA0僵尸5	地图:H201	X:21	Y:89 
[2024/8/19 11:16:50] 物品:强效金创药	怪物:2B329830奴隶	地图:F004	X:77	Y:75 
[2024/8/19 11:17:2] 物品:强效魔法药	怪物:306FE3F0魔龙破甲兵2	地图:66	X:200	Y:179 
[2024/8/19 11:17:6] 物品:金创药(小量)	怪物:1BBCD560僵尸4	地图:H201	X:135	Y:32 
[2024/8/19 11:17:6] 物品:魔法药(小量)	怪物:1BBCD560僵尸4	地图:H201	X:135	Y:32 
[2024/8/19 11:17:7] 物品:道士手镯	怪物:267B10E0奴隶	地图:F004	X:76	Y:76 
[2024/8/19 11:17:7] 物品:强效太阳水	怪物:267B10E0奴隶	地图:F004	X:76	Y:76 
[2024/8/19 11:17:7] 物品:太阳水	怪物:267B10E0奴隶	地图:F004	X:76	Y:76 
[2024/8/19 11:17:7] 物品:强效太阳水	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效太阳水	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效太阳水	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效太阳水	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效太阳水	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效金创药	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效金创药	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效魔法药	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:强效魔法药	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:黑檀手镯	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:7] 物品:魔力手镯	怪物:19B7EF00尸王8	地图:H201	X:172	Y:66 
[2024/8/19 11:17:8] 物品:魔法药(小量)	怪物:05D57010僵尸5	地图:H201	X:47	Y:158 
[2024/8/19 11:17:17] 物品:强效金创药	怪物:30DB4C30魔龙射手	地图:66	X:210	Y:187 
[2024/8/19 11:17:17] 物品:道士头盔	怪物:30DB4C30魔龙射手	地图:66	X:210	Y:187 
[2024/8/19 11:17:22] 物品:大火球	怪物:2D9A4450僵尸1	地图:H201	X:145	Y:37 
[2024/8/19 11:17:23] 物品:金创药(小量)	怪物:2C9CDB20僵尸5	地图:H201	X:50	Y:156 
[2024/8/19 11:17:29] 物品:金创药(小量)	怪物:307405D0僵尸5	地图:H201	X:149	Y:29 
[2024/8/19 11:17:35] 物品:施毒术	怪物:2A222AF0恶灵尸王	地图:H201	X:167	Y:71 
[2024/8/19 11:17:35] 物品:大火球	怪物:2A222AF0恶灵尸王	地图:H201	X:167	Y:71 
[2024/8/19 11:17:36] 物品:太阳水	怪物:2DCADA20僵尸5	地图:H201	X:37	Y:158 
[2024/8/19 11:17:39] 物品:灵魂战衣(男)	怪物:1C18B4D0巨型蠕虫8	地图:H004	X:95	Y:74 
[2024/8/19 11:17:42] 物品:强效金创药	怪物:2AA18800魔龙邪眼1	地图:66	X:206	Y:190 
[2024/8/19 11:17:42] 物品:金创药(小量)	怪物:1E9726F0骷髅战士	地图:D002	X:60	Y:244 
[2024/8/19 11:17:42] 物品:小手镯	怪物:1E9726F0骷髅战士	地图:D002	X:60	Y:244 
[2024/8/19 11:17:42] 物品:魔法药(小量)	怪物:2ECB6C80僵尸4	地图:H201	X:44	Y:158 
[2024/8/19 11:17:45] 物品:火球术	怪物:1BEDEC10僵尸1	地图:H201	X:158	Y:34 
[2024/8/19 11:17:56] 物品:雷电术	怪物:30DD2C70僵尸1	地图:H201	X:157	Y:40 
[2024/8/19 11:17:57] 物品:治愈术	怪物:28F67C80僵尸5	地图:H201	X:33	Y:162 
[2024/8/19 11:17:57] 物品:强效太阳水	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效太阳水	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效太阳水	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效太阳水	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效太阳水	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效金创药	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效金创药	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效魔法药	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:强效魔法药	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:珍珠戒指	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:魅力戒指	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:魔力手镯	怪物:1F1D59E0尸王8	地图:H201	X:171	Y:68 
[2024/8/19 11:17:57] 物品:魅力戒指	怪物:193EFA50奴隶	地图:F004	X:19	Y:74 
[2024/8/19 11:17:57] 物品:强效魔法药	怪物:193EFA50奴隶	地图:F004	X:19	Y:74 
[2024/8/19 11:18:1] 物品:疾光电影	怪物:05803E50恶灵尸王	地图:H201	X:33	Y:161 
[2024/8/19 11:18:1] 物品:灵魂火符	怪物:05803E50恶灵尸王	地图:H201	X:33	Y:161 
[2024/8/19 11:18:1] 物品:雷电术	怪物:05803E50恶灵尸王	地图:H201	X:33	Y:161 
[2024/8/19 11:18:1] 物品:诱惑之光	怪物:05803E50恶灵尸王	地图:H201	X:33	Y:161 
[2024/8/19 11:18:1] 物品:地狱火	怪物:05803E50恶灵尸王	地图:H201	X:33	Y:161 
[2024/8/19 11:18:5] 物品:道士手镯	怪物:1BF02B70魔龙血蛙	地图:66	X:208	Y:189 
[2024/8/19 11:18:6] 物品:金创药(小量)	怪物:2191CE30骷髅战士	地图:D002	X:69	Y:256 
[2024/8/19 11:18:15] 物品:金手镯	怪物:2B378760奴隶	地图:F004	X:19	Y:75 
[2024/8/19 11:18:15] 物品:强效太阳水	怪物:2B378760奴隶	地图:F004	X:19	Y:75 
[2024/8/19 11:18:15] 物品:强效金创药	怪物:2B378760奴隶	地图:F004	X:19	Y:75 
[2024/8/19 11:18:17] 物品:强效金创药	怪物:2890BE00魔龙射手1	地图:66	X:213	Y:194 
[2024/8/19 11:18:20] 物品:太阳水	怪物:1FC09100黑野猪8	地图:H002	X:183	Y:217 
[2024/8/19 11:18:22] 物品:强效太阳水	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效太阳水	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效太阳水	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效太阳水	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效太阳水	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效金创药	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效金创药	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效魔法药	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:强效魔法药	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:骷髅戒指	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:魅力戒指	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:22] 物品:魔力手镯	怪物:2B5BFBD0尸王8	地图:H201	X:169	Y:76 
[2024/8/19 11:18:29] 物品:召唤骷髅	怪物:18AEBCA0僵尸1	地图:H201	X:170	Y:50 
[2024/8/19 11:18:37] 物品:疾光电影	怪物:0D9AF2A0恶灵尸王	地图:H201	X:170	Y:46 
[2024/8/19 11:18:37] 物品:集体隐身术	怪物:0D9AF2A0恶灵尸王	地图:H201	X:170	Y:46 
[2024/8/19 11:18:37] 物品:灵魂火符	怪物:0D9AF2A0恶灵尸王	地图:H201	X:170	Y:46 
[2024/8/19 11:18:44] 物品:强效太阳水	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效太阳水	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效太阳水	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效太阳水	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效太阳水	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效金创药	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效金创药	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效魔法药	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:强效魔法药	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:蛇眼戒指	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:凝霜	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:魅力戒指	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:蓝翡翠项链	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:44] 物品:魔力手镯	怪物:1B7EE4C0尸王8	地图:H201	X:40	Y:157 
[2024/8/19 11:18:51] 物品:灵魂火符	怪物:1971D540恶灵尸王	地图:H201	X:170	Y:77 
[2024/8/19 11:18:51] 物品:大火球	怪物:1971D540恶灵尸王	地图:H201	X:170	Y:77 
[2024/8/19 11:18:54] 物品:攻杀剑术	怪物:2DB3BCE0恶灵尸王	地图:H201	X:37	Y:156 
[2024/8/19 11:18:54] 物品:雷电术	怪物:2DB3BCE0恶灵尸王	地图:H201	X:37	Y:156 
[2024/8/19 11:18:54] 物品:诱惑之光	怪物:2DB3BCE0恶灵尸王	地图:H201	X:37	Y:156 
[2024/8/19 11:18:59] 物品:金创药(小量)	怪物:29A9FA50山洞蝙蝠	地图:D002	X:69	Y:279 
[2024/8/19 11:19:7] 物品:强效魔法药	怪物:286886E0魔龙射手	地图:66	X:215	Y:188 
[2024/8/19 11:19:7] 物品:骨玉权杖	怪物:286886E0魔龙射手	地图:66	X:215	Y:188 
[2024/8/19 11:19:7] 物品:骷髅头盔	怪物:286886E0魔龙射手	地图:66	X:215	Y:188 
[2024/8/19 11:19:7] 物品:降魔	怪物:286886E0魔龙射手	地图:66	X:215	Y:188 
[2024/8/19 11:19:9] 物品:强效太阳水	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效太阳水	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效太阳水	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效太阳水	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效太阳水	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效金创药	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效金创药	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效魔法药	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:强效魔法药	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:死神手套	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:道德戒指	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:魅力戒指	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:蓝翡翠项链	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:魔法盾	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:9] 物品:圣言术	怪物:2F0D1A10尸王8	地图:H201	X:180	Y:58 
[2024/8/19 11:19:13] 物品:金创药(小量)	怪物:1DDC1F00骷髅战士	地图:D002	X:65	Y:287 
[2024/8/19 11:19:14] 物品:强效魔法药	怪物:28B97240魔龙射手	地图:66	X:211	Y:202 
[2024/8/19 11:19:14] 物品:魔法长袍(女)	怪物:28B97240魔龙射手	地图:66	X:211	Y:202 
[2024/8/19 11:19:14] 物品:金创药(小量)	怪物:185A77C0僵尸4	地图:H201	X:180	Y:60 
[2024/8/19 11:19:15] 物品:强效太阳水	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效太阳水	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效太阳水	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效太阳水	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效太阳水	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效金创药	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效金创药	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效魔法药	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:强效魔法药	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:蛇眼戒指	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:珍珠戒指	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:15] 物品:凝霜	怪物:2DC40450尸王8	地图:H201	X:176	Y:81 
[2024/8/19 11:19:17] 物品:太阳水	怪物:279A7AD0黑野猪8	地图:H002	X:249	Y:46 
[2024/8/19 11:19:19] 物品:强效金创药	怪物:1EC727F0魔龙射手	地图:66	X:205	Y:199 
[2024/8/19 11:19:19] 物品:强效太阳水	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效太阳水	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效太阳水	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效太阳水	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效太阳水	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效金创药	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效金创药	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效魔法药	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:强效魔法药	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:凝霜	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:道德戒指	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:蓝翡翠项链	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:19] 物品:魔力手镯	怪物:2A336670尸王8	地图:H201	X:39	Y:172 
[2024/8/19 11:19:22] 物品:金创药(小量)	怪物:0D85A310僵尸5	地图:H201	X:181	Y:63 
[2024/8/19 11:19:23] 物品:太阳水	怪物:1F047CA0僵尸5	地图:H201	X:33	Y:165 
[2024/8/19 11:19:24] 物品:金创药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:金创药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:金创药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:金创药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:魔法药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:魔法药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:魔法药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:24] 物品:魔法药(中量)	怪物:1B12B800骷髅战将0	地图:D002	X:63	Y:291 
[2024/8/19 11:19:30] 物品:强效金创药	怪物:28998F30魔龙射手	地图:66	X:206	Y:202 
[2024/8/19 11:19:32] 物品:金创药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:金创药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:金创药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:金创药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:魔法药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:魔法药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:魔法药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:魔法药(中量)	怪物:1C927090骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:32] 物品:金创药(小量)	怪物:1BED50C0僵尸5	地图:H201	X:180	Y:62 
[2024/8/19 11:19:35] 物品:强效魔法药	怪物:056C6AB0魔龙射手	地图:66	X:210	Y:204 
[2024/8/19 11:19:36] 物品:强效太阳水	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效太阳水	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效太阳水	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效太阳水	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效太阳水	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效金创药	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效金创药	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效魔法药	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:强效魔法药	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:骷髅戒指	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:生铁戒指	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:魅力戒指	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:蓝翡翠项链	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:黑檀手镯	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:魔力手镯	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:魔法盾	怪物:28F426F0尸王8	地图:H201	X:37	Y:159 
[2024/8/19 11:19:36] 物品:轻型盔甲(女)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:金创药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:金创药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:金创药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:金创药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:魔法药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:魔法药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:魔法药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:36] 物品:魔法药(中量)	怪物:297441C0骷髅战士0	地图:D002	X:64	Y:292 
[2024/8/19 11:19:40] 物品:火墙	怪物:297764C0恶灵尸王	地图:H201	X:176	Y:83 
[2024/8/19 11:19:40] 物品:灵魂火符	怪物:297764C0恶灵尸王	地图:H201	X:176	Y:83 
[2024/8/19 11:19:40] 物品:召唤骷髅	怪物:297764C0恶灵尸王	地图:H201	X:176	Y:83 
[2024/8/19 11:19:42] 物品:金创药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:金创药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:金创药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:金创药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:魔法药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:魔法药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:魔法药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:42] 物品:魔法药(中量)	怪物:30AD6ED0骷髅战士0	地图:D002	X:65	Y:290 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:太阳水	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:金创药(中量)	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:金创药(中量)	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:金创药(中量)	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:魔法药(中量)	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:魔法药(中量)	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:魔法药(中量)	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效魔法药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效魔法药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效魔法药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效金创药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效魔法药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效魔法药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
[2024/8/19 11:19:43] 物品:强效魔法药	怪物:28B92FB0白野猪8	地图:H204	X:50	Y:14 
