[2024/8/22 12:0:2] 物品:竹笛	怪物:17311640魔龙破甲兵	地图:66	X:230	Y:194 
[2024/8/22 12:15:5] 物品:强效太阳水	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:强效太阳水	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:强效金创药	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:强效金创药	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:强效魔法药	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:强效魔法药	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:珍珠戒指	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:生铁戒指	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:黑檀手镯	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:5] 物品:魔力手镯	怪物:28AC4C60尸王8	地图:H201	X:158	Y:72 
[2024/8/22 12:15:9] 物品:雷电术	怪物:1DB27D70恶灵尸王	地图:H201	X:157	Y:72 
[2024/8/22 12:15:11] 物品:太阳水	怪物:28F90B60血巨人	地图:D10051	X:110	Y:90 
[2024/8/22 12:15:11] 物品:强效太阳水	怪物:28F90B60血巨人	地图:D10051	X:110	Y:90 
[2024/8/22 12:15:11] 物品:强效金创药	怪物:28F90B60血巨人	地图:D10051	X:110	Y:90 
[2024/8/22 12:15:11] 物品:强效魔法药	怪物:28F90B60血巨人	地图:D10051	X:110	Y:90 
[2024/8/22 12:15:12] 物品:强效金创药	怪物:29D0D910魔龙射手	地图:66	X:92	Y:122 
[2024/8/22 12:15:12] 物品:凝霜	怪物:29D0D910魔龙射手	地图:66	X:92	Y:122 
[2024/8/22 12:15:15] 物品:金创药(小量)	怪物:1DAC3DD0僵尸4	地图:H201	X:166	Y:80 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:太阳水	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效金创药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:强效魔法药	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:偃月	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:15] 物品:黑色水晶戒指	怪物:166A0E90虹魔蝎卫8	地图:H204	X:62	Y:39 
[2024/8/22 12:15:18] 物品:强效太阳水	怪物:1AC46FC0魔龙破甲兵	地图:66	X:90	Y:123 
[2024/8/22 12:15:18] 物品:太阳水	怪物:13C17D10钢牙蜘蛛	地图:D10051	X:109	Y:89 
[2024/8/22 12:15:18] 物品:强效金创药	怪物:13C17D10钢牙蜘蛛	地图:D10051	X:109	Y:89 
[2024/8/22 12:15:18] 物品:强效魔法药	怪物:13C17D10钢牙蜘蛛	地图:D10051	X:109	Y:89 
[2024/8/22 12:15:18] 物品:金创药(小量)	怪物:23C2EEC0僵尸5	地图:H201	X:170	Y:78 
[2024/8/22 12:15:19] 物品:道士头盔	怪物:26036220魔龙射手	地图:66	X:92	Y:123 
[2024/8/22 12:15:21] 物品:金创药(小量)	怪物:28E56410僵尸5	地图:H201	X:167	Y:79 
[2024/8/22 12:15:24] 物品:强效金创药	怪物:231CC8F0暴牙蜘蛛	地图:D10051	X:107	Y:84 
[2024/8/22 12:15:24] 物品:强效魔法药	怪物:231CC8F0暴牙蜘蛛	地图:D10051	X:107	Y:84 
[2024/8/22 12:15:25] 物品:强效太阳水	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效太阳水	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效太阳水	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效太阳水	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效太阳水	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效金创药	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效金创药	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效魔法药	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:强效魔法药	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:死神手套	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:凝霜	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:蓝翡翠项链	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:黑檀手镯	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:25] 物品:魔力手镯	怪物:24716580尸王8	地图:H201	X:168	Y:78 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:太阳水	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效金创药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:强效魔法药	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:道士手镯	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:29] 物品:道德戒指	怪物:2A951270虹魔蝎卫8	地图:H204	X:57	Y:43 
[2024/8/22 12:15:30] 物品:金创药(中量)	怪物:288B6020天狼蜘蛛	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:30] 物品:魔法药(中量)	怪物:288B6020天狼蜘蛛	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:32] 物品:灵魂火符	怪物:1B1B0A20僵尸1	地图:H201	X:162	Y:81 
[2024/8/22 12:15:33] 物品:施毒术	怪物:29FA6130恶灵尸王	地图:H201	X:163	Y:78 
[2024/8/22 12:15:33] 物品:攻杀剑术	怪物:29FA6130恶灵尸王	地图:H201	X:163	Y:78 
[2024/8/22 12:15:33] 物品:地狱火	怪物:29FA6130恶灵尸王	地图:H201	X:163	Y:78 
[2024/8/22 12:15:33] 物品:召唤骷髅	怪物:29FA6130恶灵尸王	地图:H201	X:163	Y:78 
[2024/8/22 12:15:35] 物品:强效太阳水	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效太阳水	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:疗伤药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:疗伤药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效金创药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效金创药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效魔法药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效魔法药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效魔法药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效金创药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:强效金创药	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:35] 物品:野蛮冲撞	怪物:25B2CCB0血僵尸	地图:D10051	X:105	Y:83 
[2024/8/22 12:15:41] 物品:强效太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:太阳水	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:金创药(中量)	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:金创药(中量)	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效金创药	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效金创药	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效金创药	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:魔法药(中量)	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:魔法药(中量)	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效魔法药	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效魔法药	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:强效魔法药	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:躲避手链	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:道德戒指	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:41] 物品:魔法盾	怪物:2B362570沃玛卫士8	地图:H204	X:53	Y:53 
[2024/8/22 12:15:42] 物品:太阳水	怪物:2CEEC430魔龙破甲兵2	地图:66	X:81	Y:119 
[2024/8/22 12:15:44] 物品:强效太阳水	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效太阳水	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效太阳水	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效太阳水	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效太阳水	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效金创药	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效金创药	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效魔法药	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:强效魔法药	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:生铁戒指	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:黑檀手镯	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:44] 物品:魔力手镯	怪物:1E0E19C0尸王8	地图:H201	X:165	Y:82 
[2024/8/22 12:15:47] 物品:强效魔法药	怪物:29F6CF60魔龙破甲兵2	地图:66	X:81	Y:118 
[2024/8/22 12:15:48] 物品:太阳水	怪物:2579C670钢牙蜘蛛	地图:D10051	X:99	Y:75 
[2024/8/22 12:15:48] 物品:强效金创药	怪物:2579C670钢牙蜘蛛	地图:D10051	X:99	Y:75 
[2024/8/22 12:15:48] 物品:强效魔法药	怪物:2579C670钢牙蜘蛛	地图:D10051	X:99	Y:75 
[2024/8/22 12:15:48] 物品:八荒	怪物:2579C670钢牙蜘蛛	地图:D10051	X:99	Y:75 
[2024/8/22 12:15:51] 物品:太阳水	怪物:245B0080黑锷蜘蛛	地图:D10051	X:99	Y:76 
[2024/8/22 12:15:51] 物品:强效金创药	怪物:245B0080黑锷蜘蛛	地图:D10051	X:99	Y:76 
[2024/8/22 12:15:51] 物品:强效魔法药	怪物:245B0080黑锷蜘蛛	地图:D10051	X:99	Y:76 
[2024/8/22 12:15:51] 物品:灵魂战衣(女)	怪物:245B0080黑锷蜘蛛	地图:D10051	X:99	Y:76 
[2024/8/22 12:15:51] 物品:降魔	怪物:245B0080黑锷蜘蛛	地图:D10051	X:99	Y:76 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:太阳水	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效金创药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:强效魔法药	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:52] 物品:躲避手链	怪物:24E69B60虹魔蝎卫8	地图:H204	X:54	Y:53 
[2024/8/22 12:15:53] 物品:金创药(中量)	怪物:2B2EE4E0天狼蜘蛛	地图:D10051	X:101	Y:75 
