[2024/8/19 13:0:2] 物品:魔法药(小量)	怪物:03B19080僵尸4	地图:H201	X:149	Y:37 
[2024/8/19 13:16:6] 物品:强效太阳水	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效太阳水	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效太阳水	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效太阳水	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效太阳水	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效金创药	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效金创药	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效魔法药	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:强效魔法药	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:黑色水晶戒指	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:蛇眼戒指	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:珍珠戒指	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:道德戒指	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:魔力手镯	怪物:1D8307A0尸王8	地图:H201	X:97	Y:26 
[2024/8/19 13:16:6] 物品:火球术	怪物:053035D0僵尸1	地图:H201	X:34	Y:141 
[2024/8/19 13:16:13] 物品:青铜斧	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:金创药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:金创药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:金创药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:金创药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:魔法药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:魔法药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:魔法药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:13] 物品:魔法药(中量)	怪物:192EB8A0掷斧骷髅0	地图:D002	X:148	Y:239 
[2024/8/19 13:16:14] 物品:魔法药(小量)	怪物:1CB1F530僵尸5	地图:H201	X:91	Y:26 
[2024/8/19 13:16:14] 物品:金创药(小量)	怪物:2DDF7570僵尸4	地图:H201	X:34	Y:142 
[2024/8/19 13:16:21] 物品:强效太阳水	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效太阳水	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效太阳水	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效太阳水	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效太阳水	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效金创药	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效金创药	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效魔法药	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:强效魔法药	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:珍珠戒指	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:凝霜	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:魔力手镯	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:21] 物品:野蛮冲撞	怪物:27AC6210尸王8	地图:H201	X:34	Y:144 
[2024/8/19 13:16:23] 物品:魔法长袍(女)	怪物:24969E20祖玛卫士8	地图:H204	X:63	Y:39 
[2024/8/19 13:16:23] 物品:金创药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:金创药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:金创药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:金创药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:魔法药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:魔法药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:魔法药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:魔法药(中量)	怪物:2A23E6B0骷髅战士0	地图:D002	X:147	Y:232 
[2024/8/19 13:16:23] 物品:青铜头盔	怪物:27BD7130骷髅	地图:D001	X:130	Y:179 
[2024/8/19 13:16:27] 物品:金创药(小量)	怪物:1C37B190僵尸5	地图:H201	X:34	Y:142 
[2024/8/19 13:16:29] 物品:强效太阳水	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效太阳水	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效太阳水	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效太阳水	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效太阳水	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效金创药	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效金创药	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效魔法药	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:强效魔法药	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:骷髅戒指	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:魅力戒指	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:29] 物品:黑檀手镯	怪物:1EA842E0尸王8	地图:H201	X:91	Y:17 
[2024/8/19 13:16:30] 物品:小手镯	怪物:19CA4D10祖玛卫士8	地图:H204	X:73	Y:70 
[2024/8/19 13:16:30] 物品:金戒指	怪物:19CA4D10祖玛卫士8	地图:H204	X:73	Y:70 
[2024/8/19 13:16:37] 物品:金戒指	怪物:1EF07CA0祖玛雕像8	地图:H204	X:73	Y:70 
[2024/8/19 13:16:38] 物品:基本剑术	怪物:21F07010僵尸1	地图:H201	X:31	Y:148 
[2024/8/19 13:16:41] 物品:金创药(小量)	怪物:27EEB4F0僵尸4	地图:H201	X:112	Y:18 
[2024/8/19 13:16:41] 物品:隐身术	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:大火球	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:抗拒火环	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:精神力战法	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:火球术	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:治愈术	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:基本剑术	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:凌风	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:魔鬼项链	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:琥珀项链	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:魔力手镯	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:灯笼项链	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:铁剑	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:短剑	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:轻型盔甲(男)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:轻型盔甲(女)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:青铜斧	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:黑檀项链	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:黄色水晶项链	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:黑色水晶项链	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:青铜头盔	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:金创药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:金创药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:金创药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:金创药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:魔法药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:魔法药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:魔法药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:41] 物品:魔法药(小量)	怪物:27752590僵尸50	地图:H201	X:32	Y:147 
[2024/8/19 13:16:46] 物品:金创药(小量)	怪物:2DE42210僵尸5	地图:H201	X:32	Y:149 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效太阳水	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效金创药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:强效魔法药	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:龙之戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:战神盔甲(女)	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:幽灵战衣(男)	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:偃月	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:破魂	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:降魔	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:斩马刀	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:修罗	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:骷髅头盔	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:道士头盔	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:蓝翡翠项链	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:放大镜	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:竹笛	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:小手镯	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:魔法手镯	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:黑檀手镯	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:道士手镯	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:死神手套	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:金手镯	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:黑色水晶戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:蛇眼戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:珍珠戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:金戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:骷髅戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:魅力戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:47] 物品:道德戒指	怪物:28F84E70黄泉教主8	地图:H204	X:72	Y:72 
[2024/8/19 13:16:48] 物品:祝福油	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效太阳水	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效金创药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:强效魔法药	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:祖玛头像	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:井中月	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:48] 物品:圣龙魔袍(男)	怪物:2D9D2080米尔皇帝	地图:F004	X:48	Y:31 
[2024/8/19 13:16:49] 物品:强效太阳水	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效太阳水	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效太阳水	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效太阳水	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效太阳水	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效金创药	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效金创药	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效魔法药	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:强效魔法药	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:49] 物品:生铁戒指	怪物:2846C5A0尸王8	地图:H201	X:111	Y:15 
[2024/8/19 13:16:53] 物品:放大镜	怪物:2B9D89F0魔龙刺蛙	地图:62	X:40	Y:44 
[2024/8/19 13:16:53] 物品:蓝翡翠项链	怪物:2B9D89F0魔龙刺蛙	地图:62	X:40	Y:44 
[2024/8/19 13:16:53] 物品:治愈术	怪物:28B53490僵尸1	地图:H201	X:112	Y:10 
[2024/8/19 13:16:53] 物品:金创药(中量)	怪物:2EBED930骷髅战将	地图:D002	X:147	Y:209 
[2024/8/19 13:16:54] 物品:强效太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:太阳水	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:金创药(中量)	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:金创药(中量)	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效金创药	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效金创药	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:强效金创药	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:魔法药(中量)	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
[2024/8/19 13:16:54] 物品:魔法药(中量)	怪物:24926070沃玛卫士8	地图:H204	X:72	Y:73 
