[2024/8/21 8:0:0] 物品:生铁戒指	怪物:2BC92A30牛魔战士	地图:D2078	X:220	Y:159 
[2024/8/21 8:7:58] 物品:灵魂战衣(女)	怪物:24419DF0祖玛雕像83	地图:H008	X:18	Y:35 
[2024/8/21 8:7:58] 物品:金戒指	怪物:24419DF0祖玛雕像83	地图:H008	X:18	Y:35 
[2024/8/21 8:8:0] 物品:战神盔甲(男)	怪物:25529720祖玛卫士83	地图:H008	X:17	Y:33 
[2024/8/21 8:8:7] 物品:强效金创药	怪物:22D85E20魔龙刀兵1	地图:66	X:32	Y:146 
[2024/8/21 8:8:15] 物品:万年雪霜	怪物:254D4F30牛魔侍卫	地图:D2078	X:197	Y:230 
[2024/8/21 8:8:33] 物品:降妖除魔戒指	怪物:26B736E0魔龙射手	地图:66	X:29	Y:153 
[2024/8/21 8:8:48] 物品:强效金创药	怪物:244269E0牛魔祭司	地图:D2078	X:220	Y:186 
[2024/8/21 8:8:48] 物品:强效金创药	怪物:244269E0牛魔祭司	地图:D2078	X:220	Y:186 
[2024/8/21 8:8:48] 物品:强效金创药	怪物:28B18940魔龙破甲兵	地图:66	X:31	Y:155 
[2024/8/21 8:9:2] 物品:布衣(男)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:布衣(女)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:木剑	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:匕首	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:金项链	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:铁手镯	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:传统项链	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:金创药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:金创药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:金创药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:金创药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:魔法药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:魔法药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:魔法药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:2] 物品:魔法药(小量)	怪物:17767D90森林雪人0	地图:11	X:142	Y:299 
[2024/8/21 8:9:22] 物品:坚固手套	怪物:182C5830牛魔法师	地图:D2078	X:191	Y:273 
[2024/8/21 8:9:27] 物品:强效太阳水	怪物:28D9C900牛魔祭司	地图:D2078	X:195	Y:275 
[2024/8/21 8:9:27] 物品:强效太阳水	怪物:28D9C900牛魔祭司	地图:D2078	X:195	Y:275 
[2024/8/21 8:9:27] 物品:强效金创药	怪物:28D9C900牛魔祭司	地图:D2078	X:195	Y:275 
[2024/8/21 8:9:27] 物品:记忆头盔	怪物:28D9C900牛魔祭司	地图:D2078	X:195	Y:275 
[2024/8/21 8:9:34] 物品:强效太阳水	怪物:22939B10牛魔祭司	地图:D2078	X:199	Y:277 
[2024/8/21 8:9:34] 物品:强效太阳水	怪物:22939B10牛魔祭司	地图:D2078	X:199	Y:277 
[2024/8/21 8:9:34] 物品:强效金创药	怪物:22939B10牛魔祭司	地图:D2078	X:199	Y:277 
[2024/8/21 8:9:34] 物品:珊瑚戒指	怪物:22939B10牛魔祭司	地图:D2078	X:199	Y:277 
[2024/8/21 8:9:47] 物品:强效太阳水	怪物:2D2FB060牛魔祭司	地图:D2078	X:166	Y:266 
[2024/8/21 8:9:47] 物品:放大镜	怪物:2D2FB060牛魔祭司	地图:D2078	X:166	Y:266 
[2024/8/21 8:9:52] 物品:灵魂战衣(女)	怪物:22F6C970巨型蠕虫8	地图:H004	X:58	Y:122 
[2024/8/21 8:9:54] 物品:魔法药(中量)	怪物:188D8FE0僵尸2	地图:D421	X:120	Y:212 
[2024/8/21 8:9:55] 物品:太阳水	怪物:2B4B6410牛魔将军	地图:D2078	X:159	Y:271 
[2024/8/21 8:9:55] 物品:强效金创药	怪物:2B4B6410牛魔将军	地图:D2078	X:159	Y:271 
[2024/8/21 8:9:55] 物品:炼狱	怪物:2B4B6410牛魔将军	地图:D2078	X:159	Y:271 
[2024/8/21 8:9:55] 物品:降魔	怪物:2B4B6410牛魔将军	地图:D2078	X:159	Y:271 
[2024/8/21 8:9:56] 物品:强效魔法药	怪物:28C92B80魔龙破甲兵	地图:66	X:43	Y:159 
[2024/8/21 8:10:2] 物品:降魔	怪物:28B068D0牛魔将军	地图:D2078	X:147	Y:280 
[2024/8/21 8:10:5] 物品:小手镯	怪物:23C33150牛魔战士	地图:D2078	X:147	Y:279 
[2024/8/21 8:10:7] 物品:强效金创药	怪物:291C2210魔龙射手2	地图:66	X:43	Y:162 
[2024/8/21 8:10:7] 物品:强效魔法药	怪物:291C2210魔龙射手2	地图:66	X:43	Y:162 
[2024/8/21 8:10:7] 物品:恶魔铃铛	怪物:291C2210魔龙射手2	地图:66	X:43	Y:162 
[2024/8/21 8:10:7] 物品:灵魂战衣(男)	怪物:291C2210魔龙射手2	地图:66	X:43	Y:162 
[2024/8/21 8:10:12] 物品:灵魂战衣(男)	怪物:2BEE53C0魔龙射手	地图:66	X:47	Y:164 
[2024/8/21 8:10:33] 物品:坚固手套	怪物:236814A0牛魔侍卫	地图:D2078	X:174	Y:253 
[2024/8/21 8:10:36] 物品:辟邪手镯	怪物:25DFDF00牛魔将军	地图:D2078	X:175	Y:253 
[2024/8/21 8:10:36] 物品:黑色水晶戒指	怪物:25DFDF00牛魔将军	地图:D2078	X:175	Y:253 
[2024/8/21 8:10:36] 物品:珍珠戒指	怪物:25DFDF00牛魔将军	地图:D2078	X:175	Y:253 
[2024/8/21 8:10:44] 物品:强效太阳水	怪物:22DA3010牛魔祭司	地图:D2078	X:177	Y:261 
[2024/8/21 8:10:44] 物品:强效魔法药	怪物:22DA3010牛魔祭司	地图:D2078	X:177	Y:261 
[2024/8/21 8:10:44] 物品:道士头盔	怪物:22DA3010牛魔祭司	地图:D2078	X:177	Y:261 
[2024/8/21 8:10:44] 物品:黑色水晶戒指	怪物:22DA3010牛魔祭司	地图:D2078	X:177	Y:261 
[2024/8/21 8:10:49] 物品:强效太阳水	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:强效太阳水	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:强效太阳水	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:太阳水	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:太阳水	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:求婚戒指	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:白色虎齿项链	怪物:2C913FB0虹魔猪卫80	地图:H008	X:20	Y:35 
[2024/8/21 8:10:49] 物品:太阳水	怪物:2BEED8E0魔龙射手	地图:66	X:53	Y:169 
[2024/8/21 8:10:49] 物品:珊瑚戒指	怪物:2BEED8E0魔龙射手	地图:66	X:53	Y:169 
[2024/8/21 8:10:55] 物品:强效魔法药	怪物:28FABF10魔龙射手	地图:66	X:48	Y:169 
[2024/8/21 8:11:6] 物品:强效太阳水	怪物:28E6F370牛魔祭司	地图:D2078	X:122	Y:251 
[2024/8/21 8:11:9] 物品:强效魔法药	怪物:22EFD7B0牛魔法师	地图:D2078	X:116	Y:247 
[2024/8/21 8:11:14] 物品:强效金创药	怪物:250F0A50牛魔法师	地图:D2078	X:107	Y:239 
[2024/8/21 8:11:19] 物品:降妖除魔戒指	怪物:2B46F360魔龙破甲兵	地图:66	X:55	Y:159 
[2024/8/21 8:11:19] 物品:小手镯	怪物:28F45EC0牛魔法师	地图:D2078	X:108	Y:239 
[2024/8/21 8:11:20] 物品:强效金创药	怪物:28FA39F0牛魔将军	地图:D2078	X:108	Y:238 
[2024/8/21 8:11:27] 物品:太阳水	怪物:14197FB0牛魔斗士	地图:D2078	X:105	Y:234 
[2024/8/21 8:11:34] 物品:灵魂战衣(女)	怪物:16A6FC80牛魔祭司	地图:D2078	X:121	Y:247 
[2024/8/21 8:11:34] 物品:偃月	怪物:16A6FC80牛魔祭司	地图:D2078	X:121	Y:247 
[2024/8/21 8:11:34] 物品:道士头盔	怪物:16A6FC80牛魔祭司	地图:D2078	X:121	Y:247 
[2024/8/21 8:11:37] 物品:金创药(小量)	怪物:18335A60僵尸4	地图:D421	X:151	Y:213 
[2024/8/21 8:11:37] 物品:魔法药(小量)	怪物:18335A60僵尸4	地图:D421	X:151	Y:213 
[2024/8/21 8:11:38] 物品:太阳水	怪物:2556D9F0牛魔斗士	地图:D2078	X:119	Y:257 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:祝福油	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:火龙凭证	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:雷霆腰带	怪物:257C8260暗之魔龙教主	地图:H008	X:19	Y:35 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:太阳水	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:金创药(中量)	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:金创药(中量)	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:金创药(中量)	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:魔法药(中量)	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:魔法药(中量)	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:魔法药(中量)	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效金创药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:47] 物品:强效魔法药	怪物:24F39270白野猪8	地图:H204	X:61	Y:37 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:太阳水	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:金创药(中量)	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:金创药(中量)	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:金创药(中量)	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:魔法药(中量)	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:魔法药(中量)	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:魔法药(中量)	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效金创药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:强效魔法药	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:48] 物品:黑檀手镯	怪物:292DE830白野猪8	地图:H204	X:26	Y:23 
[2024/8/21 8:11:49] 物品:凌风	怪物:22F13AB0祖玛卫士8	地图:H204	X:33	Y:27 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:太阳水	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:金创药(中量)	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:金创药(中量)	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:金创药(中量)	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:魔法药(中量)	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:魔法药(中量)	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:魔法药(中量)	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效金创药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:强效魔法药	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:51] 物品:黑色水晶戒指	怪物:230260E0白野猪8	地图:H204	X:27	Y:22 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:强效太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:太阳水	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
[2024/8/21 8:11:52] 物品:金创药(中量)	怪物:24765B50白野猪8	地图:H204	X:34	Y:27 
