[2024/8/19 7:0:2] 物品:金创药(中量)	怪物:28E5A3E0祖玛雕像8	地图:H204	X:88	Y:51 
[2024/8/19 7:13:5] 物品:强效太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:太阳水	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:金创药(中量)	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:金创药(中量)	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效金创药	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效金创药	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效金创药	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:魔法药(中量)	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:魔法药(中量)	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效魔法药	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效魔法药	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:强效魔法药	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:辟邪手镯	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:5] 物品:诱惑之光	怪物:296C26F0沃玛卫士8	地图:H204	X:12	Y:49 
[2024/8/19 7:13:8] 物品:强效太阳水	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效太阳水	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效太阳水	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效太阳水	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效太阳水	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效金创药	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效金创药	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效魔法药	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:强效魔法药	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:凝霜	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:魔力手镯	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:8] 物品:冰咆哮	怪物:2DD39480尸王8	地图:H201	X:171	Y:108 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:太阳水	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效金创药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:12] 物品:强效魔法药	怪物:31B15B10虹魔蝎卫8	地图:H204	X:11	Y:49 
[2024/8/19 7:13:17] 物品:太阳水	怪物:193EFA50魔龙射手	地图:66	X:83	Y:150 
[2024/8/19 7:13:17] 物品:强效魔法药	怪物:193EFA50魔龙射手	地图:66	X:83	Y:150 
[2024/8/19 7:13:17] 物品:绿色项链	怪物:193EFA50魔龙射手	地图:66	X:83	Y:150 
[2024/8/19 7:13:18] 物品:强效太阳水	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效太阳水	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效太阳水	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效太阳水	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效太阳水	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效金创药	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效金创药	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效魔法药	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:强效魔法药	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:珍珠戒指	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:生铁戒指	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:魅力戒指	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:18] 物品:魔力手镯	怪物:053F7AD0尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效太阳水	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效太阳水	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效太阳水	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效太阳水	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效太阳水	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效金创药	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效金创药	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效魔法药	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:强效魔法药	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:骷髅戒指	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:生铁戒指	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:黑檀手镯	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:22] 物品:圣言术	怪物:27D8F670尸王8	地图:H201	X:180	Y:107 
[2024/8/19 7:13:25] 物品:魔法药(小量)	怪物:19026080僵尸5	地图:H201	X:179	Y:105 
[2024/8/19 7:13:27] 物品:魔法药(中量)	怪物:30F557D0祖玛卫士8	地图:H204	X:25	Y:35 
[2024/8/19 7:13:27] 物品:蓝色水晶戒指	怪物:30F557D0祖玛卫士8	地图:H204	X:25	Y:35 
[2024/8/19 7:13:30] 物品:斩马刀	怪物:1EF101C0祖玛弓箭手8	地图:H204	X:28	Y:31 
[2024/8/19 7:13:34] 物品:强效魔法药	怪物:2A579370魔龙刀兵2	地图:66	X:78	Y:151 
[2024/8/19 7:13:35] 物品:治愈术	怪物:1BED0E30僵尸2	地图:D411	X:48	Y:50 
[2024/8/19 7:13:37] 物品:强效太阳水	怪物:17C564A0祖玛雕像8	地图:H204	X:25	Y:25 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:太阳水	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效金创药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:41] 物品:强效魔法药	怪物:3031DAC0虹魔蝎卫8	地图:H204	X:35	Y:34 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:太阳水	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效金创药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:强效魔法药	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:53] 物品:破魂	怪物:28351CB0虹魔蝎卫8	地图:H204	X:25	Y:26 
[2024/8/19 7:13:57] 物品:强效太阳水	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效太阳水	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效太阳水	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效太阳水	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效太阳水	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效金创药	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效金创药	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效魔法药	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:强效魔法药	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:生铁戒指	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:魅力戒指	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:57] 物品:魔力手镯	怪物:18F8B650尸王8	地图:H201	X:175	Y:129 
[2024/8/19 7:13:58] 物品:强效魔法药	怪物:05D57010祖玛卫士8	地图:H204	X:34	Y:24 
[2024/8/19 7:14:1] 物品:强效太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:太阳水	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:金创药(中量)	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:金创药(中量)	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效金创药	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效金创药	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效金创药	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:魔法药(中量)	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:魔法药(中量)	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效魔法药	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效魔法药	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:强效魔法药	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:爆裂火焰	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:1] 物品:神圣战甲术	怪物:2A2214C0沃玛卫士8	地图:H204	X:22	Y:20 
[2024/8/19 7:14:11] 物品:金手镯	怪物:1A246E00蜈蚣	地图:D601	X:162	Y:208 
