[2024/8/19 14:0:0] 物品:金创药(小量)	怪物:28C42270僵尸4	地图:H201	X:29	Y:70 
[2024/8/19 14:10:31] 物品:金创药(中量)	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:金创药(中量)	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:金创药(中量)	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:魔法药(中量)	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:魔法药(中量)	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:魔法药(中量)	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效金创药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:31] 物品:强效魔法药	怪物:2284A8E0白野猪8	地图:H204	X:46	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:太阳水	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:金创药(中量)	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:金创药(中量)	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:金创药(中量)	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:魔法药(中量)	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:魔法药(中量)	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:魔法药(中量)	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效金创药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:强效魔法药	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:33] 物品:龙之戒指	怪物:21ED9120虹魔猪卫8	地图:H204	X:45	Y:55 
[2024/8/19 14:10:34] 物品:金创药(小量)	怪物:17CB3E90僵尸4	地图:H201	X:61	Y:169 
[2024/8/19 14:10:34] 物品:魔法药(小量)	怪物:17CB3E90僵尸4	地图:H201	X:61	Y:169 
[2024/8/19 14:10:34] 物品:金创药(小量)	怪物:185B6BD0僵尸4	地图:H201	X:60	Y:169 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:太阳水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:金创药(中量)	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:金创药(中量)	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:金创药(中量)	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:魔法药(中量)	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:魔法药(中量)	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:魔法药(中量)	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:疾风药水	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:道士手镯	怪物:19FE9CF0虹魔猪卫8	地图:H204	X:45	Y:56 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:太阳水	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:金创药(中量)	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:金创药(中量)	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:金创药(中量)	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:魔法药(中量)	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:魔法药(中量)	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:魔法药(中量)	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效金创药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:强效魔法药	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:41] 物品:夏普儿手镯	怪物:2858C490虹魔猪卫8	地图:H204	X:44	Y:55 
[2024/8/19 14:10:45] 物品:强效魔法药	怪物:0D9B9230魔龙战将	地图:66	X:47	Y:131 
[2024/8/19 14:10:45] 物品:强效太阳水	怪物:0D9B9230魔龙战将	地图:66	X:47	Y:131 
[2024/8/19 14:10:45] 物品:青铜腰带	怪物:0D9B9230魔龙战将	地图:66	X:47	Y:131 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:太阳水	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:金创药(中量)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:金创药(中量)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:金创药(中量)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:魔法药(中量)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:魔法药(中量)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:魔法药(中量)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效金创药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:强效魔法药	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:魔法长袍(女)	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:黑色水晶戒指	怪物:15AB5D20白野猪8	地图:H204	X:45	Y:51 
[2024/8/19 14:10:53] 物品:魔法药(小量)	怪物:21EE2C70稻草人	地图:0	X:551	Y:569 
[2024/8/19 14:10:53] 物品:布衣(男)	怪物:21EE2C70稻草人	地图:0	X:551	Y:569 
[2024/8/19 14:10:58] 物品:强效魔法药	怪物:1A4EB320魔龙刀兵2	地图:66	X:46	Y:130 
[2024/8/19 14:10:59] 物品:强效太阳水	怪物:28B5B9B0奴隶	地图:F004	X:50	Y:63 
[2024/8/19 14:10:59] 物品:太阳水	怪物:28B5B9B0奴隶	地图:F004	X:50	Y:63 
[2024/8/19 14:10:59] 物品:强效金创药	怪物:28B5B9B0奴隶	地图:F004	X:50	Y:63 
[2024/8/19 14:11:1] 物品:雷电术	怪物:293BFA50恶灵尸王	地图:H201	X:78	Y:170 
[2024/8/19 14:11:1] 物品:大火球	怪物:293BFA50恶灵尸王	地图:H201	X:78	Y:170 
[2024/8/19 14:11:1] 物品:召唤骷髅	怪物:293BFA50恶灵尸王	地图:H201	X:78	Y:170 
[2024/8/19 14:11:3] 物品:金戒指	怪物:1B73D3F0魔龙射手	地图:66	X:47	Y:137 
[2024/8/19 14:11:5] 物品:金创药(小量)	怪物:2DF623C0僵尸3	地图:D402	X:109	Y:145 
[2024/8/19 14:11:6] 物品:金创药(小量)	怪物:246345E0僵尸4	地图:H201	X:78	Y:169 
[2024/8/19 14:11:11] 物品:金戒指	怪物:280EEEA0祖玛弓箭手8	地图:H204	X:53	Y:48 
[2024/8/19 14:11:12] 物品:强效魔法药	怪物:2AA4BF10魔龙射手	地图:66	X:53	Y:135 
[2024/8/19 14:11:14] 物品:凌风	怪物:1DF36E60祖玛卫士8	地图:H204	X:51	Y:45 
[2024/8/19 14:11:14] 物品:白色虎齿项链	怪物:1DF36E60祖玛卫士8	地图:H204	X:51	Y:45 
[2024/8/19 14:11:15] 物品:治愈术	怪物:20706980僵尸1	地图:H201	X:69	Y:171 
[2024/8/19 14:11:16] 物品:太阳水	怪物:18C5DFA0奴隶	地图:F004	X:50	Y:64 
[2024/8/19 14:11:16] 物品:太阳水	怪物:18C5DFA0奴隶	地图:F004	X:50	Y:64 
[2024/8/19 14:11:17] 物品:轻型盔甲(男)	怪物:050FC2E0掷斧骷髅0	地图:D002	X:241	Y:98 
[2024/8/19 14:11:17] 物品:黑色水晶项链	怪物:050FC2E0掷斧骷髅0	地图:D002	X:241	Y:98 
[2024/8/19 14:11:17] 物品:金创药(中量)	怪物:050FC2E0掷斧骷髅0	地图:D002	X:241	Y:98 
[2024/8/19 14:11:17] 物品:金创药(中量)	怪物:050FC2E0掷斧骷髅0	地图:D002	X:241	Y:98 
[2024/8/19 14:11:17] 物品:金创药(中量)	怪物:050FC2E0掷斧骷髅0	地图:D002	X:241	Y:98 
[2024/8/19 14:11:17] 物品:金创药(中量)	怪物:050FC2E0掷斧骷髅0	地图:D002	X:241	Y:98 
