[2024/8/20 5:0:0] 物品:重盔甲(女)	怪物:1C32EEC0魔龙破甲兵	地图:66	X:68	Y:238 
[2024/8/20 5:20:52] 物品:强效金创药	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:强效金创药	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:强效金创药	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:魔法药(中量)	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:魔法药(中量)	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:强效魔法药	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:强效魔法药	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:强效魔法药	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:52] 物品:神圣战甲术	怪物:2A864120沃玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 5:20:56] 物品:灵魂战衣(女)	怪物:275134C0祖玛弓箭手8	地图:H204	X:78	Y:17 
[2024/8/20 5:20:59] 物品:金创药(小量)	怪物:2E0560F0僵尸4	地图:H201	X:40	Y:66 
[2024/8/20 5:21:4] 物品:道士手镯	怪物:03223940魔龙射手2	地图:66	X:69	Y:180 
[2024/8/20 5:21:5] 物品:白金项链	怪物:1EF4E6B0祖玛弓箭手8	地图:H204	X:39	Y:58 
[2024/8/20 5:21:5] 物品:魅力戒指	怪物:1EF4E6B0祖玛弓箭手8	地图:H204	X:39	Y:58 
[2024/8/20 5:21:6] 物品:强效太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:太阳水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:金创药(中量)	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:金创药(中量)	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效金创药	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效金创药	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效金创药	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:魔法药(中量)	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:魔法药(中量)	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效魔法药	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效魔法药	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:强效魔法药	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:疾风药水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:攻击神水	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:骷髅戒指	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:召唤神兽	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:神圣战甲术	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:雷电术	怪物:29936230沃玛卫士8	地图:H204	X:40	Y:60 
[2024/8/20 5:21:6] 物品:金创药(中量)	怪物:28EBBC00祖玛弓箭手8	地图:H204	X:64	Y:65 
[2024/8/20 5:21:6] 物品:强效魔法药	怪物:28EBBC00祖玛弓箭手8	地图:H204	X:64	Y:65 
[2024/8/20 5:21:6] 物品:坚固手套	怪物:28EBBC00祖玛弓箭手8	地图:H204	X:64	Y:65 
[2024/8/20 5:21:8] 物品:灵魂战衣(女)	怪物:29094760祖玛卫士8	地图:H204	X:41	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:太阳水	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效金创药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:强效魔法药	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:19] 物品:祝福油	怪物:1BF06E00虹魔蝎卫8	地图:H204	X:38	Y:60 
[2024/8/20 5:21:21] 物品:瞬息移动	怪物:2A0EC200僵尸5	地图:H201	X:43	Y:58 
[2024/8/20 5:21:22] 物品:强效太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:太阳水	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:金创药(中量)	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:金创药(中量)	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效金创药	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效金创药	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效金创药	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:魔法药(中量)	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:魔法药(中量)	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效魔法药	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效魔法药	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:强效魔法药	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:幽灵项链	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:龙之戒指	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:22] 物品:重盔甲(女)	怪物:18D43EF0沃玛卫士8	地图:H204	X:61	Y:63 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:太阳水	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:金创药(中量)	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:金创药(中量)	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:金创药(中量)	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:魔法药(中量)	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:魔法药(中量)	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:魔法药(中量)	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效金创药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:强效魔法药	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:23] 物品:黑檀手镯	怪物:2F239C40白野猪8	地图:H204	X:36	Y:62 
[2024/8/20 5:21:24] 物品:强效金创药	怪物:2A3B5E30魔龙射手	地图:66	X:55	Y:182 
[2024/8/20 5:21:24] 物品:强效太阳水	怪物:2A3B5E30魔龙射手	地图:66	X:55	Y:182 
[2024/8/20 5:21:24] 物品:金手镯	怪物:2A3B5E30魔龙射手	地图:66	X:55	Y:182 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:太阳水	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:金创药(中量)	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:金创药(中量)	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效金创药	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效金创药	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效金创药	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:魔法药(中量)	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:魔法药(中量)	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效魔法药	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效魔法药	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效魔法药	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:道德戒指	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:火墙	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:神圣战甲术	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:灵魂火符	怪物:2F6FF560沃玛卫士8	地图:H204	X:37	Y:63 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效太阳水	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效金创药	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效金创药	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效魔法药	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:强效魔法药	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:死神手套	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:27] 物品:魔力手镯	怪物:29944010尸王8	地图:H201	X:40	Y:55 
[2024/8/20 5:21:28] 物品:黑檀手镯	怪物:2BE15DF0祖玛雕像8	地图:H204	X:60	Y:60 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:太阳水	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:金创药(中量)	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:金创药(中量)	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:金创药(中量)	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效金创药	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效金创药	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效金创药	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:魔法药(中量)	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:魔法药(中量)	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:魔法药(中量)	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效魔法药	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效魔法药	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
[2024/8/20 5:21:30] 物品:强效魔法药	怪物:2CB61A80白野猪8	地图:H204	X:35	Y:62 
