[2024/8/21 21:0:2] 物品:强效魔法药	怪物:1AC30CC0魔龙射手	地图:66	X:82	Y:236 
[2024/8/21 21:3:39] 物品:强效魔法药	怪物:063FB3C0白野猪8	地图:H204	X:82	Y:41 
[2024/8/21 21:3:39] 物品:强效魔法药	怪物:063FB3C0白野猪8	地图:H204	X:82	Y:41 
[2024/8/21 21:3:39] 物品:强效魔法药	怪物:063FB3C0白野猪8	地图:H204	X:82	Y:41 
[2024/8/21 21:3:39] 物品:强效太阳水	怪物:2578E890牛魔祭司0	地图:H010	X:340	Y:345 
[2024/8/21 21:3:39] 物品:太阳水	怪物:2578E890牛魔祭司0	地图:H010	X:340	Y:345 
[2024/8/21 21:3:39] 物品:战神盔甲(女)	怪物:2578E890牛魔祭司0	地图:H010	X:340	Y:345 
[2024/8/21 21:3:42] 物品:裁决之杖	怪物:25D18C00牛魔将军8	地图:H010	X:341	Y:344 
[2024/8/21 21:3:42] 物品:道德戒指	怪物:25D18C00牛魔将军8	地图:H010	X:341	Y:344 
[2024/8/21 21:3:45] 物品:强效金创药	怪物:23C33150魔龙破甲兵	地图:66	X:79	Y:201 
[2024/8/21 21:3:53] 物品:强效金创药	怪物:28B38610魔龙刀兵	地图:66	X:74	Y:204 
[2024/8/21 21:3:58] 物品:海魂	怪物:23BADEC0祖玛弓箭手8	地图:H204	X:90	Y:58 
[2024/8/21 21:4:3] 物品:黑铁头盔	怪物:153CE420魔龙刀兵	地图:66	X:73	Y:203 
[2024/8/21 21:4:14] 物品:降魔	怪物:23596E50牛魔侍卫8	地图:H010	X:354	Y:360 
[2024/8/21 21:4:14] 物品:强效魔法药	怪物:231E6E80祖玛弓箭手83	地图:H007	X:135	Y:67 
[2024/8/21 21:4:14] 物品:放大镜	怪物:231E6E80祖玛弓箭手83	地图:H007	X:135	Y:67 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:太阳水	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:金创药(中量)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:金创药(中量)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:金创药(中量)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:魔法药(中量)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:魔法药(中量)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:魔法药(中量)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效金创药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:强效魔法药	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:16] 物品:魔法长袍(男)	怪物:1E523720白野猪8	地图:H204	X:88	Y:57 
[2024/8/21 21:4:20] 物品:强效太阳水	怪物:28609950牛魔祭司8	地图:H010	X:354	Y:359 
[2024/8/21 21:4:20] 物品:强效太阳水	怪物:28609950牛魔祭司8	地图:H010	X:354	Y:359 
[2024/8/21 21:4:20] 物品:强效太阳水	怪物:28609950牛魔祭司8	地图:H010	X:354	Y:359 
[2024/8/21 21:4:25] 物品:金创药(中量)	怪物:24E2B3F0祖玛雕像8	地图:H007	X:148	Y:192 
[2024/8/21 21:4:25] 物品:小手镯	怪物:14E5D230祖玛弓箭手8	地图:H204	X:83	Y:62 
[2024/8/21 21:4:25] 物品:重盔甲(女)	怪物:2B47BB10魔龙射手2	地图:66	X:62	Y:195 
[2024/8/21 21:4:26] 物品:魔法药(中量)	怪物:24D89B10祖玛卫士8	地图:H007	X:149	Y:192 
[2024/8/21 21:4:26] 物品:白金项链	怪物:24D89B10祖玛卫士8	地图:H007	X:149	Y:192 
[2024/8/21 21:4:32] 物品:强效金创药	怪物:14197FB0魔龙刀兵1	地图:66	X:63	Y:197 
[2024/8/21 21:4:32] 物品:道德戒指	怪物:22E7F840祖玛雕像8	地图:H007	X:106	Y:143 
[2024/8/21 21:4:34] 物品:强效魔法药	怪物:2AB171C0魔龙破甲兵	地图:66	X:62	Y:197 
[2024/8/21 21:4:34] 物品:强效魔法药	怪物:2AB171C0魔龙破甲兵	地图:66	X:62	Y:197 
[2024/8/21 21:4:38] 物品:强效太阳水	怪物:2D3117A0牛魔祭司8	地图:H010	X:352	Y:356 
[2024/8/21 21:4:38] 物品:强效太阳水	怪物:15A905E0牛魔将军0	地图:H010	X:351	Y:358 
[2024/8/21 21:4:38] 物品:强效太阳水	怪物:15A905E0牛魔将军0	地图:H010	X:351	Y:358 
[2024/8/21 21:4:38] 物品:太阳水	怪物:15A905E0牛魔将军0	地图:H010	X:351	Y:358 
[2024/8/21 21:4:38] 物品:灯笼项链	怪物:15A905E0牛魔将军0	地图:H010	X:351	Y:358 
[2024/8/21 21:4:38] 物品:金手镯	怪物:15A905E0牛魔将军0	地图:H010	X:351	Y:358 
[2024/8/21 21:4:40] 物品:金创药(中量)	怪物:2C498B70祖玛雕像8	地图:H007	X:105	Y:141 
[2024/8/21 21:4:40] 物品:凝霜	怪物:2C498B70祖玛雕像8	地图:H007	X:105	Y:141 
[2024/8/21 21:4:41] 物品:强效魔法药	怪物:28E7D150魔龙射手	地图:66	X:59	Y:190 
[2024/8/21 21:4:48] 物品:骷髅戒指	怪物:143C7A50祖玛弓箭手8	地图:H204	X:80	Y:68 
[2024/8/21 21:4:51] 物品:魔法长袍(男)	怪物:2563A380牛魔法师8	地图:H010	X:359	Y:369 
[2024/8/21 21:4:51] 物品:魔法长袍(女)	怪物:2563A380牛魔法师8	地图:H010	X:359	Y:369 
[2024/8/21 21:4:52] 物品:重盔甲(女)	怪物:24C011C0魔龙破甲兵1	地图:66	X:56	Y:183 
[2024/8/21 21:4:52] 物品:降魔	怪物:24C011C0魔龙破甲兵1	地图:66	X:56	Y:183 
[2024/8/21 21:4:59] 物品:强效魔法药	怪物:23DCBBD0魔龙刀兵	地图:H007	X:127	Y:125 
[2024/8/21 21:4:59] 物品:力量戒指	怪物:23DCBBD0魔龙刀兵	地图:H007	X:127	Y:125 
[2024/8/21 21:4:59] 物品:重盔甲(女)	怪物:19B6B9D0牛魔法师8	地图:H010	X:372	Y:370 
[2024/8/21 21:4:59] 物品:魅力戒指	怪物:19B6B9D0牛魔法师8	地图:H010	X:372	Y:370 
[2024/8/21 21:5:3] 物品:斩马刀	怪物:2CAD2760祖玛弓箭手8	地图:H204	X:76	Y:69 
[2024/8/21 21:5:3] 物品:死神手套	怪物:2CAD2760祖玛弓箭手8	地图:H204	X:76	Y:69 
[2024/8/21 21:5:11] 物品:强效金创药	怪物:261C8B10魔龙破甲兵	地图:66	X:57	Y:183 
[2024/8/21 21:5:20] 物品:强效太阳水	怪物:2B3F1E90牛魔将军8	地图:H010	X:371	Y:366 
[2024/8/21 21:5:25] 物品:强效金创药	怪物:2CBF6310魔龙破甲兵1	地图:66	X:58	Y:178 
[2024/8/21 21:5:25] 物品:强效金创药	怪物:2CBF6310魔龙破甲兵1	地图:66	X:58	Y:178 
[2024/8/21 21:5:37] 物品:强效太阳水	怪物:25637720牛魔将军0	地图:H010	X:379	Y:372 
[2024/8/21 21:5:37] 物品:太阳水	怪物:25637720牛魔将军0	地图:H010	X:379	Y:372 
[2024/8/21 21:5:37] 物品:太阳水	怪物:25637720牛魔将军0	地图:H010	X:379	Y:372 
[2024/8/21 21:5:37] 物品:太阳水	怪物:25637720牛魔将军0	地图:H010	X:379	Y:372 
[2024/8/21 21:5:37] 物品:死神手套	怪物:25637720牛魔将军0	地图:H010	X:379	Y:372 
[2024/8/21 21:5:38] 物品:骑士手镯	怪物:2CEBC3A0魔龙刀兵1	地图:66	X:60	Y:172 
[2024/8/21 21:5:40] 物品:灵魂战衣(男)	怪物:247CA420祖玛雕像8	地图:H007	X:123	Y:105 
[2024/8/21 21:5:41] 物品:灵魂战衣(男)	怪物:24E14CB0祖玛雕像8	地图:H007	X:123	Y:106 
[2024/8/21 21:5:48] 物品:太阳水	怪物:1AC2CA30魔龙射手	地图:66	X:64	Y:167 
[2024/8/21 21:5:48] 物品:力量戒指	怪物:1AC2CA30魔龙射手	地图:66	X:64	Y:167 
[2024/8/21 21:5:51] 物品:幽灵手套	怪物:24EF7170祖玛弓箭手83	地图:H007	X:119	Y:104 
[2024/8/21 21:5:51] 物品:魔法长袍(男)	怪物:24EF7170祖玛弓箭手83	地图:H007	X:119	Y:104 
[2024/8/21 21:5:55] 物品:小手镯	怪物:24A4ACC0祖玛弓箭手8	地图:H007	X:118	Y:103 
[2024/8/21 21:5:55] 物品:金戒指	怪物:28DAE7F0魔龙邪眼	地图:66	X:65	Y:168 
[2024/8/21 21:5:56] 物品:强效太阳水	怪物:23BD35D0牛魔祭司0	地图:H010	X:362	Y:378 
[2024/8/21 21:5:56] 物品:强效太阳水	怪物:23BD35D0牛魔祭司0	地图:H010	X:362	Y:378 
[2024/8/21 21:5:56] 物品:强效太阳水	怪物:23BD35D0牛魔祭司0	地图:H010	X:362	Y:378 
[2024/8/21 21:5:56] 物品:强效太阳水	怪物:23BD35D0牛魔祭司0	地图:H010	X:362	Y:378 
[2024/8/21 21:5:56] 物品:太阳水	怪物:23BD35D0牛魔祭司0	地图:H010	X:362	Y:378 
[2024/8/21 21:6:4] 物品:强效魔法药	怪物:24D86EB0魔龙刀兵	地图:66	X:65	Y:167 
[2024/8/21 21:6:8] 物品:灵魂战衣(女)	怪物:2529CE20魔龙射手	地图:66	X:62	Y:167 
[2024/8/21 21:6:11] 物品:魔法药(中量)	怪物:24F12D30祖玛弓箭手83	地图:H007	X:125	Y:99 
[2024/8/21 21:6:11] 物品:强效魔法药	怪物:24F12D30祖玛弓箭手83	地图:H007	X:125	Y:99 
[2024/8/21 21:6:17] 物品:强效金创药	怪物:25B8AFF0魔龙破甲兵	地图:66	X:63	Y:164 
[2024/8/21 21:6:18] 物品:凤凰明珠	怪物:1870A730祖玛卫士8	地图:H204	X:73	Y:69 
[2024/8/21 21:6:24] 物品:魅力戒指	怪物:176AA4C0跳跳蜂8	地图:H004	X:98	Y:74 
[2024/8/21 21:6:24] 物品:强效太阳水	怪物:19CCE300牛魔将军8	地图:H010	X:363	Y:385 
[2024/8/21 21:6:24] 物品:强效太阳水	怪物:19CCE300牛魔将军8	地图:H010	X:363	Y:385 
[2024/8/21 21:6:24] 物品:太阳水	怪物:19CCE300牛魔将军8	地图:H010	X:363	Y:385 
[2024/8/21 21:6:27] 物品:蓝翡翠项链	怪物:24E1FE30祖玛雕像8	地图:H007	X:102	Y:96 
[2024/8/21 21:6:29] 物品:放大镜	怪物:28A91F70魔龙破甲兵	地图:66	X:64	Y:162 
[2024/8/21 21:6:36] 物品:强效金创药	怪物:2B76F200魔龙射手2	地图:66	X:66	Y:157 
[2024/8/21 21:6:36] 物品:心灵手镯	怪物:2B76F200魔龙射手2	地图:66	X:66	Y:157 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:太阳水	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效金创药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:强效魔法药	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:沃玛号角	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:红宝石戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:记忆项链	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:偃月	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:破魂	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:降魔	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:斩马刀	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:修罗	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:凝霜	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:骷髅头盔	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:道士头盔	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:蓝翡翠项链	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:放大镜	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:竹笛	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:小手镯	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:魔法手镯	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:黑檀手镯	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:道士手镯	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:死神手套	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:金手镯	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:黑色水晶戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:蛇眼戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:珍珠戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:金戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:骷髅戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:魅力戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:道德戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:降妖除魔戒指	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:40] 物品:召唤神兽	怪物:23064B70沃玛教主	地图:H204	X:76	Y:69 
[2024/8/21 21:6:42] 物品:魔法药(中量)	怪物:24525880祖玛卫士83	地图:H007	X:98	Y:98 
[2024/8/21 21:6:42] 物品:修罗	怪物:24525880祖玛卫士83	地图:H007	X:98	Y:98 
[2024/8/21 21:6:49] 物品:强效魔法药	怪物:231D37E0魔龙破甲兵	地图:66	X:63	Y:161 
[2024/8/21 21:6:49] 物品:金手镯	怪物:231D37E0魔龙破甲兵	地图:66	X:63	Y:161 
[2024/8/21 21:6:55] 物品:魔法长袍(女)	怪物:1862ACA0魔龙破甲兵	地图:66	X:57	Y:164 
[2024/8/21 21:6:59] 物品:魔法手镯	怪物:22F25B20祖玛弓箭手8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:2] 物品:强效魔法药	怪物:2ACE4290魔龙射手	地图:66	X:56	Y:160 
[2024/8/21 21:7:2] 物品:凝霜	怪物:2ACE4290魔龙射手	地图:66	X:56	Y:160 
[2024/8/21 21:7:2] 物品:降魔	怪物:2ACE4290魔龙射手	地图:66	X:56	Y:160 
[2024/8/21 21:7:2] 物品:强效太阳水	怪物:23CBB1D0牛魔将军8	地图:H010	X:370	Y:383 
[2024/8/21 21:7:2] 物品:修罗	怪物:23CBB1D0牛魔将军8	地图:H010	X:370	Y:383 
[2024/8/21 21:7:10] 物品:布衣(女)	怪物:13BAE530钉耙猫	地图:0	X:265	Y:335 
[2024/8/21 21:7:11] 物品:强效魔法药	怪物:28B146B0魔龙刀兵	地图:66	X:57	Y:162 
[2024/8/21 21:7:12] 物品:重盔甲(男)	怪物:19BC4870牛魔法师8	地图:H010	X:373	Y:388 
[2024/8/21 21:7:12] 物品:魔法长袍(女)	怪物:19BC4870牛魔法师8	地图:H010	X:373	Y:388 
[2024/8/21 21:7:12] 物品:金手镯	怪物:19BC4870牛魔法师8	地图:H010	X:373	Y:388 
[2024/8/21 21:7:12] 物品:狂风戒指	怪物:19BC4870牛魔法师8	地图:H010	X:373	Y:388 
[2024/8/21 21:7:16] 物品:太阳水	怪物:2CEC0630黑色恶蛆8	地图:H004	X:100	Y:94 
[2024/8/21 21:7:20] 物品:强效金创药	怪物:2C28E770魔龙邪眼	地图:66	X:57	Y:160 
[2024/8/21 21:7:29] 物品:强效太阳水	怪物:23EE0850牛魔祭司0	地图:H010	X:375	Y:384 
[2024/8/21 21:7:29] 物品:强效太阳水	怪物:23EE0850牛魔祭司0	地图:H010	X:375	Y:384 
[2024/8/21 21:7:29] 物品:强效太阳水	怪物:23EE0850牛魔祭司0	地图:H010	X:375	Y:384 
[2024/8/21 21:7:29] 物品:太阳水	怪物:23EE0850牛魔祭司0	地图:H010	X:375	Y:384 
[2024/8/21 21:7:29] 物品:战神盔甲(女)	怪物:23EE0850牛魔祭司0	地图:H010	X:375	Y:384 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:强效太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:太阳水	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
[2024/8/21 21:7:33] 物品:金创药(中量)	怪物:2B2FD8F0虹魔猪卫8	地图:H204	X:80	Y:74 
