[2024/8/18 22:0:3] 物品:黑檀手镯	怪物:2AB72FB0魔龙破甲兵	地图:66	X:71	Y:186 
[2024/8/18 22:18:2] 物品:强效太阳水	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:强效金创药	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:强效金创药	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:强效魔法药	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:强效魔法药	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:黑色水晶戒指	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:蓝翡翠项链	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:黑檀手镯	怪物:288E7980尸王8	地图:H201	X:23	Y:158 
[2024/8/18 22:18:2] 物品:强效太阳水	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效太阳水	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效太阳水	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效太阳水	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效太阳水	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效金创药	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效金创药	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效魔法药	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:强效魔法药	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:珊瑚戒指	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:凝霜	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:2] 物品:魔力手镯	怪物:1852A9A0尸王8	地图:H201	X:17	Y:106 
[2024/8/18 22:18:12] 物品:青铜斧	怪物:1C2D67D0沃玛勇士	地图:D024	X:42	Y:56 
[2024/8/18 22:18:12] 物品:强效金创药	怪物:274CB480魔龙射手	地图:66	X:251	Y:66 
[2024/8/18 22:18:16] 物品:魔法药(中量)	怪物:31F12FD0恶灵僵尸8	地图:H001	X:115	Y:16 
[2024/8/18 22:18:21] 物品:魔法药(小量)	怪物:17D964A0僵尸5	地图:H201	X:19	Y:91 
[2024/8/18 22:18:21] 物品:太阳水	怪物:17D964A0僵尸5	地图:H201	X:19	Y:91 
[2024/8/18 22:18:25] 物品:强效太阳水	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效太阳水	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效太阳水	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效太阳水	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效太阳水	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效金创药	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效金创药	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效魔法药	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:强效魔法药	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:骷髅戒指	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:珍珠戒指	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:凝霜	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:魅力戒指	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:黑檀手镯	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:25] 物品:魔力手镯	怪物:21F82540尸王8	地图:H201	X:23	Y:162 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:太阳水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:金创药(中量)	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:金创药(中量)	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效金创药	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效金创药	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效金创药	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:魔法药(中量)	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:魔法药(中量)	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效魔法药	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效魔法药	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:强效魔法药	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:MP强化药水	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:思贝儿手镯	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:灵魂战衣(男)	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:道士头盔	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:竹笛	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:魔法盾	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:困魔咒	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:召唤骷髅	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:灵魂火符	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:地狱火	怪物:05252460沃玛卫士8	地图:H204	X:24	Y:18 
[2024/8/18 22:18:31] 物品:魔法药(中量)	怪物:0D4DE160沃玛勇士	地图:D024	X:38	Y:52 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效太阳水	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效金创药	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效金创药	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效魔法药	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:强效魔法药	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:31] 物品:魅力戒指	怪物:2B5BB940尸王8	地图:H201	X:20	Y:94 
[2024/8/18 22:18:33] 物品:强效魔法药	怪物:1E97EEA0魔龙破甲兵	地图:66	X:257	Y:72 
[2024/8/18 22:18:33] 物品:铁剑	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:金创药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:金创药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:金创药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:金创药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:魔法药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:魔法药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:魔法药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:33] 物品:魔法药(中量)	怪物:2979A420骷髅战士0	地图:D002	X:122	Y:100 
[2024/8/18 22:18:34] 物品:金创药(小量)	怪物:2FDC18B0僵尸4	地图:H201	X:21	Y:93 
[2024/8/18 22:18:36] 物品:魔法药(中量)	怪物:2D75F170沃玛战将	地图:D024	X:37	Y:51 
[2024/8/18 22:18:41] 物品:MP强化药水	怪物:29721890沃玛勇士	地图:D024	X:36	Y:51 
[2024/8/18 22:18:46] 物品:魔法药(中量)	怪物:279FA900沃玛战将	地图:D024	X:36	Y:50 
[2024/8/18 22:18:49] 物品:黑檀手镯	怪物:23589100沃玛战将	地图:D024	X:36	Y:48 
[2024/8/18 22:18:52] 物品:太阳水	怪物:19514450黑色恶蛆8	地图:H104	X:103	Y:68 
[2024/8/18 22:18:53] 物品:强效太阳水	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效太阳水	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效太阳水	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效太阳水	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效太阳水	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效金创药	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效金创药	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效魔法药	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:强效魔法药	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:黑色水晶戒指	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:生铁戒指	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:凝霜	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:黑檀手镯	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:53] 物品:魔力手镯	怪物:28BABF10尸王8	地图:H201	X:172	Y:67 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:太阳水	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:金创药(中量)	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:金创药(中量)	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:金创药(中量)	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:魔法药(中量)	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:魔法药(中量)	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:魔法药(中量)	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效金创药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:强效魔法药	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:凝霜	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:55] 物品:骷髅头盔	怪物:24B17570虹魔猪卫8	地图:H204	X:24	Y:20 
[2024/8/18 22:18:56] 物品:太阳水	怪物:2DC79080魔龙破甲兵	地图:66	X:255	Y:75 
[2024/8/18 22:19:0] 物品:金创药(小量)	怪物:2F060740山洞蝙蝠	地图:D002	X:101	Y:118 
[2024/8/18 22:19:1] 物品:太阳水	怪物:05C90F10黑野猪8	地图:H002	X:277	Y:170 
[2024/8/18 22:19:2] 物品:强效太阳水	怪物:1CC619B0魔龙射手	地图:66	X:253	Y:77 
[2024/8/18 22:19:3] 物品:抗拒火环	怪物:1EA28C00僵尸2	地图:D402	X:172	Y:75 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:太阳水	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:金创药(中量)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:金创药(中量)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:金创药(中量)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:魔法药(中量)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:魔法药(中量)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:魔法药(中量)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效金创药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:强效魔法药	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:灵魂战衣(女)	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:6] 物品:金戒指	怪物:18B1F010虹魔猪卫8	地图:H204	X:24	Y:19 
[2024/8/18 22:19:8] 物品:金创药(小量)	怪物:1A3A5A60僵尸3	地图:D402	X:174	Y:76 
[2024/8/18 22:19:8] 物品:魔法药(小量)	怪物:1A3A5A60僵尸3	地图:D402	X:174	Y:76 
[2024/8/18 22:19:11] 物品:金戒指	怪物:1C04B090钳虫8	地图:H001	X:124	Y:24 
[2024/8/18 22:19:15] 物品:魔鬼项链	怪物:1CDDDA20祖玛弓箭手8	地图:H204	X:23	Y:25 
[2024/8/18 22:19:17] 物品:太阳水	怪物:1E1492D0黑野猪8	地图:H002	X:235	Y:205 
[2024/8/18 22:19:19] 物品:六角戒指	怪物:27A308D0骷髅战士	地图:D002	X:91	Y:130 
[2024/8/18 22:19:20] 物品:强效魔法药	怪物:1C398200魔龙射手	地图:66	X:245	Y:79 
[2024/8/18 22:19:20] 物品:太阳水	怪物:1C398200魔龙射手	地图:66	X:245	Y:79 
[2024/8/18 22:19:20] 物品:强效魔法药	怪物:1C398200魔龙射手	地图:66	X:245	Y:79 
[2024/8/18 22:19:21] 物品:轻型盔甲(男)	怪物:24655A60巨型蠕虫	地图:D601	X:61	Y:136 
[2024/8/18 22:19:21] 物品:玻璃戒指	怪物:24652E00暗黑战士	地图:D024	X:37	Y:74 
[2024/8/18 22:19:24] 物品:雷电术	怪物:2D50E740僵尸5	地图:H201	X:48	Y:88 
[2024/8/18 22:19:24] 物品:魔法力药水	怪物:2D50E740僵尸5	地图:H201	X:48	Y:88 
[2024/8/18 22:19:25] 物品:魔法药(中量)	怪物:1B566820沃玛勇士	地图:D024	X:35	Y:76 
[2024/8/18 22:19:25] 物品:太阳水	怪物:2A5B35D0黑野猪8	地图:H002	X:234	Y:213 
[2024/8/18 22:19:26] 物品:强效太阳水	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效太阳水	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效太阳水	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效太阳水	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效太阳水	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效金创药	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效金创药	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效魔法药	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:强效魔法药	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:骷髅戒指	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:蛇眼戒指	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:黑檀手镯	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:26] 物品:魔力手镯	怪物:18A1BD60尸王8	地图:H201	X:114	Y:158 
[2024/8/18 22:19:31] 物品:白色虎齿项链	怪物:29AC3B30蜈蚣0	地图:D601	X:63	Y:138 
[2024/8/18 22:19:31] 物品:太阳水	怪物:29AC3B30蜈蚣0	地图:D601	X:63	Y:138 
