[2024/8/20 23:0:52] 物品:金创药(中量)	怪物:23A41B70祖玛弓箭手8	地图:H204	X:76	Y:21 
[2024/8/20 23:8:24] 物品:金创药(中量)	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:金创药(中量)	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:魔法药(中量)	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:魔法药(中量)	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:魔法药(中量)	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效金创药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:强效魔法药	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:红宝石戒指	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:记忆头盔	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:道士手镯	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:24] 物品:道德戒指	怪物:23A9CFF0虹魔猪卫8	地图:H204	X:49	Y:49 
[2024/8/20 23:8:32] 物品:强效魔法药	怪物:28C36BD0魔龙破甲兵	地图:66	X:250	Y:203 
[2024/8/20 23:8:32] 物品:强效魔法药	怪物:2905B5E0魔龙刀兵2	地图:66	X:254	Y:204 
[2024/8/20 23:8:36] 物品:强效太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:太阳水	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:金创药(中量)	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:金创药(中量)	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效金创药	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效金创药	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效金创药	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:魔法药(中量)	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:魔法药(中量)	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效魔法药	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效魔法药	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:强效魔法药	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:36] 物品:珊瑚戒指	怪物:23A91C60沃玛卫士8	地图:H204	X:45	Y:49 
[2024/8/20 23:8:43] 物品:凌风	怪物:23A51190祖玛卫士8	地图:H204	X:47	Y:47 
[2024/8/20 23:8:51] 物品:强效太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:太阳水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:金创药(中量)	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:金创药(中量)	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效金创药	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效金创药	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效金创药	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:魔法药(中量)	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:魔法药(中量)	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效魔法药	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效魔法药	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:强效魔法药	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:魔法力药水	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:灯笼项链	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:烈火剑法	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:群体治疗术	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:幽灵盾	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:51] 物品:刺杀剑术	怪物:23A95EF0沃玛卫士8	地图:H204	X:56	Y:43 
[2024/8/20 23:8:52] 物品:强效魔法药	怪物:23A4B8D0祖玛卫士8	地图:H204	X:55	Y:43 
[2024/8/20 23:8:52] 物品:重盔甲(男)	怪物:23A4B8D0祖玛卫士8	地图:H204	X:55	Y:43 
[2024/8/20 23:8:52] 物品:魔力手镯	怪物:23A4B8D0祖玛卫士8	地图:H204	X:55	Y:43 
[2024/8/20 23:9:5] 物品:灵魂战衣(男)	怪物:291F2AA0魔龙射手2	地图:66	X:239	Y:212 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:太阳水	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:金创药(中量)	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:金创药(中量)	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:金创药(中量)	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:魔法药(中量)	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:魔法药(中量)	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:魔法药(中量)	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效金创药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:8] 物品:强效魔法药	怪物:23A78D00白野猪8	地图:H204	X:27	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:太阳水	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:金创药(中量)	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:金创药(中量)	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:金创药(中量)	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:魔法药(中量)	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:魔法药(中量)	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:魔法药(中量)	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效金创药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:13] 物品:强效魔法药	怪物:23A854B0白野猪8	地图:H204	X:26	Y:26 
[2024/8/20 23:9:20] 物品:强效太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:太阳水	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:金创药(中量)	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:金创药(中量)	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效金创药	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效金创药	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效金创药	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:魔法药(中量)	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:魔法药(中量)	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效魔法药	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效魔法药	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:强效魔法药	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:狂风戒指	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:蓝翡翠项链	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:集体隐身术	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:20] 物品:刺杀剑术	怪物:2384F2A0沃玛卫士8	地图:H204	X:27	Y:22 
[2024/8/20 23:9:21] 物品:强效魔法药	怪物:28FA92B0魔龙射手	地图:66	X:235	Y:219 
[2024/8/20 23:9:21] 物品:魔法长袍(男)	怪物:28FA92B0魔龙射手	地图:66	X:235	Y:219 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:太阳水	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
[2024/8/20 23:9:33] 物品:强效金创药	怪物:23AB32F0虹魔蝎卫8	地图:H204	X:20	Y:21 
