[2024/8/18 20:0:1] 物品:紫碧螺	怪物:29028200祖玛弓箭手83	地图:H007	X:140	Y:152 
[2024/8/18 20:15:12] 物品:蛇眼戒指	怪物:24AE8490虹魔蝎卫8	地图:H204	X:20	Y:41 
[2024/8/18 20:15:13] 物品:魔法药(小量)	怪物:286DE940僵尸4	地图:H201	X:76	Y:68 
[2024/8/18 20:15:13] 物品:珍珠戒指	怪物:15CE55B0祖玛雕像8	地图:H007	X:169	Y:95 
[2024/8/18 20:15:15] 物品:金创药(小量)	怪物:0D6D2150僵尸4	地图:H201	X:76	Y:66 
[2024/8/18 20:15:16] 物品:爆裂火焰	怪物:29616670恶灵尸王	地图:H201	X:96	Y:69 
[2024/8/18 20:15:16] 物品:隐身术	怪物:29616670恶灵尸王	地图:H201	X:96	Y:69 
[2024/8/18 20:15:16] 物品:灵魂火符	怪物:29616670恶灵尸王	地图:H201	X:96	Y:69 
[2024/8/18 20:15:20] 物品:地狱火	怪物:1A45BA90僵尸1	地图:H201	X:81	Y:67 
[2024/8/18 20:15:25] 物品:金创药(中量)	怪物:31F09480天狼蜘蛛8	地图:H009	X:227	Y:113 
[2024/8/18 20:15:25] 物品:魔法药(中量)	怪物:31F09480天狼蜘蛛8	地图:H009	X:227	Y:113 
[2024/8/18 20:15:25] 物品:坚固手套	怪物:31F09480天狼蜘蛛8	地图:H009	X:227	Y:113 
[2024/8/18 20:15:27] 物品:金创药(小量)	怪物:15CDE6C0僵尸4	地图:H201	X:102	Y:67 
[2024/8/18 20:15:27] 物品:太阳水	怪物:28CB0240魔龙破甲兵	地图:66	X:51	Y:125 
[2024/8/18 20:15:29] 物品:金创药(小量)	怪物:2F0F0230僵尸5	地图:H201	X:100	Y:65 
[2024/8/18 20:15:29] 物品:太阳水	怪物:2959F760花吻蜘蛛8	地图:H009	X:229	Y:115 
[2024/8/18 20:15:29] 物品:强效金创药	怪物:2959F760花吻蜘蛛8	地图:H009	X:229	Y:115 
[2024/8/18 20:15:29] 物品:强效魔法药	怪物:2959F760花吻蜘蛛8	地图:H009	X:229	Y:115 
[2024/8/18 20:15:29] 物品:魔法长袍(男)	怪物:2959F760花吻蜘蛛8	地图:H009	X:229	Y:115 
[2024/8/18 20:15:29] 物品:蓝色水晶戒指	怪物:2959F760花吻蜘蛛8	地图:H009	X:229	Y:115 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:太阳水	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:金创药(中量)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:金创药(中量)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:金创药(中量)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:魔法药(中量)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:魔法药(中量)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:魔法药(中量)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效金创药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:强效魔法药	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:33] 物品:幽灵战衣(女)	怪物:2D453420白野猪8	地图:H204	X:11	Y:47 
[2024/8/18 20:15:35] 物品:强效太阳水	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效太阳水	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效太阳水	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效太阳水	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效太阳水	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效金创药	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效金创药	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效魔法药	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:强效魔法药	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:生铁戒指	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:死神手套	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:35] 物品:黑檀手镯	怪物:0DA451A0尸王8	地图:H201	X:82	Y:67 
[2024/8/18 20:15:38] 物品:幽灵盾	怪物:17B55450恶灵尸王	地图:H201	X:102	Y:72 
[2024/8/18 20:15:38] 物品:集体隐身术	怪物:17B55450恶灵尸王	地图:H201	X:102	Y:72 
[2024/8/18 20:15:38] 物品:隐身术	怪物:17B55450恶灵尸王	地图:H201	X:102	Y:72 
[2024/8/18 20:15:38] 物品:地狱火	怪物:17B55450恶灵尸王	地图:H201	X:102	Y:72 
[2024/8/18 20:15:38] 物品:召唤骷髅	怪物:17B55450恶灵尸王	地图:H201	X:102	Y:72 
[2024/8/18 20:15:38] 物品:瞬息移动	怪物:17B55450恶灵尸王	地图:H201	X:102	Y:72 
[2024/8/18 20:15:43] 物品:太阳水	怪物:2951A080钢牙蜘蛛8	地图:H009	X:226	Y:114 
[2024/8/18 20:15:43] 物品:强效金创药	怪物:2951A080钢牙蜘蛛8	地图:H009	X:226	Y:114 
[2024/8/18 20:15:43] 物品:强效魔法药	怪物:2951A080钢牙蜘蛛8	地图:H009	X:226	Y:114 
[2024/8/18 20:15:43] 物品:灵魂战衣(男)	怪物:2951A080钢牙蜘蛛8	地图:H009	X:226	Y:114 
[2024/8/18 20:15:43] 物品:珍珠戒指	怪物:2951A080钢牙蜘蛛8	地图:H009	X:226	Y:114 
[2024/8/18 20:15:47] 物品:大火球	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:抗拒火环	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:精神力战法	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:火球术	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:治愈术	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:基本剑术	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:半月	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:海魂	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:魔鬼项链	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:金创药(小量)	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:47] 物品:魔法药(小量)	怪物:28D523E0僵尸40	地图:H201	X:104	Y:72 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2DEF4DF0恶灵尸王	地图:H201	X:104	Y:71 
[2024/8/18 20:15:48] 物品:施毒术	怪物:2DEF4DF0恶灵尸王	地图:H201	X:104	Y:71 
[2024/8/18 20:15:48] 物品:地狱火	怪物:2DEF4DF0恶灵尸王	地图:H201	X:104	Y:71 
[2024/8/18 20:15:48] 物品:瞬息移动	怪物:2DEF4DF0恶灵尸王	地图:H201	X:104	Y:71 
[2024/8/18 20:15:48] 物品:强效太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:太阳水	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:金创药(中量)	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:金创药(中量)	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效金创药	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效金创药	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效金创药	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:魔法药(中量)	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:魔法药(中量)	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效魔法药	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效魔法药	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:强效魔法药	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:48] 物品:火墙	怪物:2A5451A0沃玛卫士8	地图:H204	X:13	Y:49 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:太阳水	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:金创药(中量)	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:金创药(中量)	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:魔法药(中量)	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:魔法药(中量)	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效金创药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:强效魔法药	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:51] 物品:夏普儿手镯	怪物:18800A80邪恶钳虫8	地图:H104	X:37	Y:135 
[2024/8/18 20:15:52] 物品:魔法药(小量)	怪物:2F0F0230僵尸5	地图:H201	X:101	Y:66 
[2024/8/18 20:15:53] 物品:太阳水	怪物:19B59970魔龙破甲兵	地图:66	X:49	Y:130 
[2024/8/18 20:15:53] 物品:苹果	怪物:19B59970魔龙破甲兵	地图:66	X:49	Y:130 
[2024/8/18 20:15:55] 物品:魔法药(小量)	怪物:206C9AC0僵尸5	地图:H201	X:96	Y:68 
[2024/8/18 20:15:55] 物品:魔法药(小量)	怪物:2B431C70僵尸4	地图:H201	X:72	Y:62 
[2024/8/18 20:15:57] 物品:金创药(中量)	怪物:1BDB38E0天狼蜘蛛	地图:11	X:140	Y:349 
[2024/8/18 20:15:57] 物品:魔法药(中量)	怪物:1BDB38E0天狼蜘蛛	地图:11	X:140	Y:349 
[2024/8/18 20:15:57] 物品:疗伤药	怪物:1BDB38E0天狼蜘蛛	地图:11	X:140	Y:349 
[2024/8/18 20:15:57] 物品:小手镯	怪物:1BDB38E0天狼蜘蛛	地图:11	X:140	Y:349 
[2024/8/18 20:15:57] 物品:金创药(小量)	怪物:188926F0僵尸4	地图:H201	X:72	Y:62 
[2024/8/18 20:15:57] 物品:魔法药(小量)	怪物:188926F0僵尸4	地图:H201	X:72	Y:62 
[2024/8/18 20:16:1] 物品:金创药(小量)	怪物:149999E0僵尸5	地图:H201	X:93	Y:63 
[2024/8/18 20:16:3] 物品:降妖除魔戒指	怪物:21B70830魔龙破甲兵	地图:66	X:47	Y:134 
[2024/8/18 20:16:3] 物品:金创药(小量)	怪物:21EAF340僵尸4	地图:H201	X:74	Y:61 
[2024/8/18 20:16:12] 物品:金创药(小量)	怪物:21869A80僵尸4	地图:H201	X:72	Y:60 
[2024/8/18 20:16:12] 物品:魔法药(小量)	怪物:21869A80僵尸4	地图:H201	X:72	Y:60 
[2024/8/18 20:16:13] 物品:黑檀手镯	怪物:188ACB00祖玛雕像8	地图:H007	X:148	Y:81 
[2024/8/18 20:16:14] 物品:强效金创药	怪物:1C5B6E20魔龙邪眼	地图:66	X:46	Y:132 
[2024/8/18 20:16:14] 物品:灵魂战衣(女)	怪物:1C5B6E20魔龙邪眼	地图:66	X:46	Y:132 
[2024/8/18 20:16:21] 物品:精神力战法	怪物:19409FE0僵尸5	地图:H201	X:86	Y:58 
[2024/8/18 20:16:21] 物品:金创药(中量)	怪物:27A04450祖玛弓箭手8	地图:H204	X:29	Y:69 
[2024/8/18 20:16:23] 物品:太阳水	怪物:19E41A20祖玛弓箭手8	地图:H007	X:150	Y:81 
[2024/8/18 20:16:25] 物品:金创药(小量)	怪物:21869A80僵尸4	地图:H201	X:71	Y:60 
[2024/8/18 20:16:26] 物品:强效太阳水	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效太阳水	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效太阳水	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效太阳水	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效太阳水	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效金创药	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效金创药	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效魔法药	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效魔法药	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:凝霜	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:魔力手镯	怪物:23C88050尸王8	地图:H201	X:85	Y:59 
[2024/8/18 20:16:26] 物品:强效魔法药	怪物:28EE55A0祖玛雕像8	地图:H007	X:150	Y:80 
[2024/8/18 20:16:27] 物品:金创药(小量)	怪物:2A609830僵尸4	地图:H201	X:87	Y:59 
[2024/8/18 20:16:28] 物品:强效太阳水	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效太阳水	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效太阳水	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效太阳水	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效太阳水	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效金创药	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效金创药	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效魔法药	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:强效魔法药	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:魔力手镯	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:28] 物品:圣言术	怪物:1A3F39E0尸王8	地图:H201	X:71	Y:58 
[2024/8/18 20:16:30] 物品:骷髅头盔	怪物:2916F0F0祖玛卫士8	地图:H204	X:29	Y:70 
[2024/8/18 20:16:30] 物品:蓝色水晶戒指	怪物:2916F0F0祖玛卫士8	地图:H204	X:29	Y:70 
[2024/8/18 20:16:32] 物品:基本剑术	怪物:1C12FA50僵尸1	地图:H201	X:82	Y:53 
[2024/8/18 20:16:34] 物品:强效魔法药	怪物:2DF47FB0魔龙巨蛾	地图:66	X:46	Y:134 
[2024/8/18 20:16:34] 物品:强效金创药	怪物:2DF47FB0魔龙巨蛾	地图:66	X:46	Y:134 
[2024/8/18 20:16:35] 物品:青铜头盔	怪物:31F15C30僵尸10	地图:H201	X:68	Y:52 
[2024/8/18 20:16:37] 物品:魅力戒指	怪物:2F619ED0红野猪8	地图:H002	X:169	Y:166 
[2024/8/18 20:16:40] 物品:金创药(小量)	怪物:17BC4610僵尸5	地图:H201	X:71	Y:57 
[2024/8/18 20:16:41] 物品:龙之戒指	怪物:28FCE150祖玛弓箭手83	地图:H007	X:145	Y:73 
[2024/8/18 20:16:41] 物品:夏普儿手镯	怪物:28FCE150祖玛弓箭手83	地图:H007	X:145	Y:73 
[2024/8/18 20:16:41] 物品:强效金创药	怪物:29CFD120魔龙射手	地图:66	X:48	Y:138 
[2024/8/18 20:16:45] 物品:火球术	怪物:2F127830僵尸1	地图:H201	X:70	Y:55 
[2024/8/18 20:16:58] 物品:金创药(中量)	怪物:2F2588A0天狼蜘蛛8	地图:H009	X:218	Y:117 
[2024/8/18 20:16:58] 物品:魔法药(中量)	怪物:2F2588A0天狼蜘蛛8	地图:H009	X:218	Y:117 
[2024/8/18 20:16:58] 物品:魔法长袍(男)	怪物:2F2588A0天狼蜘蛛8	地图:H009	X:218	Y:117 
[2024/8/18 20:16:58] 物品:降魔	怪物:2F2588A0天狼蜘蛛8	地图:H009	X:218	Y:117 
[2024/8/18 20:16:58] 物品:凤凰明珠	怪物:2F2588A0天狼蜘蛛8	地图:H009	X:218	Y:117 
[2024/8/18 20:16:59] 物品:强效金创药	怪物:2DE3B320魔龙射手	地图:66	X:53	Y:138 
[2024/8/18 20:16:59] 物品:魔法力药水	怪物:07BE4AA0僵尸4	地图:H201	X:68	Y:77 
[2024/8/18 20:17:8] 物品:偃月	怪物:2DD47260跳跳蜂0	地图:D601	X:97	Y:116 
[2024/8/18 20:17:8] 物品:生铁戒指	怪物:2DD47260跳跳蜂0	地图:D601	X:97	Y:116 
[2024/8/18 20:17:8] 物品:小手镯	怪物:2DD47260跳跳蜂0	地图:D601	X:97	Y:116 
[2024/8/18 20:17:8] 物品:琥珀项链	怪物:2DD47260跳跳蜂0	地图:D601	X:97	Y:116 
