[2024/8/20 20:0:1] 物品:治愈术	怪物:1C832FD0僵尸1	地图:H201	X:84	Y:79 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:太阳水	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:金创药(中量)	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:金创药(中量)	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:金创药(中量)	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:魔法药(中量)	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:魔法药(中量)	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:魔法药(中量)	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:05C26420白野猪8	地图:H204	X:60	Y:61 
[2024/8/20 20:7:49] 物品:强效金创药	怪物:19DFC200魔龙破甲兵2	地图:66	X:71	Y:156 
[2024/8/20 20:7:49] 物品:强效魔法药	怪物:19DFC200魔龙破甲兵2	地图:66	X:71	Y:156 
[2024/8/20 20:7:58] 物品:金创药(小量)	怪物:2D63D040僵尸4	地图:H201	X:145	Y:39 
[2024/8/20 20:7:59] 物品:强效太阳水	怪物:0DB532E0魔龙破甲兵	地图:66	X:68	Y:152 
[2024/8/20 20:8:0] 物品:蛇眼戒指	怪物:1BF2B320祖玛雕像8	地图:H204	X:58	Y:56 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:太阳水	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:金创药(中量)	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:金创药(中量)	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:金创药(中量)	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:魔法药(中量)	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:魔法药(中量)	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:魔法药(中量)	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效金创药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:强效魔法药	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:生命项链	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:7] 物品:辟邪手镯	怪物:1EEB2210白野猪8	地图:H204	X:58	Y:55 
[2024/8/20 20:8:9] 物品:强效魔法药	怪物:15C958F0魔龙射手1	地图:66	X:63	Y:154 
[2024/8/20 20:8:15] 物品:斩马刀	怪物:2EC4F050祖玛卫士8	地图:H204	X:56	Y:51 
[2024/8/20 20:8:15] 物品:黑色水晶戒指	怪物:2EC4F050祖玛卫士8	地图:H204	X:56	Y:51 
[2024/8/20 20:8:17] 物品:金创药(小量)	怪物:29C1E940僵尸4	地图:H201	X:159	Y:46 
[2024/8/20 20:8:18] 物品:强效太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:太阳水	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:金创药(中量)	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:金创药(中量)	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效金创药	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效金创药	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效金创药	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:魔法药(中量)	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:魔法药(中量)	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效魔法药	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效魔法药	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:强效魔法药	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:凌风	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:烈火剑法	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:18] 物品:雷电术	怪物:235B9480沃玛卫士8	地图:H003	X:55	Y:24 
[2024/8/20 20:8:19] 物品:太阳水	怪物:31EB5570魔龙射手	地图:66	X:74	Y:147 
[2024/8/20 20:8:19] 物品:凝霜	怪物:31EB5570魔龙射手	地图:66	X:74	Y:147 
[2024/8/20 20:8:23] 物品:放大镜	怪物:0542AAB0祖玛卫士8	地图:H204	X:57	Y:43 
[2024/8/20 20:8:30] 物品:放大镜	怪物:2E2FE020祖玛卫士8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:30] 物品:竹笛	怪物:2E2FE020祖玛卫士8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:30] 物品:小手镯	怪物:2E2FE020祖玛卫士8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:31] 物品:金创药(小量)	怪物:28CFC950僵尸5	地图:H201	X:159	Y:55 
[2024/8/20 20:8:39] 物品:金创药(小量)	怪物:2D63A3E0僵尸4	地图:H201	X:172	Y:41 
[2024/8/20 20:8:41] 物品:金创药(小量)	怪物:27617A10僵尸3	地图:D401	X:153	Y:47 
[2024/8/20 20:8:44] 物品:金创药(小量)	怪物:2FCB7150僵尸4	地图:H201	X:178	Y:42 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效魔法药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效魔法药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效魔法药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效魔法药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效金创药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效魔法药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:强效魔法药	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:47] 物品:黑铁头盔(封印)	怪物:29379040暗之牛魔王8	地图:H204	X:64	Y:37 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:太阳水	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:金创药(中量)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:金创药(中量)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:金创药(中量)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:魔法药(中量)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:魔法药(中量)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:魔法药(中量)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效金创药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:强效魔法药	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:幽灵战衣(男)	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:50] 物品:白色虎齿项链	怪物:17D85A60白野猪8	地图:H204	X:63	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:疗伤药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:太阳水	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:金创药(中量)	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:金创药(中量)	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:魔法药(中量)	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:魔法药(中量)	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效金创药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
[2024/8/20 20:8:51] 物品:强效魔法药	怪物:189608D0虹魔教主8	地图:H204	X:64	Y:38 
