[2024/8/17 22:0:1] 物品:魔法药(小量)	怪物:057E6C60僵尸5	地图:H201	X:112	Y:17 
[2024/8/17 22:16:53] 物品:强效魔法药	怪物:274C1930尸王8	地图:H201	X:60	Y:98 
[2024/8/17 22:16:53] 物品:强效魔法药	怪物:274C1930尸王8	地图:H201	X:60	Y:98 
[2024/8/17 22:16:53] 物品:道德戒指	怪物:274C1930尸王8	地图:H201	X:60	Y:98 
[2024/8/17 22:16:53] 物品:魅力戒指	怪物:274C1930尸王8	地图:H201	X:60	Y:98 
[2024/8/17 22:16:53] 物品:召唤神兽	怪物:274C1930尸王8	地图:H201	X:60	Y:98 
[2024/8/17 22:16:56] 物品:金创药(小量)	怪物:03C480F0僵尸5	地图:H201	X:59	Y:98 
[2024/8/17 22:16:58] 物品:魔法手镯	怪物:27D33130祖玛雕像	地图:H202	X:89	Y:21 
[2024/8/17 22:17:5] 物品:强效魔法药	怪物:2DCEEB70魔龙破甲兵	地图:66	X:156	Y:164 
[2024/8/17 22:17:5] 物品:强效太阳水	怪物:27D23D20祖玛雕像	地图:H202	X:89	Y:22 
[2024/8/17 22:17:5] 物品:竹笛	怪物:27D23D20祖玛雕像	地图:H202	X:89	Y:22 
[2024/8/17 22:17:10] 物品:狂风戒指	怪物:1E9A86C0祖玛雕像	地图:H202	X:89	Y:22 
[2024/8/17 22:17:19] 物品:强效太阳水	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效太阳水	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效太阳水	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效太阳水	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效太阳水	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效金创药	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效金创药	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效魔法药	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:强效魔法药	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:黑色水晶戒指	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:道德戒指	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:黑檀手镯	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:魔力手镯	怪物:2EF264A0尸王8	地图:H201	X:52	Y:105 
[2024/8/17 22:17:19] 物品:太阳水	怪物:2EBF31F0魔龙破甲兵	地图:66	X:155	Y:164 
[2024/8/17 22:17:19] 物品:魔法手镯	怪物:2DF72E00祖玛卫士8	地图:H202	X:89	Y:21 
[2024/8/17 22:17:19] 物品:魔力手镯	怪物:2DF72E00祖玛卫士8	地图:H202	X:89	Y:21 
[2024/8/17 22:17:24] 物品:施毒术	怪物:29D9A1D0恶灵尸王	地图:H201	X:52	Y:104 
[2024/8/17 22:17:26] 物品:抗拒火环	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:精神力战法	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:火球术	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:治愈术	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:基本剑术	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:魔鬼项链	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:琥珀项链	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:凤凰明珠	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:魔力手镯	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:铁剑	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:短剑	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:轻型盔甲(男)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:轻型盔甲(女)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:中型盔甲(男)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:中型盔甲(女)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:青铜斧	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:黑檀项链	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:黄色水晶项链	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:黑色水晶项链	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:青铜头盔	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:金创药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:金创药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:金创药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:金创药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:魔法药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:魔法药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:魔法药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:26] 物品:魔法药(小量)	怪物:0D6D2150僵尸50	地图:H201	X:52	Y:106 
[2024/8/17 22:17:39] 物品:强效太阳水	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效太阳水	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效太阳水	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效太阳水	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效太阳水	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效金创药	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效金创药	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效魔法药	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:强效魔法药	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:蓝翡翠项链	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:39] 物品:黑檀手镯	怪物:2DDE8160尸王8	地图:H201	X:47	Y:107 
[2024/8/17 22:17:47] 物品:强效太阳水	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效太阳水	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效太阳水	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效太阳水	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效太阳水	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效金创药	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效金创药	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效魔法药	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:强效魔法药	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:珊瑚戒指	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:生铁戒指	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:蓝翡翠项链	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:47] 物品:黑檀手镯	怪物:27F1D7F0尸王8	地图:H201	X:48	Y:109 
[2024/8/17 22:17:55] 物品:治愈术	怪物:19EFB4F0僵尸4	地图:H201	X:40	Y:115 
[2024/8/17 22:17:59] 物品:强效太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:太阳水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:金创药(中量)	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:金创药(中量)	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效金创药	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效金创药	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效金创药	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:魔法药(中量)	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:魔法药(中量)	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效魔法药	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效魔法药	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:强效魔法药	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:精神力药水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:MP强化药水	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:金戒指	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:17:59] 物品:地狱雷光	怪物:2DC0E150沃玛卫士8	地图:H003	X:54	Y:74 
[2024/8/17 22:18:0] 物品:魔法药(小量)	怪物:0D7C7C80僵尸4	地图:H201	X:42	Y:115 
[2024/8/17 22:18:4] 物品:金创药(小量)	怪物:2F38DAC0僵尸4	地图:H201	X:40	Y:116 
[2024/8/17 22:18:9] 物品:太阳水	怪物:2DEE8640黑野猪8	地图:H002	X:34	Y:179 
[2024/8/17 22:18:14] 物品:疾光电影	怪物:1C0F53B0恶灵尸王	地图:H201	X:36	Y:121 
[2024/8/17 22:18:14] 物品:攻杀剑术	怪物:1C0F53B0恶灵尸王	地图:H201	X:36	Y:121 
[2024/8/17 22:18:14] 物品:瞬息移动	怪物:1C0F53B0恶灵尸王	地图:H201	X:36	Y:121 
[2024/8/17 22:18:21] 物品:施毒术	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:召唤骷髅	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:地狱火	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:抗拒火环	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:精神力战法	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:火球术	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:治愈术	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:基本剑术	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:八荒	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:半月	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:蓝色水晶戒指	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:凤凰明珠	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:坚固手套	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:灯笼项链	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:铁剑	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:短剑	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:轻型盔甲(男)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:轻型盔甲(女)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:中型盔甲(男)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:青铜斧	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:黑檀项链	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:黄色水晶项链	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:黑色水晶项链	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:青铜头盔	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:金创药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:金创药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:金创药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:金创药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:魔法药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:魔法药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:魔法药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:21] 物品:魔法药(小量)	怪物:058ACE30僵尸50	地图:H201	X:43	Y:125 
[2024/8/17 22:18:27] 物品:太阳水	怪物:18735160黑野猪8	地图:H002	X:275	Y:282 
[2024/8/17 22:18:30] 物品:强效太阳水	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效太阳水	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效太阳水	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效太阳水	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效太阳水	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效金创药	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效金创药	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效魔法药	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:强效魔法药	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:蛇眼戒指	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:魅力戒指	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:黑檀手镯	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:30] 物品:魔力手镯	怪物:19583490尸王8	地图:H201	X:43	Y:124 
[2024/8/17 22:18:31] 物品:道德戒指	怪物:1BFA36E0钳虫8	地图:H004	X:161	Y:122 
[2024/8/17 22:18:35] 物品:疾光电影	怪物:18C4D560恶灵尸王	地图:H201	X:43	Y:125 
[2024/8/17 22:18:35] 物品:施毒术	怪物:18C4D560恶灵尸王	地图:H201	X:43	Y:125 
[2024/8/17 22:18:35] 物品:地狱火	怪物:18C4D560恶灵尸王	地图:H201	X:43	Y:125 
[2024/8/17 22:18:37] 物品:金创药(小量)	怪物:2F38DAC0僵尸4	地图:H201	X:42	Y:124 
[2024/8/17 22:18:42] 物品:凝霜	怪物:19F3B010红野猪8	地图:H002	X:36	Y:162 
[2024/8/17 22:18:44] 物品:强效太阳水	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效太阳水	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效太阳水	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效太阳水	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效太阳水	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效金创药	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效金创药	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效魔法药	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:强效魔法药	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:蛇眼戒指	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:黑檀手镯	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:44] 物品:魔力手镯	怪物:2868DFA0尸王8	地图:H201	X:42	Y:126 
[2024/8/17 22:18:45] 物品:金创药(小量)	怪物:19EFB4F0僵尸4	地图:H201	X:41	Y:124 
[2024/8/17 22:18:45] 物品:太阳水	怪物:1B97B190黑色恶蛆8	地图:H004	X:166	Y:133 
[2024/8/17 22:19:1] 物品:诱惑之光	怪物:1BDD6650僵尸1	地图:H201	X:38	Y:133 
[2024/8/17 22:19:1] 物品:魔法长袍(男)	怪物:2174B780红野猪8	地图:H002	X:350	Y:143 
[2024/8/17 22:19:17] 物品:精神力战法	怪物:0DB66980僵尸1	地图:H201	X:36	Y:133 
[2024/8/17 22:19:24] 物品:强效金创药	怪物:2DD98DF0魔龙射手	地图:66	X:163	Y:161 
[2024/8/17 22:19:24] 物品:太阳水	怪物:27514AF0黑色恶蛆8	地图:H004	X:28	Y:30 
[2024/8/17 22:19:30] 物品:强效太阳水	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效太阳水	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效太阳水	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效太阳水	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效太阳水	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效金创药	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效金创药	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效魔法药	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:强效魔法药	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:骷髅戒指	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:黑色水晶戒指	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:珍珠戒指	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:蓝翡翠项链	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:黑檀手镯	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:30] 物品:野蛮冲撞	怪物:2F417090尸王8	地图:H201	X:42	Y:139 
[2024/8/17 22:19:33] 物品:金创药(小量)	怪物:2FB04AB0僵尸5	地图:H201	X:41	Y:139 
[2024/8/17 22:19:41] 物品:强效太阳水	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效太阳水	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效太阳水	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效太阳水	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效太阳水	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效金创药	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效金创药	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效魔法药	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:强效魔法药	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:41] 物品:魔力手镯	怪物:29F391F0尸王8	地图:H201	X:40	Y:139 
[2024/8/17 22:19:43] 物品:抗拒火环	怪物:19FFE9C0僵尸1	地图:H201	X:42	Y:138 
[2024/8/17 22:19:52] 物品:金创药(小量)	怪物:2E0071C0僵尸5	地图:H201	X:49	Y:143 
[2024/8/17 22:20:1] 物品:强效太阳水	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效太阳水	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效太阳水	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效太阳水	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效太阳水	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效金创药	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效金创药	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效魔法药	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:强效魔法药	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:蛇眼戒指	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:1] 物品:凝霜	怪物:281E5830尸王8	地图:H201	X:45	Y:146 
[2024/8/17 22:20:4] 物品:金戒指	怪物:1C886190黑野猪8	地图:H002	X:300	Y:124 
[2024/8/17 22:20:13] 物品:召唤骷髅	怪物:1CC4A080恶灵尸王	地图:H201	X:45	Y:147 
[2024/8/17 22:20:20] 物品:铁手镯	怪物:189B6B30稻草人	地图:0	X:270	Y:650 
[2024/8/17 22:20:24] 物品:降魔	怪物:2371A900蜈蚣8	地图:H004	X:181	Y:133 
[2024/8/17 22:20:26] 物品:灵魂战衣(男)	怪物:0D8B8A90黑野猪8	地图:H002	X:324	Y:294 
[2024/8/17 22:20:32] 物品:灵魂火符	怪物:0DC537C0恶灵尸王	地图:H201	X:51	Y:151 
[2024/8/17 22:20:39] 物品:强效金创药	怪物:2EBF5E50魔龙破甲兵	地图:66	X:210	Y:48 
[2024/8/17 22:20:39] 物品:道士手镯	怪物:2EBF5E50魔龙破甲兵	地图:66	X:210	Y:48 
[2024/8/17 22:20:48] 物品:金创药(小量)	怪物:180BAE60僵尸5	地图:H201	X:50	Y:158 
[2024/8/17 22:20:57] 物品:金创药(小量)	怪物:2E792150僵尸5	地图:H201	X:54	Y:159 
[2024/8/17 22:21:0] 物品:轻型盔甲(女)	怪物:0D968450僵尸10	地图:H201	X:55	Y:159 
[2024/8/17 22:21:0] 物品:金创药(中量)	怪物:0D968450僵尸10	地图:H201	X:55	Y:159 
[2024/8/17 22:21:0] 物品:魔法药(中量)	怪物:0D968450僵尸10	地图:H201	X:55	Y:159 
[2024/8/17 22:21:13] 物品:金创药(中量)	怪物:2D9B3860恶灵尸王	地图:H201	X:57	Y:162 
[2024/8/17 22:21:13] 物品:疾光电影	怪物:2D9B3860恶灵尸王	地图:H201	X:57	Y:162 
[2024/8/17 22:21:13] 物品:幽灵盾	怪物:2D9B3860恶灵尸王	地图:H201	X:57	Y:162 
[2024/8/17 22:21:13] 物品:攻杀剑术	怪物:2D9B3860恶灵尸王	地图:H201	X:57	Y:162 
[2024/8/17 22:21:13] 物品:灵魂火符	怪物:2D9B3860恶灵尸王	地图:H201	X:57	Y:162 
[2024/8/17 22:21:13] 物品:地狱火	怪物:2D9B3860恶灵尸王	地图:H201	X:57	Y:162 
