[2024/8/19 0:0:1] 物品:黑檀手镯	怪物:291364C0魔龙血蛙	地图:66	X:50	Y:149 
[2024/8/19 0:9:23] 物品:珊瑚戒指	怪物:2E1EA4A0魔龙破甲兵	地图:66	X:99	Y:140 
[2024/8/19 0:9:25] 物品:金创药(小量)	怪物:286BBA50僵尸4	地图:H201	X:98	Y:95 
[2024/8/19 0:9:25] 物品:斩马刀	怪物:1C58D600祖玛卫士8	地图:H204	X:67	Y:29 
[2024/8/19 0:9:25] 物品:蛇眼戒指	怪物:1C58D600祖玛卫士8	地图:H204	X:67	Y:29 
[2024/8/19 0:9:25] 物品:灵魂战衣(男)	怪物:1D32DF80黑野猪8	地图:H002	X:246	Y:164 
[2024/8/19 0:9:27] 物品:夏普儿手镯	怪物:2DF13490牛魔法师8	地图:H010	X:320	Y:195 
[2024/8/19 0:9:34] 物品:太阳水	怪物:1F17CF60黑野猪8	地图:H002	X:233	Y:95 
[2024/8/19 0:9:38] 物品:金创药(小量)	怪物:1E314D20僵尸4	地图:D421	X:373	Y:152 
[2024/8/19 0:9:40] 物品:金创药(小量)	怪物:2793B570僵尸4	地图:H201	X:98	Y:97 
[2024/8/19 0:9:40] 物品:强效太阳水	怪物:1C08F900牛魔祭司8	地图:H010	X:320	Y:194 
[2024/8/19 0:9:40] 物品:强效金创药	怪物:1C08F900牛魔祭司8	地图:H010	X:320	Y:194 
[2024/8/19 0:9:40] 物品:强效魔法药	怪物:1C08F900牛魔祭司8	地图:H010	X:320	Y:194 
[2024/8/19 0:9:40] 物品:白金项链	怪物:1C08F900牛魔祭司8	地图:H010	X:320	Y:194 
[2024/8/19 0:9:43] 物品:强效魔法药	怪物:21F7CC80魔龙破甲兵	地图:66	X:91	Y:137 
[2024/8/19 0:9:43] 物品:蓝翡翠项链	怪物:2F393380牛魔法师8	地图:H010	X:321	Y:193 
[2024/8/19 0:9:43] 物品:金手镯	怪物:2F393380牛魔法师8	地图:H010	X:321	Y:193 
[2024/8/19 0:9:44] 物品:太阳水	怪物:1EA80050黑野猪8	地图:H002	X:229	Y:86 
[2024/8/19 0:9:48] 物品:魔法药(小量)	怪物:2DB48490僵尸4	地图:H201	X:98	Y:98 
[2024/8/19 0:9:51] 物品:黑色水晶项链	怪物:20DA9500蜈蚣	地图:D601	X:160	Y:47 
[2024/8/19 0:9:52] 物品:偃月	怪物:03989D10牛魔法师8	地图:H010	X:322	Y:187 
[2024/8/19 0:9:52] 物品:生铁戒指	怪物:03989D10牛魔法师8	地图:H010	X:322	Y:187 
[2024/8/19 0:9:54] 物品:魔法药(小量)	怪物:23742AF0僵尸4	地图:H201	X:99	Y:97 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:太阳水	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:金创药(中量)	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:金创药(中量)	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:金创药(中量)	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:魔法药(中量)	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:魔法药(中量)	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:魔法药(中量)	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效金创药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:强效魔法药	怪物:3011D760白野猪8	地图:H204	X:55	Y:49 
[2024/8/19 0:9:56] 物品:魔法长袍(女)	怪物:2005BAF0魔龙刺蛙	地图:66	X:87	Y:143 
[2024/8/19 0:9:58] 物品:强效金创药	怪物:2FF342A0魔龙破甲兵	地图:66	X:85	Y:142 
[2024/8/19 0:9:59] 物品:金创药(小量)	怪物:29CD63E0僵尸5	地图:H201	X:99	Y:97 
[2024/8/19 0:10:0] 物品:太阳水	怪物:1B8338A0黑野猪8	地图:H002	X:365	Y:172 
[2024/8/19 0:10:2] 物品:强效太阳水	怪物:27A8D5E0牛魔将军8	地图:H010	X:324	Y:188 
[2024/8/19 0:10:2] 物品:攻击力药水	怪物:27A8D5E0牛魔将军8	地图:H010	X:324	Y:188 
[2024/8/19 0:10:2] 物品:无极棍	怪物:27A8D5E0牛魔将军8	地图:H010	X:324	Y:188 
[2024/8/19 0:10:4] 物品:金创药(小量)	怪物:2DB48490僵尸4	地图:H201	X:98	Y:98 
[2024/8/19 0:10:5] 物品:金创药(小量)	怪物:1C664910僵尸4	地图:D421	X:367	Y:112 
[2024/8/19 0:10:5] 物品:魔法药(小量)	怪物:1C664910僵尸4	地图:D421	X:367	Y:112 
[2024/8/19 0:10:8] 物品:魔法力药水	怪物:3013D7C0僵尸4	地图:H201	X:100	Y:99 
[2024/8/19 0:10:8] 物品:道士手镯	怪物:0DA09790牛魔侍卫8	地图:H010	X:322	Y:189 
[2024/8/19 0:10:9] 物品:强效太阳水	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效太阳水	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效太阳水	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效太阳水	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效太阳水	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效金创药	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效金创药	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效魔法药	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:强效魔法药	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:黑色水晶戒指	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:道德戒指	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:9] 物品:魔力手镯	怪物:052722B0尸王8	地图:H201	X:100	Y:97 
[2024/8/19 0:10:14] 物品:生铁戒指	怪物:2A757610牛魔侍卫8	地图:H010	X:323	Y:187 
[2024/8/19 0:10:15] 物品:魔力手镯	怪物:2F10BC70祖玛弓箭手8	地图:H204	X:50	Y:53 
[2024/8/19 0:10:17] 物品:强效太阳水	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效太阳水	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效太阳水	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效太阳水	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效太阳水	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效金创药	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效金创药	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效魔法药	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:强效魔法药	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:黑色水晶戒指	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:道德戒指	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:蓝翡翠项链	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:黑檀手镯	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:17] 物品:魔力手镯	怪物:18CB9680尸王8	地图:H201	X:98	Y:97 
[2024/8/19 0:10:18] 物品:斩马刀	怪物:0D5DD530祖玛卫士8	地图:H204	X:41	Y:61 
[2024/8/19 0:10:18] 物品:竹笛	怪物:0D5DD530祖玛卫士8	地图:H204	X:41	Y:61 
[2024/8/19 0:10:18] 物品:骷髅戒指	怪物:0D5DD530祖玛卫士8	地图:H204	X:41	Y:61 
[2024/8/19 0:10:19] 物品:金戒指	怪物:1E6EFA90牛魔法师8	地图:H010	X:323	Y:187 
[2024/8/19 0:10:21] 物品:魔法长袍(男)	怪物:2D9B64C0牛魔侍卫8	地图:H010	X:323	Y:189 
[2024/8/19 0:10:21] 物品:生铁戒指	怪物:2D9B64C0牛魔侍卫8	地图:H010	X:323	Y:189 
[2024/8/19 0:10:25] 物品:强效太阳水	怪物:1BEA8AC0牛魔将军0	地图:H010	X:322	Y:187 
[2024/8/19 0:10:25] 物品:强效太阳水	怪物:1BEA8AC0牛魔将军0	地图:H010	X:322	Y:187 
[2024/8/19 0:10:25] 物品:强效太阳水	怪物:1BEA8AC0牛魔将军0	地图:H010	X:322	Y:187 
[2024/8/19 0:10:25] 物品:太阳水	怪物:1BEA8AC0牛魔将军0	地图:H010	X:322	Y:187 
[2024/8/19 0:10:25] 物品:太阳水	怪物:1BEA8AC0牛魔将军0	地图:H010	X:322	Y:187 
[2024/8/19 0:10:25] 物品:太阳水	怪物:1BEA8AC0牛魔将军0	地图:H010	X:322	Y:187 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:太阳水	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:金创药(中量)	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:金创药(中量)	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:金创药(中量)	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:魔法药(中量)	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:魔法药(中量)	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:魔法药(中量)	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效金创药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:29] 物品:强效魔法药	怪物:1D421870白野猪8	地图:H204	X:42	Y:60 
[2024/8/19 0:10:31] 物品:强效太阳水	怪物:1BF70370牛魔祭司8	地图:H010	X:322	Y:188 
[2024/8/19 0:10:31] 物品:HP强化药水	怪物:1BF70370牛魔祭司8	地图:H010	X:322	Y:188 
[2024/8/19 0:10:31] 物品:骨玉权杖	怪物:1BF70370牛魔祭司8	地图:H010	X:322	Y:188 
[2024/8/19 0:10:31] 物品:骷髅头盔	怪物:1BF70370牛魔祭司8	地图:H010	X:322	Y:188 
[2024/8/19 0:10:31] 物品:金创药(中量)	怪物:286CDAC0祖玛弓箭手8	地图:H204	X:43	Y:40 
[2024/8/19 0:10:35] 物品:白色虎齿项链	怪物:1EA0D1C0祖玛卫士8	地图:H204	X:43	Y:41 
[2024/8/19 0:10:38] 物品:金创药(小量)	怪物:28B9E130僵尸4	地图:H201	X:100	Y:103 
[2024/8/19 0:10:38] 物品:火球术	怪物:28B9E130僵尸4	地图:H201	X:100	Y:103 
[2024/8/19 0:10:40] 物品:强效太阳水	怪物:2A559CF0牛魔祭司8	地图:H010	X:324	Y:189 
[2024/8/19 0:10:40] 物品:泰坦戒指	怪物:2A559CF0牛魔祭司8	地图:H010	X:324	Y:189 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:1EDF3CE0牛魔将军0	地图:H010	X:324	Y:187 
[2024/8/19 0:10:43] 物品:太阳水	怪物:1EDF3CE0牛魔将军0	地图:H010	X:324	Y:187 
[2024/8/19 0:10:43] 物品:太阳水	怪物:1EDF3CE0牛魔将军0	地图:H010	X:324	Y:187 
[2024/8/19 0:10:43] 物品:井中月	怪物:1EDF3CE0牛魔将军0	地图:H010	X:324	Y:187 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:太阳水	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:金创药(中量)	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:金创药(中量)	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:金创药(中量)	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:魔法药(中量)	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:魔法药(中量)	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:魔法药(中量)	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效金创药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:强效魔法药	怪物:05DA8BA0白野猪8	地图:H204	X:39	Y:62 
[2024/8/19 0:10:43] 物品:布鞋	怪物:1C068280魔龙射手	地图:66	X:124	Y:143 
[2024/8/19 0:10:48] 物品:魔法药(小量)	怪物:18F951A0僵尸5	地图:H201	X:100	Y:104 
[2024/8/19 0:10:49] 物品:强效金创药	怪物:278D20B0魔龙射手	地图:66	X:129	Y:141 
[2024/8/19 0:10:49] 物品:强效魔法药	怪物:278D20B0魔龙射手	地图:66	X:129	Y:141 
[2024/8/19 0:10:49] 物品:狂风项链	怪物:278D20B0魔龙射手	地图:66	X:129	Y:141 
[2024/8/19 0:10:51] 物品:魔鬼项链	怪物:279901A0祖玛雕像8	地图:H204	X:35	Y:33 
[2024/8/19 0:10:56] 物品:强效太阳水	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效太阳水	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效太阳水	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效太阳水	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效太阳水	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效金创药	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效金创药	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效魔法药	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:强效魔法药	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:骷髅戒指	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:珍珠戒指	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:道德戒指	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:56] 物品:黑檀手镯	怪物:052EE900尸王8	地图:H201	X:99	Y:104 
[2024/8/19 0:10:58] 物品:强效金创药	怪物:1F2060F0魔龙射手	地图:66	X:128	Y:149 
[2024/8/19 0:10:58] 物品:强效魔法药	怪物:1F2060F0魔龙射手	地图:66	X:128	Y:149 
[2024/8/19 0:10:58] 物品:强效金创药	怪物:1F2060F0魔龙射手	地图:66	X:128	Y:149 
[2024/8/19 0:10:58] 物品:道士手镯	怪物:1F2060F0魔龙射手	地图:66	X:128	Y:149 
[2024/8/19 0:10:58] 物品:强效金创药	怪物:1FE13050祖玛弓箭手8	地图:H204	X:31	Y:32 
[2024/8/19 0:11:2] 物品:灯笼项链	怪物:285548D0祖玛弓箭手8	地图:H204	X:35	Y:26 
[2024/8/19 0:11:4] 物品:强效太阳水	怪物:17E80800尸王8	地图:H201	X:98	Y:104 
[2024/8/19 0:11:4] 物品:强效太阳水	怪物:17E80800尸王8	地图:H201	X:98	Y:104 
