[2024/8/20 15:0:3] 物品:金创药(小量)	怪物:1B029CF0僵尸3	地图:D401	X:128	Y:117 
[2024/8/20 15:20:41] 物品:强效魔法药	怪物:2DBFAAB0白野猪8	地图:H204	X:77	Y:18 
[2024/8/20 15:20:41] 物品:记忆头盔	怪物:2DBFAAB0白野猪8	地图:H204	X:77	Y:18 
[2024/8/20 15:20:41] 物品:魔法长袍(女)	怪物:2DBFAAB0白野猪8	地图:H204	X:77	Y:18 
[2024/8/20 15:20:41] 物品:灵魂战衣(女)	怪物:2DBFAAB0白野猪8	地图:H204	X:77	Y:18 
[2024/8/20 15:20:46] 物品:强效魔法药	怪物:1A3A2E00祖玛雕像83	地图:H008	X:52	Y:31 
[2024/8/20 15:20:47] 物品:蛇眼戒指	怪物:28D03840牛魔将军8	地图:H010	X:333	Y:194 
[2024/8/20 15:20:52] 物品:白色虎齿项链	怪物:29C51CB0牛魔侍卫8	地图:H010	X:334	Y:195 
[2024/8/20 15:21:1] 物品:强效太阳水	怪物:0DB215A0牛魔将军8	地图:H010	X:335	Y:200 
[2024/8/20 15:21:1] 物品:强效魔法药	怪物:0DB215A0牛魔将军8	地图:H010	X:335	Y:200 
[2024/8/20 15:21:1] 物品:白金项链	怪物:0DB215A0牛魔将军8	地图:H010	X:335	Y:200 
[2024/8/20 15:21:3] 物品:强效魔法药	怪物:29EB60F0祖玛弓箭手8	地图:H204	X:57	Y:14 
[2024/8/20 15:21:7] 物品:白色虎齿项链	怪物:267B10E0祖玛雕像8	地图:H204	X:57	Y:14 
[2024/8/20 15:21:13] 物品:强效金创药	怪物:21F22BD0魔龙破甲兵	地图:H008	X:58	Y:28 
[2024/8/20 15:21:13] 物品:强效魔法药	怪物:21F22BD0魔龙破甲兵	地图:H008	X:58	Y:28 
[2024/8/20 15:21:13] 物品:道士头盔	怪物:21F22BD0魔龙破甲兵	地图:H008	X:58	Y:28 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:太阳水	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:金创药(中量)	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:金创药(中量)	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:金创药(中量)	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:魔法药(中量)	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:魔法药(中量)	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:魔法药(中量)	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效金创药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:强效魔法药	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:蓝翡翠项链	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:15] 物品:珍珠戒指	怪物:27E87E00白野猪8	地图:H204	X:50	Y:10 
[2024/8/20 15:21:28] 物品:强效太阳水	怪物:2A7E0BE0牛魔祭司8	地图:H010	X:327	Y:196 
[2024/8/20 15:21:28] 物品:修罗	怪物:2A7E0BE0牛魔祭司8	地图:H010	X:327	Y:196 
[2024/8/20 15:21:28] 物品:金手镯	怪物:2A7E0BE0牛魔祭司8	地图:H010	X:327	Y:196 
[2024/8/20 15:21:34] 物品:强效太阳水	怪物:30369120牛魔祭司8	地图:H010	X:327	Y:197 
[2024/8/20 15:21:34] 物品:强效太阳水	怪物:30369120牛魔祭司8	地图:H010	X:327	Y:197 
[2024/8/20 15:21:34] 物品:降魔	怪物:30369120牛魔祭司8	地图:H010	X:327	Y:197 
[2024/8/20 15:21:34] 物品:金手镯	怪物:30369120牛魔祭司8	地图:H010	X:327	Y:197 
[2024/8/20 15:21:40] 物品:强效太阳水	怪物:2F0EEC00牛魔将军0	地图:H010	X:328	Y:196 
[2024/8/20 15:21:40] 物品:太阳水	怪物:2F0EEC00牛魔将军0	地图:H010	X:328	Y:196 
[2024/8/20 15:21:40] 物品:珊瑚戒指	怪物:2F0EEC00牛魔将军0	地图:H010	X:328	Y:196 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:0858ED10牛魔祭司8	地图:H010	X:323	Y:197 
[2024/8/20 15:21:52] 物品:灯笼项链	怪物:0858ED10牛魔祭司8	地图:H010	X:323	Y:197 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疗伤药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:太阳水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:金创药(中量)	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:金创药(中量)	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:魔法药(中量)	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:魔法药(中量)	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效金创药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:强效魔法药	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:疾风药水	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:炼狱	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:战神盔甲(男)	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:偃月	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:破魂	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:降魔	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:斩马刀	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:修罗	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:凝霜	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:骷髅头盔	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:道士头盔	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:蓝翡翠项链	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:放大镜	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:竹笛	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:小手镯	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:魔法手镯	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:黑檀手镯	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:道士手镯	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:死神手套	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:金手镯	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:黑色水晶戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:蛇眼戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:珍珠戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:金戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:骷髅戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:魅力戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:道德戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:52] 物品:降妖除魔戒指	怪物:2EBB36D0虹魔教主8	地图:H204	X:44	Y:16 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效魔法药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效魔法药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效魔法药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效魔法药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效金创药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效魔法药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:强效魔法药	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:灵魂战衣(女)	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:八荒	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:道士头盔	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:21:57] 物品:魔法手镯	怪物:063877C0暗之触龙神8	地图:H008	X:53	Y:34 
[2024/8/20 15:22:1] 物品:道士手镯	怪物:30B317D0牛魔侍卫8	地图:H010	X:318	Y:191 
[2024/8/20 15:22:7] 物品:太阳水	怪物:0D97EB90祖玛雕像8	地图:H204	X:34	Y:26 
[2024/8/20 15:22:7] 物品:八荒	怪物:0D97EB90祖玛雕像8	地图:H204	X:34	Y:26 
[2024/8/20 15:22:9] 物品:强效金创药	怪物:1A7404D0祖玛弓箭手83	地图:H008	X:49	Y:40 
[2024/8/20 15:22:11] 物品:强效太阳水	怪物:1CB3DBD0牛魔将军8	地图:H010	X:320	Y:191 
[2024/8/20 15:22:12] 物品:强效太阳水	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:强效太阳水	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:太阳水	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:太阳水	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:太阳水	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:求婚戒指	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:躲避手链	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:战神盔甲(女)	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:偃月	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:12] 物品:金戒指	怪物:195FE9C0虹魔猪卫80	地图:H008	X:58	Y:29 
[2024/8/20 15:22:15] 物品:海魂	怪物:19B47900祖玛卫士8	地图:H204	X:34	Y:27 
[2024/8/20 15:22:15] 物品:死神手套	怪物:19B47900祖玛卫士8	地图:H204	X:34	Y:27 
[2024/8/20 15:22:20] 物品:强效太阳水	怪物:0D6055A0牛魔将军8	地图:H010	X:319	Y:191 
[2024/8/20 15:22:20] 物品:强效太阳水	怪物:0D6055A0牛魔将军8	地图:H010	X:319	Y:191 
[2024/8/20 15:22:20] 物品:太阳水	怪物:0D6055A0牛魔将军8	地图:H010	X:319	Y:191 
[2024/8/20 15:22:20] 物品:强效魔法药	怪物:0D6055A0牛魔将军8	地图:H010	X:319	Y:191 
[2024/8/20 15:22:22] 物品:凝霜	怪物:30A98B40祖玛卫士8	地图:H204	X:26	Y:24 
[2024/8/20 15:22:25] 物品:魔法药(中量)	怪物:1EDDD9E0祖玛卫士8	地图:H204	X:27	Y:24 
[2024/8/20 15:22:29] 物品:魔鬼项链	怪物:2F2E7AD0祖玛雕像8	地图:H204	X:27	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:太阳水	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:金创药(中量)	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:金创药(中量)	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:金创药(中量)	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:魔法药(中量)	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:魔法药(中量)	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:魔法药(中量)	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效金创药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
[2024/8/20 15:22:34] 物品:强效魔法药	怪物:1CBB0BE0白野猪8	地图:H204	X:28	Y:24 
