[2024/8/17 1:0:0] 物品:太阳水	怪物:29A39370黑色恶蛆8	地图:H004	X:88	Y:67 
[2024/8/17 1:13:6] 物品:金创药(小量)	怪物:1F09C8D0僵尸3	地图:D413	X:22	Y:23 
[2024/8/17 1:13:6] 物品:魔法药(小量)	怪物:1F09C8D0僵尸3	地图:D413	X:22	Y:23 
[2024/8/17 1:13:10] 物品:集体隐身术	怪物:289E29E0僵尸3	地图:D401	X:147	Y:153 
[2024/8/17 1:13:18] 物品:乌木剑	怪物:196DC3F0多钩猫	地图:0	X:658	Y:562 
[2024/8/17 1:13:18] 物品:魔法药(小量)	怪物:03933AB0僵尸3	地图:D413	X:14	Y:20 
[2024/8/17 1:13:48] 物品:金创药(小量)	怪物:18EF8530稻草人	地图:0	X:241	Y:568 
[2024/8/17 1:13:48] 物品:魔法药(小量)	怪物:18EF8530稻草人	地图:0	X:241	Y:568 
[2024/8/17 1:13:50] 物品:海魂	怪物:1AF02480骷髅战士	地图:4	X:163	Y:140 
[2024/8/17 1:13:51] 物品:灵魂战衣(女)	怪物:30F51540钳虫8	地图:H004	X:100	Y:107 
[2024/8/17 1:14:16] 物品:魔法头盔	怪物:0D780E30多钩猫	地图:0	X:680	Y:549 
[2024/8/17 1:14:31] 物品:魔法长袍(男)	怪物:279835B0黑野猪8	地图:H102	X:262	Y:71 
[2024/8/17 1:14:33] 物品:金创药(小量)	怪物:29A77860僵尸3	地图:D401	X:131	Y:95 
[2024/8/17 1:14:38] 物品:魔法药(小量)	怪物:28A5DD90稻草人	地图:0	X:323	Y:652 
[2024/8/17 1:14:43] 物品:魔法药(中量)	怪物:1EEDCE50僵尸2	地图:D401	X:139	Y:105 
[2024/8/17 1:14:43] 物品:精神力药水	怪物:29A4F4F0僵尸3	地图:D413	X:51	Y:16 
[2024/8/17 1:15:18] 物品:金创药(小量)	怪物:2A96B150僵尸3	地图:D413	X:61	Y:11 
[2024/8/17 1:15:25] 物品:诱惑之光	怪物:1B55E300僵尸2	地图:D401	X:148	Y:124 
[2024/8/17 1:15:37] 物品:小手镯	怪物:1AE58200骷髅	地图:4	X:88	Y:94 
[2024/8/17 1:15:56] 物品:黄色水晶项链	怪物:1AE23860骷髅战士	地图:4	X:84	Y:76 
[2024/8/17 1:16:13] 物品:HP强化药水	怪物:1C1F8A10多钩猫	地图:0	X:639	Y:513 
[2024/8/17 1:16:15] 物品:魔法药(小量)	怪物:18CD13F0僵尸3	地图:D413	X:70	Y:69 
[2024/8/17 1:16:23] 物品:魔法药(小量)	怪物:22494090僵尸3	地图:D413	X:70	Y:67 
[2024/8/17 1:16:50] 物品:金创药(小量)	怪物:30A19380僵尸3	地图:D413	X:69	Y:69 
[2024/8/17 1:16:52] 物品:金创药(小量)	怪物:1979AD80僵尸3	地图:D401	X:63	Y:42 
[2024/8/17 1:17:0] 物品:金创药(小量)	怪物:1C2CB650僵尸3	地图:D413	X:72	Y:75 
[2024/8/17 1:17:1] 物品:魔法药(小量)	怪物:29B92590僵尸3	地图:D401	X:63	Y:41 
[2024/8/17 1:17:1] 物品:地狱火	怪物:29B92590僵尸3	地图:D401	X:63	Y:41 
[2024/8/17 1:17:11] 物品:金创药(小量)	怪物:23572E00僵尸3	地图:D2000	X:157	Y:96 
[2024/8/17 1:17:12] 物品:魔法药(小量)	怪物:03952710稻草人	地图:0	X:273	Y:653 
[2024/8/17 1:17:14] 物品:金创药(小量)	怪物:1979AD80僵尸3	地图:D401	X:63	Y:42 
[2024/8/17 1:17:59] 物品:金创药(小量)	怪物:182F17F0僵尸3	地图:D401	X:84	Y:37 
[2024/8/17 1:17:59] 物品:魔法药(小量)	怪物:182F17F0僵尸3	地图:D401	X:84	Y:37 
[2024/8/17 1:18:0] 物品:金创药(小量)	怪物:1C283610森林雪人	地图:0	X:207	Y:598 
[2024/8/17 1:18:0] 物品:魔法药(小量)	怪物:1C283610森林雪人	地图:0	X:207	Y:598 
[2024/8/17 1:19:8] 物品:大火球	怪物:23745750僵尸3	地图:D2002	X:33	Y:37 
[2024/8/17 1:19:8] 物品:灵魂火符	怪物:23745750僵尸3	地图:D2002	X:33	Y:37 
[2024/8/17 1:19:10] 物品:金创药(小量)	怪物:062182A0僵尸3	地图:D413	X:55	Y:57 
[2024/8/17 1:19:10] 物品:魔法药(小量)	怪物:062182A0僵尸3	地图:D413	X:55	Y:57 
[2024/8/17 1:19:19] 物品:魔法力药水	怪物:1B8872E0僵尸3	地图:D413	X:56	Y:57 
[2024/8/17 1:19:23] 物品:魔法药(小量)	怪物:23715040僵尸5	地图:D2002	X:32	Y:37 
[2024/8/17 1:19:43] 物品:金创药(小量)	怪物:3098A130僵尸3	地图:D413	X:45	Y:48 
[2024/8/17 1:19:43] 物品:魔法药(小量)	怪物:3098A130僵尸3	地图:D413	X:45	Y:48 
[2024/8/17 1:20:3] 物品:金创药(小量)	怪物:23715040僵尸5	地图:D2002	X:31	Y:33 
[2024/8/17 1:20:4] 物品:金创药(小量)	怪物:19693F70僵尸3	地图:D413	X:43	Y:42 
[2024/8/17 1:20:4] 物品:魔法药(小量)	怪物:19693F70僵尸3	地图:D413	X:43	Y:42 
[2024/8/17 1:20:15] 物品:金创药(小量)	怪物:23722E20僵尸4	地图:D2002	X:20	Y:35 
[2024/8/17 1:20:15] 物品:金创药(小量)	怪物:3098A130僵尸3	地图:D413	X:42	Y:45 
[2024/8/17 1:20:26] 物品:魔法药(小量)	怪物:29C6D870僵尸3	地图:D413	X:37	Y:52 
[2024/8/17 1:20:35] 物品:魔法药(小量)	怪物:289EF190僵尸3	地图:D401	X:37	Y:31 
[2024/8/17 1:20:45] 物品:金创药(小量)	怪物:05AF8490僵尸3	地图:D401	X:38	Y:30 
[2024/8/17 1:21:20] 物品:金创药(小量)	怪物:05AF8490僵尸3	地图:D401	X:38	Y:30 
[2024/8/17 1:21:52] 物品:金创药(小量)	怪物:03AB3E50僵尸3	地图:D413	X:25	Y:53 
[2024/8/17 1:21:52] 物品:魔法药(小量)	怪物:03AB3E50僵尸3	地图:D413	X:25	Y:53 
[2024/8/17 1:22:7] 物品:魔法药(小量)	怪物:30D9E040骷髅战士	地图:D011	X:28	Y:332 
[2024/8/17 1:22:10] 物品:神水	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:鹿茸	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:神秘腰带	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:神秘戒指	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:神秘头盔	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:重盔甲(女)	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:魔法长袍(女)	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:金戒指	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:蓝翡翠项链	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:10] 物品:道德戒指	怪物:2233E130鹿1	地图:M001	X:337	Y:191 
[2024/8/17 1:22:19] 物品:太阳水	怪物:058EB320黑色恶蛆8	地图:H004	X:75	Y:99 
[2024/8/17 1:22:35] 物品:金创药(小量)	怪物:0D5D4D10僵尸3	地图:D413	X:31	Y:29 
[2024/8/17 1:22:35] 物品:魔法药(小量)	怪物:0D5D4D10僵尸3	地图:D413	X:31	Y:29 
[2024/8/17 1:22:41] 物品:太阳水	怪物:2836AC10黑色恶蛆8	地图:H004	X:80	Y:101 
[2024/8/17 1:23:6] 物品:道德戒指	怪物:22277860沃玛卫士1	地图:M001	X:343	Y:191 
[2024/8/17 1:23:43] 物品:黑檀项链	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:黑色水晶项链	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:魔法头盔	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:金创药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:金创药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:金创药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:金创药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:魔法药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:魔法药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:魔法药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:43] 物品:魔法药(小量)	怪物:30831D00骷髅0	地图:D011	X:79	Y:316 
[2024/8/17 1:23:45] 物品:魔法药(小量)	怪物:0D5D4D10僵尸3	地图:D413	X:32	Y:30 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:太阳水	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效金创药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:强效魔法药	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:红宝石戒指	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:23:59] 物品:凌风	怪物:19710D90触龙神8	地图:H004	X:69	Y:97 
[2024/8/17 1:24:15] 物品:金创药(小量)	怪物:0D499DF0僵尸3	地图:D401	X:88	Y:48 
[2024/8/17 1:24:17] 物品:金创药(小量)	怪物:1EEEED40僵尸3	地图:D413	X:69	Y:66 
[2024/8/17 1:24:56] 物品:金创药(小量)	怪物:039CDAC0僵尸3	地图:D401	X:83	Y:55 
[2024/8/17 1:25:5] 物品:金创药(小量)	怪物:30ABDF70僵尸3	地图:D401	X:82	Y:55 
[2024/8/17 1:25:29] 物品:地狱火	怪物:1C11AF00僵尸3	地图:D413	X:79	Y:28 
[2024/8/17 1:25:36] 物品:骷髅头盔	怪物:30564250沃玛卫士1	地图:M001	X:251	Y:124 
[2024/8/17 1:25:44] 物品:攻击力药水	怪物:0D46D970僵尸3	地图:D413	X:77	Y:28 
[2024/8/17 1:26:9] 物品:金创药(小量)	怪物:1B82DFE0僵尸3	地图:D413	X:70	Y:18 
[2024/8/17 1:26:18] 物品:金创药(小量)	怪物:0D46D970僵尸3	地图:D413	X:78	Y:29 
[2024/8/17 1:26:22] 物品:魔法药(小量)	怪物:18359680僵尸3	地图:D413	X:69	Y:19 
[2024/8/17 1:27:27] 物品:魔法药(小量)	怪物:282586C0僵尸3	地图:D401	X:83	Y:9 
[2024/8/17 1:27:39] 物品:魔法药(小量)	怪物:29C6C240僵尸3	地图:D401	X:84	Y:11 
[2024/8/17 1:27:39] 物品:精神力战法	怪物:29C6C240僵尸3	地图:D401	X:84	Y:11 
[2024/8/17 1:28:4] 物品:金创药(小量)	怪物:1926D710山洞蝙蝠	地图:D011	X:185	Y:313 
[2024/8/17 1:28:6] 物品:战神油	怪物:28A25160蜈蚣8	地图:H004	X:145	Y:127 
[2024/8/17 1:28:15] 物品:攻击力药水	怪物:2F156620僵尸2	地图:D401	X:91	Y:18 
[2024/8/17 1:28:27] 物品:攻杀剑术	怪物:18FE22D0僵尸20	地图:D401	X:92	Y:18 
[2024/8/17 1:28:27] 物品:基本剑术	怪物:18FE22D0僵尸20	地图:D401	X:92	Y:18 
[2024/8/17 1:28:27] 物品:短剑	怪物:18FE22D0僵尸20	地图:D401	X:92	Y:18 
[2024/8/17 1:28:54] 物品:回城卷	怪物:1C6BBD60山洞蝙蝠	地图:D011	X:241	Y:293 
[2024/8/17 1:29:29] 物品:太阳水	怪物:2A9C25A0黑色恶蛆8	地图:H004	X:160	Y:118 
[2024/8/17 1:29:39] 物品:金创药(小量)	怪物:17E96980骷髅战士	地图:D011	X:242	Y:277 
[2024/8/17 1:29:55] 物品:魔法药(小量)	怪物:1C2BD870僵尸3	地图:D401	X:29	Y:153 
[2024/8/17 1:30:8] 物品:金创药(小量)	怪物:30F9EAF0僵尸3	地图:D401	X:33	Y:162 
[2024/8/17 1:30:23] 物品:金创药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:金创药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:金创药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:金创药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:魔法药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:魔法药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:魔法药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:23] 物品:魔法药(中量)	怪物:05497010骷髅战士0	地图:D012	X:76	Y:200 
[2024/8/17 1:30:51] 物品:金创药(小量)	怪物:0D5DA5D0僵尸3	地图:D401	X:25	Y:172 
[2024/8/17 1:30:58] 物品:金创药(小量)	怪物:2E79A3E0骷髅战士	地图:D012	X:82	Y:206 
[2024/8/17 1:31:9] 物品:金创药(小量)	怪物:05516650山洞蝙蝠	地图:D012	X:85	Y:199 
[2024/8/17 1:31:20] 物品:金创药(小量)	怪物:1B8AC9F0僵尸3	地图:D413	X:44	Y:51 
[2024/8/17 1:31:21] 物品:魔法力药水	怪物:27AD5620僵尸3	地图:D413	X:44	Y:53 
[2024/8/17 1:31:39] 物品:金创药(小量)	怪物:188036E0僵尸3	地图:D413	X:37	Y:50 
[2024/8/17 1:31:42] 物品:金创药(小量)	怪物:30D77B00山洞蝙蝠	地图:D011	X:276	Y:253 
[2024/8/17 1:31:55] 物品:金创药(小量)	怪物:054E8BA0山洞蝙蝠	地图:D012	X:270	Y:39 
[2024/8/17 1:32:13] 物品:大手镯	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:金创药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:金创药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:金创药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:金创药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:魔法药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:魔法药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:魔法药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:魔法药(小量)	怪物:30D8C7D0骷髅0	地图:D011	X:284	Y:253 
[2024/8/17 1:32:13] 物品:金创药(小量)	怪物:2A808A40僵尸3	地图:D413	X:44	Y:42 
[2024/8/17 1:32:29] 物品:金创药(小量)	怪物:18B08E90山洞蝙蝠	地图:D011	X:284	Y:254 
[2024/8/17 1:32:30] 物品:金创药(小量)	怪物:03B0C8D0稻草人	地图:0	X:288	Y:660 
[2024/8/17 1:32:41] 物品:金创药(小量)	怪物:30ACFFE0僵尸3	地图:D413	X:27	Y:31 
[2024/8/17 1:32:46] 物品:金创药(小量)	怪物:17BA3190骷髅战士	地图:D011	X:287	Y:247 
[2024/8/17 1:32:50] 物品:金创药(小量)	怪物:1C0B11C0僵尸3	地图:D401	X:52	Y:162 
[2024/8/17 1:32:50] 物品:魔法药(小量)	怪物:1C0B11C0僵尸3	地图:D401	X:52	Y:162 
[2024/8/17 1:32:56] 物品:金创药(小量)	怪物:1B849BA0僵尸3	地图:D413	X:25	Y:28 
[2024/8/17 1:33:0] 物品:琥珀项链	怪物:05183EF0掷斧骷髅	地图:D012	X:308	Y:22 
[2024/8/17 1:33:22] 物品:神水	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:鹿茸	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:神秘腰带	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:神秘戒指	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:神秘头盔	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:凝霜	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:魔法长袍(男)	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:22] 物品:魔法长袍(女)	怪物:2232C240鹿1	地图:M001	X:251	Y:126 
[2024/8/17 1:33:33] 物品:金创药(小量)	怪物:2FF76BF0僵尸3	地图:D413	X:32	Y:14 
[2024/8/17 1:33:40] 物品:金创药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:金创药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:金创药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:金创药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:魔法药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:魔法药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:魔法药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:40] 物品:魔法药(中量)	怪物:05483970骷髅战将0	地图:D012	X:335	Y:45 
[2024/8/17 1:33:43] 物品:太阳水	怪物:0628B570僵尸3	地图:D413	X:33	Y:16 
[2024/8/17 1:33:48] 物品:皮制手套	怪物:0522CED0骷髅战将	地图:D012	X:340	Y:43 
[2024/8/17 1:34:2] 物品:金创药(小量)	怪物:2FF76BF0僵尸3	地图:D413	X:33	Y:14 
[2024/8/17 1:34:24] 物品:玻璃戒指	怪物:0525D5E0骷髅战将	地图:D012	X:342	Y:52 
[2024/8/17 1:34:30] 物品:治愈术	怪物:289F07C0僵尸3	地图:D413	X:12	Y:12 
[2024/8/17 1:34:35] 物品:金创药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:金创药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:金创药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:金创药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:魔法药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:魔法药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:魔法药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:35] 物品:魔法药(中量)	怪物:0D89B460骷髅战士0	地图:D011	X:305	Y:285 
[2024/8/17 1:34:42] 物品:瞬息移动	怪物:30FD82B0僵尸3	地图:D413	X:12	Y:13 
[2024/8/17 1:34:48] 物品:六角戒指	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:金创药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:金创药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:金创药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:金创药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:魔法药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:魔法药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:魔法药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:48] 物品:魔法药(中量)	怪物:03A777A0骷髅战士0	地图:D011	X:305	Y:283 
[2024/8/17 1:34:50] 物品:魔法药(小量)	怪物:2830B2A0僵尸3	地图:D413	X:22	Y:22 
[2024/8/17 1:35:7] 物品:金创药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:金创药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:金创药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:金创药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:魔法药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:魔法药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:魔法药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:7] 物品:魔法药(中量)	怪物:057B4E70骷髅战将0	地图:E002	X:34	Y:82 
[2024/8/17 1:35:17] 物品:隐身术	怪物:1B9CA500僵尸3	地图:D413	X:21	Y:47 
[2024/8/17 1:35:29] 物品:魔法药(小量)	怪物:05A719A0僵尸3	地图:D413	X:25	Y:53 
[2024/8/17 1:35:44] 物品:金创药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:金创药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:金创药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:金创药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:魔法药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:魔法药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:魔法药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:44] 物品:魔法药(中量)	怪物:057B64A0骷髅战士0	地图:E002	X:28	Y:76 
[2024/8/17 1:35:51] 物品:魔法药(小量)	怪物:055D98D0骷髅战士	地图:E002	X:24	Y:70 
[2024/8/17 1:35:51] 物品:大手镯	怪物:055D98D0骷髅战士	地图:E002	X:24	Y:70 
[2024/8/17 1:35:57] 物品:金创药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:35:57] 物品:金创药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
[2024/8/17 1:35:57] 物品:金创药(中量)	怪物:057B7AD0骷髅战士0	地图:E002	X:19	Y:65 
