[2024/8/17 16:0:40] 物品:太阳水	怪物:0DABD560黑野猪8	地图:H002	X:184	Y:212 
[2024/8/17 16:18:3] 物品:魔法药(小量)	怪物:03947590僵尸50	地图:H201	X:16	Y:101 
[2024/8/17 16:18:3] 物品:魔法药(小量)	怪物:03947590僵尸50	地图:H201	X:16	Y:101 
[2024/8/17 16:18:5] 物品:魔鬼项链	怪物:1DDA7AF0红野猪	地图:D711	X:362	Y:145 
[2024/8/17 16:18:10] 物品:强效太阳水	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效太阳水	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效太阳水	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效太阳水	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效太阳水	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效金创药	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效金创药	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效魔法药	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:强效魔法药	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:骷髅戒指	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:10] 物品:黑檀手镯	怪物:27724E70尸王8	地图:H001	X:91	Y:137 
[2024/8/17 16:18:12] 物品:蓝翡翠项链	怪物:0B891750钳虫8	地图:H004	X:122	Y:116 
[2024/8/17 16:18:16] 物品:金创药(小量)	怪物:307E27E0僵尸5	地图:H201	X:24	Y:109 
[2024/8/17 16:18:16] 物品:太阳水	怪物:0608A820黑色恶蛆8	地图:H102	X:341	Y:141 
[2024/8/17 16:18:22] 物品:隐身术	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:抗拒火环	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:精神力战法	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:火球术	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:治愈术	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:基本剑术	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:中型盔甲(男)	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:青铜头盔	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:魔法药(小量)	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:22] 物品:魔法药(小量)	怪物:18F16BD0僵尸40	地图:H201	X:28	Y:105 
[2024/8/17 16:18:23] 物品:金创药(中量)	怪物:28513780红野猪	地图:D711	X:359	Y:139 
[2024/8/17 16:18:27] 物品:爆裂火焰	怪物:2352A980僵尸1	地图:H201	X:31	Y:102 
[2024/8/17 16:18:28] 物品:魔法药(小量)	怪物:0D810CA0骷髅战士	地图:D002	X:107	Y:281 
[2024/8/17 16:18:37] 物品:金创药(小量)	怪物:17F50010森林雪人	地图:0	X:333	Y:597 
[2024/8/17 16:18:39] 物品:强效太阳水	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效太阳水	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效太阳水	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效太阳水	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效太阳水	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效金创药	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效金创药	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效魔法药	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:强效魔法药	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:黑色水晶戒指	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:珍珠戒指	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:道德戒指	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:魅力戒指	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:蓝翡翠项链	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:黑檀手镯	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:39] 物品:魔力手镯	怪物:0DC2F6E0尸王8	地图:H201	X:34	Y:93 
[2024/8/17 16:18:41] 物品:金创药(中量)	怪物:308375C0骷髅战将	地图:D002	X:114	Y:288 
[2024/8/17 16:18:43] 物品:太阳水	怪物:0D60C490黑野猪8	地图:H002	X:377	Y:241 
[2024/8/17 16:18:44] 物品:灵魂火符	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:抗拒火环	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:精神力战法	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:火球术	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:治愈术	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:基本剑术	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:八荒	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:半月	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:海魂	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:凌风	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:凤凰明珠	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:灯笼项链	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:铁剑	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:短剑	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:轻型盔甲(男)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:轻型盔甲(女)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:青铜斧	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:黑檀项链	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:黄色水晶项链	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:黑色水晶项链	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:青铜头盔	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:金创药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:金创药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:金创药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:金创药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:魔法药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:魔法药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:魔法药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:44] 物品:魔法药(小量)	怪物:245BE6B0僵尸50	地图:H201	X:37	Y:88 
[2024/8/17 16:18:48] 物品:魔法药(小量)	怪物:18DE1D50僵尸5	地图:H201	X:38	Y:89 
[2024/8/17 16:18:55] 物品:刺杀剑术	怪物:17BA1B60恶灵尸王	地图:H201	X:37	Y:89 
[2024/8/17 16:18:55] 物品:攻杀剑术	怪物:17BA1B60恶灵尸王	地图:H201	X:37	Y:89 
[2024/8/17 16:19:0] 物品:金创药(小量)	怪物:056D8B20僵尸4	地图:H201	X:39	Y:88 
[2024/8/17 16:19:5] 物品:金创药(小量)	怪物:2892D540僵尸4	地图:H201	X:39	Y:88 
[2024/8/17 16:19:7] 物品:太阳水	怪物:038F7FF0黑野猪8	地图:H002	X:99	Y:229 
[2024/8/17 16:19:9] 物品:攻杀剑术	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:瞬息移动	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:抗拒火环	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:精神力战法	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:火球术	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:治愈术	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:基本剑术	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:9] 物品:魔法药(小量)	怪物:18F16BD0僵尸40	地图:H201	X:38	Y:89 
[2024/8/17 16:19:23] 物品:太阳水	怪物:28E37090黑野猪8	地图:H002	X:106	Y:272 
[2024/8/17 16:19:28] 物品:施毒术	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:大火球	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:灵魂火符	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:雷电术	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:抗拒火环	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:精神力战法	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:火球术	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:治愈术	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:基本剑术	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:灯笼项链	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:黄色水晶项链	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:28] 物品:金创药(小量)	怪物:18F16BD0僵尸40	地图:H201	X:39	Y:88 
[2024/8/17 16:19:29] 物品:金创药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:金创药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:金创药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:金创药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:魔法药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:魔法药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:魔法药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:29] 物品:魔法药(中量)	怪物:1850F5B0骷髅战将0	地图:D002	X:92	Y:299 
[2024/8/17 16:19:47] 物品:强效太阳水	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效太阳水	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效太阳水	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效太阳水	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效太阳水	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效金创药	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效金创药	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效魔法药	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:强效魔法药	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:骷髅戒指	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:蛇眼戒指	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:珍珠戒指	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:凝霜	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:道德戒指	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:魅力戒指	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:魔力手镯	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:47] 物品:圣言术	怪物:2C8E87F0尸王8	地图:H201	X:34	Y:79 
[2024/8/17 16:19:49] 物品:魔法药(小量)	怪物:18F02080僵尸4	地图:H201	X:38	Y:79 
[2024/8/17 16:19:51] 物品:魔法长袍(男)	怪物:18559A80黑野猪	地图:D711	X:344	Y:184 
[2024/8/17 16:19:51] 物品:白金项链	怪物:18559A80黑野猪	地图:D711	X:344	Y:184 
[2024/8/17 16:19:59] 物品:治愈术	怪物:1C6B3840僵尸10	地图:H201	X:39	Y:63 
[2024/8/17 16:19:59] 物品:金创药(中量)	怪物:1C6B3840僵尸10	地图:H201	X:39	Y:63 
[2024/8/17 16:20:7] 物品:金创药(中量)	怪物:2839F5B0恶灵僵尸8	地图:H001	X:54	Y:54 
[2024/8/17 16:20:14] 物品:诱惑之光	怪物:27885DE0恶灵尸王	地图:H201	X:35	Y:50 
[2024/8/17 16:20:14] 物品:地狱火	怪物:27885DE0恶灵尸王	地图:H201	X:35	Y:50 
[2024/8/17 16:20:35] 物品:灵魂战衣(女)	怪物:064073C0红野猪8	地图:H002	X:61	Y:185 
[2024/8/17 16:20:53] 物品:魔法药(中量)	怪物:1DDA9120红野猪	地图:D711	X:308	Y:219 
[2024/8/17 16:20:55] 物品:太阳水	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:强效魔法药	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:疾光电影	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:爆裂火焰	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:集体隐身术	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:隐身术	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:攻杀剑术	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:灵魂火符	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:诱惑之光	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:20:55] 物品:瞬息移动	怪物:251E04F0恶灵尸王	地图:H201	X:57	Y:34 
[2024/8/17 16:21:8] 物品:强效太阳水	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效太阳水	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效太阳水	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效太阳水	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效太阳水	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效金创药	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效金创药	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效魔法药	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:强效魔法药	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:黑色水晶戒指	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:蛇眼戒指	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:蓝翡翠项链	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:黑檀手镯	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:8] 物品:魔力手镯	怪物:1E04F8A0尸王8	地图:H201	X:63	Y:27 
[2024/8/17 16:21:10] 物品:大火球	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:召唤骷髅	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:诱惑之光	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:抗拒火环	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:精神力战法	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:火球术	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:治愈术	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:基本剑术	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:海魂	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:坚固手套	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:灯笼项链	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:铁剑	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:短剑	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:轻型盔甲(男)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:轻型盔甲(女)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:中型盔甲(男)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:青铜斧	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:黑檀项链	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:黄色水晶项链	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:黑色水晶项链	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:青铜头盔	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:金创药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:金创药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:金创药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:金创药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:魔法药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:魔法药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:魔法药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:10] 物品:魔法药(小量)	怪物:29675FE0僵尸50	地图:H201	X:62	Y:27 
[2024/8/17 16:21:13] 物品:施毒术	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:13] 物品:雷电术	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:13] 物品:抗拒火环	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:13] 物品:精神力战法	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:13] 物品:火球术	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:13] 物品:治愈术	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:13] 物品:基本剑术	怪物:29CA7AD0僵尸40	地图:H201	X:62	Y:29 
[2024/8/17 16:21:21] 物品:金创药(小量)	怪物:18C88F70骷髅战士	地图:D002	X:64	Y:289 
[2024/8/17 16:21:25] 物品:强效太阳水	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效太阳水	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效太阳水	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效太阳水	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效太阳水	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效金创药	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效金创药	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效魔法药	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:强效魔法药	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:蛇眼戒指	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:凝霜	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:魅力戒指	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:25] 物品:黑檀手镯	怪物:27A62610尸王8	地图:H201	X:69	Y:22 
[2024/8/17 16:21:26] 物品:抗拒火环	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:精神力战法	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:火球术	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:治愈术	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:基本剑术	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:八荒	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:海魂	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:凌风	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:琥珀项链	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:凤凰明珠	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:坚固手套	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:灯笼项链	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:铁剑	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:短剑	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:轻型盔甲(男)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:轻型盔甲(女)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:青铜斧	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:黑檀项链	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:黄色水晶项链	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:黑色水晶项链	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:青铜头盔	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:金创药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:金创药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:金创药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:金创药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:魔法药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:魔法药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:魔法药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:26] 物品:魔法药(小量)	怪物:28C0AC70僵尸50	地图:H201	X:69	Y:23 
[2024/8/17 16:21:33] 物品:青铜斧	怪物:0DA3E2B0骷髅战士0	地图:D002	X:64	Y:289 
[2024/8/17 16:21:33] 物品:金创药(中量)	怪物:0DA3E2B0骷髅战士0	地图:D002	X:64	Y:289 
