[2024/8/21 17:0:1] 物品:灵魂战衣(男)	怪物:239AA2D0祖玛卫士83	地图:H008	X:38	Y:30 
[2024/8/21 17:10:34] 物品:困魔咒	怪物:1454F4F0石墓尸王8	地图:H006	X:79	Y:29 
[2024/8/21 17:10:38] 物品:强效金创药	怪物:2872DA40魔龙射手1	地图:64	X:82	Y:31 
[2024/8/21 17:10:38] 物品:强效魔法药	怪物:2872DA40魔龙射手1	地图:64	X:82	Y:31 
[2024/8/21 17:10:38] 物品:灵魂项链	怪物:2872DA40魔龙射手1	地图:64	X:82	Y:31 
[2024/8/21 17:10:56] 物品:太阳水	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:太阳水	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:太阳水	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:太阳水	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:金创药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:金创药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:金创药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:金创药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:魔法药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:魔法药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:魔法药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:魔法药(中量)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:魔法长袍(男)	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:金戒指	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:降魔	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:破魂	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:56] 物品:偃月	怪物:2670B470钉耙猫王	地图:H106	X:99	Y:100 
[2024/8/21 17:10:57] 物品:金创药(小量)	怪物:23340010僵尸3	地图:D421	X:63	Y:320 
[2024/8/21 17:10:59] 物品:蓝翡翠项链	怪物:25D60BF0魔龙破甲兵	地图:66	X:30	Y:142 
[2024/8/21 17:11:1] 物品:强效魔法药	怪物:2333A730魔龙破甲兵	地图:66	X:173	Y:130 
[2024/8/21 17:11:1] 物品:太阳水	怪物:2333A730魔龙破甲兵	地图:66	X:173	Y:130 
[2024/8/21 17:11:1] 物品:强效金创药	怪物:2333A730魔龙破甲兵	地图:66	X:173	Y:130 
[2024/8/21 17:11:1] 物品:强效魔法药	怪物:2333A730魔龙破甲兵	地图:66	X:173	Y:130 
[2024/8/21 17:11:6] 物品:强效魔法药	怪物:24DA1440祖玛卫士8	地图:H007	X:66	Y:156 
[2024/8/21 17:11:6] 物品:强效太阳水	怪物:24DA1440祖玛卫士8	地图:H007	X:66	Y:156 
[2024/8/21 17:11:6] 物品:白色虎齿项链	怪物:24DA1440祖玛卫士8	地图:H007	X:66	Y:156 
[2024/8/21 17:11:9] 物品:强效太阳水	怪物:233BD050魔龙射手1	地图:66	X:32	Y:140 
[2024/8/21 17:11:12] 物品:太阳水	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:太阳水	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:太阳水	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:太阳水	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:金创药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:金创药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:金创药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:金创药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:魔法药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:魔法药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:魔法药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:魔法药(中量)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:重盔甲(男)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:灵魂战衣(女)	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:降魔	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:黑色水晶戒指	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:蛇眼戒指	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:破魂	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:生铁戒指	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:白色虎齿项链	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:白金项链	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:12] 物品:骷髅戒指	怪物:266ADF00多钩猫王	地图:H106	X:96	Y:101 
[2024/8/21 17:11:21] 物品:黑檀手镯	怪物:291F6D30魔龙邪眼	地图:66	X:37	Y:145 
[2024/8/21 17:11:21] 物品:魔鬼项链	怪物:24E21460祖玛雕像8	地图:H007	X:97	Y:68 
[2024/8/21 17:11:39] 物品:强效魔法药	怪物:1ADB1700魔龙射手	地图:66	X:162	Y:121 
[2024/8/21 17:11:44] 物品:夏普儿手镯	怪物:24F521D0祖玛卫士83	地图:H007	X:119	Y:132 
[2024/8/21 17:11:44] 物品:黑色水晶戒指	怪物:24F521D0祖玛卫士83	地图:H007	X:119	Y:132 
[2024/8/21 17:11:45] 物品:魅力戒指	怪物:12939B90祖玛卫士83	地图:H007	X:47	Y:115 
[2024/8/21 17:11:48] 物品:回城卷	怪物:26830230电僵王8	地图:H106	X:95	Y:102 
[2024/8/21 17:11:51] 物品:太阳水	怪物:2CACC520魔龙射手2	地图:66	X:165	Y:129 
[2024/8/21 17:11:51] 物品:降妖除魔戒指	怪物:2CACC520魔龙射手2	地图:66	X:165	Y:129 
[2024/8/21 17:11:55] 物品:苹果	怪物:23B49E80魔龙破甲兵	地图:66	X:157	Y:190 
[2024/8/21 17:11:57] 物品:黑色水晶戒指	怪物:24F25BD0祖玛弓箭手83	地图:H007	X:181	Y:92 
[2024/8/21 17:12:4] 物品:竹笛	怪物:184786C0魔龙射手	地图:66	X:156	Y:186 
[2024/8/21 17:12:8] 物品:强效魔法药	怪物:1AAFD490魔龙刀兵	地图:66	X:159	Y:135 
[2024/8/21 17:12:26] 物品:强效太阳水	怪物:23BC41C0魔龙战将	地图:66	X:159	Y:135 
[2024/8/21 17:12:26] 物品:雷霆腰带	怪物:23BC41C0魔龙战将	地图:66	X:159	Y:135 
[2024/8/21 17:12:27] 物品:强效金创药	怪物:11F2B510魔龙刀兵1	地图:66	X:158	Y:134 
[2024/8/21 17:12:37] 物品:骨玉权杖	怪物:23D213B0魔龙射手	地图:66	X:150	Y:139 
[2024/8/21 17:12:39] 物品:强效魔法药	怪物:121F98B0魔龙射手1	地图:66	X:54	Y:138 
[2024/8/21 17:12:43] 物品:强效太阳水	怪物:2CB72A50魔龙射手	地图:66	X:145	Y:138 
[2024/8/21 17:12:43] 物品:重盔甲(女)	怪物:2CB72A50魔龙射手	地图:66	X:145	Y:138 
[2024/8/21 17:12:49] 物品:强效魔法药	怪物:28E49C60魔龙刀兵	地图:66	X:156	Y:192 
[2024/8/21 17:12:49] 物品:骑士手镯	怪物:28E49C60魔龙刀兵	地图:66	X:156	Y:192 
[2024/8/21 17:13:0] 物品:强效金创药	怪物:184623C0魔龙刺蛙1	地图:66	X:61	Y:145 
[2024/8/21 17:13:3] 物品:强效太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:太阳水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:金创药(中量)	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:金创药(中量)	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效金创药	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效金创药	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效金创药	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:魔法药(中量)	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:魔法药(中量)	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效魔法药	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效魔法药	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:强效魔法药	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:攻击神水	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:圣言术	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:3] 物品:群体治疗术	怪物:25041C20沃玛卫士8	地图:H003	X:40	Y:59 
[2024/8/21 17:13:16] 物品:蓝翡翠项链	怪物:17626CD0魔龙邪眼	地图:66	X:155	Y:192 
[2024/8/21 17:13:21] 物品:强效魔法药	怪物:252B3120魔龙射手	地图:66	X:146	Y:131 
[2024/8/21 17:13:21] 物品:太阳水	怪物:252B3120魔龙射手	地图:66	X:146	Y:131 
[2024/8/21 17:13:23] 物品:强效魔法药	怪物:291FC5F0魔龙巨蛾	地图:66	X:156	Y:193 
[2024/8/21 17:13:23] 物品:强效太阳水	怪物:291FC5F0魔龙巨蛾	地图:66	X:156	Y:193 
[2024/8/21 17:13:32] 物品:太阳水	怪物:23101750魔龙破甲兵	地图:66	X:143	Y:122 
[2024/8/21 17:13:32] 物品:强效太阳水	怪物:23101750魔龙破甲兵	地图:66	X:143	Y:122 
[2024/8/21 17:13:32] 物品:重盔甲(男)	怪物:23101750魔龙破甲兵	地图:66	X:143	Y:122 
[2024/8/21 17:13:32] 物品:蓝翡翠项链	怪物:23101750魔龙破甲兵	地图:66	X:143	Y:122 
[2024/8/21 17:13:41] 物品:强效金创药	怪物:2C9658D0魔龙射手	地图:66	X:57	Y:135 
[2024/8/21 17:13:56] 物品:冰核	怪物:2CD851F0冰雪法王	地图:JZ001	X:209	Y:148 
[2024/8/21 17:14:0] 物品:强效魔法药	怪物:1AC4DEB0魔龙射手	地图:66	X:49	Y:140 
[2024/8/21 17:14:0] 物品:灵魂战衣(男)	怪物:1AC4DEB0魔龙射手	地图:66	X:49	Y:140 
[2024/8/21 17:14:2] 物品:破魂	怪物:24EBB340祖玛弓箭手83	地图:H007	X:129	Y:40 
[2024/8/21 17:14:8] 物品:蓝翡翠项链	怪物:291ED1E0魔龙射手2	地图:66	X:151	Y:190 
[2024/8/21 17:14:14] 物品:重盔甲(女)	怪物:24025170魔龙射手	地图:66	X:154	Y:109 
[2024/8/21 17:14:17] 物品:金创药(中量)	怪物:1784BF00角蝇	地图:T2062	X:20	Y:21 
[2024/8/21 17:14:17] 物品:精神力药水	怪物:1784BF00角蝇	地图:T2062	X:20	Y:21 
[2024/8/21 17:14:18] 物品:金创药(中量)	怪物:25986470蝙蝠	地图:T2062	X:17	Y:26 
[2024/8/21 17:14:18] 物品:强效金创药	怪物:24A0EFE0魔龙射手1	地图:66	X:53	Y:148 
[2024/8/21 17:14:18] 物品:强效魔法药	怪物:24A0EFE0魔龙射手1	地图:66	X:53	Y:148 
[2024/8/21 17:14:31] 物品:珊瑚戒指	怪物:2318DD60魔龙射手2	地图:66	X:50	Y:153 
[2024/8/21 17:14:33] 物品:强效金创药	怪物:24499960魔龙邪眼	地图:66	X:143	Y:194 
[2024/8/21 17:14:38] 物品:强效金创药	怪物:2658F8D0魔龙破甲兵	地图:66	X:142	Y:195 
[2024/8/21 17:14:38] 物品:金戒指	怪物:2658F8D0魔龙破甲兵	地图:66	X:142	Y:195 
[2024/8/21 17:14:45] 物品:道士手镯	怪物:2C9DA4F0魔龙邪眼	地图:66	X:56	Y:150 
[2024/8/21 17:14:49] 物品:强效金创药	怪物:1791D690祖玛弓箭手83	地图:H008	X:82	Y:80 
[2024/8/21 17:14:49] 物品:银蛇	怪物:1791D690祖玛弓箭手83	地图:H008	X:82	Y:80 
[2024/8/21 17:14:50] 物品:强效魔法药	怪物:290DC8F0魔龙刀兵1	地图:66	X:142	Y:197 
[2024/8/21 17:14:54] 物品:夏普儿手镯	怪物:2C94B880祖玛弓箭手83	地图:H008	X:79	Y:82 
[2024/8/21 17:14:58] 物品:太阳水	怪物:254C8780魔龙破甲兵	地图:66	X:49	Y:156 
[2024/8/21 17:14:59] 物品:精神力战法	怪物:181B4910僵尸3	地图:D421	X:353	Y:33 
[2024/8/21 17:15:1] 物品:强效魔法药	怪物:2C05D990魔龙射手	地图:66	X:161	Y:100 
[2024/8/21 17:15:1] 物品:强效太阳水	怪物:2C05D990魔龙射手	地图:66	X:161	Y:100 
[2024/8/21 17:15:6] 物品:骷髅头盔	怪物:2C09DDA0魔龙破甲兵	地图:66	X:143	Y:200 
[2024/8/21 17:15:8] 物品:黑色水晶戒指	怪物:28B3B270祖玛弓箭手83	地图:H008	X:57	Y:66 
[2024/8/21 17:15:8] 物品:夏普儿手镯	怪物:28B3B270祖玛弓箭手83	地图:H008	X:57	Y:66 
[2024/8/21 17:15:9] 物品:太阳水	怪物:2B5BD210虹魔猪卫80	地图:H008	X:57	Y:61 
[2024/8/21 17:15:12] 物品:强效金创药	怪物:25E9E9C0魔龙刀兵	地图:66	X:156	Y:99 
[2024/8/21 17:15:13] 物品:攻击力药水	怪物:181B4910僵尸3	地图:D421	X:353	Y:34 
[2024/8/21 17:15:13] 物品:降魔	怪物:23C1E480魔龙射手1	地图:66	X:144	Y:198 
[2024/8/21 17:15:13] 物品:金创药(小量)	怪物:144367D0僵尸3	地图:D421	X:360	Y:20 
[2024/8/21 17:15:16] 物品:强效金创药	怪物:2ACBD240魔龙邪眼	地图:66	X:156	Y:100 
[2024/8/21 17:15:16] 物品:金手镯	怪物:2D2F9A30魔龙射手2	地图:66	X:134	Y:197 
[2024/8/21 17:15:23] 物品:强效魔法药	怪物:28B3C8A0魔龙射手1	地图:66	X:152	Y:105 
[2024/8/21 17:15:30] 物品:强效魔法药	怪物:22D66F60魔龙破甲兵	地图:66	X:151	Y:104 
[2024/8/21 17:15:38] 物品:强效金创药	怪物:2B65B290魔龙巨蛾	地图:66	X:48	Y:157 
[2024/8/21 17:15:38] 物品:强效魔法药	怪物:2B65B290魔龙巨蛾	地图:66	X:48	Y:157 
[2024/8/21 17:15:38] 物品:强效魔法药	怪物:2B65B290魔龙巨蛾	地图:66	X:48	Y:157 
[2024/8/21 17:15:38] 物品:鹿皮靴	怪物:2B65B290魔龙巨蛾	地图:66	X:48	Y:157 
[2024/8/21 17:15:53] 物品:强效太阳水	怪物:28B0EDF0魔龙射手	地图:66	X:48	Y:162 
[2024/8/21 17:15:58] 物品:强效金创药	怪物:22D8A0B0魔龙刀兵1	地图:66	X:143	Y:91 
[2024/8/21 17:15:58] 物品:金创药(小量)	怪物:25DF26E0僵尸5	地图:D422	X:44	Y:57 
[2024/8/21 17:15:59] 物品:蓝翡翠项链	怪物:29D9A400魔龙破甲兵1	地图:66	X:136	Y:186 
[2024/8/21 17:16:9] 物品:魔法长袍(男)	怪物:2D2BCB70魔龙射手2	地图:66	X:137	Y:186 
[2024/8/21 17:16:15] 物品:珊瑚戒指	怪物:249E1320魔龙破甲兵	地图:66	X:137	Y:96 
[2024/8/21 17:16:20] 物品:魔法长袍(男)	怪物:230C86E0魔龙射手	地图:66	X:138	Y:92 
[2024/8/21 17:16:20] 物品:蓝翡翠项链	怪物:230C86E0魔龙射手	地图:66	X:138	Y:92 
[2024/8/21 17:16:20] 物品:金手镯	怪物:230C86E0魔龙射手	地图:66	X:138	Y:92 
[2024/8/21 17:16:23] 物品:强效金创药	怪物:25DA9070魔龙刀兵	地图:66	X:52	Y:162 
[2024/8/21 17:16:27] 物品:魔法药(小量)	怪物:1ACB4DB0僵尸5	地图:D422	X:61	Y:54 
[2024/8/21 17:16:33] 物品:铁腰带	怪物:23B32030魔龙射手2	地图:66	X:143	Y:187 
[2024/8/21 17:16:33] 物品:精神力药水	怪物:28D2C920僵尸2	地图:D401	X:43	Y:188 
[2024/8/21 17:16:33] 物品:强效金创药	怪物:28C54690魔龙射手	地图:66	X:50	Y:170 
[2024/8/21 17:16:39] 物品:魔法药(小量)	怪物:23B45BF0僵尸3	地图:D401	X:44	Y:180 
[2024/8/21 17:16:41] 物品:太阳水	怪物:249381C0魔龙破甲兵	地图:66	X:133	Y:83 
[2024/8/21 17:16:41] 物品:强效魔法药	怪物:2B28A5A0魔龙射手	地图:66	X:134	Y:177 
[2024/8/21 17:16:52] 物品:金创药(小量)	怪物:23B45BF0僵尸3	地图:D401	X:45	Y:181 
[2024/8/21 17:16:53] 物品:金创药(小量)	怪物:23AF5220僵尸3	地图:D401	X:44	Y:185 
[2024/8/21 17:17:1] 物品:强效魔法药	怪物:29243630魔龙破甲兵	地图:66	X:135	Y:78 
[2024/8/21 17:17:1] 物品:强效金创药	怪物:29243630魔龙破甲兵	地图:66	X:135	Y:78 
[2024/8/21 17:17:1] 物品:太阳水	怪物:29243630魔龙破甲兵	地图:66	X:135	Y:78 
[2024/8/21 17:17:1] 物品:鹿皮靴	怪物:29243630魔龙破甲兵	地图:66	X:135	Y:78 
[2024/8/21 17:17:13] 物品:强效金创药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效魔法药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效金创药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效魔法药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效金创药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效魔法药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效金创药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效魔法药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效金创药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:强效魔法药	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:祝福油	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:13] 物品:寒冰掌	怪物:24B35AF0暗之魔龙教主	地图:H008	X:56	Y:64 
[2024/8/21 17:17:18] 物品:强效金创药	怪物:178AE4D0魔龙刀兵	地图:66	X:147	Y:76 
[2024/8/21 17:17:19] 物品:金创药(小量)	怪物:13D3AF00僵尸4	地图:D422	X:113	Y:131 
[2024/8/21 17:17:21] 物品:金创药(小量)	怪物:253797B0僵尸3	地图:D401	X:47	Y:178 
[2024/8/21 17:17:24] 物品:金创药(小量)	怪物:2ACDA740僵尸3	地图:D401	X:46	Y:181 
[2024/8/21 17:17:27] 物品:强效金创药	怪物:2480E390魔龙射手	地图:66	X:50	Y:181 
[2024/8/21 17:17:27] 物品:太阳水	怪物:2480E390魔龙射手	地图:66	X:50	Y:181 
[2024/8/21 17:17:27] 物品:金手镯	怪物:2480E390魔龙射手	地图:66	X:50	Y:181 
[2024/8/21 17:17:28] 物品:金创药(小量)	怪物:25CEAC90僵尸4	地图:D422	X:115	Y:132 
[2024/8/21 17:17:34] 物品:强效魔法药	怪物:16B4EEC0魔龙射手	地图:66	X:151	Y:89 
[2024/8/21 17:17:34] 物品:降妖除魔戒指	怪物:16B4EEC0魔龙射手	地图:66	X:151	Y:89 
[2024/8/21 17:17:38] 物品:强效太阳水	怪物:137A73C0魔龙破甲兵2	地图:66	X:52	Y:179 
[2024/8/21 17:17:43] 物品:天珠项链	怪物:25F12890祖玛卫士83	地图:H008	X:39	Y:23 
[2024/8/21 17:17:48] 物品:太阳水	怪物:233B3D00魔龙射手	地图:66	X:160	Y:94 
[2024/8/21 17:17:48] 物品:强效魔法药	怪物:233B3D00魔龙射手	地图:66	X:160	Y:94 
[2024/8/21 17:17:49] 物品:珊瑚戒指	怪物:1379AC10魔龙射手1	地图:66	X:56	Y:177 
[2024/8/21 17:17:50] 物品:黑色水晶戒指	怪物:25C327C0祖玛卫士83	地图:H008	X:44	Y:24 
[2024/8/21 17:17:50] 物品:躲避手链	怪物:25C327C0祖玛卫士83	地图:H008	X:44	Y:24 
[2024/8/21 17:17:53] 物品:强效魔法药	怪物:23BB2150魔龙破甲兵	地图:66	X:158	Y:94 
[2024/8/21 17:18:6] 物品:夏普儿手镯	怪物:2A771410祖玛卫士83	地图:H008	X:20	Y:43 
[2024/8/21 17:18:9] 物品:乌木剑	怪物:2BEAD980半兽战士	地图:11	X:193	Y:363 
[2024/8/21 17:18:10] 物品:铁腰带	怪物:2B629550魔龙射手	地图:66	X:149	Y:176 
[2024/8/21 17:18:13] 物品:强效魔法药	怪物:2B579160魔龙破甲兵2	地图:66	X:158	Y:85 
[2024/8/21 17:18:16] 物品:强效太阳水	怪物:18396230虹魔猪卫80	地图:H008	X:52	Y:24 
[2024/8/21 17:18:16] 物品:强效太阳水	怪物:18396230虹魔猪卫80	地图:H008	X:52	Y:24 
[2024/8/21 17:18:16] 物品:太阳水	怪物:18396230虹魔猪卫80	地图:H008	X:52	Y:24 
[2024/8/21 17:18:16] 物品:求婚戒指	怪物:18396230虹魔猪卫80	地图:H008	X:52	Y:24 
[2024/8/21 17:18:16] 物品:魔法长袍(女)	怪物:18396230虹魔猪卫80	地图:H008	X:52	Y:24 
[2024/8/21 17:18:16] 物品:道士头盔	怪物:18396230虹魔猪卫80	地图:H008	X:52	Y:24 
[2024/8/21 17:18:19] 物品:强效魔法药	怪物:2C72EF40魔龙破甲兵	地图:66	X:53	Y:184 
[2024/8/21 17:18:20] 物品:金创药(中量)	怪物:269C5850祖玛雕像83	地图:H008	X:53	Y:36 
[2024/8/21 17:18:27] 物品:强效魔法药	怪物:25D7B000魔龙射手	地图:66	X:165	Y:80 
[2024/8/21 17:18:29] 物品:金创药(中量)	怪物:248947E0祖玛卫士83	地图:H008	X:49	Y:29 
[2024/8/21 17:18:32] 物品:魔法长袍(男)	怪物:2D25FEA0魔龙射手	地图:66	X:166	Y:82 
[2024/8/21 17:18:33] 物品:强效魔法药	怪物:292DD200魔龙刀兵	地图:66	X:54	Y:185 
[2024/8/21 17:18:36] 物品:太阳水	怪物:25984E40祖玛雕像83	地图:H008	X:52	Y:36 
[2024/8/21 17:18:36] 物品:魅力戒指	怪物:25984E40祖玛雕像83	地图:H008	X:52	Y:36 
[2024/8/21 17:18:40] 物品:金创药(中量)	怪物:2A94B9B0天狼蜘蛛8	地图:H009	X:197	Y:100 
[2024/8/21 17:18:40] 物品:魔法药(中量)	怪物:2A94B9B0天狼蜘蛛8	地图:H009	X:197	Y:100 
[2024/8/21 17:18:44] 物品:兽皮腰带	怪物:2C984300魔龙射手	地图:66	X:144	Y:170 
[2024/8/21 17:18:45] 物品:太阳水	怪物:28B0D7C0魔龙射手	地图:66	X:179	Y:66 
[2024/8/21 17:18:45] 物品:强效魔法药	怪物:29035930魔龙破甲兵2	地图:66	X:54	Y:183 
[2024/8/21 17:18:49] 物品:金创药(中量)	怪物:250E58D0天狼蜘蛛8	地图:H009	X:188	Y:109 
[2024/8/21 17:18:49] 物品:魔法药(中量)	怪物:250E58D0天狼蜘蛛8	地图:H009	X:188	Y:109 
[2024/8/21 17:18:49] 物品:黑檀手镯	怪物:250E58D0天狼蜘蛛8	地图:H009	X:188	Y:109 
[2024/8/21 17:18:49] 物品:八荒	怪物:250E58D0天狼蜘蛛8	地图:H009	X:188	Y:109 
[2024/8/21 17:18:49] 物品:强效魔法药	怪物:232DF540魔龙射手	地图:66	X:58	Y:185 
[2024/8/21 17:18:53] 物品:重盔甲(男)	怪物:2BBDD700魔龙射手	地图:66	X:181	Y:77 
[2024/8/21 17:18:55] 物品:强效魔法药	怪物:22EF3C60魔龙破甲兵	地图:66	X:58	Y:186 
[2024/8/21 17:19:1] 物品:强效魔法药	怪物:2A94FC40魔龙刀兵1	地图:66	X:182	Y:77 
[2024/8/21 17:19:3] 物品:强效太阳水	怪物:23C304F0牛魔祭司0	地图:H010	X:322	Y:380 
[2024/8/21 17:19:3] 物品:强效太阳水	怪物:23C304F0牛魔祭司0	地图:H010	X:322	Y:380 
