[2024/8/18 8:0:2] 物品:魅力戒指	怪物:17C8E900牛魔侍卫8	地图:H010	X:22	Y:311 
[2024/8/18 8:6:27] 物品:魔力手镯	怪物:2DFE5EC0尸王8	地图:H201	X:168	Y:59 
[2024/8/18 8:6:35] 物品:生铁戒指	怪物:2F226160牛魔侍卫8	地图:H010	X:28	Y:277 
[2024/8/18 8:6:36] 物品:强效太阳水	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效太阳水	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效太阳水	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效太阳水	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效太阳水	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效金创药	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效金创药	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效魔法药	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:强效魔法药	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:黑色水晶戒指	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:生铁戒指	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:道德戒指	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:36] 物品:蓝翡翠项链	怪物:1E948910尸王8	地图:H201	X:163	Y:60 
[2024/8/18 8:6:49] 物品:强效太阳水	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效太阳水	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效太阳水	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效太阳水	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效太阳水	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效金创药	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效金创药	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效魔法药	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:强效魔法药	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:蛇眼戒指	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:珍珠戒指	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:凝霜	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:道德戒指	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:魅力戒指	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:49] 物品:蓝翡翠项链	怪物:29D571D0尸王8	地图:H201	X:169	Y:69 
[2024/8/18 8:6:59] 物品:刺杀剑术	怪物:273FE6B0恶灵尸王	地图:H201	X:168	Y:69 
[2024/8/18 8:6:59] 物品:灵魂火符	怪物:273FE6B0恶灵尸王	地图:H201	X:168	Y:69 
[2024/8/18 8:7:4] 物品:强效太阳水	怪物:28B26BD0牛魔将军8	地图:H010	X:55	Y:283 
[2024/8/18 8:7:4] 物品:强效魔法药	怪物:28B26BD0牛魔将军8	地图:H010	X:55	Y:283 
[2024/8/18 8:7:4] 物品:强效金创药	怪物:28B26BD0牛魔将军8	地图:H010	X:55	Y:283 
[2024/8/18 8:7:7] 物品:蓝翡翠项链	怪物:1D71C890牛魔将军8	地图:H010	X:56	Y:283 
[2024/8/18 8:7:7] 物品:黑檀手镯	怪物:1D71C890牛魔将军8	地图:H010	X:56	Y:283 
[2024/8/18 8:7:14] 物品:强效太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:太阳水	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:金创药(中量)	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:金创药(中量)	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:金创药(中量)	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效金创药	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效金创药	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:魔法药(中量)	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:魔法药(中量)	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:魔法药(中量)	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效魔法药	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:强效魔法药	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:蛇眼戒指	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:道士手镯	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:黑檀手镯	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:雷电术	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:诱惑之光	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:大火球	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:召唤骷髅	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:抗拒火环	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:精神力战法	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:治愈术	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:基本剑术	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:14] 物品:火球术	怪物:1EBBEDC0尸王	地图:H201	X:173	Y:68 
[2024/8/18 8:7:16] 物品:强效太阳水	怪物:2979A420牛魔祭司8	地图:H010	X:50	Y:286 
[2024/8/18 8:7:16] 物品:强效太阳水	怪物:2979A420牛魔祭司8	地图:H010	X:50	Y:286 
[2024/8/18 8:7:16] 物品:强效金创药	怪物:2979A420牛魔祭司8	地图:H010	X:50	Y:286 
[2024/8/18 8:7:16] 物品:精神力药水	怪物:2979A420牛魔祭司8	地图:H010	X:50	Y:286 
[2024/8/18 8:7:16] 物品:骷髅头盔	怪物:2979A420牛魔祭司8	地图:H010	X:50	Y:286 
[2024/8/18 8:7:18] 物品:生铁戒指	怪物:19065FE0牛魔法师8	地图:H010	X:49	Y:287 
[2024/8/18 8:7:18] 物品:幽灵战衣(男)	怪物:19065FE0牛魔法师8	地图:H010	X:49	Y:287 
[2024/8/18 8:7:21] 物品:金创药(小量)	怪物:0D524B70僵尸4	地图:H201	X:173	Y:72 
[2024/8/18 8:7:26] 物品:金创药(小量)	怪物:2DC08890僵尸4	地图:H201	X:168	Y:79 
[2024/8/18 8:7:26] 物品:魔法药(小量)	怪物:2DC08890僵尸4	地图:H201	X:168	Y:79 
[2024/8/18 8:7:28] 物品:强效太阳水	怪物:28C6A5E0牛魔祭司0	地图:H010	X:53	Y:292 
[2024/8/18 8:7:28] 物品:太阳水	怪物:28C6A5E0牛魔祭司0	地图:H010	X:53	Y:292 
[2024/8/18 8:7:28] 物品:太阳水	怪物:28C6A5E0牛魔祭司0	地图:H010	X:53	Y:292 
[2024/8/18 8:7:28] 物品:太阳水	怪物:28C6A5E0牛魔祭司0	地图:H010	X:53	Y:292 
[2024/8/18 8:7:31] 物品:短剑	怪物:1B776980蜈蚣	地图:D601	X:164	Y:196 
[2024/8/18 8:7:34] 物品:强效太阳水	怪物:2D592190牛魔将军0	地图:H010	X:54	Y:293 
[2024/8/18 8:7:34] 物品:太阳水	怪物:2D592190牛魔将军0	地图:H010	X:54	Y:293 
[2024/8/18 8:7:34] 物品:太阳水	怪物:2D592190牛魔将军0	地图:H010	X:54	Y:293 
[2024/8/18 8:7:35] 物品:珍珠戒指	怪物:2960CB20牛魔祭司8	地图:H010	X:54	Y:294 
[2024/8/18 8:7:43] 物品:灵魂战衣(女)	怪物:190CE2B0牛魔法师8	地图:H010	X:59	Y:298 
[2024/8/18 8:7:45] 物品:金创药(小量)	怪物:2DF9EAB0僵尸5	地图:H201	X:165	Y:78 
[2024/8/18 8:7:46] 物品:爆裂火焰	怪物:03BAD390恶灵尸王	地图:H201	X:164	Y:79 
[2024/8/18 8:7:46] 物品:攻杀剑术	怪物:03BAD390恶灵尸王	地图:H201	X:164	Y:79 
[2024/8/18 8:7:46] 物品:地狱火	怪物:03BAD390恶灵尸王	地图:H201	X:164	Y:79 
[2024/8/18 8:7:46] 物品:强效魔法药	怪物:2F2ED390牛魔法师8	地图:H010	X:56	Y:299 
[2024/8/18 8:7:50] 物品:道士手镯	怪物:1CEF21D0牛魔法师8	地图:H010	X:59	Y:300 
[2024/8/18 8:7:50] 物品:白色虎齿项链	怪物:1CEF21D0牛魔法师8	地图:H010	X:59	Y:300 
[2024/8/18 8:7:52] 物品:金创药(小量)	怪物:288AAAC0僵尸5	地图:H201	X:165	Y:78 
[2024/8/18 8:7:52] 物品:魔法药(小量)	怪物:288AAAC0僵尸5	地图:H201	X:165	Y:78 
[2024/8/18 8:7:57] 物品:魔法长袍(男)	怪物:191CB570跳跳蜂	地图:D601	X:145	Y:214 
[2024/8/18 8:7:58] 物品:金创药(小量)	怪物:050A4A50僵尸5	地图:H201	X:171	Y:84 
[2024/8/18 8:8:4] 物品:疾风药水	怪物:2A1FA900僵尸1	地图:H201	X:165	Y:88 
[2024/8/18 8:8:11] 物品:火球术	怪物:1F127090僵尸1	地图:H201	X:165	Y:89 
[2024/8/18 8:8:18] 物品:魔法药(小量)	怪物:2DF9EAB0僵尸5	地图:H201	X:164	Y:86 
[2024/8/18 8:8:18] 物品:大火球	怪物:2DF9EAB0僵尸5	地图:H201	X:164	Y:86 
[2024/8/18 8:8:20] 物品:强效金创药	怪物:279C8A40牛魔将军8	地图:H010	X:45	Y:294 
[2024/8/18 8:8:20] 物品:灵魂战衣(女)	怪物:279C8A40牛魔将军8	地图:H010	X:45	Y:294 
[2024/8/18 8:8:20] 物品:死神手套	怪物:279C8A40牛魔将军8	地图:H010	X:45	Y:294 
[2024/8/18 8:8:24] 物品:重盔甲(女)	怪物:2B343C40牛魔法师8	地图:H010	X:45	Y:293 
[2024/8/18 8:8:24] 物品:灵魂战衣(女)	怪物:2B343C40牛魔法师8	地图:H010	X:45	Y:293 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:太阳水	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效金创药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:强效魔法药	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:辟邪手镯	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:24] 物品:竹笛	怪物:27C35180虹魔蝎卫8	地图:H204	X:78	Y:78 
[2024/8/18 8:8:26] 物品:金创药(小量)	怪物:15B435C0僵尸4	地图:H201	X:167	Y:80 
[2024/8/18 8:8:26] 物品:魔法药(小量)	怪物:15B435C0僵尸4	地图:H201	X:167	Y:80 
[2024/8/18 8:8:30] 物品:强效太阳水	怪物:1B874E30牛魔祭司0	地图:H010	X:45	Y:293 
[2024/8/18 8:8:30] 物品:强效太阳水	怪物:1B874E30牛魔祭司0	地图:H010	X:45	Y:293 
[2024/8/18 8:8:30] 物品:太阳水	怪物:1B874E30牛魔祭司0	地图:H010	X:45	Y:293 
[2024/8/18 8:8:30] 物品:太阳水	怪物:1B874E30牛魔祭司0	地图:H010	X:45	Y:293 
[2024/8/18 8:8:32] 物品:魔法长袍(女)	怪物:29E5BC00牛魔侍卫8	地图:H010	X:46	Y:292 
[2024/8/18 8:8:42] 物品:魔法药(小量)	怪物:1B954450僵尸3	地图:D401	X:34	Y:180 
[2024/8/18 8:8:45] 物品:强效太阳水	怪物:188603F0牛魔祭司0	地图:H010	X:62	Y:281 
[2024/8/18 8:8:45] 物品:强效太阳水	怪物:188603F0牛魔祭司0	地图:H010	X:62	Y:281 
[2024/8/18 8:8:45] 物品:太阳水	怪物:188603F0牛魔祭司0	地图:H010	X:62	Y:281 
[2024/8/18 8:8:52] 物品:魔法药(小量)	怪物:1832BA50僵尸3	地图:D401	X:33	Y:180 
[2024/8/18 8:9:6] 物品:强效太阳水	怪物:2A386BD0牛魔将军0	地图:H010	X:70	Y:311 
[2024/8/18 8:9:6] 物品:强效太阳水	怪物:2A386BD0牛魔将军0	地图:H010	X:70	Y:311 
[2024/8/18 8:9:6] 物品:太阳水	怪物:2A386BD0牛魔将军0	地图:H010	X:70	Y:311 
[2024/8/18 8:9:6] 物品:太阳水	怪物:2A386BD0牛魔将军0	地图:H010	X:70	Y:311 
[2024/8/18 8:9:6] 物品:太阳水	怪物:2A386BD0牛魔将军0	地图:H010	X:70	Y:311 
[2024/8/18 8:9:6] 物品:魔法长袍(女)	怪物:2A386BD0牛魔将军0	地图:H010	X:70	Y:311 
[2024/8/18 8:9:7] 物品:爆裂火焰	怪物:27857090恶灵尸王	地图:H201	X:164	Y:31 
[2024/8/18 8:9:7] 物品:施毒术	怪物:27857090恶灵尸王	地图:H201	X:164	Y:31 
[2024/8/18 8:9:8] 物品:道德戒指	怪物:280E95E0牛魔法师8	地图:H010	X:68	Y:310 
[2024/8/18 8:9:15] 物品:强效金创药	怪物:03BA0BE0牛魔将军8	地图:H010	X:72	Y:311 
[2024/8/18 8:9:18] 物品:施毒术	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:隐身术	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:抗拒火环	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:精神力战法	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:火球术	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:治愈术	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:基本剑术	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:半月	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:蓝色水晶戒指	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:魔鬼项链	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:琥珀项链	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:凤凰明珠	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:灯笼项链	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:铁剑	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:短剑	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:轻型盔甲(男)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:轻型盔甲(女)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:中型盔甲(男)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:青铜斧	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:黑檀项链	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:黄色水晶项链	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:黑色水晶项链	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:青铜头盔	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:金创药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:金创药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:金创药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:金创药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:魔法药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:魔法药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:魔法药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:18] 物品:魔法药(小量)	怪物:26179040僵尸50	地图:H201	X:140	Y:32 
[2024/8/18 8:9:21] 物品:疾风药水	怪物:1898F9B0牛魔将军8	地图:H010	X:71	Y:315 
[2024/8/18 8:9:26] 物品:强效太阳水	怪物:296364C0牛魔祭司0	地图:H010	X:74	Y:316 
[2024/8/18 8:9:26] 物品:强效太阳水	怪物:296364C0牛魔祭司0	地图:H010	X:74	Y:316 
[2024/8/18 8:9:26] 物品:强效太阳水	怪物:296364C0牛魔祭司0	地图:H010	X:74	Y:316 
[2024/8/18 8:9:26] 物品:太阳水	怪物:296364C0牛魔祭司0	地图:H010	X:74	Y:316 
[2024/8/18 8:9:26] 物品:道德戒指	怪物:296364C0牛魔祭司0	地图:H010	X:74	Y:316 
[2024/8/18 8:9:32] 物品:召唤骷髅	怪物:28C42270僵尸3	地图:D401	X:34	Y:182 
[2024/8/18 8:9:33] 物品:强效太阳水	怪物:2F3C6B30牛魔将军0	地图:H010	X:76	Y:314 
[2024/8/18 8:9:33] 物品:强效太阳水	怪物:2F3C6B30牛魔将军0	地图:H010	X:76	Y:314 
[2024/8/18 8:9:33] 物品:偃月	怪物:2F3C6B30牛魔将军0	地图:H010	X:76	Y:314 
[2024/8/18 8:9:36] 物品:降魔	怪物:225E4E70牛魔法师8	地图:H010	X:77	Y:316 
[2024/8/18 8:9:41] 物品:强效魔法药	怪物:2F07FA40牛魔将军8	地图:H010	X:76	Y:314 
[2024/8/18 8:9:41] 物品:疾风药水	怪物:2F07FA40牛魔将军8	地图:H010	X:76	Y:314 
[2024/8/18 8:9:41] 物品:重盔甲(女)	怪物:2F07FA40牛魔将军8	地图:H010	X:76	Y:314 
[2024/8/18 8:9:44] 物品:太阳水	怪物:2A143A90牛魔将军8	地图:H010	X:76	Y:313 
[2024/8/18 8:9:50] 物品:太阳水	怪物:1B7B0BE0黑野猪8	地图:H002	X:243	Y:97 
[2024/8/18 8:9:50] 物品:强效魔法药	怪物:2F1EEB60牛魔将军8	地图:H010	X:75	Y:313 
[2024/8/18 8:9:50] 物品:强效金创药	怪物:2F1EEB60牛魔将军8	地图:H010	X:75	Y:313 
[2024/8/18 8:9:50] 物品:白金项链	怪物:2F1EEB60牛魔将军8	地图:H010	X:75	Y:313 
[2024/8/18 8:9:51] 物品:强效太阳水	怪物:2DE84A40牛魔将军8	地图:H010	X:76	Y:312 
[2024/8/18 8:9:51] 物品:强效金创药	怪物:2DE84A40牛魔将军8	地图:H010	X:76	Y:312 
[2024/8/18 8:9:51] 物品:灯笼项链	怪物:2DE84A40牛魔将军8	地图:H010	X:76	Y:312 
[2024/8/18 8:10:2] 物品:强效太阳水	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:强效太阳水	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:强效太阳水	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:太阳水	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:太阳水	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:太阳水	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:幽灵战衣(男)	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:2] 物品:金手镯	怪物:2D97D890牛魔祭司0	地图:H010	X:77	Y:308 
[2024/8/18 8:10:5] 物品:太阳水	怪物:30516DC0恶灵尸王	地图:H201	X:64	Y:26 
[2024/8/18 8:10:16] 物品:金创药(小量)	怪物:17E052D0僵尸4	地图:H201	X:57	Y:29 
[2024/8/18 8:10:17] 物品:金创药(中量)	怪物:2DD601C0僵尸1	地图:H201	X:57	Y:30 
[2024/8/18 8:10:17] 物品:重盔甲(男)	怪物:15CB82B0牛魔法师8	地图:H010	X:86	Y:308 
