[2024/8/18 18:0:2] 物品:幽灵手套	怪物:29166BD0祖玛雕像83	地图:H008	X:60	Y:53 
[2024/8/18 18:13:22] 物品:强效魔法药	怪物:1E1423E0尸王8	地图:H201	X:77	Y:173 
[2024/8/18 18:13:22] 物品:生铁戒指	怪物:1E1423E0尸王8	地图:H201	X:77	Y:173 
[2024/8/18 18:13:22] 物品:死神手套	怪物:1E1423E0尸王8	地图:H201	X:77	Y:173 
[2024/8/18 18:13:22] 物品:凝霜	怪物:1E1423E0尸王8	地图:H201	X:77	Y:173 
[2024/8/18 18:13:22] 物品:蓝翡翠项链	怪物:1E1423E0尸王8	地图:H201	X:77	Y:173 
[2024/8/18 18:13:22] 物品:黑檀手镯	怪物:1E1423E0尸王8	地图:H201	X:77	Y:173 
[2024/8/18 18:13:22] 物品:强效太阳水	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效太阳水	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效太阳水	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效太阳水	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效太阳水	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效金创药	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效金创药	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效魔法药	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:强效魔法药	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:死神手套	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:22] 物品:黑檀手镯	怪物:306B5400尸王8	地图:H001	X:18	Y:53 
[2024/8/18 18:13:23] 物品:魅力戒指	怪物:1A5050E0黑野猪8	地图:H002	X:177	Y:51 
[2024/8/18 18:13:30] 物品:半月	怪物:1A70FDC0跳跳蜂	地图:D601	X:127	Y:203 
[2024/8/18 18:13:31] 物品:精神力战法	怪物:18380680僵尸10	地图:H201	X:77	Y:166 
[2024/8/18 18:13:31] 物品:青铜头盔	怪物:18380680僵尸10	地图:H201	X:77	Y:166 
[2024/8/18 18:13:32] 物品:金创药(小量)	怪物:22899040僵尸4	地图:H201	X:78	Y:166 
[2024/8/18 18:13:46] 物品:治愈术	怪物:28B9B4D0僵尸1	地图:H201	X:88	Y:175 
[2024/8/18 18:13:46] 物品:金戒指	怪物:2B5C6AC0红野猪8	地图:H002	X:153	Y:84 
[2024/8/18 18:13:50] 物品:太阳水	怪物:1BE81F00黑色恶蛆	地图:D717	X:65	Y:39 
[2024/8/18 18:13:52] 物品:金创药(小量)	怪物:0574A380僵尸5	地图:H201	X:89	Y:175 
[2024/8/18 18:13:55] 物品:强效太阳水	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效太阳水	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效太阳水	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效太阳水	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效太阳水	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效金创药	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效金创药	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效魔法药	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:强效魔法药	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:生铁戒指	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:蓝翡翠项链	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:黑檀手镯	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:魔力手镯	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:13:55] 物品:圣言术	怪物:19B847C0尸王8	地图:H201	X:88	Y:175 
[2024/8/18 18:14:3] 物品:强效太阳水	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效太阳水	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效太阳水	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效太阳水	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效太阳水	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效金创药	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效金创药	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效魔法药	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:强效魔法药	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:凝霜	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:3] 物品:黑檀手镯	怪物:2D9D0A50尸王8	地图:H201	X:88	Y:173 
[2024/8/18 18:14:5] 物品:魔法药(小量)	怪物:0574A380僵尸5	地图:H201	X:89	Y:175 
[2024/8/18 18:14:7] 物品:金创药(小量)	怪物:271B8D50僵尸4	地图:H201	X:88	Y:173 
[2024/8/18 18:14:8] 物品:攻杀剑术	怪物:1E20F760僵尸1	地图:H201	X:87	Y:173 
[2024/8/18 18:14:11] 物品:金创药(中量)	怪物:0630C410恶灵僵尸8	地图:H001	X:94	Y:42 
[2024/8/18 18:14:13] 物品:魔法药(中量)	怪物:17F9F380僵尸1	地图:H201	X:88	Y:173 
[2024/8/18 18:14:21] 物品:太阳水	怪物:1B97B190黑野猪8	地图:H002	X:127	Y:83 
[2024/8/18 18:14:28] 物品:黑色水晶项链	怪物:2179E940巨型蠕虫	地图:D601	X:219	Y:47 
[2024/8/18 18:14:35] 物品:重盔甲(男)	怪物:1A30FCE0跳跳蜂	地图:D601	X:118	Y:206 
[2024/8/18 18:14:37] 物品:强效太阳水	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效太阳水	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效太阳水	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效太阳水	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效太阳水	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效金创药	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效金创药	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效魔法药	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:强效魔法药	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:蛇眼戒指	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:37] 物品:道德戒指	怪物:30A78CF0尸王8	地图:H201	X:93	Y:173 
[2024/8/18 18:14:41] 物品:金创药(小量)	怪物:28CCAC10僵尸4	地图:H201	X:94	Y:171 
[2024/8/18 18:14:42] 物品:灵魂火符	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:地狱火	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:抗拒火环	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:精神力战法	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:火球术	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:治愈术	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:基本剑术	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:42] 物品:短剑	怪物:2061A9A0僵尸40	地图:H201	X:95	Y:172 
[2024/8/18 18:14:45] 物品:金手镯	怪物:193FEE60巨型蠕虫	地图:D601	X:207	Y:29 
[2024/8/18 18:14:47] 物品:诱惑之光	怪物:30DB7890恶灵尸王	地图:H201	X:94	Y:171 
[2024/8/18 18:14:47] 物品:召唤骷髅	怪物:30DB7890恶灵尸王	地图:H201	X:94	Y:171 
[2024/8/18 18:14:47] 物品:瞬息移动	怪物:30DB7890恶灵尸王	地图:H201	X:94	Y:171 
[2024/8/18 18:14:50] 物品:攻击力药水	怪物:28E77A10僵尸5	地图:H201	X:95	Y:172 
[2024/8/18 18:14:50] 物品:强效太阳水	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效太阳水	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效太阳水	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效太阳水	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效太阳水	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效金创药	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效金创药	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效魔法药	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:强效魔法药	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:道德戒指	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:召唤神兽	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:50] 物品:野蛮冲撞	怪物:2448F0F0尸王8	地图:H201	X:95	Y:171 
[2024/8/18 18:14:53] 物品:金创药(小量)	怪物:28CCAC10僵尸4	地图:H201	X:95	Y:171 
[2024/8/18 18:14:58] 物品:金创药(中量)	怪物:1B93CCA0红野猪	地图:D717	X:83	Y:40 
[2024/8/18 18:15:1] 物品:强效太阳水	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效太阳水	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效太阳水	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效太阳水	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效太阳水	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效金创药	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效金创药	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效魔法药	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:强效魔法药	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:黑色水晶戒指	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:珍珠戒指	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:1] 物品:魅力戒指	怪物:1DF8CC80尸王8	地图:H201	X:101	Y:171 
[2024/8/18 18:15:2] 物品:金创药(小量)	怪物:2EFAEC50僵尸5	地图:H201	X:101	Y:171 
[2024/8/18 18:15:5] 物品:魔法药(小量)	怪物:1900E750僵尸4	地图:H201	X:101	Y:170 
[2024/8/18 18:15:7] 物品:太阳水	怪物:0D9F6270跳跳蜂	地图:D601	X:117	Y:204 
[2024/8/18 18:15:8] 物品:重盔甲(女)	怪物:2F22A3F0钳虫8	地图:H004	X:63	Y:76 
[2024/8/18 18:15:8] 物品:太阳水	怪物:29944010僵尸5	地图:H201	X:100	Y:171 
[2024/8/18 18:15:18] 物品:太阳水	怪物:28B99EA0红野猪	地图:D717	X:80	Y:33 
[2024/8/18 18:15:24] 物品:强效太阳水	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效太阳水	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效太阳水	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效太阳水	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效太阳水	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效金创药	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效金创药	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效魔法药	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:强效魔法药	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:24] 物品:魔力手镯	怪物:0D933AB0尸王8	地图:H201	X:101	Y:169 
[2024/8/18 18:15:29] 物品:太阳水	怪物:0B88A860巨型蠕虫	地图:D601	X:200	Y:31 
[2024/8/18 18:15:34] 物品:魔鬼项链	怪物:1BE8BA50蜈蚣	地图:D601	X:200	Y:29 
[2024/8/18 18:15:36] 物品:战神油	怪物:17CAE5D0蜈蚣	地图:D601	X:112	Y:204 
[2024/8/18 18:15:37] 物品:魔法药(小量)	怪物:2A440260僵尸5	地图:H201	X:106	Y:162 
[2024/8/18 18:15:42] 物品:幽灵盾	怪物:0643E9C0恶灵尸王	地图:H201	X:106	Y:163 
[2024/8/18 18:15:42] 物品:灵魂火符	怪物:0643E9C0恶灵尸王	地图:H201	X:106	Y:163 
[2024/8/18 18:15:42] 物品:地狱火	怪物:0643E9C0恶灵尸王	地图:H201	X:106	Y:163 
[2024/8/18 18:15:48] 物品:轻型盔甲(女)	怪物:03A1C9F0黑色恶蛆	地图:D717	X:66	Y:20 
[2024/8/18 18:15:51] 物品:太阳水	怪物:054E8BA0钢牙蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:15:51] 物品:强效金创药	怪物:054E8BA0钢牙蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:15:51] 物品:强效魔法药	怪物:054E8BA0钢牙蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:15:51] 物品:魔鬼项链	怪物:1F9E17F0黑色恶蛆	地图:D717	X:66	Y:20 
[2024/8/18 18:15:56] 物品:赤月恶魔油	怪物:2F0BDF30赤月恶魔1	地图:D10071	X:17	Y:21 
[2024/8/18 18:16:0] 物品:施毒术	怪物:1F8F1D50恶灵尸王	地图:H201	X:112	Y:162 
[2024/8/18 18:16:0] 物品:诱惑之光	怪物:1F8F1D50恶灵尸王	地图:H201	X:112	Y:162 
[2024/8/18 18:16:1] 物品:太阳水	怪物:2465F5B0黑野猪8	地图:H002	X:98	Y:112 
[2024/8/18 18:16:5] 物品:强效太阳水	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效太阳水	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效太阳水	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效太阳水	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效太阳水	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效金创药	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效金创药	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效魔法药	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:强效魔法药	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:蓝翡翠项链	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:5] 物品:魔力手镯	怪物:0643A730尸王8	地图:H201	X:110	Y:161 
[2024/8/18 18:16:8] 物品:太阳水	怪物:2DDA8200黑锷蜘蛛	地图:D10061	X:13	Y:19 
[2024/8/18 18:16:8] 物品:强效金创药	怪物:2DDA8200黑锷蜘蛛	地图:D10061	X:13	Y:19 
[2024/8/18 18:16:8] 物品:强效魔法药	怪物:2DDA8200黑锷蜘蛛	地图:D10061	X:13	Y:19 
[2024/8/18 18:16:8] 物品:凌风	怪物:2DDA8200黑锷蜘蛛	地图:D10061	X:13	Y:19 
[2024/8/18 18:16:14] 物品:太阳水	怪物:2726F340血巨人	地图:D10061	X:15	Y:20 
[2024/8/18 18:16:14] 物品:强效太阳水	怪物:2726F340血巨人	地图:D10061	X:15	Y:20 
[2024/8/18 18:16:14] 物品:强效金创药	怪物:2726F340血巨人	地图:D10061	X:15	Y:20 
[2024/8/18 18:16:14] 物品:强效魔法药	怪物:2726F340血巨人	地图:D10061	X:15	Y:20 
[2024/8/18 18:16:14] 物品:蓝翡翠项链	怪物:2726F340血巨人	地图:D10061	X:15	Y:20 
[2024/8/18 18:16:15] 物品:抗拒火环	怪物:26E69100僵尸40	地图:H201	X:112	Y:161 
[2024/8/18 18:16:15] 物品:精神力战法	怪物:26E69100僵尸40	地图:H201	X:112	Y:161 
[2024/8/18 18:16:15] 物品:火球术	怪物:26E69100僵尸40	地图:H201	X:112	Y:161 
[2024/8/18 18:16:15] 物品:治愈术	怪物:26E69100僵尸40	地图:H201	X:112	Y:161 
[2024/8/18 18:16:15] 物品:基本剑术	怪物:26E69100僵尸40	地图:H201	X:112	Y:161 
[2024/8/18 18:16:15] 物品:魔法药(小量)	怪物:26E69100僵尸40	地图:H201	X:112	Y:161 
[2024/8/18 18:16:16] 物品:金创药(小量)	怪物:2B48E980僵尸5	地图:H201	X:113	Y:160 
[2024/8/18 18:16:16] 物品:魔法药(小量)	怪物:2B48E980僵尸5	地图:H201	X:113	Y:160 
[2024/8/18 18:16:16] 物品:太阳水	怪物:29BB5040钢牙蜘蛛	地图:D10061	X:14	Y:20 
[2024/8/18 18:16:16] 物品:强效金创药	怪物:29BB5040钢牙蜘蛛	地图:D10061	X:14	Y:20 
[2024/8/18 18:16:16] 物品:强效魔法药	怪物:29BB5040钢牙蜘蛛	地图:D10061	X:14	Y:20 
[2024/8/18 18:16:16] 物品:蛇眼戒指	怪物:29BB5040钢牙蜘蛛	地图:D10061	X:14	Y:20 
[2024/8/18 18:16:16] 物品:太阳水	怪物:23520E30黑锷蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:16] 物品:强效金创药	怪物:23520E30黑锷蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:16] 物品:强效魔法药	怪物:23520E30黑锷蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:16] 物品:白金项链	怪物:23520E30黑锷蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:16] 物品:坚固手套	怪物:23520E30黑锷蜘蛛	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:23] 物品:太阳水	怪物:27738180钢牙蜘蛛	地图:D10061	X:13	Y:20 
[2024/8/18 18:16:23] 物品:强效金创药	怪物:27738180钢牙蜘蛛	地图:D10061	X:13	Y:20 
[2024/8/18 18:16:23] 物品:强效魔法药	怪物:27738180钢牙蜘蛛	地图:D10061	X:13	Y:20 
[2024/8/18 18:16:23] 物品:灯笼项链	怪物:27738180钢牙蜘蛛	地图:D10061	X:13	Y:20 
[2024/8/18 18:16:28] 物品:太阳水	怪物:21EB0970巨型蠕虫	地图:D601	X:191	Y:33 
[2024/8/18 18:16:28] 物品:强效太阳水	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效太阳水	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效太阳水	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效太阳水	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效太阳水	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效金创药	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效金创药	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效魔法药	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:强效魔法药	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:珍珠戒指	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:生铁戒指	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:蓝翡翠项链	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:黑檀手镯	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:魔力手镯	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:28] 物品:冰咆哮	怪物:206322D0尸王8	地图:H201	X:117	Y:156 
[2024/8/18 18:16:29] 物品:太阳水	怪物:1A3550C0血巨人	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:29] 物品:强效太阳水	怪物:1A3550C0血巨人	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:29] 物品:强效金创药	怪物:1A3550C0血巨人	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:29] 物品:强效魔法药	怪物:1A3550C0血巨人	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:29] 物品:黑檀手镯	怪物:1A3550C0血巨人	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:29] 物品:魔法药(小量)	怪物:18387570僵尸5	地图:H201	X:115	Y:157 
[2024/8/18 18:16:29] 物品:火球术	怪物:18387570僵尸5	地图:H201	X:115	Y:157 
[2024/8/18 18:16:32] 物品:海魂	怪物:30975460黑色恶蛆	地图:D717	X:70	Y:51 
[2024/8/18 18:16:34] 物品:骷髅戒指	怪物:249D32E0祖玛弓箭手83	地图:H008	X:63	Y:28 
[2024/8/18 18:16:34] 物品:强效太阳水	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效太阳水	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效太阳水	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效太阳水	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效太阳水	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效金创药	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效金创药	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效魔法药	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:强效魔法药	怪物:0D89F6F0尸王8	地图:H001	X:75	Y:26 
[2024/8/18 18:16:34] 物品:瞬息移动	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:雷电术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:抗拒火环	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:精神力战法	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:火球术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:治愈术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:基本剑术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:34] 物品:金创药(小量)	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:36] 物品:金创药(小量)	怪物:2FF8A620僵尸5	地图:H201	X:114	Y:158 
[2024/8/18 18:16:43] 物品:大火球	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:抗拒火环	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:精神力战法	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:火球术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:治愈术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:基本剑术	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:黑色水晶项链	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:魔法药(小量)	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:43] 物品:魔法药(小量)	怪物:26E69100僵尸40	地图:H201	X:115	Y:158 
[2024/8/18 18:16:52] 物品:蓝翡翠项链	怪物:05717010跳跳蜂	地图:D601	X:134	Y:213 
[2024/8/18 18:16:53] 物品:太阳水	怪物:29B65B70黑色恶蛆8	地图:H004	X:70	Y:110 
[2024/8/18 18:16:56] 物品:幽灵盾	怪物:22431340恶灵尸王	地图:H201	X:121	Y:151 
[2024/8/18 18:16:58] 物品:强效太阳水	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:强效太阳水	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:疗伤药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:疗伤药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:强效金创药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:强效魔法药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:强效金创药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:强效魔法药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
[2024/8/18 18:16:58] 物品:强效魔法药	怪物:2801BCA0血僵尸	地图:D10061	X:17	Y:18 
