[2024/8/17 8:0:6] 物品:死神手套	怪物:27827FB0恶灵尸王8	地图:H001	X:38	Y:16 
[2024/8/17 8:19:39] 物品:强效太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:太阳水	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效金创药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:39] 物品:强效魔法药	怪物:28D40370石墓尸王8	地图:H006	X:80	Y:40 
[2024/8/17 8:19:40] 物品:传统项链	怪物:304FFC30稻草人	地图:0	X:147	Y:35 
[2024/8/17 8:19:45] 物品:牛角戒指	怪物:17BEB610骷髅	地图:D002	X:319	Y:267 
[2024/8/17 8:20:2] 物品:魔法药(小量)	怪物:18BDF170山洞蝙蝠	地图:D003	X:237	Y:67 
[2024/8/17 8:20:19] 物品:蓝色水晶戒指	怪物:30CC4070骷髅战将	地图:D002	X:327	Y:254 
[2024/8/17 8:20:27] 物品:魔法药(小量)	怪物:304D8F30稻草人	地图:0	X:118	Y:77 
[2024/8/17 8:20:27] 物品:金创药(中量)	怪物:19EEC0E0骷髅战将	地图:D002	X:326	Y:253 
[2024/8/17 8:20:32] 物品:古铜戒指	怪物:1E0D23C0稻草人	地图:0	X:118	Y:79 
[2024/8/17 8:20:38] 物品:攻击力药水	怪物:18888BA0骷髅	地图:D003	X:87	Y:292 
[2024/8/17 8:21:6] 物品:黑色水晶项链	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:金创药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:金创药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:金创药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:金创药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:魔法药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:魔法药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:魔法药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:6] 物品:魔法药(小量)	怪物:29BC2E20骷髅0	地图:D002	X:344	Y:257 
[2024/8/17 8:21:12] 物品:六角戒指	怪物:15B1FE50掷斧骷髅	地图:D002	X:346	Y:255 
[2024/8/17 8:21:12] 物品:钢手镯	怪物:15B1FE50掷斧骷髅	地图:D002	X:346	Y:255 
[2024/8/17 8:21:14] 物品:金创药(小量)	怪物:29C6D870稻草人	地图:0	X:91	Y:68 
[2024/8/17 8:21:15] 物品:金创药(中量)	怪物:184ECC80骷髅战将	地图:D003	X:83	Y:304 
[2024/8/17 8:21:21] 物品:八荒	怪物:1841CB20骷髅战士	地图:D003	X:82	Y:304 
[2024/8/17 8:21:30] 物品:金创药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:金创药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:金创药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:金创药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:魔法药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:魔法药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:魔法药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:30] 物品:魔法药(中量)	怪物:1B929600骷髅战士0	地图:D003	X:82	Y:302 
[2024/8/17 8:21:41] 物品:强效太阳水	怪物:28D49EC0白野猪80	地图:H006	X:75	Y:56 
[2024/8/17 8:21:41] 物品:强效太阳水	怪物:28D49EC0白野猪80	地图:H006	X:75	Y:56 
[2024/8/17 8:21:41] 物品:太阳水	怪物:28D49EC0白野猪80	地图:H006	X:75	Y:56 
[2024/8/17 8:21:41] 物品:生命项链	怪物:28D49EC0白野猪80	地图:H006	X:75	Y:56 
[2024/8/17 8:21:47] 物品:魔法力药水	怪物:18087AF0骷髅战士	地图:D002	X:338	Y:241 
[2024/8/17 8:21:49] 物品:金创药(小量)	怪物:284C7C80稻草人	地图:0	X:70	Y:70 
[2024/8/17 8:21:54] 物品:皮制手套	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:金创药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:金创药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:金创药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:金创药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:魔法药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:魔法药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:魔法药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:21:54] 物品:魔法药(中量)	怪物:18E41B00掷斧骷髅0	地图:D002	X:336	Y:237 
[2024/8/17 8:22:8] 物品:小手镯	怪物:052AB320骷髅战士	地图:D012	X:103	Y:133 
[2024/8/17 8:22:18] 物品:魔法药(小量)	怪物:29B9ED40山洞蝙蝠	地图:D002	X:344	Y:231 
[2024/8/17 8:22:31] 物品:金创药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:金创药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:金创药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:金创药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:魔法药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:魔法药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:魔法药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:31] 物品:魔法药(中量)	怪物:0D4C6830掷斧骷髅0	地图:D003	X:93	Y:304 
[2024/8/17 8:22:34] 物品:半月	怪物:30FAA2B0骷髅战将	地图:D002	X:348	Y:234 
[2024/8/17 8:22:39] 物品:金创药(小量)	怪物:18D004D0山洞蝙蝠	地图:D002	X:355	Y:227 
[2024/8/17 8:22:39] 物品:魔法药(小量)	怪物:18D004D0山洞蝙蝠	地图:D002	X:355	Y:227 
[2024/8/17 8:22:42] 物品:金创药(小量)	怪物:18F52A20骷髅战士	地图:D001	X:318	Y:352 
[2024/8/17 8:22:43] 物品:大手镯	怪物:050FACB0骷髅	地图:D012	X:139	Y:113 
[2024/8/17 8:23:6] 物品:小手镯	怪物:1935A8E0掷斧骷髅	地图:D003	X:100	Y:302 
[2024/8/17 8:23:8] 物品:太阳水	怪物:0DC4DF00黑色恶蛆8	地图:H006	X:77	Y:69 
[2024/8/17 8:23:15] 物品:黑檀项链	怪物:053F7AD0掷斧骷髅	地图:D012	X:153	Y:133 
[2024/8/17 8:23:16] 物品:太阳水	怪物:18ECBAF0黑色恶蛆8	地图:H001	X:124	Y:130 
[2024/8/17 8:23:21] 物品:金创药(小量)	怪物:29C43ED0骷髅战士	地图:D012	X:155	Y:132 
[2024/8/17 8:23:28] 物品:魔法药(小量)	怪物:054C4AC0山洞蝙蝠	地图:D012	X:163	Y:140 
[2024/8/17 8:23:34] 物品:金创药(小量)	怪物:30741C00骷髅战士	地图:D002	X:335	Y:214 
[2024/8/17 8:23:43] 物品:回城卷	怪物:0DCAAC10山洞蝙蝠	地图:D003	X:108	Y:308 
[2024/8/17 8:23:43] 物品:金创药(小量)	怪物:055139F0山洞蝙蝠	地图:D012	X:176	Y:147 
[2024/8/17 8:23:45] 物品:玻璃戒指	怪物:15B17930骷髅战士	地图:D002	X:335	Y:209 
[2024/8/17 8:23:47] 物品:MP强化药水	怪物:181957F0骷髅	地图:D003	X:107	Y:307 
[2024/8/17 8:23:49] 物品:金创药(小量)	怪物:3067BEE0稻草人	地图:0	X:79	Y:149 
[2024/8/17 8:23:59] 物品:金创药(中量)	怪物:05211310骷髅战将	地图:D012	X:181	Y:153 
[2024/8/17 8:24:4] 物品:大手镯	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:金创药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:金创药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:金创药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:金创药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:魔法药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:魔法药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:魔法药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:4] 物品:魔法药(小量)	怪物:054A6420骷髅0	地图:D012	X:180	Y:153 
[2024/8/17 8:24:9] 物品:金创药(中量)	怪物:2816F340骷髅战将	地图:D003	X:113	Y:312 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:太阳水	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效金创药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:强效魔法药	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:凌风	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:地狱雷光	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:15] 物品:冰咆哮	怪物:28D419A0石墓尸王8	地图:H006	X:81	Y:55 
[2024/8/17 8:24:20] 物品:魔法药(小量)	怪物:0555C4F0僵尸3	地图:D413	X:20	Y:18 
[2024/8/17 8:24:28] 物品:魔法药(小量)	怪物:050C4720骷髅战士	地图:D012	X:198	Y:144 
[2024/8/17 8:24:31] 物品:强效太阳水	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:太阳水	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:魔法药(中量)	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:魔法药(中量)	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:黑色水晶戒指	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:骷髅戒指	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:大火球	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:攻杀剑术	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:31] 物品:集体隐身术	怪物:18CA7610骷髅精灵	地图:D002	X:333	Y:208 
[2024/8/17 8:24:35] 物品:金创药(小量)	怪物:18CFEEA0山洞蝙蝠	地图:D002	X:333	Y:200 
[2024/8/17 8:24:37] 物品:魔法药(小量)	怪物:1890BCA0僵尸3	地图:D413	X:9	Y:10 
[2024/8/17 8:24:39] 物品:回城卷	怪物:057460F0山洞蝙蝠0	地图:D003	X:107	Y:312 
[2024/8/17 8:24:39] 物品:回城卷	怪物:057460F0山洞蝙蝠0	地图:D003	X:107	Y:312 
[2024/8/17 8:24:39] 物品:回城卷	怪物:057460F0山洞蝙蝠0	地图:D003	X:107	Y:312 
[2024/8/17 8:24:39] 物品:回城卷	怪物:057460F0山洞蝙蝠0	地图:D003	X:107	Y:312 
[2024/8/17 8:24:39] 物品:回城卷	怪物:057460F0山洞蝙蝠0	地图:D003	X:107	Y:312 
[2024/8/17 8:24:41] 物品:六角戒指	怪物:28BF5FA0骷髅	地图:D002	X:372	Y:351 
[2024/8/17 8:24:55] 物品:强效太阳水	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效太阳水	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效太阳水	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效太阳水	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效太阳水	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效金创药	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效金创药	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效魔法药	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:强效魔法药	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:黑色水晶戒指	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:24:55] 物品:蛇眼戒指	怪物:0527D430尸王8	地图:H001	X:77	Y:135 
[2024/8/17 8:25:3] 物品:金创药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:金创药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:金创药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:金创药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:魔法药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:魔法药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:魔法药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:魔法药(中量)	怪物:17FDEEA0骷髅战士0	地图:D003	X:106	Y:296 
[2024/8/17 8:25:3] 物品:轻型盔甲(男)	怪物:1861D870掷斧骷髅	地图:D002	X:322	Y:212 
[2024/8/17 8:25:4] 物品:金创药(小量)	怪物:0506E900骷髅战士	地图:D012	X:190	Y:124 
[2024/8/17 8:25:4] 物品:六角戒指	怪物:0506E900骷髅战士	地图:D012	X:190	Y:124 
[2024/8/17 8:25:5] 物品:抗拒火环	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:八荒	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:海魂	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:凌风	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:蓝色水晶戒指	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:凤凰明珠	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:坚固手套	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:黑檀项链	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:5] 物品:黄色水晶项链	怪物:2875B320僵尸30	地图:D413	X:29	Y:9 
[2024/8/17 8:25:7] 物品:强效太阳水	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效太阳水	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效太阳水	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效太阳水	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效太阳水	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效金创药	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效金创药	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效魔法药	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:强效魔法药	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:珍珠戒指	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:7] 物品:魅力戒指	怪物:03B24200尸王8	地图:H001	X:133	Y:29 
[2024/8/17 8:25:13] 物品:金创药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:金创药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:金创药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:金创药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:魔法药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:魔法药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:魔法药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:13] 物品:魔法药(中量)	怪物:0587DBD0骷髅战将0	地图:D003	X:106	Y:294 
[2024/8/17 8:25:18] 物品:金创药(小量)	怪物:057D7410山洞蝙蝠	地图:D001	X:61	Y:236 
[2024/8/17 8:25:23] 物品:金创药(中量)	怪物:052155A0骷髅战将	地图:D012	X:201	Y:123 
[2024/8/17 8:25:27] 物品:金创药(小量)	怪物:29B33130僵尸3	地图:D413	X:26	Y:32 
[2024/8/17 8:25:29] 物品:魔法药(小量)	怪物:1888B800骷髅战士	地图:D002	X:314	Y:212 
[2024/8/17 8:25:31] 物品:魔法药(小量)	怪物:18E0BB30稻草人	地图:0	X:120	Y:173 
[2024/8/17 8:25:42] 物品:金创药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:金创药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:金创药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:金创药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:魔法药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:魔法药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:魔法药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:42] 物品:魔法药(中量)	怪物:0D52A430骷髅战将0	地图:D003	X:108	Y:286 
[2024/8/17 8:25:45] 物品:金创药(小量)	怪物:054DADC0山洞蝙蝠	地图:D012	X:185	Y:165 
