[2024/8/18 16:0:3] 物品:金创药(小量)	怪物:15AD4780僵尸4	地图:H201	X:51	Y:97 
[2024/8/18 16:12:11] 物品:强效太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:太阳水	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效金创药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:强效魔法药	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:虹魔项链	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:魔法长袍(男)	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:11] 物品:黑色水晶戒指	怪物:1C114010虹魔蝎卫8	地图:H204	X:52	Y:43 
[2024/8/18 16:12:16] 物品:生铁戒指	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:太阳水	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:太阳水	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:太阳水	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:太阳水	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:金创药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:金创药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:金创药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:金创药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:魔法药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:魔法药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:魔法药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:魔法药(中量)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:16] 物品:重盔甲(女)	怪物:1EC2C950蜈蚣0	地图:D601	X:85	Y:126 
[2024/8/18 16:12:17] 物品:金创药(小量)	怪物:0DE07C80僵尸5	地图:H201	X:82	Y:70 
[2024/8/18 16:12:17] 物品:魔法药(小量)	怪物:0DE07C80僵尸5	地图:H201	X:82	Y:70 
[2024/8/18 16:12:19] 物品:半月	怪物:03B773C0跳跳蜂	地图:D601	X:200	Y:176 
[2024/8/18 16:12:20] 物品:瞬息移动	怪物:30BA4D40恶灵僵尸	地图:D2051	X:37	Y:121 
[2024/8/18 16:12:22] 物品:强效太阳水	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效太阳水	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效太阳水	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效太阳水	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效太阳水	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效金创药	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效金创药	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效魔法药	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:强效魔法药	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:珊瑚戒指	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:珍珠戒指	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:22] 物品:生铁戒指	怪物:1F25BF10尸王8	地图:H201	X:83	Y:70 
[2024/8/18 16:12:24] 物品:强效太阳水	怪物:19F101C0邪恶巨人0	地图:D2001A	X:83	Y:86 
[2024/8/18 16:12:24] 物品:强效太阳水	怪物:19F101C0邪恶巨人0	地图:D2001A	X:83	Y:86 
[2024/8/18 16:12:24] 物品:强效太阳水	怪物:19F101C0邪恶巨人0	地图:D2001A	X:83	Y:86 
[2024/8/18 16:12:24] 物品:铂金戒指	怪物:19F101C0邪恶巨人0	地图:D2001A	X:83	Y:86 
[2024/8/18 16:12:26] 物品:竹笛	怪物:18645A60黑野猪8	地图:H002	X:107	Y:99 
[2024/8/18 16:12:27] 物品:道士手镯	怪物:27CF1FE0黑野猪8	地图:H002	X:197	Y:92 
[2024/8/18 16:12:32] 物品:魔力手镯	怪物:2C8DECA0祖玛卫士8	地图:H204	X:47	Y:45 
[2024/8/18 16:12:32] 物品:黑檀手镯	怪物:2C8DECA0祖玛卫士8	地图:H204	X:47	Y:45 
[2024/8/18 16:12:33] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效太阳水	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效金创药	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效金创药	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效魔法药	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:强效魔法药	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:珊瑚戒指	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:凝霜	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:蓝翡翠项链	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:黑檀手镯	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:33] 物品:魔力手镯	怪物:1920CC80尸王8	地图:H201	X:78	Y:69 
[2024/8/18 16:12:35] 物品:太阳水	怪物:2F06CEF0黑野猪8	地图:H002	X:102	Y:106 
[2024/8/18 16:12:36] 物品:寒冰掌	怪物:2239A3D0魔龙战将	地图:65	X:87	Y:101 
[2024/8/18 16:12:36] 物品:强效太阳水	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:36] 物品:强效太阳水	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:36] 物品:强效太阳水	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:36] 物品:强效太阳水	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:36] 物品:魔杖	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:36] 物品:思贝儿手镯	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:36] 物品:辟邪手镯	怪物:18A0B320邪恶巨人0	地图:D2001A	X:81	Y:92 
[2024/8/18 16:12:40] 物品:魔法药(小量)	怪物:2F150D60僵尸4	地图:H201	X:77	Y:70 
[2024/8/18 16:12:40] 物品:金创药(中量)	怪物:2DDA2940僵尸10	地图:H201	X:77	Y:71 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:太阳水	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:金创药(中量)	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:金创药(中量)	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:金创药(中量)	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:魔法药(中量)	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:魔法药(中量)	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:魔法药(中量)	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效金创药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:强效魔法药	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:记忆头盔	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:40] 物品:偃月	怪物:05A57590虹魔猪卫8	地图:H204	X:47	Y:46 
[2024/8/18 16:12:42] 物品:银手镯	怪物:1EBC1A20骷髅	地图:D002	X:348	Y:72 
[2024/8/18 16:12:43] 物品:太阳水	怪物:1832BA50黑野猪8	地图:H002	X:196	Y:83 
[2024/8/18 16:12:46] 物品:精神力药水	怪物:2F4625F0僵尸4	地图:H201	X:79	Y:70 
[2024/8/18 16:12:49] 物品:幽灵盾	怪物:24B1B800恶灵尸王	地图:D2051	X:37	Y:120 
[2024/8/18 16:12:49] 物品:隐身术	怪物:24B1B800恶灵尸王	地图:D2051	X:37	Y:120 
[2024/8/18 16:12:49] 物品:雷电术	怪物:24B1B800恶灵尸王	地图:D2051	X:37	Y:120 
[2024/8/18 16:12:49] 物品:诱惑之光	怪物:24B1B800恶灵尸王	地图:D2051	X:37	Y:120 
[2024/8/18 16:12:49] 物品:瞬息移动	怪物:24B1B800恶灵尸王	地图:D2051	X:37	Y:120 
[2024/8/18 16:12:53] 物品:强效太阳水	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效太阳水	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效太阳水	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效太阳水	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效太阳水	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效金创药	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效金创药	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效魔法药	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:强效魔法药	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:蛇眼戒指	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:珍珠戒指	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:魅力戒指	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:黑檀手镯	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:魔力手镯	怪物:24B06B30尸王8	地图:H001	X:23	Y:58 
[2024/8/18 16:12:53] 物品:魔法药(中量)	怪物:31E6D8E0骷髅战将	地图:D002	X:350	Y:84 
[2024/8/18 16:12:53] 物品:轻型盔甲(男)	怪物:31E6D8E0骷髅战将	地图:D002	X:350	Y:84 
[2024/8/18 16:12:55] 物品:强效太阳水	怪物:2908EEA0邪恶巨人0	地图:D2001A	X:85	Y:72 
[2024/8/18 16:12:55] 物品:强效太阳水	怪物:2908EEA0邪恶巨人0	地图:D2001A	X:85	Y:72 
[2024/8/18 16:12:55] 物品:强效太阳水	怪物:2908EEA0邪恶巨人0	地图:D2001A	X:85	Y:72 
[2024/8/18 16:12:55] 物品:强效太阳水	怪物:2908EEA0邪恶巨人0	地图:D2001A	X:85	Y:72 
[2024/8/18 16:12:55] 物品:幽灵手套	怪物:2908EEA0邪恶巨人0	地图:D2001A	X:85	Y:72 
[2024/8/18 16:12:56] 物品:魔法药(中量)	怪物:24955150恶灵僵尸	地图:D2051	X:37	Y:119 
[2024/8/18 16:13:4] 物品:太阳水	怪物:1FD43840蜈蚣	地图:D601	X:205	Y:193 
[2024/8/18 16:13:4] 物品:灵魂战衣(女)	怪物:1FD43840蜈蚣	地图:D601	X:205	Y:193 
[2024/8/18 16:13:9] 物品:心灵启示	怪物:2F3CADC0恶灵尸王	地图:D2051	X:36	Y:113 
[2024/8/18 16:13:9] 物品:爆裂火焰	怪物:2F3CADC0恶灵尸王	地图:D2051	X:36	Y:113 
[2024/8/18 16:13:9] 物品:集体隐身术	怪物:2F3CADC0恶灵尸王	地图:D2051	X:36	Y:113 
[2024/8/18 16:13:9] 物品:施毒术	怪物:2F3CADC0恶灵尸王	地图:D2051	X:36	Y:113 
[2024/8/18 16:13:9] 物品:强效太阳水	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效太阳水	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效太阳水	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效太阳水	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效太阳水	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效金创药	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效金创药	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效魔法药	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:强效魔法药	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:珍珠戒指	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:蓝翡翠项链	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:黑檀手镯	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:9] 物品:魔力手镯	怪物:18380680尸王8	地图:H201	X:72	Y:76 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效太阳水	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效金创药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:强效魔法药	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:黑铁头盔(封印)	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:躲避手链	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:心灵手镯	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:重盔甲(男)	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
[2024/8/18 16:13:10] 物品:重盔甲(女)	怪物:2F32F780黄泉教主8	地图:H204	X:48	Y:45 
