[2024/8/19 22:0:0] 物品:强效太阳水	怪物:280A5830祖玛雕像8	地图:H204	X:49	Y:10 
[2024/8/19 22:11:55] 物品:强效魔法药	怪物:0DA1FA90沃玛卫士8	地图:H204	X:65	Y:32 
[2024/8/19 22:11:55] 物品:凤凰明珠	怪物:0DA1FA90沃玛卫士8	地图:H204	X:65	Y:32 
[2024/8/19 22:11:55] 物品:道德戒指	怪物:0DA1FA90沃玛卫士8	地图:H204	X:65	Y:32 
[2024/8/19 22:11:55] 物品:刺杀剑术	怪物:0DA1FA90沃玛卫士8	地图:H204	X:65	Y:32 
[2024/8/19 22:11:56] 物品:强效金创药	怪物:29498E50牛魔将军8	地图:H010	X:370	Y:76 
[2024/8/19 22:12:1] 物品:八荒	怪物:1A417CE0祖玛弓箭手8	地图:H204	X:70	Y:29 
[2024/8/19 22:12:2] 物品:灵魂战衣(男)	怪物:19CEF9B0牛魔侍卫8	地图:H010	X:369	Y:75 
[2024/8/19 22:12:3] 物品:凤凰明珠	怪物:1EA8DE30祖玛雕像8	地图:H204	X:68	Y:30 
[2024/8/19 22:12:6] 物品:金手镯	怪物:21AEE150祖玛卫士8	地图:H204	X:67	Y:29 
[2024/8/19 22:12:8] 物品:强效太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:太阳水	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:金创药(中量)	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:金创药(中量)	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:金创药(中量)	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效金创药	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效金创药	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:魔法药(中量)	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:魔法药(中量)	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:魔法药(中量)	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效魔法药	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:强效魔法药	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:蛇眼戒指	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:道德戒指	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:蓝色水晶戒指	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:道士手镯	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:魔力手镯	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:刺杀剑术	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:地狱火	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:召唤骷髅	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:抗拒火环	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:精神力战法	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:治愈术	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:基本剑术	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:火球术	怪物:28616C50尸王	地图:H201	X:165	Y:62 
[2024/8/19 22:12:8] 物品:重盔甲(男)	怪物:21D07840祖玛雕像8	地图:H204	X:67	Y:29 
[2024/8/19 22:12:10] 物品:降魔	怪物:19D74E70牛魔侍卫8	地图:H010	X:373	Y:71 
[2024/8/19 22:12:10] 物品:强效太阳水	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效太阳水	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:太阳水	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:太阳水	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:疗伤药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:疗伤药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效金创药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效金创药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效魔法药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效魔法药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效金创药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效金创药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效魔法药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:强效魔法药	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:召唤神兽	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:记忆头盔	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:10] 物品:道德戒指	怪物:18133B70黑锷蜘蛛0	地图:D10052	X:136	Y:26 
[2024/8/19 22:12:13] 物品:坚固手套	怪物:2DEF9080祖玛弓箭手8	地图:H204	X:71	Y:29 
[2024/8/19 22:12:14] 物品:强效太阳水	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效太阳水	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效太阳水	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效太阳水	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效太阳水	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效金创药	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效金创药	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效魔法药	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:强效魔法药	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:黑檀手镯	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:14] 物品:魔力手镯	怪物:2DE51290尸王8	地图:H201	X:164	Y:63 
[2024/8/19 22:12:16] 物品:魔法药(小量)	怪物:30D03B90僵尸5	地图:H201	X:165	Y:61 
[2024/8/19 22:12:16] 物品:基本剑术	怪物:30D03B90僵尸5	地图:H201	X:165	Y:61 
[2024/8/19 22:12:19] 物品:强效太阳水	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效太阳水	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效太阳水	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效太阳水	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效太阳水	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效金创药	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效金创药	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效魔法药	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:强效魔法药	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:死神手套	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:凝霜	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:黑檀手镯	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:19] 物品:魔力手镯	怪物:29839CF0尸王8	地图:H201	X:163	Y:61 
[2024/8/19 22:12:21] 物品:太阳水	怪物:231DEC30钢牙蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:21] 物品:强效金创药	怪物:231DEC30钢牙蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:21] 物品:强效魔法药	怪物:231DEC30钢牙蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:21] 物品:强效太阳水	怪物:289B3340牛魔祭司0	地图:H010	X:374	Y:69 
[2024/8/19 22:12:21] 物品:强效太阳水	怪物:289B3340牛魔祭司0	地图:H010	X:374	Y:69 
[2024/8/19 22:12:21] 物品:太阳水	怪物:289B3340牛魔祭司0	地图:H010	X:374	Y:69 
[2024/8/19 22:12:21] 物品:太阳水	怪物:289B3340牛魔祭司0	地图:H010	X:374	Y:69 
[2024/8/19 22:12:21] 物品:太阳水	怪物:289B3340牛魔祭司0	地图:H010	X:374	Y:69 
[2024/8/19 22:12:21] 物品:白色虎齿项链	怪物:289B3340牛魔祭司0	地图:H010	X:374	Y:69 
[2024/8/19 22:12:22] 物品:太阳水	怪物:233656E0黑锷蜘蛛	地图:D10052	X:135	Y:27 
[2024/8/19 22:12:22] 物品:强效金创药	怪物:233656E0黑锷蜘蛛	地图:D10052	X:135	Y:27 
[2024/8/19 22:12:22] 物品:强效魔法药	怪物:233656E0黑锷蜘蛛	地图:D10052	X:135	Y:27 
[2024/8/19 22:12:22] 物品:金手镯	怪物:233656E0黑锷蜘蛛	地图:D10052	X:135	Y:27 
[2024/8/19 22:12:22] 物品:白色虎齿项链	怪物:233656E0黑锷蜘蛛	地图:D10052	X:135	Y:27 
[2024/8/19 22:12:24] 物品:斩马刀	怪物:19583490祖玛卫士8	地图:H204	X:76	Y:27 
[2024/8/19 22:12:24] 物品:道士头盔	怪物:19583490祖玛卫士8	地图:H204	X:76	Y:27 
[2024/8/19 22:12:25] 物品:凌风	怪物:22499950祖玛卫士8	地图:H204	X:78	Y:35 
[2024/8/19 22:12:27] 物品:强效太阳水	怪物:29A66E20牛魔祭司0	地图:H010	X:374	Y:70 
[2024/8/19 22:12:27] 物品:强效太阳水	怪物:29A66E20牛魔祭司0	地图:H010	X:374	Y:70 
[2024/8/19 22:12:27] 物品:太阳水	怪物:29A66E20牛魔祭司0	地图:H010	X:374	Y:70 
[2024/8/19 22:12:27] 物品:太阳水	怪物:29A66E20牛魔祭司0	地图:H010	X:374	Y:70 
[2024/8/19 22:12:27] 物品:天珠项链	怪物:29A66E20牛魔祭司0	地图:H010	X:374	Y:70 
[2024/8/19 22:12:27] 物品:偃月	怪物:29A66E20牛魔祭司0	地图:H010	X:374	Y:70 
[2024/8/19 22:12:27] 物品:金创药(小量)	怪物:1F1FC5A0僵尸4	地图:H201	X:166	Y:56 
[2024/8/19 22:12:27] 物品:魔法药(小量)	怪物:1F1FC5A0僵尸4	地图:H201	X:166	Y:56 
[2024/8/19 22:12:30] 物品:白色虎齿项链	怪物:2B359F40牛魔侍卫8	地图:H010	X:373	Y:69 
[2024/8/19 22:12:36] 物品:太阳水	怪物:2FAE78C0黑锷蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:36] 物品:强效金创药	怪物:2FAE78C0黑锷蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:36] 物品:强效魔法药	怪物:2FAE78C0黑锷蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:36] 物品:疗伤药	怪物:2FAE78C0黑锷蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:36] 物品:小手镯	怪物:2FAE78C0黑锷蜘蛛	地图:D10052	X:136	Y:27 
[2024/8/19 22:12:39] 物品:金创药(小量)	怪物:284FBE50僵尸4	地图:H201	X:169	Y:56 
[2024/8/19 22:12:39] 物品:抗拒火环	怪物:284FBE50僵尸4	地图:H201	X:169	Y:56 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:太阳水	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:金创药(中量)	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:金创药(中量)	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:金创药(中量)	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:魔法药(中量)	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:魔法药(中量)	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:魔法药(中量)	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效金创药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:强效魔法药	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:龙之戒指	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:42] 物品:红宝石戒指	怪物:1F101B00白野猪8	地图:H204	X:67	Y:25 
[2024/8/19 22:12:43] 物品:魔法长袍(男)	怪物:291CAC10牛魔法师8	地图:H010	X:378	Y:64 
[2024/8/19 22:12:43] 物品:降魔	怪物:291CAC10牛魔法师8	地图:H010	X:378	Y:64 
[2024/8/19 22:12:46] 物品:瞬息移动	怪物:19EF2FD0僵尸1	地图:H201	X:168	Y:55 
[2024/8/19 22:12:49] 物品:金戒指	怪物:2B54B710牛魔法师8	地图:H010	X:378	Y:62 
[2024/8/19 22:12:51] 物品:金创药(小量)	怪物:1F1FC5A0僵尸4	地图:H201	X:168	Y:56 
[2024/8/19 22:12:54] 物品:强效太阳水	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:54] 物品:强效太阳水	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:54] 物品:疗伤药	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:54] 物品:疗伤药	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:54] 物品:强效金创药	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:54] 物品:强效魔法药	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:54] 物品:强效金创药	怪物:2334B150血僵尸	地图:D10052	X:137	Y:26 
[2024/8/19 22:12:58] 物品:太阳水	怪物:233F1CB0暴牙蜘蛛	地图:D10052	X:139	Y:29 
[2024/8/19 22:12:58] 物品:强效魔法药	怪物:233F1CB0暴牙蜘蛛	地图:D10052	X:139	Y:29 
[2024/8/19 22:12:58] 物品:疗伤药	怪物:233F1CB0暴牙蜘蛛	地图:D10052	X:139	Y:29 
[2024/8/19 22:12:59] 物品:强效太阳水	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效太阳水	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效太阳水	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效太阳水	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效太阳水	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效金创药	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效金创药	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效魔法药	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:强效魔法药	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:骷髅戒指	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:魔力手镯	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:12:59] 物品:野蛮冲撞	怪物:03B54910尸王8	地图:H201	X:170	Y:56 
[2024/8/19 22:13:2] 物品:魔法药(小量)	怪物:17B6FE20僵尸4	地图:H201	X:168	Y:56 
[2024/8/19 22:13:2] 物品:魔法药(小量)	怪物:1C77C720僵尸4	地图:H201	X:169	Y:56 
[2024/8/19 22:13:6] 物品:强效太阳水	怪物:0B8A78F0牛魔将军0	地图:H010	X:384	Y:56 
[2024/8/19 22:13:6] 物品:强效太阳水	怪物:0B8A78F0牛魔将军0	地图:H010	X:384	Y:56 
[2024/8/19 22:13:6] 物品:太阳水	怪物:0B8A78F0牛魔将军0	地图:H010	X:384	Y:56 
[2024/8/19 22:13:6] 物品:太阳水	怪物:0B8A78F0牛魔将军0	地图:H010	X:384	Y:56 
[2024/8/19 22:13:6] 物品:太阳水	怪物:0B8A78F0牛魔将军0	地图:H010	X:384	Y:56 
[2024/8/19 22:13:6] 物品:夏普儿手镯	怪物:0B8A78F0牛魔将军0	地图:H010	X:384	Y:56 
[2024/8/19 22:13:13] 物品:太阳水	怪物:1DFB4E70钢牙蜘蛛	地图:D10062	X:11	Y:24 
[2024/8/19 22:13:13] 物品:强效金创药	怪物:1DFB4E70钢牙蜘蛛	地图:D10062	X:11	Y:24 
[2024/8/19 22:13:13] 物品:强效魔法药	怪物:1DFB4E70钢牙蜘蛛	地图:D10062	X:11	Y:24 
[2024/8/19 22:13:13] 物品:黑色水晶戒指	怪物:1DFB4E70钢牙蜘蛛	地图:D10062	X:11	Y:24 
[2024/8/19 22:13:13] 物品:金创药(小量)	怪物:0386D3F0僵尸5	地图:H201	X:173	Y:54 
[2024/8/19 22:13:13] 物品:魔法药(小量)	怪物:0386D3F0僵尸5	地图:H201	X:173	Y:54 
[2024/8/19 22:13:15] 物品:金创药(小量)	怪物:1523FA20僵尸5	地图:H201	X:174	Y:53 
[2024/8/19 22:13:17] 物品:魔法药(小量)	怪物:29C80D90僵尸5	地图:H201	X:175	Y:54 
[2024/8/19 22:13:18] 物品:金创药(小量)	怪物:05911710僵尸4	地图:H201	X:173	Y:54 
[2024/8/19 22:13:21] 物品:太阳水	怪物:31F8C9F0牛魔将军0	地图:H010	X:382	Y:50 
[2024/8/19 22:13:21] 物品:太阳水	怪物:31F8C9F0牛魔将军0	地图:H010	X:382	Y:50 
[2024/8/19 22:13:21] 物品:银蛇	怪物:31F8C9F0牛魔将军0	地图:H010	X:382	Y:50 
[2024/8/19 22:13:28] 物品:火球术	怪物:30AE3680僵尸1	地图:H201	X:175	Y:54 
[2024/8/19 22:13:33] 物品:强效太阳水	怪物:2A1FA900牛魔祭司0	地图:H010	X:380	Y:51 
[2024/8/19 22:13:33] 物品:强效太阳水	怪物:2A1FA900牛魔祭司0	地图:H010	X:380	Y:51 
[2024/8/19 22:13:33] 物品:太阳水	怪物:2A1FA900牛魔祭司0	地图:H010	X:380	Y:51 
[2024/8/19 22:13:33] 物品:魔法长袍(男)	怪物:2A1FA900牛魔祭司0	地图:H010	X:380	Y:51 
[2024/8/19 22:13:34] 物品:魔法药(小量)	怪物:28E697F0僵尸5	地图:H201	X:174	Y:53 
[2024/8/19 22:13:38] 物品:金创药(小量)	怪物:1F1FC5A0僵尸4	地图:H201	X:173	Y:54 
[2024/8/19 22:13:40] 物品:强效太阳水	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效太阳水	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效太阳水	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效太阳水	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效太阳水	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效金创药	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效金创药	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效魔法药	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:强效魔法药	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:黑色水晶戒指	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:珍珠戒指	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:凝霜	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:魅力戒指	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:40] 物品:魔力手镯	怪物:27F49C70尸王8	地图:H201	X:175	Y:55 
[2024/8/19 22:13:41] 物品:强效太阳水	怪物:320E0D80牛魔将军0	地图:H010	X:380	Y:50 
[2024/8/19 22:13:41] 物品:强效太阳水	怪物:320E0D80牛魔将军0	地图:H010	X:380	Y:50 
[2024/8/19 22:13:41] 物品:太阳水	怪物:320E0D80牛魔将军0	地图:H010	X:380	Y:50 
[2024/8/19 22:13:41] 物品:太阳水	怪物:320E0D80牛魔将军0	地图:H010	X:380	Y:50 
[2024/8/19 22:13:41] 物品:太阳水	怪物:320E0D80牛魔将军0	地图:H010	X:380	Y:50 
[2024/8/19 22:13:41] 物品:太阳水	怪物:320E0D80牛魔将军0	地图:H010	X:380	Y:50 
