[2024/8/17 3:0:10] 物品:黑檀项链	怪物:28BD3670骷髅	地图:D003	X:302	Y:302 
[2024/8/17 3:26:35] 物品:青铜斧	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:金创药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:金创药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:金创药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:金创药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:魔法药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:魔法药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:魔法药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:35] 物品:魔法药(中量)	怪物:039AC7C0掷斧骷髅0	地图:D003	X:245	Y:155 
[2024/8/17 3:26:58] 物品:太阳水	怪物:05A123C0僵尸2	地图:D401	X:114	Y:108 
[2024/8/17 3:27:8] 物品:金创药(小量)	怪物:182DCB20骷髅战士	地图:D003	X:218	Y:152 
[2024/8/17 3:27:12] 物品:强效太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:太阳水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:金创药(中量)	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:金创药(中量)	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效金创药	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效金创药	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效金创药	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:魔法药(中量)	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:魔法药(中量)	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效魔法药	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效魔法药	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:强效魔法药	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:攻击神水	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:12] 物品:凝霜	怪物:056D8B20沃玛卫士8	地图:H003	X:23	Y:25 
[2024/8/17 3:27:31] 物品:金创药(小量)	怪物:18604910僵尸3	地图:D401	X:113	Y:107 
[2024/8/17 3:29:0] 物品:精神力药水	怪物:0587AF70僵尸2	地图:D401	X:32	Y:23 
[2024/8/17 3:29:24] 物品:金创药(小量)	怪物:056C3E50僵尸3	地图:D401	X:107	Y:108 
[2024/8/17 3:29:33] 物品:黑檀项链	怪物:196DC3F0骷髅	地图:D003	X:243	Y:184 
[2024/8/17 3:29:47] 物品:六角戒指	怪物:0642F5B0掷斧骷髅	地图:D003	X:252	Y:196 
[2024/8/17 3:29:58] 物品:金创药(小量)	怪物:30522B60山洞蝙蝠	地图:D003	X:259	Y:201 
[2024/8/17 3:30:0] 物品:金创药(小量)	怪物:2A969B20稻草人	地图:0	X:269	Y:601 
[2024/8/17 3:30:30] 物品:精神力战法	怪物:23744120僵尸2	地图:D401	X:103	Y:110 
[2024/8/17 3:30:37] 物品:魔法药(中量)	怪物:18F513F0恶灵僵尸8	地图:H001	X:68	Y:111 
[2024/8/17 3:30:39] 物品:金创药(中量)	怪物:1887F050骷髅战将	地图:D003	X:264	Y:223 
[2024/8/17 3:31:14] 物品:金创药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:金创药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:金创药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:金创药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:魔法药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:魔法药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:魔法药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:14] 物品:魔法药(中量)	怪物:29A9CDF0骷髅战士0	地图:D003	X:273	Y:234 
[2024/8/17 3:31:26] 物品:金创药(小量)	怪物:29A5BCA0僵尸3	地图:D401	X:35	Y:98 
[2024/8/17 3:31:49] 物品:太阳水	怪物:28E25020黑色恶蛆8	地图:H001	X:110	Y:25 
[2024/8/17 3:32:20] 物品:玻璃戒指	怪物:0516C510骷髅战将	地图:D003	X:287	Y:232 
[2024/8/17 3:32:20] 物品:魔法药(小量)	怪物:15CEDAD0僵尸3	地图:D401	X:100	Y:111 
[2024/8/17 3:32:33] 物品:金创药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:金创药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:金创药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:金创药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:魔法药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:魔法药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:魔法药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:33] 物品:魔法药(中量)	怪物:0D68EB70骷髅战将0	地图:D003	X:278	Y:223 
[2024/8/17 3:32:34] 物品:魅力戒指	怪物:30F6FD60钳虫8	地图:H001	X:106	Y:20 
[2024/8/17 3:32:44] 物品:金创药(中量)	怪物:1B0AD670骷髅战将	地图:D003	X:273	Y:222 
[2024/8/17 3:32:59] 物品:短剑	怪物:1840C0E0骷髅	地图:D003	X:273	Y:214 
[2024/8/17 3:33:0] 物品:魔法药(小量)	怪物:2A90BF10骷髅战士	地图:D003	X:273	Y:215 
[2024/8/17 3:33:15] 物品:短剑	怪物:1C1E9600骷髅战士	地图:D003	X:269	Y:210 
[2024/8/17 3:34:26] 物品:金创药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:金创药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:金创药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:金创药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:魔法药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:魔法药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:魔法药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:26] 物品:魔法药(中量)	怪物:057E6C60掷斧骷髅0	地图:D003	X:227	Y:173 
[2024/8/17 3:34:28] 物品:强效太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:太阳水	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:金创药(中量)	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:金创药(中量)	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效金创药	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效金创药	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效金创药	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:魔法药(中量)	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:魔法药(中量)	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效魔法药	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效魔法药	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:强效魔法药	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:重盔甲(女)	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:琥珀项链	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:28] 物品:集体隐身术	怪物:0D6F7CA0沃玛卫士8	地图:H003	X:45	Y:64 
[2024/8/17 3:34:45] 物品:大火球	怪物:189E7240僵尸2	地图:D401	X:94	Y:104 
[2024/8/17 3:35:29] 物品:轻型盔甲(女)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:金创药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:金创药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:金创药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:金创药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:魔法药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:魔法药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:魔法药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:35:29] 物品:魔法药(小量)	怪物:28E2BF10骷髅0	地图:D003	X:292	Y:212 
[2024/8/17 3:36:0] 物品:金创药(小量)	怪物:190198D0骷髅战士	地图:D003	X:302	Y:215 
[2024/8/17 3:36:33] 物品:皮制手套	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:钢手镯	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:金创药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:金创药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:金创药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:金创药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:魔法药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:魔法药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:魔法药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:36:33] 物品:魔法药(中量)	怪物:27A850C0掷斧骷髅0	地图:D003	X:298	Y:227 
[2024/8/17 3:37:8] 物品:召唤骷髅	怪物:183A4760僵尸3	地图:D401	X:94	Y:98 
[2024/8/17 3:37:8] 物品:精神力药水	怪物:183A4760僵尸3	地图:D401	X:94	Y:98 
[2024/8/17 3:37:11] 物品:魔法药(小量)	怪物:15B16300山洞蝙蝠	地图:D003	X:309	Y:240 
[2024/8/17 3:37:31] 物品:金创药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:金创药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:金创药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:金创药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:魔法药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:魔法药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:魔法药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:31] 物品:魔法药(中量)	怪物:30B075E0骷髅战士0	地图:D003	X:312	Y:234 
[2024/8/17 3:37:38] 物品:轻型盔甲(女)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:金创药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:金创药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:金创药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:金创药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:魔法药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:魔法药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:魔法药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:38] 物品:魔法药(中量)	怪物:1C0D93B0掷斧骷髅0	地图:D003	X:316	Y:241 
[2024/8/17 3:37:45] 物品:金创药(中量)	怪物:0D4705D0骷髅战将	地图:D003	X:318	Y:240 
[2024/8/17 3:37:59] 物品:小手镯	怪物:2A7F6B50掷斧骷髅	地图:D003	X:313	Y:246 
[2024/8/17 3:38:20] 物品:金创药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:金创药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:金创药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:金创药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:魔法药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:魔法药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:魔法药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:20] 物品:魔法药(中量)	怪物:28E74DB0骷髅战将0	地图:D003	X:322	Y:239 
[2024/8/17 3:38:55] 物品:半月	怪物:279EF780掷斧骷髅	地图:D003	X:336	Y:216 
[2024/8/17 3:38:57] 物品:金创药(小量)	怪物:2FF39B60僵尸3	地图:D401	X:87	Y:95 
[2024/8/17 3:39:9] 物品:金创药(小量)	怪物:0DA92150僵尸3	地图:D401	X:85	Y:95 
[2024/8/17 3:39:13] 物品:魔法药(中量)	怪物:0F0CF010骷髅战将	地图:D003	X:344	Y:225 
[2024/8/17 3:39:19] 物品:金创药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:金创药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:金创药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:金创药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:魔法药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:魔法药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:魔法药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:19] 物品:魔法药(中量)	怪物:30D6C980骷髅战士0	地图:D003	X:343	Y:226 
[2024/8/17 3:39:27] 物品:青铜斧	怪物:0D71A5D0骷髅战士	地图:D003	X:344	Y:226 
[2024/8/17 3:39:35] 物品:回城卷	怪物:22729100山洞蝙蝠0	地图:D003	X:351	Y:231 
[2024/8/17 3:39:35] 物品:回城卷	怪物:22729100山洞蝙蝠0	地图:D003	X:351	Y:231 
[2024/8/17 3:39:35] 物品:回城卷	怪物:22729100山洞蝙蝠0	地图:D003	X:351	Y:231 
[2024/8/17 3:39:35] 物品:回城卷	怪物:22729100山洞蝙蝠0	地图:D003	X:351	Y:231 
[2024/8/17 3:39:35] 物品:回城卷	怪物:22729100山洞蝙蝠0	地图:D003	X:351	Y:231 
[2024/8/17 3:39:46] 物品:魔法药(小量)	怪物:2FF39B60僵尸3	地图:D401	X:86	Y:96 
[2024/8/17 3:39:49] 物品:金创药(中量)	怪物:2809D310骷髅战将	地图:D003	X:351	Y:231 
[2024/8/17 3:39:49] 物品:魔法药(中量)	怪物:2809D310骷髅战将	地图:D003	X:351	Y:231 
[2024/8/17 3:40:1] 物品:玻璃戒指	怪物:182F70B0掷斧骷髅	地图:D003	X:351	Y:230 
[2024/8/17 3:40:14] 物品:魔法药(小量)	怪物:2FF39B60僵尸3	地图:D401	X:86	Y:96 
[2024/8/17 3:40:21] 物品:金创药(小量)	怪物:19295A80骷髅战士	地图:D003	X:334	Y:206 
[2024/8/17 3:48:2] 物品:道士头盔	怪物:2B52FB50魔龙刺蛙	地图:6	X:79	Y:178 
[2024/8/17 3:49:45] 物品:强效太阳水	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效太阳水	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效太阳水	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效太阳水	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效太阳水	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效金创药	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效金创药	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效魔法药	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:强效魔法药	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:45] 物品:魅力戒指	怪物:29AB30F0尸王8	地图:H001	X:64	Y:133 
[2024/8/17 3:49:50] 物品:魔法药(中量)	怪物:180AD080恶灵僵尸8	地图:H001	X:51	Y:23 
[2024/8/17 3:51:2] 物品:强效太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:太阳水	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:金创药(中量)	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:金创药(中量)	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效金创药	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效金创药	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效金创药	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:魔法药(中量)	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:魔法药(中量)	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效魔法药	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效魔法药	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:强效魔法药	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:珍珠戒指	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:群体治疗术	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:2] 物品:爆裂火焰	怪物:18DBC7C0沃玛卫士8	地图:H003	X:69	Y:68 
[2024/8/17 3:51:29] 物品:抗拒火环	怪物:2828E300僵尸3	地图:D401	X:105	Y:98 
[2024/8/17 3:51:43] 物品:紫宝石矿	怪物:227723E0骷髅精灵8	地图:H001	X:93	Y:134 
[2024/8/17 3:55:53] 物品:太阳水	怪物:288D5910黑色恶蛆8	地图:H001	X:31	Y:14 
[2024/8/17 3:56:34] 物品:匕首	怪物:30A88100稻草人	地图:0	X:330	Y:597 
[2024/8/17 3:57:1] 物品:太阳水	怪物:0626CED0黑色恶蛆8	地图:H001	X:132	Y:96 
[2024/8/17 3:57:1] 物品:魔法力药水	怪物:27764600僵尸2	地图:D401	X:22	Y:176 
