[2024/8/21 18:0:2] 物品:强效魔法药	怪物:249A6D30魔龙破甲兵	地图:66	X:246	Y:87 
[2024/8/21 18:12:18] 物品:强效金创药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效金创药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效金创药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:18] 物品:强效魔法药	怪物:25A567C0重装使者	地图:H204	X:88	Y:56 
[2024/8/21 18:12:21] 物品:强效金创药	怪物:257C29A0魔龙破甲兵	地图:66	X:159	Y:156 
[2024/8/21 18:12:25] 物品:海魂	怪物:293DAD50祖玛卫士8	地图:H204	X:87	Y:52 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:太阳水	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效金创药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:强效魔法药	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:26] 物品:偃月	怪物:22F9EAF0触龙神	地图:66	X:163	Y:154 
[2024/8/21 18:12:29] 物品:白色虎齿项链	怪物:2AB708E0祖玛雕像8	地图:H204	X:94	Y:52 
[2024/8/21 18:12:30] 物品:魔法药(中量)	怪物:22D058D0恶灵僵尸8	地图:H001	X:22	Y:141 
[2024/8/21 18:12:31] 物品:白金项链	怪物:2B318960祖玛卫士8	地图:H204	X:95	Y:52 
[2024/8/21 18:12:31] 物品:竹笛	怪物:2B318960祖玛卫士8	地图:H204	X:95	Y:52 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:太阳水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效金创药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:强效魔法药	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:沃玛号角	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:攻击神水	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:记忆头盔	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:偃月	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:破魂	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:降魔	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:斩马刀	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:修罗	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:凝霜	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:骷髅头盔	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:道士头盔	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:蓝翡翠项链	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:放大镜	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:竹笛	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:小手镯	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:魔法手镯	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:黑檀手镯	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:道士手镯	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:死神手套	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:金手镯	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:黑色水晶戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:蛇眼戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:珍珠戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:金戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:骷髅戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:魅力戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:道德戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:降妖除魔戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:36] 物品:珊瑚戒指	怪物:29ABF0C0沃玛教主	地图:H204	X:95	Y:53 
[2024/8/21 18:12:39] 物品:太阳水	怪物:28F329A0魔龙射手	地图:66	X:61	Y:68 
[2024/8/21 18:12:42] 物品:兽皮腰带	怪物:2B2FAC90魔龙射手1	地图:65	X:147	Y:113 
[2024/8/21 18:12:42] 物品:重盔甲(女)	怪物:2B2FAC90魔龙射手1	地图:65	X:147	Y:113 
[2024/8/21 18:12:42] 物品:魔法药(中量)	怪物:288FB9A0祖玛弓箭手8	地图:H204	X:87	Y:46 
[2024/8/21 18:12:42] 物品:死神手套	怪物:288FB9A0祖玛弓箭手8	地图:H204	X:87	Y:46 
[2024/8/21 18:12:49] 物品:强效金创药	怪物:2B326740魔龙破甲兵1	地图:65	X:148	Y:119 
[2024/8/21 18:12:49] 物品:布鞋	怪物:2B326740魔龙破甲兵1	地图:65	X:148	Y:119 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:太阳水	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:金创药(中量)	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:金创药(中量)	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:金创药(中量)	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:魔法药(中量)	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:魔法药(中量)	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:魔法药(中量)	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效金创药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:强效魔法药	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:幽灵手套	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:夏普儿手镯	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:53] 物品:道德戒指	怪物:29330220白野猪8	地图:H204	X:84	Y:41 
[2024/8/21 18:12:57] 物品:强效太阳水	怪物:28F87010魔龙射手	地图:66	X:74	Y:71 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:太阳水	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:金创药(中量)	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:金创药(中量)	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:金创药(中量)	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:魔法药(中量)	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:魔法药(中量)	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:魔法药(中量)	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效金创药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:4] 物品:强效魔法药	怪物:25DA9070虹魔猪卫8	地图:H204	X:74	Y:33 
[2024/8/21 18:13:5] 物品:强效金创药	怪物:25D59D50魔龙射手1	地图:66	X:150	Y:174 
[2024/8/21 18:13:5] 物品:太阳水	怪物:25D59D50魔龙射手1	地图:66	X:150	Y:174 
[2024/8/21 18:13:5] 物品:竹笛	怪物:25D59D50魔龙射手1	地图:66	X:150	Y:174 
[2024/8/21 18:13:6] 物品:强效太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:强效太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:强效太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:强效太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:强效太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
[2024/8/21 18:13:6] 物品:太阳水	怪物:2B4A59D0沃玛卫士8	地图:H204	X:74	Y:32 
