[2024/8/19 5:0:0] 物品:强效魔法药	怪物:0D6D4DB0魔龙射手	地图:66	X:29	Y:220 
[2024/8/19 5:22:16] 物品:强效太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:太阳水	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:金创药(中量)	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:金创药(中量)	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:金创药(中量)	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:魔法药(中量)	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:魔法药(中量)	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:魔法药(中量)	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效金创药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:16] 物品:强效魔法药	怪物:2815FF30白野猪8	地图:H204	X:72	Y:29 
[2024/8/19 5:22:20] 物品:强效金创药	怪物:2B5327B0魔龙破甲兵	地图:66	X:158	Y:117 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:太阳水	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效金创药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:22] 物品:强效魔法药	怪物:18BAC9F0虹魔蝎卫8	地图:H204	X:37	Y:34 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:太阳水	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:金创药(中量)	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:金创药(中量)	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效金创药	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效金创药	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效金创药	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:魔法药(中量)	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:魔法药(中量)	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效魔法药	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效魔法药	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效魔法药	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:地狱雷光	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:幽灵盾	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:刺杀剑术	怪物:29750970沃玛卫士8	地图:H204	X:73	Y:29 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效太阳水	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效金创药	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效金创药	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效魔法药	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:强效魔法药	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:骷髅戒指	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:凝霜	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:26] 物品:蓝翡翠项链	怪物:21F7CC80尸王8	地图:H201	X:137	Y:157 
[2024/8/19 5:22:27] 物品:魔法药(中量)	怪物:2A278910祖玛弓箭手8	地图:H204	X:41	Y:42 
[2024/8/19 5:22:29] 物品:抗拒火环	怪物:2A2F97B0僵尸40	地图:H201	X:137	Y:157 
[2024/8/19 5:22:29] 物品:精神力战法	怪物:2A2F97B0僵尸40	地图:H201	X:137	Y:157 
[2024/8/19 5:22:29] 物品:火球术	怪物:2A2F97B0僵尸40	地图:H201	X:137	Y:157 
[2024/8/19 5:22:29] 物品:治愈术	怪物:2A2F97B0僵尸40	地图:H201	X:137	Y:157 
[2024/8/19 5:22:29] 物品:基本剑术	怪物:2A2F97B0僵尸40	地图:H201	X:137	Y:157 
[2024/8/19 5:22:29] 物品:黄色水晶项链	怪物:2A2F97B0僵尸40	地图:H201	X:137	Y:157 
[2024/8/19 5:22:34] 物品:强效太阳水	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效太阳水	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效太阳水	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效太阳水	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效太阳水	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效金创药	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效金创药	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效魔法药	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:强效魔法药	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:黑色水晶戒指	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:34] 物品:黑檀手镯	怪物:21B70830尸王8	地图:H201	X:137	Y:158 
[2024/8/19 5:22:35] 物品:强效太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:太阳水	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:金创药(中量)	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:金创药(中量)	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效金创药	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效金创药	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效金创药	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:魔法药(中量)	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:魔法药(中量)	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效魔法药	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效魔法药	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:强效魔法药	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:35] 物品:爆裂火焰	怪物:063F3D20沃玛卫士8	地图:H204	X:42	Y:43 
[2024/8/19 5:22:39] 物品:竹笛	怪物:1939F0B0祖玛卫士8	地图:H204	X:45	Y:48 
[2024/8/19 5:22:41] 物品:破魂	怪物:1C08F900祖玛雕像8	地图:H204	X:44	Y:48 
[2024/8/19 5:22:44] 物品:强效太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:太阳水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:金创药(中量)	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:金创药(中量)	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效金创药	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效金创药	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效金创药	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:魔法药(中量)	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:魔法药(中量)	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效魔法药	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效魔法药	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:强效魔法药	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:攻击神水	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:小手镯	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:神圣战甲术	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:灵魂火符	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:44] 物品:地狱火	怪物:1DD85040沃玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 5:22:45] 物品:强效太阳水	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效太阳水	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效太阳水	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效太阳水	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效太阳水	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效金创药	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效金创药	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效魔法药	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:强效魔法药	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:蛇眼戒指	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:魅力戒指	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:45] 物品:魔力手镯	怪物:0D6A7AD0尸王8	地图:H201	X:131	Y:156 
[2024/8/19 5:22:46] 物品:放大镜	怪物:15CE55B0祖玛雕像8	地图:H204	X:44	Y:47 
[2024/8/19 5:22:49] 物品:抗拒火环	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:精神力战法	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:火球术	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:治愈术	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:基本剑术	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:琥珀项链	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:中型盔甲(女)	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:青铜斧	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:49] 物品:金创药(小量)	怪物:2A2F97B0僵尸40	地图:H201	X:136	Y:156 
[2024/8/19 5:22:51] 物品:斩马刀	怪物:1BFBF2A0祖玛卫士8	地图:H204	X:44	Y:47 
[2024/8/19 5:22:51] 物品:黑色水晶戒指	怪物:1BFBF2A0祖玛卫士8	地图:H204	X:44	Y:47 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:太阳水	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效金创药	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
[2024/8/19 5:22:54] 物品:强效金创药	怪物:189EF760虹魔蝎卫8	地图:H204	X:44	Y:46 
