[2024/8/20 14:0:1] 物品:金创药(中量)	怪物:27617A10沃玛勇士	地图:D024	X:56	Y:46 
[2024/8/20 14:6:21] 物品:魔法药(中量)	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:魔法药(中量)	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效金创药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效金创药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效金创药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效金创药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效金创药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效金创药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:强效魔法药	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:黑檀手镯	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:21] 物品:金戒指	怪物:05B1DA20虹魔猪卫8	地图:H204	X:42	Y:42 
[2024/8/20 14:6:25] 物品:强效金创药	怪物:1C57BD60祖玛弓箭手8	地图:H204	X:46	Y:56 
[2024/8/20 14:6:25] 物品:降妖除魔戒指	怪物:1C57BD60祖玛弓箭手8	地图:H204	X:46	Y:56 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:太阳水	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:金创药(中量)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:金创药(中量)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:金创药(中量)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:魔法药(中量)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:魔法药(中量)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:魔法药(中量)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效金创药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:强效魔法药	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:龙之戒指	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:36] 物品:战神盔甲(男)	怪物:296AADC0虹魔猪卫8	地图:H204	X:43	Y:41 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:太阳水	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:金创药(中量)	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:金创药(中量)	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:金创药(中量)	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:魔法药(中量)	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:魔法药(中量)	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:魔法药(中量)	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效金创药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:强效魔法药	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:46] 物品:记忆项链	怪物:182049B0白野猪8	地图:H204	X:44	Y:54 
[2024/8/20 14:6:55] 物品:金创药(中量)	怪物:1CE3A730祖玛弓箭手8	地图:H204	X:45	Y:56 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:太阳水	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:金创药(中量)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:金创药(中量)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:金创药(中量)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:魔法药(中量)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:魔法药(中量)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:魔法药(中量)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效金创药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:强效魔法药	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:3] 物品:灵魂战衣(男)	怪物:2A7866F0白野猪8	地图:H204	X:51	Y:52 
[2024/8/20 14:7:10] 物品:灯笼项链	怪物:30F34600祖玛雕像8	地图:H204	X:46	Y:54 
[2024/8/20 14:7:19] 物品:强效太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:太阳水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:金创药(中量)	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:金创药(中量)	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效金创药	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效金创药	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效金创药	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:魔法药(中量)	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:魔法药(中量)	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效魔法药	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效魔法药	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:强效魔法药	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:攻击神水	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:思贝儿手镯	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:19] 物品:神圣战甲术	怪物:1B1C6230沃玛卫士8	地图:H003	X:35	Y:74 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:太阳水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:金创药(中量)	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:金创药(中量)	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:金创药(中量)	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:魔法药(中量)	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:魔法药(中量)	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:魔法药(中量)	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效金创药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效魔法药	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:精神力药水	怪物:17FDD870白野猪8	地图:H204	X:52	Y:51 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:强效太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
[2024/8/20 14:7:30] 物品:太阳水	怪物:1E1BD790白野猪8	地图:H204	X:52	Y:50 
