[2024/8/22 9:0:1] 物品:道德戒指	怪物:2CAD8020魔龙破甲兵	地图:66	X:46	Y:126 
[2024/8/22 9:13:2] 物品:诱惑之光	怪物:23020820恶灵尸王	地图:H201	X:80	Y:26 
[2024/8/22 9:13:2] 物品:死神手套	怪物:24B40970魔龙射手	地图:66	X:83	Y:146 
[2024/8/22 9:13:4] 物品:强效太阳水	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效太阳水	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效太阳水	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效太阳水	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效太阳水	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效金创药	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效金创药	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效魔法药	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:强效魔法药	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:黑色水晶戒指	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:珍珠戒指	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:魔力手镯	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:4] 物品:魔法盾	怪物:290CD4E0尸王8	地图:H201	X:82	Y:24 
[2024/8/22 9:13:5] 物品:强效金创药	怪物:2CF02730魔龙破甲兵	地图:66	X:83	Y:147 
[2024/8/22 9:13:9] 物品:强效金创药	怪物:2CF5C740魔龙破甲兵1	地图:66	X:84	Y:148 
[2024/8/22 9:13:14] 物品:金创药(小量)	怪物:139B1310僵尸5	地图:H201	X:83	Y:24 
[2024/8/22 9:13:15] 物品:强效金创药	怪物:2A9CBB40魔龙射手	地图:66	X:81	Y:140 
[2024/8/22 9:13:17] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效太阳水	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效金创药	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效金创药	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效魔法药	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:强效魔法药	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:死神手套	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:道德戒指	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:17] 物品:魅力戒指	怪物:23E0C4E0尸王8	地图:H201	X:83	Y:28 
[2024/8/22 9:13:18] 物品:强效太阳水	怪物:23532890魔龙破甲兵	地图:66	X:75	Y:148 
[2024/8/22 9:13:18] 物品:强效魔法药	怪物:23532890魔龙破甲兵	地图:66	X:75	Y:148 
[2024/8/22 9:13:19] 物品:金创药(小量)	怪物:28D81750僵尸5	地图:H201	X:81	Y:24 
[2024/8/22 9:13:23] 物品:强效太阳水	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效太阳水	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效太阳水	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效太阳水	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效太阳水	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效金创药	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效金创药	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效魔法药	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:强效魔法药	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:珍珠戒指	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:生铁戒指	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:凝霜	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:23] 物品:黑檀手镯	怪物:24E17910尸王8	地图:H201	X:86	Y:25 
[2024/8/22 9:13:31] 物品:强效金创药	怪物:17A54DE0魔龙破甲兵1	地图:66	X:71	Y:151 
[2024/8/22 9:13:36] 物品:金创药(小量)	怪物:28D81750僵尸5	地图:H201	X:82	Y:23 
[2024/8/22 9:13:37] 物品:强效金创药	怪物:2D049D60魔龙破甲兵	地图:66	X:75	Y:159 
[2024/8/22 9:13:38] 物品:抗拒火环	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:精神力战法	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:火球术	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:治愈术	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:基本剑术	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:八荒	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:海魂	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:凌风	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:蓝色水晶戒指	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:魔鬼项链	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:凤凰明珠	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:魔力手镯	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:灯笼项链	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:铁剑	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:短剑	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:轻型盔甲(男)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:轻型盔甲(女)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:青铜斧	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:黑檀项链	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:黄色水晶项链	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:黑色水晶项链	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:青铜头盔	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:金创药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:金创药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:金创药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:金创药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:魔法药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:魔法药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:魔法药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:38] 物品:魔法药(小量)	怪物:13EDF200僵尸50	地图:H201	X:89	Y:18 
[2024/8/22 9:13:45] 物品:强效太阳水	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效太阳水	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效太阳水	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效太阳水	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效太阳水	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效金创药	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效金创药	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效魔法药	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:强效魔法药	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:珍珠戒指	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:45] 物品:魔力手镯	怪物:22DA3010尸王8	地图:H201	X:89	Y:17 
[2024/8/22 9:13:47] 物品:强效太阳水	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效太阳水	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效太阳水	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效太阳水	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效太阳水	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效金创药	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效金创药	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效魔法药	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:强效魔法药	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:骷髅戒指	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:47] 物品:黑色水晶戒指	怪物:144EE550尸王8	地图:H201	X:91	Y:17 
[2024/8/22 9:13:52] 物品:金创药(小量)	怪物:2CBE1640僵尸4	地图:H201	X:85	Y:22 
[2024/8/22 9:13:53] 物品:大火球	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:瞬息移动	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:灵魂火符	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:雷电术	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:诱惑之光	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:抗拒火环	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:精神力战法	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:火球术	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:治愈术	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:基本剑术	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:凌风	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:蓝色水晶戒指	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:魔鬼项链	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:凤凰明珠	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:灯笼项链	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:铁剑	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:短剑	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:轻型盔甲(男)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:轻型盔甲(女)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:青铜斧	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:黑檀项链	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:黄色水晶项链	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:黑色水晶项链	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:青铜头盔	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:金创药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:金创药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:金创药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:金创药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:魔法药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:魔法药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:魔法药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:53] 物品:魔法药(小量)	怪物:143CD310僵尸50	地图:H201	X:98	Y:26 
[2024/8/22 9:13:55] 物品:三眼手镯	怪物:15A896F0魔龙破甲兵	地图:66	X:78	Y:170 
[2024/8/22 9:13:56] 物品:刺杀剑术	怪物:12684DB0僵尸5	地图:H201	X:95	Y:22 
[2024/8/22 9:14:2] 物品:珊瑚戒指	怪物:2CF39C90魔龙破甲兵1	地图:66	X:78	Y:172 
[2024/8/22 9:14:2] 物品:魔法长袍(男)	怪物:2CF39C90魔龙破甲兵1	地图:66	X:78	Y:172 
[2024/8/22 9:14:7] 物品:强效金创药	怪物:17A56410魔龙破甲兵1	地图:66	X:76	Y:171 
[2024/8/22 9:14:7] 物品:强效魔法药	怪物:17A56410魔龙破甲兵1	地图:66	X:76	Y:171 
[2024/8/22 9:14:13] 物品:强效太阳水	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效太阳水	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效太阳水	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效太阳水	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效太阳水	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效金创药	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效金创药	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效魔法药	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:强效魔法药	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:珍珠戒指	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:13] 物品:魔力手镯	怪物:2302E600尸王8	地图:H201	X:101	Y:15 
[2024/8/22 9:14:15] 物品:攻杀剑术	怪物:1B8D2FE0僵尸1	地图:H201	X:103	Y:14 
[2024/8/22 9:14:18] 物品:降魔	怪物:2B282080魔龙射手	地图:66	X:71	Y:166 
[2024/8/22 9:14:23] 物品:强效太阳水	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效太阳水	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效太阳水	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效太阳水	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效太阳水	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效金创药	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效金创药	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效魔法药	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:强效魔法药	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:骷髅戒指	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:珍珠戒指	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:23] 物品:黑檀手镯	怪物:2AAF42A0尸王8	地图:H201	X:102	Y:12 
[2024/8/22 9:14:29] 物品:兽皮腰带	怪物:24C011C0魔龙射手	地图:66	X:63	Y:177 
[2024/8/22 9:14:29] 物品:死神手套	怪物:24C011C0魔龙射手	地图:66	X:63	Y:177 
[2024/8/22 9:14:37] 物品:隐身术	怪物:14554DB0僵尸4	地图:H201	X:110	Y:12 
[2024/8/22 9:14:45] 物品:强效太阳水	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效太阳水	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效太阳水	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效太阳水	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效太阳水	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效金创药	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效金创药	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效魔法药	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:强效魔法药	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:黑色水晶戒指	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:蛇眼戒指	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:生铁戒指	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:道德戒指	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:黑檀手镯	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:45] 物品:困魔咒	怪物:1E48F410尸王8	地图:H201	X:107	Y:12 
[2024/8/22 9:14:46] 物品:强效魔法药	怪物:251F8480魔龙刀兵2	地图:66	X:47	Y:187 
[2024/8/22 9:14:46] 物品:绿色项链	怪物:251F8480魔龙刀兵2	地图:66	X:47	Y:187 
[2024/8/22 9:14:59] 物品:金创药(小量)	怪物:24DF2200僵尸4	地图:H201	X:116	Y:9 
[2024/8/22 9:14:59] 物品:灵魂火符	怪物:1B0E65F0僵尸1	地图:H201	X:117	Y:11 
[2024/8/22 9:15:4] 物品:强效魔法药	怪物:2485B3F0魔龙射手	地图:66	X:50	Y:201 
[2024/8/22 9:15:4] 物品:强效太阳水	怪物:2485B3F0魔龙射手	地图:66	X:50	Y:201 
[2024/8/22 9:15:4] 物品:布鞋	怪物:2485B3F0魔龙射手	地图:66	X:50	Y:201 
[2024/8/22 9:15:4] 物品:降魔	怪物:2485B3F0魔龙射手	地图:66	X:50	Y:201 
[2024/8/22 9:15:4] 物品:魔法药(中量)	怪物:1B590970角蝇	地图:D713	X:239	Y:354 
[2024/8/22 9:15:6] 物品:金创药(小量)	怪物:25B7D210僵尸4	地图:H201	X:109	Y:14 
[2024/8/22 9:15:7] 物品:瞬息移动	怪物:2CF01100僵尸5	地图:H201	X:108	Y:13 
[2024/8/22 9:15:12] 物品:死神手套	怪物:2CC64EB0魔龙破甲兵	地图:66	X:53	Y:199 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:太阳水	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效金创药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:强效魔法药	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:降魔	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:白金项链	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:15] 物品:死神手套	怪物:293BC6B0触龙神8	地图:H004	X:65	Y:173 
[2024/8/22 9:15:16] 物品:金创药(小量)	怪物:22E6AB70僵尸5	地图:H201	X:121	Y:13 
[2024/8/22 9:15:16] 物品:金创药(小量)	怪物:24F339B0僵尸5	地图:H201	X:119	Y:13 
[2024/8/22 9:15:19] 物品:金创药(小量)	怪物:24DEF5A0僵尸5	地图:H201	X:113	Y:12 
[2024/8/22 9:15:25] 物品:魔法药(中量)	怪物:1B395FF0红野猪	地图:D713	X:236	Y:363 
[2024/8/22 9:15:27] 物品:太阳水	怪物:1B2E4B70黑色恶蛆8	地图:H004	X:20	Y:38 
[2024/8/22 9:15:33] 物品:强效金创药	怪物:2CDAD620魔龙射手	地图:66	X:66	Y:196 
[2024/8/22 9:15:33] 物品:降魔	怪物:2CDAD620魔龙射手	地图:66	X:66	Y:196 
[2024/8/22 9:15:37] 物品:金创药(小量)	怪物:28AC09D0僵尸5	地图:H201	X:126	Y:26 
[2024/8/22 9:15:37] 物品:魔法药(小量)	怪物:28AC09D0僵尸5	地图:H201	X:126	Y:26 
[2024/8/22 9:15:39] 物品:施毒术	怪物:1436BF30僵尸40	地图:H201	X:127	Y:25 
