[2024/8/18 2:0:0] 物品:黑檀手镯	怪物:279A7AD0牛魔侍卫8	地图:H010	X:373	Y:227 
[2024/8/18 2:17:37] 物品:魔法药(小量)	怪物:1B830C40僵尸4	地图:H201	X:112	Y:12 
[2024/8/18 2:17:43] 物品:道士手镯	怪物:2A241310牛魔法师8	地图:H010	X:311	Y:326 
[2024/8/18 2:17:43] 物品:偃月	怪物:2A241310牛魔法师8	地图:H010	X:311	Y:326 
[2024/8/18 2:17:44] 物品:灵魂火符	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:地狱火	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:抗拒火环	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:精神力战法	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:火球术	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:治愈术	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:基本剑术	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:半月	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:海魂	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:凌风	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:魔鬼项链	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:琥珀项链	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:魔力手镯	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:灯笼项链	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:铁剑	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:短剑	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:轻型盔甲(男)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:轻型盔甲(女)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:中型盔甲(男)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:青铜斧	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:黑檀项链	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:黄色水晶项链	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:黑色水晶项链	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:青铜头盔	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:金创药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:金创药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:金创药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:金创药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:魔法药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:魔法药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:魔法药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:44] 物品:魔法药(小量)	怪物:24664E70僵尸50	地图:H201	X:113	Y:12 
[2024/8/18 2:17:45] 物品:瞬息移动	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:抗拒火环	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:精神力战法	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:火球术	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:治愈术	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:基本剑术	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:坚固手套	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:金创药(小量)	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:45] 物品:魔法药(小量)	怪物:3030D080僵尸40	地图:H201	X:112	Y:10 
[2024/8/18 2:17:48] 物品:黄色水晶项链	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:青铜头盔	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:金创药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:金创药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:金创药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:金创药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:魔法药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:魔法药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:魔法药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:48] 物品:魔法药(中量)	怪物:1C7A8BA0骷髅战将0	地图:D002	X:228	Y:243 
[2024/8/18 2:17:57] 物品:强效太阳水	怪物:18130F10牛魔祭司8	地图:H010	X:312	Y:330 
[2024/8/18 2:17:57] 物品:强效太阳水	怪物:18130F10牛魔祭司8	地图:H010	X:312	Y:330 
[2024/8/18 2:17:57] 物品:强效魔法药	怪物:18130F10牛魔祭司8	地图:H010	X:312	Y:330 
[2024/8/18 2:17:57] 物品:思贝儿手镯	怪物:18130F10牛魔祭司8	地图:H010	X:312	Y:330 
[2024/8/18 2:17:57] 物品:生铁戒指	怪物:18130F10牛魔祭司8	地图:H010	X:312	Y:330 
[2024/8/18 2:17:57] 物品:金创药(小量)	怪物:2EC65350僵尸5	地图:H201	X:114	Y:183 
[2024/8/18 2:18:3] 物品:强效魔法药	怪物:2B430640牛魔将军8	地图:H010	X:309	Y:327 
[2024/8/18 2:18:4] 物品:火墙	怪物:29AB30F0恶灵尸王	地图:H201	X:101	Y:66 
[2024/8/18 2:18:4] 物品:爆裂火焰	怪物:29AB30F0恶灵尸王	地图:H201	X:101	Y:66 
[2024/8/18 2:18:4] 物品:隐身术	怪物:29AB30F0恶灵尸王	地图:H201	X:101	Y:66 
[2024/8/18 2:18:4] 物品:施毒术	怪物:29AB30F0恶灵尸王	地图:H201	X:101	Y:66 
[2024/8/18 2:18:4] 物品:灵魂火符	怪物:29AB30F0恶灵尸王	地图:H201	X:101	Y:66 
[2024/8/18 2:18:11] 物品:强效太阳水	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效太阳水	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效太阳水	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效太阳水	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效太阳水	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效金创药	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效金创药	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效魔法药	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效魔法药	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:凝霜	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:魅力戒指	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:蓝翡翠项链	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:魔力手镯	怪物:2A917090尸王8	地图:H201	X:104	Y:13 
[2024/8/18 2:18:11] 物品:强效魔法药	怪物:03B26E60牛魔祭司8	地图:H010	X:312	Y:333 
[2024/8/18 2:18:21] 物品:强效太阳水	怪物:2A09D2D0牛魔祭司0	地图:H010	X:317	Y:335 
[2024/8/18 2:18:21] 物品:强效太阳水	怪物:2A09D2D0牛魔祭司0	地图:H010	X:317	Y:335 
[2024/8/18 2:18:21] 物品:强效太阳水	怪物:2A09D2D0牛魔祭司0	地图:H010	X:317	Y:335 
[2024/8/18 2:18:21] 物品:强效太阳水	怪物:2A09D2D0牛魔祭司0	地图:H010	X:317	Y:335 
[2024/8/18 2:18:21] 物品:太阳水	怪物:2A09D2D0牛魔祭司0	地图:H010	X:317	Y:335 
[2024/8/18 2:18:21] 物品:太阳水	怪物:2A09D2D0牛魔祭司0	地图:H010	X:317	Y:335 
[2024/8/18 2:18:24] 物品:火墙	怪物:1C187240恶灵尸王	地图:H201	X:92	Y:71 
[2024/8/18 2:18:24] 物品:诱惑之光	怪物:1C187240恶灵尸王	地图:H201	X:92	Y:71 
[2024/8/18 2:18:24] 物品:地狱火	怪物:1C187240恶灵尸王	地图:H201	X:92	Y:71 
[2024/8/18 2:18:29] 物品:道德戒指	怪物:27B77380祖玛卫士8	地图:H202	X:8	Y:54 
[2024/8/18 2:18:32] 物品:强效太阳水	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效太阳水	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效太阳水	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效太阳水	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效太阳水	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效金创药	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效金创药	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效魔法药	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:强效魔法药	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:死神手套	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:32] 物品:魔力手镯	怪物:1C59CA10尸王8	地图:H201	X:98	Y:19 
[2024/8/18 2:18:44] 物品:火墙	怪物:05973CE0恶灵尸王	地图:H201	X:98	Y:20 
[2024/8/18 2:18:44] 物品:隐身术	怪物:05973CE0恶灵尸王	地图:H201	X:98	Y:20 
[2024/8/18 2:18:44] 物品:灵魂火符	怪物:05973CE0恶灵尸王	地图:H201	X:98	Y:20 
[2024/8/18 2:18:44] 物品:召唤骷髅	怪物:05973CE0恶灵尸王	地图:H201	X:98	Y:20 
[2024/8/18 2:18:44] 物品:瞬息移动	怪物:05973CE0恶灵尸王	地图:H201	X:98	Y:20 
[2024/8/18 2:18:45] 物品:黑色水晶戒指	怪物:27CFBB30祖玛雕像8	地图:H202	X:7	Y:52 
[2024/8/18 2:18:45] 物品:魔法药(小量)	怪物:1B796650僵尸4	地图:H201	X:100	Y:18 
[2024/8/18 2:18:52] 物品:强效太阳水	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效太阳水	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效太阳水	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效太阳水	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效太阳水	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效金创药	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效金创药	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效魔法药	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:强效魔法药	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:骷髅戒指	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:蛇眼戒指	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:黑檀手镯	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:52] 物品:魔力手镯	怪物:2376DAC0尸王8	地图:H201	X:100	Y:20 
[2024/8/18 2:18:54] 物品:强效金创药	怪物:19445CB0牛魔法师8	地图:H010	X:319	Y:349 
[2024/8/18 2:18:54] 物品:魅力戒指	怪物:19445CB0牛魔法师8	地图:H010	X:319	Y:349 
[2024/8/18 2:18:55] 物品:玻璃戒指	怪物:2DE53EF0骷髅	地图:D002	X:235	Y:270 
[2024/8/18 2:19:0] 物品:小手镯	怪物:05E9C050骷髅战将	地图:D002	X:235	Y:270 
[2024/8/18 2:19:1] 物品:治愈术	怪物:226E10C0僵尸4	地图:H201	X:91	Y:17 
[2024/8/18 2:19:4] 物品:生铁戒指	怪物:2DD6B340牛魔法师8	地图:H010	X:308	Y:343 
[2024/8/18 2:19:12] 物品:太阳水	怪物:2EBD6180僵尸5	地图:H201	X:89	Y:20 
[2024/8/18 2:19:13] 物品:强效太阳水	怪物:0DD7E6B0牛魔祭司0	地图:H010	X:305	Y:339 
[2024/8/18 2:19:13] 物品:强效太阳水	怪物:0DD7E6B0牛魔祭司0	地图:H010	X:305	Y:339 
[2024/8/18 2:19:13] 物品:太阳水	怪物:0DD7E6B0牛魔祭司0	地图:H010	X:305	Y:339 
[2024/8/18 2:19:22] 物品:金创药(小量)	怪物:189F7C80僵尸4	地图:H201	X:90	Y:55 
[2024/8/18 2:19:22] 物品:魔法药(小量)	怪物:189F7C80僵尸4	地图:H201	X:90	Y:55 
[2024/8/18 2:19:22] 物品:强效太阳水	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效太阳水	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效太阳水	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效太阳水	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效太阳水	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效金创药	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效金创药	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效魔法药	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:强效魔法药	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:魅力戒指	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:蓝翡翠项链	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:黑檀手镯	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:22] 物品:群体治疗术	怪物:27F25D10尸王8	地图:H201	X:84	Y:23 
[2024/8/18 2:19:24] 物品:魅力戒指	怪物:1A38B4D0牛魔侍卫8	地图:H010	X:297	Y:350 
[2024/8/18 2:19:24] 物品:牛角戒指	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:金创药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:金创药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:金创药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:金创药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:魔法药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:魔法药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:魔法药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:24] 物品:魔法药(中量)	怪物:0515E730骷髅战士0	地图:D002	X:256	Y:290 
[2024/8/18 2:19:26] 物品:金创药(小量)	怪物:29DA6980僵尸5	地图:H201	X:86	Y:23 
[2024/8/18 2:19:30] 物品:降魔	怪物:229E8930蜈蚣8	地图:H004	X:65	Y:115 
[2024/8/18 2:19:30] 物品:强效太阳水	怪物:227D8C40牛魔祭司0	地图:H010	X:296	Y:350 
[2024/8/18 2:19:30] 物品:强效太阳水	怪物:227D8C40牛魔祭司0	地图:H010	X:296	Y:350 
[2024/8/18 2:19:30] 物品:强效太阳水	怪物:227D8C40牛魔祭司0	地图:H010	X:296	Y:350 
[2024/8/18 2:19:30] 物品:太阳水	怪物:227D8C40牛魔祭司0	地图:H010	X:296	Y:350 
[2024/8/18 2:19:30] 物品:太阳水	怪物:227D8C40牛魔祭司0	地图:H010	X:296	Y:350 
[2024/8/18 2:19:35] 物品:强效金创药	怪物:0DDAAF70牛魔将军8	地图:H010	X:295	Y:351 
[2024/8/18 2:19:41] 物品:基本剑术	怪物:28641CD0僵尸4	地图:H201	X:84	Y:23 
[2024/8/18 2:19:42] 物品:道士手镯	怪物:2BB1CC80牛魔侍卫8	地图:H010	X:298	Y:358 
[2024/8/18 2:19:42] 物品:白色虎齿项链	怪物:2BB1CC80牛魔侍卫8	地图:H010	X:298	Y:358 
[2024/8/18 2:19:42] 物品:强效太阳水	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效太阳水	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效太阳水	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效太阳水	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效太阳水	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效金创药	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效金创药	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效魔法药	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:强效魔法药	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:蓝翡翠项链	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:黑檀手镯	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:魔力手镯	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:42] 物品:困魔咒	怪物:06308180尸王8	地图:H201	X:85	Y:24 
[2024/8/18 2:19:44] 物品:强效太阳水	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效太阳水	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效太阳水	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效太阳水	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效太阳水	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效金创药	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效金创药	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效魔法药	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:强效魔法药	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:蛇眼戒指	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:珍珠戒指	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:44] 物品:黑檀手镯	怪物:2E071CB0尸王8	地图:H201	X:84	Y:24 
[2024/8/18 2:19:45] 物品:金手镯	怪物:2A2070B0牛魔法师8	地图:H010	X:300	Y:359 
[2024/8/18 2:19:45] 物品:降魔	怪物:2A2070B0牛魔法师8	地图:H010	X:300	Y:359 
[2024/8/18 2:19:45] 物品:偃月	怪物:2A2070B0牛魔法师8	地图:H010	X:300	Y:359 
[2024/8/18 2:19:46] 物品:魔法药(小量)	怪物:189ECB00僵尸4	地图:H201	X:85	Y:24 
[2024/8/18 2:19:51] 物品:强效太阳水	怪物:2A3AD910牛魔将军8	地图:H010	X:301	Y:360 
[2024/8/18 2:19:51] 物品:太阳水	怪物:2A3AD910牛魔将军8	地图:H010	X:301	Y:360 
[2024/8/18 2:19:51] 物品:强效魔法药	怪物:2A3AD910牛魔将军8	地图:H010	X:301	Y:360 
[2024/8/18 2:19:51] 物品:强效金创药	怪物:2A3AD910牛魔将军8	地图:H010	X:301	Y:360 
[2024/8/18 2:19:53] 物品:抗拒火环	怪物:063E7130僵尸40	地图:H201	X:97	Y:43 
[2024/8/18 2:19:53] 物品:精神力战法	怪物:063E7130僵尸40	地图:H201	X:97	Y:43 
[2024/8/18 2:19:53] 物品:火球术	怪物:063E7130僵尸40	地图:H201	X:97	Y:43 
[2024/8/18 2:19:53] 物品:治愈术	怪物:063E7130僵尸40	地图:H201	X:97	Y:43 
[2024/8/18 2:19:53] 物品:基本剑术	怪物:063E7130僵尸40	地图:H201	X:97	Y:43 
[2024/8/18 2:19:53] 物品:魔法药(小量)	怪物:063E7130僵尸40	地图:H201	X:97	Y:43 
[2024/8/18 2:19:57] 物品:金创药(小量)	怪物:293763E0僵尸4	地图:H201	X:98	Y:43 
[2024/8/18 2:20:2] 物品:强效太阳水	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效太阳水	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效太阳水	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效太阳水	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效太阳水	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效金创药	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效金创药	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效魔法药	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:强效魔法药	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:蛇眼戒指	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:魅力戒指	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:2] 物品:魔力手镯	怪物:18B430F0尸王8	地图:H201	X:80	Y:24 
[2024/8/18 2:20:4] 物品:强效太阳水	怪物:285FC6C0牛魔将军8	地图:H010	X:293	Y:363 
[2024/8/18 2:20:5] 物品:强效太阳水	怪物:2F1FC940牛魔祭司8	地图:H010	X:293	Y:365 
[2024/8/18 2:20:8] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效太阳水	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效金创药	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效金创药	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效魔法药	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:强效魔法药	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:骷髅戒指	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:珍珠戒指	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:蓝翡翠项链	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:8] 物品:黑檀手镯	怪物:17FF3B70尸王8	地图:H201	X:80	Y:25 
[2024/8/18 2:20:9] 物品:抗拒火环	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:9] 物品:精神力战法	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:9] 物品:火球术	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:9] 物品:治愈术	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:9] 物品:基本剑术	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:9] 物品:黑檀项链	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:9] 物品:金创药(小量)	怪物:1B6E06E0僵尸40	地图:H201	X:80	Y:24 
[2024/8/18 2:20:16] 物品:强效太阳水	怪物:31B1E030牛魔祭司8	地图:H010	X:288	Y:365 
[2024/8/18 2:20:16] 物品:强效太阳水	怪物:31B1E030牛魔祭司8	地图:H010	X:288	Y:365 
[2024/8/18 2:20:16] 物品:强效太阳水	怪物:31B1E030牛魔祭司8	地图:H010	X:288	Y:365 
[2024/8/18 2:20:16] 物品:破魂	怪物:31B1E030牛魔祭司8	地图:H010	X:288	Y:365 
[2024/8/18 2:20:18] 物品:强效太阳水	怪物:29902B20尸王8	地图:H201	X:73	Y:18 
[2024/8/18 2:20:18] 物品:强效太阳水	怪物:29902B20尸王8	地图:H201	X:73	Y:18 
