[2024/8/19 8:0:11] 物品:瞬息移动	怪物:20AB5A50僵尸5	地图:H201	X:100	Y:58 
[2024/8/19 8:23:8] 物品:强效太阳水	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:强效太阳水	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:强效太阳水	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:强效金创药	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:强效金创药	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:强效魔法药	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:强效魔法药	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:黑色水晶戒指	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:死神手套	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:凝霜	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:道德戒指	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:魅力戒指	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:蓝翡翠项链	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:黑檀手镯	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:8] 物品:冰咆哮	怪物:05D57010尸王8	地图:H201	X:105	Y:100 
[2024/8/19 8:23:9] 物品:强效金创药	怪物:27E95BE0魔龙邪眼	地图:66	X:124	Y:239 
[2024/8/19 8:23:10] 物品:地狱火	怪物:287467D0僵尸4	地图:H201	X:105	Y:102 
[2024/8/19 8:23:12] 物品:攻击力药水	怪物:2E01D4C0僵尸2	地图:D411	X:64	Y:34 
[2024/8/19 8:23:12] 物品:金创药(小量)	怪物:1E9FDDB0僵尸5	地图:H201	X:100	Y:100 
[2024/8/19 8:23:17] 物品:魔法长袍(女)	怪物:2A822FD0祖玛卫士8	地图:H204	X:59	Y:61 
[2024/8/19 8:23:23] 物品:金创药(小量)	怪物:20996080僵尸5	地图:H201	X:103	Y:99 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:太阳水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效金创药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:强效魔法药	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:24] 物品:疾风药水	怪物:29D1FA50虹魔蝎卫8	地图:H204	X:60	Y:61 
[2024/8/19 8:23:26] 物品:强效魔法药	怪物:1DD52F60魔龙刀兵1	地图:66	X:118	Y:240 
[2024/8/19 8:23:26] 物品:珍珠戒指	怪物:0D7D2E00祖玛弓箭手8	地图:H204	X:62	Y:59 
[2024/8/19 8:23:28] 物品:强效太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:太阳水	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:金创药(中量)	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:金创药(中量)	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效金创药	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效金创药	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效金创药	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:魔法药(中量)	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:魔法药(中量)	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效魔法药	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效魔法药	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:强效魔法药	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:幽灵项链	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:重盔甲(男)	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:爆裂火焰	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:火墙	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:28] 物品:地狱火	怪物:295D28C0沃玛卫士8	地图:H204	X:76	Y:19 
[2024/8/19 8:23:31] 物品:心灵手镯	怪物:0511EC10魔龙射手	地图:66	X:124	Y:239 
[2024/8/19 8:23:31] 物品:蓝翡翠项链	怪物:0511EC10魔龙射手	地图:66	X:124	Y:239 
[2024/8/19 8:23:31] 物品:强效金创药	怪物:306ACEE0魔龙刀兵1	地图:66	X:119	Y:241 
[2024/8/19 8:23:33] 物品:金创药(中量)	怪物:1A31DAC0祖玛雕像8	地图:H204	X:70	Y:75 
[2024/8/19 8:23:35] 物品:强效魔法药	怪物:188F12D0魔龙射手	地图:66	X:123	Y:239 
[2024/8/19 8:23:35] 物品:龙纹剑	怪物:188F12D0魔龙射手	地图:66	X:123	Y:239 
[2024/8/19 8:23:35] 物品:强效魔法药	怪物:27617A10祖玛卫士8	地图:H204	X:71	Y:74 
[2024/8/19 8:23:35] 物品:魔力手镯	怪物:27617A10祖玛卫士8	地图:H204	X:71	Y:74 
[2024/8/19 8:23:36] 物品:强效太阳水	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效太阳水	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效太阳水	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效太阳水	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效太阳水	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效金创药	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效金创药	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效魔法药	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:强效魔法药	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:珍珠戒指	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:死神手套	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:36] 物品:黑檀手镯	怪物:29397860尸王8	地图:H201	X:96	Y:91 
[2024/8/19 8:23:42] 物品:放大镜	怪物:057460F0祖玛卫士8	地图:H204	X:78	Y:78 
[2024/8/19 8:23:42] 物品:魅力戒指	怪物:057460F0祖玛卫士8	地图:H204	X:78	Y:78 
[2024/8/19 8:23:43] 物品:强效太阳水	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效太阳水	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效太阳水	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效太阳水	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效太阳水	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效金创药	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效金创药	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效魔法药	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:强效魔法药	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:43] 物品:黑檀手镯	怪物:2F072C70尸王8	地图:H201	X:97	Y:91 
[2024/8/19 8:23:45] 物品:强效太阳水	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效太阳水	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效太阳水	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效太阳水	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效太阳水	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效金创药	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效金创药	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效魔法药	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:强效魔法药	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:骷髅戒指	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:魅力戒指	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:45] 物品:黑檀手镯	怪物:27666940尸王8	地图:H201	X:98	Y:91 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:太阳水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效金创药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:强效魔法药	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:52] 物品:HP强化药水	怪物:299D32E0虹魔蝎卫8	地图:H204	X:77	Y:20 
[2024/8/19 8:23:58] 物品:强效太阳水	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效太阳水	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效太阳水	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效太阳水	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效太阳水	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效金创药	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效金创药	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效魔法药	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:强效魔法药	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:蓝翡翠项链	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:58] 物品:黑檀手镯	怪物:29D690C0尸王8	地图:H201	X:102	Y:81 
[2024/8/19 8:23:59] 物品:魔法药(小量)	怪物:2EF6AEA0僵尸5	地图:H201	X:101	Y:81 
[2024/8/19 8:24:0] 物品:死神手套	怪物:2DAA8440魔龙破甲兵	地图:66	X:123	Y:239 
[2024/8/19 8:24:0] 物品:重盔甲(男)	怪物:2DAA8440魔龙破甲兵	地图:66	X:123	Y:239 
[2024/8/19 8:24:3] 物品:强效太阳水	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效太阳水	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效太阳水	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效太阳水	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效太阳水	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效金创药	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效金创药	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效魔法药	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:强效魔法药	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:3] 物品:珍珠戒指	怪物:2D5DE460尸王8	地图:H201	X:101	Y:81 
[2024/8/19 8:24:4] 物品:白色虎齿项链	怪物:1EF8F800祖玛弓箭手8	地图:H204	X:41	Y:88 
[2024/8/19 8:24:12] 物品:火球术	怪物:2061A9A0僵尸1	地图:H201	X:99	Y:76 
[2024/8/19 8:24:13] 物品:火球术	怪物:0B828990僵尸10	地图:H201	X:99	Y:75 
[2024/8/19 8:24:13] 物品:治愈术	怪物:0B828990僵尸10	地图:H201	X:99	Y:75 
[2024/8/19 8:24:13] 物品:坚固手套	怪物:0B828990僵尸10	地图:H201	X:99	Y:75 
[2024/8/19 8:24:13] 物品:黑色水晶项链	怪物:0B828990僵尸10	地图:H201	X:99	Y:75 
[2024/8/19 8:24:13] 物品:金创药(中量)	怪物:0B828990僵尸10	地图:H201	X:99	Y:75 
[2024/8/19 8:24:17] 物品:抗拒火环	怪物:304ECC50僵尸40	地图:H201	X:96	Y:74 
[2024/8/19 8:24:17] 物品:精神力战法	怪物:304ECC50僵尸40	地图:H201	X:96	Y:74 
[2024/8/19 8:24:17] 物品:火球术	怪物:304ECC50僵尸40	地图:H201	X:96	Y:74 
[2024/8/19 8:24:17] 物品:治愈术	怪物:304ECC50僵尸40	地图:H201	X:96	Y:74 
[2024/8/19 8:24:17] 物品:基本剑术	怪物:304ECC50僵尸40	地图:H201	X:96	Y:74 
[2024/8/19 8:24:17] 物品:魔法药(小量)	怪物:304ECC50僵尸40	地图:H201	X:96	Y:74 
[2024/8/19 8:24:24] 物品:强效太阳水	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效太阳水	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效太阳水	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效太阳水	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效太阳水	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效金创药	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效金创药	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效魔法药	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:强效魔法药	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:凝霜	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:蓝翡翠项链	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:黑檀手镯	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:24] 物品:魔力手镯	怪物:0D545E70尸王8	地图:H201	X:93	Y:72 
[2024/8/19 8:24:26] 物品:凤凰明珠	怪物:18EF42A0僵尸10	地图:H201	X:99	Y:71 
[2024/8/19 8:24:26] 物品:轻型盔甲(女)	怪物:18EF42A0僵尸10	地图:H201	X:99	Y:71 
[2024/8/19 8:24:26] 物品:黑色水晶项链	怪物:18EF42A0僵尸10	地图:H201	X:99	Y:71 
[2024/8/19 8:24:27] 物品:施毒术	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:隐身术	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:召唤骷髅	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:瞬息移动	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:灵魂火符	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:抗拒火环	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:精神力战法	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:火球术	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:治愈术	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
[2024/8/19 8:24:27] 物品:基本剑术	怪物:1E9D6C30僵尸40	地图:H201	X:92	Y:69 
