[2024/8/20 3:0:0] 物品:白金项链	怪物:281FB9B0祖玛弓箭手8	地图:H204	X:20	Y:20 
[2024/8/20 3:19:12] 物品:放大镜	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:竹笛	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:小手镯	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:魔法手镯	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:黑檀手镯	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:道士手镯	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:死神手套	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:金手镯	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:黑色水晶戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:蛇眼戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:珍珠戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:金戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:骷髅戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:魅力戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:道德戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:降妖除魔戒指	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:野蛮冲撞	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:烈火剑法	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:地狱雷光	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:圣言术	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:困魔咒	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:群体治疗术	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:召唤神兽	怪物:19E2CD50地藏王	地图:H204	X:61	Y:40 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:太阳水	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:金创药(中量)	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:金创药(中量)	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:金创药(中量)	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:魔法药(中量)	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:魔法药(中量)	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:魔法药(中量)	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效金创药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:强效魔法药	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:12] 物品:龙之戒指	怪物:27DEE230白野猪8	地图:H204	X:54	Y:55 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:太阳水	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:金创药(中量)	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:金创药(中量)	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:金创药(中量)	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:魔法药(中量)	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:魔法药(中量)	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:魔法药(中量)	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效金创药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:强效魔法药	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:14] 物品:龙之戒指	怪物:1F241980白野猪8	地图:H204	X:61	Y:38 
[2024/8/20 3:19:15] 物品:强效魔法药	怪物:18A086C0魔龙刀兵	地图:66	X:62	Y:163 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效魔法药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效魔法药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效魔法药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效魔法药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效魔法药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效魔法药	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:精神力药水	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:无极棍	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:生命项链	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:战神盔甲(女)	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:群体治疗术	怪物:03B09C70暗之牛魔王8	地图:H204	X:51	Y:57 
[2024/8/20 3:19:24] 物品:强效金创药	怪物:274CE0E0魔龙刀兵1	地图:66	X:62	Y:162 
[2024/8/20 3:19:26] 物品:魔法长袍(男)	怪物:27E3BB30祖玛弓箭手8	地图:H204	X:50	Y:58 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:太阳水	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:金创药(中量)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:金创药(中量)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:金创药(中量)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:魔法药(中量)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:魔法药(中量)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:魔法药(中量)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效金创药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:强效魔法药	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:31] 物品:灵魂战衣(男)	怪物:2896C930白野猪8	地图:H204	X:67	Y:34 
[2024/8/20 3:19:38] 物品:偃月	怪物:0D741310祖玛雕像8	地图:H204	X:44	Y:56 
[2024/8/20 3:19:38] 物品:魔鬼项链	怪物:0D741310祖玛雕像8	地图:H204	X:44	Y:56 
[2024/8/20 3:19:39] 物品:生铁戒指	怪物:28504370祖玛卫士8	地图:H204	X:45	Y:55 
[2024/8/20 3:19:39] 物品:珍珠戒指	怪物:28504370祖玛卫士8	地图:H204	X:45	Y:55 
[2024/8/20 3:19:41] 物品:灯笼项链	怪物:1C9B14C0祖玛雕像8	地图:H204	X:72	Y:31 
[2024/8/20 3:19:42] 物品:强效金创药	怪物:28C49160魔龙刀兵2	地图:66	X:63	Y:162 
[2024/8/20 3:19:42] 物品:琥珀项链	怪物:20E58C00祖玛雕像8	地图:H204	X:44	Y:56 
[2024/8/20 3:19:43] 物品:太阳水	怪物:2D5F45E0祖玛卫士8	地图:H204	X:67	Y:29 
[2024/8/20 3:19:45] 物品:金手镯	怪物:24935480祖玛卫士8	地图:H204	X:69	Y:29 
[2024/8/20 3:19:45] 物品:珊瑚戒指	怪物:24935480祖玛卫士8	地图:H204	X:69	Y:29 
[2024/8/20 3:19:47] 物品:半月	怪物:2D434C00祖玛弓箭手8	地图:H204	X:67	Y:30 
[2024/8/20 3:19:47] 物品:魔法手镯	怪物:2D434C00祖玛弓箭手8	地图:H204	X:67	Y:30 
[2024/8/20 3:19:55] 物品:强效金创药	怪物:29EE6980祖玛弓箭手8	地图:H204	X:64	Y:24 
[2024/8/20 3:19:56] 物品:放大镜	怪物:23622940祖玛雕像8	地图:H204	X:38	Y:62 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:太阳水	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:金创药(中量)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:金创药(中量)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:金创药(中量)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:魔法药(中量)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:魔法药(中量)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:魔法药(中量)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效金创药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:强效魔法药	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:幽灵战衣(男)	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:0] 物品:降妖除魔戒指	怪物:03A6E9C0白野猪8	地图:H204	X:64	Y:24 
[2024/8/20 3:20:5] 物品:金创药(中量)	怪物:2747CC80祖玛卫士8	地图:H204	X:63	Y:22 
[2024/8/20 3:20:12] 物品:强效太阳水	怪物:2BE9E610白野猪8	地图:H204	X:31	Y:68 
[2024/8/20 3:20:12] 物品:强效太阳水	怪物:2BE9E610白野猪8	地图:H204	X:31	Y:68 
[2024/8/20 3:20:12] 物品:强效太阳水	怪物:2BE9E610白野猪8	地图:H204	X:31	Y:68 
[2024/8/20 3:20:12] 物品:强效太阳水	怪物:2BE9E610白野猪8	地图:H204	X:31	Y:68 
[2024/8/20 3:20:12] 物品:强效太阳水	怪物:2BE9E610白野猪8	地图:H204	X:31	Y:68 
