[2024/8/20 18:0:0] 物品:修罗	怪物:290255A0祖玛雕像	地图:H204	X:23	Y:79 
[2024/8/20 18:15:12] 物品:强效魔法药	怪物:29250970钢牙蜘蛛8	地图:H009	X:192	Y:248 
[2024/8/20 18:15:12] 物品:凌风	怪物:29250970钢牙蜘蛛8	地图:H009	X:192	Y:248 
[2024/8/20 18:15:14] 物品:太阳水	怪物:1B884680钢牙蜘蛛8	地图:H009	X:192	Y:250 
[2024/8/20 18:15:14] 物品:强效金创药	怪物:1B884680钢牙蜘蛛8	地图:H009	X:192	Y:250 
[2024/8/20 18:15:14] 物品:强效魔法药	怪物:1B884680钢牙蜘蛛8	地图:H009	X:192	Y:250 
[2024/8/20 18:15:14] 物品:八荒	怪物:1B884680钢牙蜘蛛8	地图:H009	X:192	Y:250 
[2024/8/20 18:15:14] 物品:坚固手套	怪物:1B884680钢牙蜘蛛8	地图:H009	X:192	Y:250 
[2024/8/20 18:15:16] 物品:太阳水	怪物:293010C0黑野猪8	地图:H002	X:188	Y:89 
[2024/8/20 18:15:20] 物品:魔法长袍(女)	怪物:03872CB0蝎蛇8	地图:H002	X:315	Y:295 
[2024/8/20 18:15:25] 物品:金创药(中量)	怪物:293E93F0天狼蜘蛛8	地图:H009	X:193	Y:249 
[2024/8/20 18:15:25] 物品:魔法药(中量)	怪物:293E93F0天狼蜘蛛8	地图:H009	X:193	Y:249 
[2024/8/20 18:15:25] 物品:半月	怪物:293E93F0天狼蜘蛛8	地图:H009	X:193	Y:249 
[2024/8/20 18:15:25] 物品:凌风	怪物:293E93F0天狼蜘蛛8	地图:H009	X:193	Y:249 
[2024/8/20 18:15:27] 物品:太阳水	怪物:2922C890钢牙蜘蛛8	地图:H009	X:193	Y:248 
[2024/8/20 18:15:27] 物品:强效金创药	怪物:2922C890钢牙蜘蛛8	地图:H009	X:193	Y:248 
[2024/8/20 18:15:27] 物品:强效魔法药	怪物:2922C890钢牙蜘蛛8	地图:H009	X:193	Y:248 
[2024/8/20 18:15:34] 物品:金创药(中量)	怪物:2F1157C0天狼蜘蛛8	地图:H009	X:197	Y:246 
[2024/8/20 18:15:34] 物品:魔法药(中量)	怪物:2F1157C0天狼蜘蛛8	地图:H009	X:197	Y:246 
[2024/8/20 18:15:43] 物品:太阳水	怪物:29477090花吻蜘蛛8	地图:H009	X:201	Y:248 
[2024/8/20 18:15:43] 物品:强效金创药	怪物:29477090花吻蜘蛛8	地图:H009	X:201	Y:248 
[2024/8/20 18:15:43] 物品:强效魔法药	怪物:29477090花吻蜘蛛8	地图:H009	X:201	Y:248 
[2024/8/20 18:15:46] 物品:金创药(中量)	怪物:1F955950天狼蜘蛛8	地图:H009	X:201	Y:249 
[2024/8/20 18:15:46] 物品:魔法药(中量)	怪物:1F955950天狼蜘蛛8	地图:H009	X:201	Y:249 
[2024/8/20 18:15:55] 物品:太阳水	怪物:2EE31080钢牙蜘蛛8	地图:H009	X:205	Y:250 
[2024/8/20 18:15:55] 物品:强效金创药	怪物:2EE31080钢牙蜘蛛8	地图:H009	X:205	Y:250 
[2024/8/20 18:15:55] 物品:强效魔法药	怪物:2EE31080钢牙蜘蛛8	地图:H009	X:205	Y:250 
[2024/8/20 18:15:55] 物品:乌木剑	怪物:0563A870蛤蟆	地图:0	X:470	Y:572 
[2024/8/20 18:16:3] 物品:金创药(中量)	怪物:2954C200天狼蜘蛛8	地图:H009	X:209	Y:245 
[2024/8/20 18:16:3] 物品:魔法药(中量)	怪物:2954C200天狼蜘蛛8	地图:H009	X:209	Y:245 
[2024/8/20 18:16:3] 物品:黑檀手镯	怪物:2954C200天狼蜘蛛8	地图:H009	X:209	Y:245 
[2024/8/20 18:16:13] 物品:太阳水	怪物:2E1E35B0血巨人8	地图:H009	X:208	Y:244 
[2024/8/20 18:16:13] 物品:强效太阳水	怪物:2E1E35B0血巨人8	地图:H009	X:208	Y:244 
[2024/8/20 18:16:13] 物品:强效金创药	怪物:2E1E35B0血巨人8	地图:H009	X:208	Y:244 
[2024/8/20 18:16:13] 物品:强效魔法药	怪物:2E1E35B0血巨人8	地图:H009	X:208	Y:244 
[2024/8/20 18:16:22] 物品:凤凰明珠	怪物:224B1290祖玛弓箭手8	地图:H204	X:60	Y:60 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:太阳水	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:金创药(中量)	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:金创药(中量)	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:魔法药(中量)	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:魔法药(中量)	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效金创药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:强效魔法药	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:夏普儿手镯	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:爆裂火焰	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:火墙	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:23] 物品:召唤骷髅	怪物:30154690邪恶钳虫8	地图:H004	X:21	Y:34 
[2024/8/20 18:16:26] 物品:重盔甲(女)	怪物:2745FA90祖玛雕像8	地图:H204	X:58	Y:53 
[2024/8/20 18:16:29] 物品:金创药(中量)	怪物:2455D710天狼蜘蛛8	地图:H009	X:215	Y:244 
[2024/8/20 18:16:29] 物品:魔法药(中量)	怪物:2455D710天狼蜘蛛8	地图:H009	X:215	Y:244 
[2024/8/20 18:16:29] 物品:疗伤药	怪物:2455D710天狼蜘蛛8	地图:H009	X:215	Y:244 
[2024/8/20 18:16:34] 物品:魔鬼项链	怪物:228FBA50祖玛卫士8	地图:H204	X:56	Y:54 
[2024/8/20 18:16:39] 物品:太阳水	怪物:2959B4D0花吻蜘蛛8	地图:H009	X:220	Y:238 
[2024/8/20 18:16:39] 物品:强效金创药	怪物:2959B4D0花吻蜘蛛8	地图:H009	X:220	Y:238 
[2024/8/20 18:16:39] 物品:强效魔法药	怪物:2959B4D0花吻蜘蛛8	地图:H009	X:220	Y:238 
[2024/8/20 18:16:39] 物品:疗伤药	怪物:2959B4D0花吻蜘蛛8	地图:H009	X:220	Y:238 
[2024/8/20 18:16:39] 物品:金手镯	怪物:2959B4D0花吻蜘蛛8	地图:H009	X:220	Y:238 
[2024/8/20 18:16:39] 物品:八荒	怪物:2959B4D0花吻蜘蛛8	地图:H009	X:220	Y:238 
[2024/8/20 18:16:42] 物品:魔法力药水	怪物:29265640钢牙蜘蛛8	地图:H009	X:221	Y:238 
[2024/8/20 18:16:42] 物品:太阳水	怪物:29265640钢牙蜘蛛8	地图:H009	X:221	Y:238 
[2024/8/20 18:16:42] 物品:强效金创药	怪物:29265640钢牙蜘蛛8	地图:H009	X:221	Y:238 
[2024/8/20 18:16:42] 物品:强效魔法药	怪物:29265640钢牙蜘蛛8	地图:H009	X:221	Y:238 
[2024/8/20 18:16:42] 物品:黑色水晶戒指	怪物:29265640钢牙蜘蛛8	地图:H009	X:221	Y:238 
[2024/8/20 18:16:42] 物品:白金项链	怪物:29265640钢牙蜘蛛8	地图:H009	X:221	Y:238 
[2024/8/20 18:16:45] 物品:骷髅头盔	怪物:1BEE7D50祖玛卫士8	地图:H204	X:46	Y:53 
[2024/8/20 18:16:45] 物品:白金项链	怪物:1BEE7D50祖玛卫士8	地图:H204	X:46	Y:53 
[2024/8/20 18:16:50] 物品:黑色水晶戒指	怪物:2ADFE2B0祖玛卫士8	地图:H204	X:46	Y:54 
[2024/8/20 18:16:50] 物品:骷髅戒指	怪物:2ADFE2B0祖玛卫士8	地图:H204	X:46	Y:54 
[2024/8/20 18:16:53] 物品:太阳水	怪物:191319A0花吻蜘蛛8	地图:H009	X:215	Y:242 
[2024/8/20 18:16:53] 物品:强效金创药	怪物:191319A0花吻蜘蛛8	地图:H009	X:215	Y:242 
[2024/8/20 18:16:53] 物品:强效魔法药	怪物:191319A0花吻蜘蛛8	地图:H009	X:215	Y:242 
[2024/8/20 18:16:53] 物品:疗伤药	怪物:191319A0花吻蜘蛛8	地图:H009	X:215	Y:242 
[2024/8/20 18:16:56] 物品:强效金创药	怪物:2944C240祖玛弓箭手8	地图:H204	X:41	Y:57 
[2024/8/20 18:17:3] 物品:金创药(中量)	怪物:1EEA4430天狼蜘蛛8	地图:H009	X:220	Y:245 
[2024/8/20 18:17:3] 物品:魔法药(中量)	怪物:1EEA4430天狼蜘蛛8	地图:H009	X:220	Y:245 
[2024/8/20 18:17:3] 物品:金手镯	怪物:1EEA4430天狼蜘蛛8	地图:H009	X:220	Y:245 
[2024/8/20 18:17:7] 物品:金戒指	怪物:2DAF77B0跳跳蜂8	地图:H004	X:31	Y:33 
[2024/8/20 18:17:12] 物品:金创药(中量)	怪物:1D842520天狼蜘蛛8	地图:H009	X:226	Y:244 
[2024/8/20 18:17:12] 物品:魔法药(中量)	怪物:1D842520天狼蜘蛛8	地图:H009	X:226	Y:244 
[2024/8/20 18:17:12] 物品:太阳水	怪物:1D842520天狼蜘蛛8	地图:H009	X:226	Y:244 
[2024/8/20 18:17:14] 物品:道士手镯	怪物:2763D120祖玛弓箭手8	地图:H204	X:32	Y:65 
[2024/8/20 18:17:15] 物品:金创药(中量)	怪物:2F349D10天狼蜘蛛8	地图:H009	X:228	Y:242 
[2024/8/20 18:17:15] 物品:魔法药(中量)	怪物:2F349D10天狼蜘蛛8	地图:H009	X:228	Y:242 
[2024/8/20 18:17:18] 物品:魔力手镯	怪物:182C10E0祖玛弓箭手8	地图:H204	X:31	Y:66 
[2024/8/20 18:17:19] 物品:太阳水	怪物:295C2210花吻蜘蛛8	地图:H009	X:229	Y:241 
[2024/8/20 18:17:19] 物品:强效金创药	怪物:295C2210花吻蜘蛛8	地图:H009	X:229	Y:241 
[2024/8/20 18:17:19] 物品:强效魔法药	怪物:295C2210花吻蜘蛛8	地图:H009	X:229	Y:241 
[2024/8/20 18:17:22] 物品:太阳水	怪物:2F11F310花吻蜘蛛8	地图:H009	X:229	Y:243 
[2024/8/20 18:17:22] 物品:强效金创药	怪物:2F11F310花吻蜘蛛8	地图:H009	X:229	Y:243 
[2024/8/20 18:17:22] 物品:强效魔法药	怪物:2F11F310花吻蜘蛛8	地图:H009	X:229	Y:243 
[2024/8/20 18:17:22] 物品:半月	怪物:2F11F310花吻蜘蛛8	地图:H009	X:229	Y:243 
[2024/8/20 18:17:30] 物品:布衣(男)	怪物:2970D390多钩猫	地图:0	X:188	Y:144 
[2024/8/20 18:17:32] 物品:太阳水	怪物:2945CB00花吻蜘蛛8	地图:H009	X:236	Y:244 
[2024/8/20 18:17:32] 物品:强效金创药	怪物:2945CB00花吻蜘蛛8	地图:H009	X:236	Y:244 
[2024/8/20 18:17:32] 物品:强效魔法药	怪物:2945CB00花吻蜘蛛8	地图:H009	X:236	Y:244 
[2024/8/20 18:17:32] 物品:疗伤药	怪物:2945CB00花吻蜘蛛8	地图:H009	X:236	Y:244 
[2024/8/20 18:17:32] 物品:金戒指	怪物:2945CB00花吻蜘蛛8	地图:H009	X:236	Y:244 
[2024/8/20 18:17:35] 物品:金创药(中量)	怪物:297BE940天狼蜘蛛8	地图:H009	X:236	Y:245 
[2024/8/20 18:17:35] 物品:魔法药(中量)	怪物:297BE940天狼蜘蛛8	地图:H009	X:236	Y:245 
[2024/8/20 18:17:35] 物品:太阳水	怪物:297BE940天狼蜘蛛8	地图:H009	X:236	Y:245 
[2024/8/20 18:17:38] 物品:金创药(小量)	怪物:298386C0稻草人	地图:0	X:177	Y:141 
[2024/8/20 18:17:49] 物品:太阳水	怪物:29256230钢牙蜘蛛8	地图:H009	X:240	Y:248 
[2024/8/20 18:17:49] 物品:强效金创药	怪物:29256230钢牙蜘蛛8	地图:H009	X:240	Y:248 
[2024/8/20 18:17:49] 物品:强效魔法药	怪物:29256230钢牙蜘蛛8	地图:H009	X:240	Y:248 
[2024/8/20 18:17:49] 物品:魔法长袍(男)	怪物:29256230钢牙蜘蛛8	地图:H009	X:240	Y:248 
[2024/8/20 18:17:49] 物品:凌风	怪物:29256230钢牙蜘蛛8	地图:H009	X:240	Y:248 
[2024/8/20 18:17:49] 物品:八荒	怪物:1811AF10祖玛卫士8	地图:H204	X:24	Y:80 
[2024/8/20 18:17:53] 物品:太阳水	怪物:063C72E0钢牙蜘蛛8	地图:H009	X:240	Y:247 
[2024/8/20 18:17:53] 物品:强效金创药	怪物:063C72E0钢牙蜘蛛8	地图:H009	X:240	Y:247 
[2024/8/20 18:17:53] 物品:强效魔法药	怪物:063C72E0钢牙蜘蛛8	地图:H009	X:240	Y:247 
[2024/8/20 18:17:53] 物品:魔力手镯	怪物:063C72E0钢牙蜘蛛8	地图:H009	X:240	Y:247 
[2024/8/20 18:17:56] 物品:白金项链	怪物:24ACDF00祖玛卫士8	地图:H204	X:22	Y:75 
[2024/8/20 18:17:56] 物品:蓝色水晶戒指	怪物:24ACDF00祖玛卫士8	地图:H204	X:22	Y:75 
[2024/8/20 18:17:59] 物品:琥珀项链	怪物:19400490祖玛卫士8	地图:H204	X:20	Y:76 
[2024/8/20 18:18:0] 物品:太阳水	怪物:061FDD10花吻蜘蛛8	地图:H009	X:244	Y:252 
[2024/8/20 18:18:0] 物品:强效金创药	怪物:061FDD10花吻蜘蛛8	地图:H009	X:244	Y:252 
[2024/8/20 18:18:0] 物品:强效魔法药	怪物:061FDD10花吻蜘蛛8	地图:H009	X:244	Y:252 
[2024/8/20 18:18:9] 物品:金创药(中量)	怪物:293D5D50天狼蜘蛛8	地图:H009	X:250	Y:246 
[2024/8/20 18:18:9] 物品:魔法药(中量)	怪物:293D5D50天狼蜘蛛8	地图:H009	X:250	Y:246 
[2024/8/20 18:18:9] 物品:小手镯	怪物:293D5D50天狼蜘蛛8	地图:H009	X:250	Y:246 
[2024/8/20 18:18:24] 物品:斩马刀	怪物:1F0A6420祖玛卫士8	地图:H204	X:43	Y:43 
[2024/8/20 18:18:28] 物品:道德戒指	怪物:2A4E6A20祖玛雕像8	地图:H204	X:40	Y:40 
[2024/8/20 18:18:31] 物品:魔法药(中量)	怪物:19D28760祖玛雕像8	地图:H204	X:41	Y:41 
[2024/8/20 18:18:31] 物品:强效太阳水	怪物:19D28760祖玛雕像8	地图:H204	X:41	Y:41 
[2024/8/20 18:18:31] 物品:海魂	怪物:19D28760祖玛雕像8	地图:H204	X:41	Y:41 
[2024/8/20 18:18:36] 物品:金创药(中量)	怪物:07C9DE90祖玛卫士8	地图:H204	X:39	Y:41 
[2024/8/20 18:18:37] 物品:太阳水	怪物:2949E710双头血魔8	地图:H009	X:249	Y:248 
[2024/8/20 18:18:37] 物品:幽灵战衣(男)	怪物:2949E710双头血魔8	地图:H009	X:249	Y:248 
[2024/8/20 18:18:37] 物品:蛇眼戒指	怪物:2949E710双头血魔8	地图:H009	X:249	Y:248 
[2024/8/20 18:18:37] 物品:灵魂战衣(男)	怪物:30EA17A0祖玛卫士8	地图:H204	X:39	Y:40 
[2024/8/20 18:18:40] 物品:强效金创药	怪物:293189F0祖玛雕像8	地图:H204	X:40	Y:40 
[2024/8/20 18:18:47] 物品:太阳水	怪物:292363E0钢牙蜘蛛8	地图:H009	X:256	Y:249 
[2024/8/20 18:18:47] 物品:强效金创药	怪物:292363E0钢牙蜘蛛8	地图:H009	X:256	Y:249 
[2024/8/20 18:18:47] 物品:强效魔法药	怪物:292363E0钢牙蜘蛛8	地图:H009	X:256	Y:249 
[2024/8/20 18:18:47] 物品:疗伤药	怪物:292363E0钢牙蜘蛛8	地图:H009	X:256	Y:249 
[2024/8/20 18:18:51] 物品:魔法药(中量)	怪物:31B05380祖玛弓箭手8	地图:H204	X:32	Y:26 
[2024/8/20 18:18:54] 物品:金创药(中量)	怪物:292D8910天狼蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:54] 物品:魔法药(中量)	怪物:292D8910天狼蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:54] 物品:黑檀手镯	怪物:292D8910天狼蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:54] 物品:降魔	怪物:292D8910天狼蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:54] 物品:魔鬼项链	怪物:292D8910天狼蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:57] 物品:太阳水	怪物:27D7A9A0花吻蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:57] 物品:强效金创药	怪物:27D7A9A0花吻蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:57] 物品:强效魔法药	怪物:27D7A9A0花吻蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:18:57] 物品:生铁戒指	怪物:27D7A9A0花吻蜘蛛8	地图:H009	X:261	Y:247 
[2024/8/20 18:19:6] 物品:太阳水	怪物:293659A0钢牙蜘蛛8	地图:H009	X:264	Y:245 
[2024/8/20 18:19:6] 物品:强效金创药	怪物:293659A0钢牙蜘蛛8	地图:H009	X:264	Y:245 
[2024/8/20 18:19:6] 物品:强效魔法药	怪物:293659A0钢牙蜘蛛8	地图:H009	X:264	Y:245 
[2024/8/20 18:19:6] 物品:蛇眼戒指	怪物:293659A0钢牙蜘蛛8	地图:H009	X:264	Y:245 
[2024/8/20 18:19:10] 物品:魔法药(中量)	怪物:1DD4D6A0祖玛弓箭手8	地图:H204	X:40	Y:18 
[2024/8/20 18:19:10] 物品:黑檀手镯	怪物:1DD4D6A0祖玛弓箭手8	地图:H204	X:40	Y:18 
[2024/8/20 18:19:19] 物品:太阳水	怪物:29394C00钢牙蜘蛛8	地图:H009	X:271	Y:236 
[2024/8/20 18:19:19] 物品:强效金创药	怪物:29394C00钢牙蜘蛛8	地图:H009	X:271	Y:236 
[2024/8/20 18:19:19] 物品:强效魔法药	怪物:29394C00钢牙蜘蛛8	地图:H009	X:271	Y:236 
[2024/8/20 18:19:19] 物品:琥珀项链	怪物:29394C00钢牙蜘蛛8	地图:H009	X:271	Y:236 
[2024/8/20 18:19:23] 物品:金创药(中量)	怪物:2C90C8D0天狼蜘蛛8	地图:H009	X:272	Y:237 
[2024/8/20 18:19:23] 物品:魔法药(中量)	怪物:2C90C8D0天狼蜘蛛8	地图:H009	X:272	Y:237 
[2024/8/20 18:19:26] 物品:太阳水	怪物:05BCA4C0钢牙蜘蛛8	地图:H009	X:272	Y:236 
[2024/8/20 18:19:26] 物品:强效金创药	怪物:05BCA4C0钢牙蜘蛛8	地图:H009	X:272	Y:236 
[2024/8/20 18:19:26] 物品:强效魔法药	怪物:05BCA4C0钢牙蜘蛛8	地图:H009	X:272	Y:236 
[2024/8/20 18:19:29] 物品:道德戒指	怪物:18440C00祖玛弓箭手8	地图:H204	X:60	Y:19 
[2024/8/20 18:19:29] 物品:太阳水	怪物:29213AB0花吻蜘蛛8	地图:H009	X:272	Y:234 
[2024/8/20 18:19:29] 物品:强效金创药	怪物:29213AB0花吻蜘蛛8	地图:H009	X:272	Y:234 
[2024/8/20 18:19:29] 物品:强效魔法药	怪物:29213AB0花吻蜘蛛8	地图:H009	X:272	Y:234 
[2024/8/20 18:19:29] 物品:道士手镯	怪物:29213AB0花吻蜘蛛8	地图:H009	X:272	Y:234 
[2024/8/20 18:19:29] 物品:魔力手镯	怪物:29213AB0花吻蜘蛛8	地图:H009	X:272	Y:234 
[2024/8/20 18:19:29] 物品:MP强化药水	怪物:038B4240骷髅	地图:D001	X:239	Y:136 
[2024/8/20 18:19:33] 物品:八荒	怪物:27DC5A80祖玛弓箭手8	地图:H204	X:62	Y:21 
[2024/8/20 18:19:33] 物品:魅力戒指	怪物:27DC5A80祖玛弓箭手8	地图:H204	X:62	Y:21 
[2024/8/20 18:19:38] 物品:太阳水	怪物:31EBC460花吻蜘蛛8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:38] 物品:强效金创药	怪物:31EBC460花吻蜘蛛8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:38] 物品:强效魔法药	怪物:31EBC460花吻蜘蛛8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:38] 物品:疗伤药	怪物:31EBC460花吻蜘蛛8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:38] 物品:放大镜	怪物:31EBC460花吻蜘蛛8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:38] 物品:魔法长袍(女)	怪物:31EBC460花吻蜘蛛8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效太阳水	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效太阳水	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:疗伤药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:疗伤药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效金创药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效金创药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效金创药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效魔法药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:强效魔法药	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:放大镜	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:困魔咒	怪物:294BA2D0血僵尸8	地图:H009	X:277	Y:241 
[2024/8/20 18:19:44] 物品:黑檀手镯	怪物:300D94F0祖玛卫士8	地图:H204	X:70	Y:29 
[2024/8/20 18:19:46] 物品:海魂	怪物:291B8BA0祖玛雕像8	地图:H204	X:69	Y:29 
[2024/8/20 18:19:46] 物品:太阳水	怪物:31EBAE30花吻蜘蛛8	地图:H009	X:277	Y:242 
[2024/8/20 18:19:46] 物品:强效金创药	怪物:31EBAE30花吻蜘蛛8	地图:H009	X:277	Y:242 
[2024/8/20 18:19:46] 物品:强效魔法药	怪物:31EBAE30花吻蜘蛛8	地图:H009	X:277	Y:242 
[2024/8/20 18:19:50] 物品:金创药(中量)	怪物:1842BF30天狼蜘蛛8	地图:H009	X:277	Y:244 
[2024/8/20 18:19:50] 物品:魔法药(中量)	怪物:1842BF30天狼蜘蛛8	地图:H009	X:277	Y:244 
[2024/8/20 18:19:50] 物品:魔鬼项链	怪物:1842BF30天狼蜘蛛8	地图:H009	X:277	Y:244 
[2024/8/20 18:19:50] 物品:琥珀项链	怪物:1842BF30天狼蜘蛛8	地图:H009	X:277	Y:244 
[2024/8/20 18:20:1] 物品:太阳水	怪物:293B0640钢牙蜘蛛8	地图:H009	X:282	Y:240 
[2024/8/20 18:20:1] 物品:强效金创药	怪物:293B0640钢牙蜘蛛8	地图:H009	X:282	Y:240 
[2024/8/20 18:20:1] 物品:强效魔法药	怪物:293B0640钢牙蜘蛛8	地图:H009	X:282	Y:240 
