[2024/8/17 9:0:3] 物品:金创药(小量)	怪物:19EB4E70僵尸3	地图:D401	X:19	Y:147 
[2024/8/17 9:20:22] 物品:金创药(小量)	怪物:0C2DABF0僵尸3	地图:D402	X:150	Y:68 
[2024/8/17 9:20:27] 物品:刺杀剑术	怪物:15B529D0僵尸3	地图:D402	X:150	Y:69 
[2024/8/17 9:20:30] 物品:金创药(小量)	怪物:057460F0僵尸3	地图:D401	X:136	Y:88 
[2024/8/17 9:20:31] 物品:魔法药(小量)	怪物:3066E100骷髅战士	地图:D001	X:225	Y:147 
[2024/8/17 9:20:33] 物品:金创药(小量)	怪物:059E0240僵尸3	地图:D401	X:142	Y:92 
[2024/8/17 9:20:34] 物品:魔法药(小量)	怪物:06355A80山洞蝙蝠	地图:D003	X:172	Y:133 
[2024/8/17 9:20:35] 物品:魔法药(小量)	怪物:1D741FA0骷髅战士	地图:D003	X:172	Y:132 
[2024/8/17 9:20:40] 物品:金创药(小量)	怪物:0D596820骷髅战士	地图:D002	X:95	Y:138 
[2024/8/17 9:20:41] 物品:金创药(小量)	怪物:055ED5F0僵尸4	地图:D406	X:160	Y:121 
[2024/8/17 9:20:45] 物品:金创药(小量)	怪物:282DA5D0僵尸3	地图:D402	X:162	Y:78 
[2024/8/17 9:20:51] 物品:金创药(小量)	怪物:19237AD0稻草人	地图:0	X:147	Y:37 
[2024/8/17 9:20:54] 物品:金创药(小量)	怪物:28667260山洞蝙蝠	地图:D001	X:94	Y:131 
[2024/8/17 9:21:5] 物品:魔法头盔	怪物:1A0A71D0暗黑战士	地图:D023	X:324	Y:374 
[2024/8/17 9:21:5] 物品:魔法药(小量)	怪物:28764E70僵尸3	地图:D402	X:163	Y:76 
[2024/8/17 9:21:6] 物品:木剑	怪物:18473F70钉耙猫	地图:0	X:143	Y:58 
[2024/8/17 9:21:13] 物品:金创药(小量)	怪物:1800A170僵尸3	地图:D401	X:108	Y:105 
[2024/8/17 9:21:15] 物品:金创药(小量)	怪物:18FDE6C0僵尸5	地图:D406	X:159	Y:121 
[2024/8/17 9:21:17] 物品:魔法药(小量)	怪物:17BB0F70僵尸5	地图:D406	X:158	Y:121 
[2024/8/17 9:21:18] 物品:魔法药(中量)	怪物:1A3BA730沃玛勇士	地图:D023	X:323	Y:374 
[2024/8/17 9:21:18] 物品:半月	怪物:1A3BA730沃玛勇士	地图:D023	X:323	Y:374 
[2024/8/17 9:21:29] 物品:魔法药(小量)	怪物:301999C0僵尸3	地图:D401	X:142	Y:159 
[2024/8/17 9:21:35] 物品:魔法药(小量)	怪物:275F50E0僵尸5	地图:D406	X:153	Y:129 
[2024/8/17 9:21:39] 物品:金创药(小量)	怪物:1945ADC0僵尸5	地图:D406	X:153	Y:127 
[2024/8/17 9:21:40] 物品:魔法药(小量)	怪物:188B23C0骷髅战士	地图:D002	X:78	Y:149 
[2024/8/17 9:21:41] 物品:金创药(小量)	怪物:1D732B90骷髅战士	地图:D001	X:122	Y:112 
[2024/8/17 9:21:49] 物品:攻杀剑术	怪物:30B04980僵尸3	地图:D401	X:159	Y:145 
[2024/8/17 9:21:52] 物品:金创药(小量)	怪物:1F11BF10骷髅战士	地图:D003	X:158	Y:131 
[2024/8/17 9:21:55] 物品:魔法药(小量)	怪物:1891CB20僵尸4	地图:D406	X:152	Y:136 
[2024/8/17 9:21:55] 物品:火墙	怪物:1891CB20僵尸4	地图:D406	X:152	Y:136 
[2024/8/17 9:21:57] 物品:魔法药(小量)	怪物:1C63C2E0僵尸4	地图:D421	X:320	Y:181 
[2024/8/17 9:21:57] 物品:攻击力药水	怪物:27860BE0僵尸3	地图:D402	X:175	Y:81 
[2024/8/17 9:22:0] 物品:太阳水	怪物:1A2CBF30沃玛战将	地图:D023	X:323	Y:376 
[2024/8/17 9:22:12] 物品:金创药(中量)	怪物:1F04D560恶灵僵尸8	地图:H001	X:12	Y:30 
[2024/8/17 9:22:13] 物品:金创药(小量)	怪物:307A27F0僵尸4	地图:D406	X:153	Y:137 
[2024/8/17 9:22:19] 物品:魔法药(小量)	怪物:2A80E300僵尸3	地图:D402	X:183	Y:88 
[2024/8/17 9:22:24] 物品:金创药(小量)	怪物:0D9BBE90僵尸3	地图:D401	X:148	Y:127 
[2024/8/17 9:22:33] 物品:金创药(小量)	怪物:0D4F1680僵尸4	地图:D406	X:144	Y:130 
[2024/8/17 9:22:34] 物品:金创药(小量)	怪物:30F81DD0僵尸3	地图:D401	X:160	Y:124 
[2024/8/17 9:22:40] 物品:魔法药(小量)	怪物:1F09B2A0僵尸4	地图:D406	X:144	Y:131 
[2024/8/17 9:22:41] 物品:六角戒指	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:金创药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:金创药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:金创药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:金创药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:魔法药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:魔法药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:魔法药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:41] 物品:魔法药(中量)	怪物:18CC5E30掷斧骷髅0	地图:D002	X:101	Y:123 
[2024/8/17 9:22:46] 物品:金创药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:金创药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:金创药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:金创药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:魔法药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:魔法药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:魔法药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:46] 物品:魔法药(中量)	怪物:285D0240骷髅战士0	地图:D003	X:151	Y:135 
[2024/8/17 9:22:48] 物品:金创药(小量)	怪物:18893D20骷髅战士	地图:D002	X:103	Y:123 
[2024/8/17 9:22:50] 物品:金创药(小量)	怪物:1D0B2210僵尸3	地图:D401	X:105	Y:109 
[2024/8/17 9:22:55] 物品:金创药(小量)	怪物:052BD390骷髅战士	地图:D012	X:175	Y:226 
[2024/8/17 9:22:56] 物品:金创药(小量)	怪物:1C5D6C70僵尸4	地图:D421	X:355	Y:47 
[2024/8/17 9:22:59] 物品:魔法药(小量)	怪物:27C06210僵尸4	地图:D406	X:139	Y:140 
[2024/8/17 9:23:3] 物品:金创药(小量)	怪物:18289CF0僵尸3	地图:D421	X:363	Y:33 
[2024/8/17 9:23:9] 物品:大手镯	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:金创药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:金创药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:金创药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:金创药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:魔法药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:魔法药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:魔法药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:9] 物品:魔法药(中量)	怪物:18CBEF40骷髅战将0	地图:D002	X:117	Y:116 
[2024/8/17 9:23:12] 物品:魔法药(小量)	怪物:27860BE0僵尸3	地图:D402	X:175	Y:81 
[2024/8/17 9:23:18] 物品:皮制手套	怪物:288DC800骷髅战士	地图:D002	X:118	Y:115 
[2024/8/17 9:23:24] 物品:蓝色水晶戒指	怪物:03989D10掷斧骷髅	地图:D003	X:140	Y:119 
[2024/8/17 9:23:25] 物品:金创药(小量)	怪物:17C80B20骷髅战士	地图:D002	X:122	Y:121 
[2024/8/17 9:23:35] 物品:金创药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:金创药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:金创药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:金创药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:魔法药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:魔法药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:魔法药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:35] 物品:魔法药(中量)	怪物:05472F30掷斧骷髅0	地图:D012	X:198	Y:204 
[2024/8/17 9:23:36] 物品:金创药(小量)	怪物:28120BE0骷髅战士	地图:D001	X:301	Y:157 
[2024/8/17 9:23:36] 物品:魔法药(小量)	怪物:28120BE0骷髅战士	地图:D001	X:301	Y:157 
[2024/8/17 9:23:38] 物品:金创药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:金创药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:金创药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:金创药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:魔法药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:魔法药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:魔法药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:魔法药(中量)	怪物:19232890骷髅战将0	地图:D002	X:125	Y:116 
[2024/8/17 9:23:38] 物品:金创药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:金创药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:金创药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:金创药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:魔法药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:魔法药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:魔法药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:38] 物品:魔法药(小量)	怪物:28264E70骷髅0	地图:D003	X:136	Y:120 
[2024/8/17 9:23:39] 物品:铁手镯	怪物:306ACEE0多钩猫	地图:0	X:63	Y:76 
[2024/8/17 9:23:49] 物品:HP强化药水	怪物:0513EA60骷髅	地图:D012	X:202	Y:215 
[2024/8/17 9:23:50] 物品:金创药(小量)	怪物:1CBA9CF0僵尸3	地图:E601	X:10	Y:101 
[2024/8/17 9:23:51] 物品:坚固手套	怪物:1886F800骷髅战士	地图:D002	X:127	Y:111 
[2024/8/17 9:23:55] 物品:金创药(小量)	怪物:1C0C5E90僵尸4	地图:D406	X:142	Y:150 
[2024/8/17 9:23:57] 物品:魔法药(小量)	怪物:27A48200骷髅战士	地图:D001	X:142	Y:83 
[2024/8/17 9:23:58] 物品:魔法药(小量)	怪物:304BDD60骷髅战士	地图:D003	X:127	Y:105 
[2024/8/17 9:23:58] 物品:金创药(中量)	怪物:05206190骷髅战将	地图:D012	X:202	Y:214 
[2024/8/17 9:23:58] 物品:金创药(小量)	怪物:1CBA7090僵尸3	地图:E601	X:33	Y:77 
[2024/8/17 9:24:1] 物品:魔法药(小量)	怪物:1CB24DF0僵尸5	地图:E601	X:13	Y:53 
[2024/8/17 9:24:3] 物品:金创药(小量)	怪物:1CBAB320僵尸3	地图:E601	X:10	Y:101 
[2024/8/17 9:24:7] 物品:金创药(中量)	怪物:052550C0骷髅战将	地图:D012	X:208	Y:215 
[2024/8/17 9:24:12] 物品:金创药(中量)	怪物:1D76CDF0骷髅战将	地图:D003	X:123	Y:101 
[2024/8/17 9:24:21] 物品:太阳水	怪物:1CBE7AB0黑色恶蛆	地图:E602	X:18	Y:73 
[2024/8/17 9:24:21] 物品:灯笼项链	怪物:1CBE7AB0黑色恶蛆	地图:E602	X:18	Y:73 
[2024/8/17 9:24:25] 物品:金创药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:金创药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:金创药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:金创药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:魔法药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:魔法药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:魔法药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:25] 物品:魔法药(中量)	怪物:18AEBCA0掷斧骷髅0	地图:D002	X:120	Y:100 
[2024/8/17 9:24:31] 物品:半月	怪物:0D47A120骷髅战士	地图:D001	X:335	Y:99 
[2024/8/17 9:24:31] 物品:魔力手镯	怪物:0D47A120骷髅战士	地图:D001	X:335	Y:99 
[2024/8/17 9:24:31] 物品:魔法药(中量)	怪物:187D5C30骷髅战将	地图:D012	X:221	Y:223 
[2024/8/17 9:24:31] 物品:皮制手套	怪物:187D5C30骷髅战将	地图:D012	X:221	Y:223 
[2024/8/17 9:24:38] 物品:金创药(中量)	怪物:195A5F40骷髅战将	地图:D002	X:113	Y:106 
[2024/8/17 9:24:42] 物品:魔法药(小量)	怪物:18881CB0山洞蝙蝠	地图:D001	X:122	Y:54 
[2024/8/17 9:24:43] 物品:金创药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:金创药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:金创药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:金创药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:魔法药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:魔法药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:魔法药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:43] 物品:魔法药(中量)	怪物:2856EE60掷斧骷髅0	地图:D003	X:129	Y:85 
[2024/8/17 9:24:47] 物品:青铜头盔	怪物:1A0D8F10暗黑战士	地图:D023	X:321	Y:368 
[2024/8/17 9:24:50] 物品:治愈术	怪物:1C13C200僵尸4	地图:D406	X:156	Y:164 
[2024/8/17 9:24:51] 物品:轻型盔甲(女)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:金创药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:金创药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:金创药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:金创药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:魔法药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:魔法药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:魔法药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:魔法药(小量)	怪物:28DEA980骷髅0	地图:D001	X:122	Y:55 
[2024/8/17 9:24:51] 物品:六角戒指	怪物:27BEBC80骷髅战士	地图:D002	X:112	Y:95 
[2024/8/17 9:25:5] 物品:金创药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:金创药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:金创药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:金创药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:魔法药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:魔法药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:魔法药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:5] 物品:魔法药(小量)	怪物:054B4080骷髅0	地图:D012	X:216	Y:234 
[2024/8/17 9:25:6] 物品:六角戒指	怪物:18B232A0骷髅战士	地图:D001	X:373	Y:82 
[2024/8/17 9:25:7] 物品:金创药(小量)	怪物:0D394D40骷髅战士	地图:D002	X:125	Y:97 
[2024/8/17 9:25:7] 物品:魔法药(小量)	怪物:1C2BC240僵尸4	地图:D406	X:165	Y:164 
[2024/8/17 9:25:7] 物品:魔法药(小量)	怪物:1CC830F0僵尸4	地图:E602	X:12	Y:14 
[2024/8/17 9:25:11] 物品:金创药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:金创药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:金创药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:金创药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:魔法药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:魔法药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:魔法药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:11] 物品:魔法药(中量)	怪物:05499C70骷髅战士0	地图:D012	X:217	Y:236 
[2024/8/17 9:25:19] 物品:铁手镯	怪物:1F089230稻草人	地图:0	X:71	Y:110 
[2024/8/17 9:25:23] 物品:金创药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:金创药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:金创药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:金创药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:魔法药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:魔法药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:魔法药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:23] 物品:魔法药(中量)	怪物:05BE4A50骷髅战将0	地图:D012	X:210	Y:226 
[2024/8/17 9:25:29] 物品:金创药(小量)	怪物:0D642460稻草人	地图:0	X:73	Y:89 
[2024/8/17 9:25:38] 物品:金创药(中量)	怪物:18307AF0骷髅战将	地图:D002	X:134	Y:99 
[2024/8/17 9:25:41] 物品:强效太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:太阳水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:金创药(中量)	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:金创药(中量)	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效金创药	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效金创药	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效金创药	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:魔法药(中量)	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:魔法药(中量)	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效魔法药	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效魔法药	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:强效魔法药	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:攻击神水	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:红宝石戒指	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:修罗	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:41] 物品:困魔咒	怪物:1A4C8870沃玛卫士	地图:D023	X:325	Y:359 
[2024/8/17 9:25:45] 物品:小手镯	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:金创药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:金创药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:金创药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:金创药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:魔法药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:魔法药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:魔法药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:45] 物品:魔法药(中量)	怪物:05498640骷髅战士0	地图:D012	X:205	Y:233 
[2024/8/17 9:25:52] 物品:牛角戒指	怪物:18463530骷髅战士	地图:D001	X:101	Y:43 
[2024/8/17 9:25:52] 物品:金创药(小量)	怪物:1A077F70暗黑战士	地图:D023	X:323	Y:361 
[2024/8/17 9:25:54] 物品:金创药(中量)	怪物:051F83B0骷髅战将	地图:D012	X:199	Y:231 
[2024/8/17 9:25:54] 物品:六角戒指	怪物:051F83B0骷髅战将	地图:D012	X:199	Y:231 
[2024/8/17 9:26:1] 物品:金创药(小量)	怪物:05086230骷髅战士	地图:D012	X:205	Y:239 
[2024/8/17 9:26:1] 物品:灵魂火符	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:1] 物品:抗拒火环	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:1] 物品:精神力战法	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:1] 物品:火球术	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:1] 物品:治愈术	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:1] 物品:基本剑术	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:1] 物品:金创药(小量)	怪物:1C27F380僵尸40	地图:D406	X:170	Y:148 
[2024/8/17 9:26:2] 物品:金创药(小量)	怪物:18504430骷髅战士	地图:D003	X:169	Y:104 
[2024/8/17 9:26:4] 物品:魔法药(小量)	怪物:193A75D0山洞蝙蝠	地图:D001	X:96	Y:51 
[2024/8/17 9:26:8] 物品:铁手镯	怪物:1818BCA0多钩猫	地图:0	X:91	Y:134 
[2024/8/17 9:26:8] 物品:金创药(小量)	怪物:2E77ED40僵尸4	地图:D406	X:169	Y:149 
[2024/8/17 9:26:11] 物品:轻型盔甲(男)	怪物:192651F0掷斧骷髅	地图:D002	X:324	Y:33 
[2024/8/17 9:26:12] 物品:隐身术	怪物:18973F70僵尸4	地图:D406	X:168	Y:149 
[2024/8/17 9:26:13] 物品:金创药(中量)	怪物:18C7C7C0骷髅战将	地图:D003	X:174	Y:112 
