[2024/8/21 9:0:3] 物品:强效金创药	怪物:28B09530祖玛卫士8	地图:H204	X:68	Y:65 
[2024/8/21 9:15:49] 物品:强效金创药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效金创药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:强效魔法药	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:49] 物品:道士手镯	怪物:2464C560虹魔蝎卫8	地图:H204	X:65	Y:25 
[2024/8/21 9:15:53] 物品:强效太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:太阳水	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:金创药(中量)	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:金创药(中量)	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效金创药	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效金创药	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效金创药	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:魔法药(中量)	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:魔法药(中量)	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效魔法药	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效魔法药	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:强效魔法药	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:躲避手链	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:圣言术	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:15:53] 物品:困魔咒	怪物:181D73C0沃玛卫士8	地图:H204	X:63	Y:22 
[2024/8/21 9:16:0] 物品:万年雪霜	怪物:22E3E7B0骷髅刀斧手8	地图:H005	X:108	Y:136 
[2024/8/21 9:16:0] 物品:珍珠戒指	怪物:2305F2B0祖玛弓箭手8	地图:H204	X:26	Y:22 
[2024/8/21 9:16:6] 物品:强效金创药	怪物:2B3F6120魔龙射手	地图:66	X:187	Y:106 
[2024/8/21 9:16:6] 物品:道士头盔	怪物:2B3F6120魔龙射手	地图:66	X:187	Y:106 
[2024/8/21 9:16:6] 物品:降妖除魔戒指	怪物:2B3F6120魔龙射手	地图:66	X:187	Y:106 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:疗伤药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:太阳水	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:金创药(中量)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:金创药(中量)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:魔法药(中量)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:魔法药(中量)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效金创药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:强效魔法药	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:祝福油	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:魔杖	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:生命项链	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:幽灵手套	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:战神盔甲(男)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:战神盔甲(女)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:重盔甲(女)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:灵魂战衣(女)	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:偃月	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:破魂	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:降魔	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:斩马刀	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:修罗	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:凝霜	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:骷髅头盔	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:道士头盔	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:蓝翡翠项链	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:放大镜	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:竹笛	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:小手镯	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:魔法手镯	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:黑檀手镯	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:道士手镯	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:死神手套	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:金手镯	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:黑色水晶戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:蛇眼戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:珍珠戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:金戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:骷髅戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:魅力戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:12] 物品:道德戒指	怪物:246CDD90虹魔教主8	地图:H008	X:23	Y:40 
[2024/8/21 9:16:13] 物品:强效太阳水	怪物:2BC44B90魔龙射手	地图:66	X:192	Y:107 
[2024/8/21 9:16:13] 物品:死神手套	怪物:2BC44B90魔龙射手	地图:66	X:192	Y:107 
[2024/8/21 9:16:14] 物品:强效太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:太阳水	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:金创药(中量)	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:金创药(中量)	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效金创药	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效金创药	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效金创药	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:魔法药(中量)	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:魔法药(中量)	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效魔法药	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效魔法药	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:强效魔法药	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:躲避手链	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:夏普儿手镯	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:珊瑚戒指	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:14] 物品:火墙	怪物:2467C7C0沃玛卫士8	地图:H204	X:40	Y:19 
[2024/8/21 9:16:20] 物品:太阳水	怪物:1899F030祖玛弓箭手8	地图:H204	X:42	Y:19 
[2024/8/21 9:16:31] 物品:强效太阳水	怪物:24944BD0祖玛雕像8	地图:H204	X:42	Y:18 
[2024/8/21 9:16:46] 物品:道士手镯	怪物:291E3690魔龙射手2	地图:66	X:187	Y:105 
[2024/8/21 9:16:54] 物品:太阳水	怪物:28D53CA0魔龙射手	地图:66	X:182	Y:104 
[2024/8/21 9:16:54] 物品:降妖除魔戒指	怪物:28D53CA0魔龙射手	地图:66	X:182	Y:104 
[2024/8/21 9:17:6] 物品:珊瑚戒指	怪物:231B4920牛魔将军	地图:D2078	X:201	Y:99 
[2024/8/21 9:17:20] 物品:重盔甲(女)	怪物:2C89EC40祖玛卫士8	地图:H204	X:77	Y:25 
[2024/8/21 9:17:20] 物品:白色虎齿项链	怪物:2C89EC40祖玛卫士8	地图:H204	X:77	Y:25 
[2024/8/21 9:17:23] 物品:道士头盔	怪物:18664F00祖玛卫士8	地图:H204	X:77	Y:25 
[2024/8/21 9:17:23] 物品:白金项链	怪物:18664F00祖玛卫士8	地图:H204	X:77	Y:25 
[2024/8/21 9:17:31] 物品:强效太阳水	怪物:2904ABA0牛魔将军	地图:D2078	X:202	Y:100 
[2024/8/21 9:17:31] 物品:强效魔法药	怪物:2904ABA0牛魔将军	地图:D2078	X:202	Y:100 
[2024/8/21 9:17:35] 物品:魔法药(中量)	怪物:2CA8C9B0祖玛弓箭手8	地图:H204	X:72	Y:22 
[2024/8/21 9:17:35] 物品:重盔甲(男)	怪物:2CA8C9B0祖玛弓箭手8	地图:H204	X:72	Y:22 
[2024/8/21 9:17:35] 物品:凝霜	怪物:2CA8C9B0祖玛弓箭手8	地图:H204	X:72	Y:22 
[2024/8/21 9:17:42] 物品:强效金创药	怪物:2451FFC0魔龙射手	地图:66	X:205	Y:111 
[2024/8/21 9:17:45] 物品:凝霜	怪物:2C42B380魔龙射手	地图:66	X:207	Y:112 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:太阳水	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效金创药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:强效魔法药	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:17:48] 物品:白色虎齿项链	怪物:28D321E0虹魔蝎卫8	地图:H204	X:82	Y:23 
[2024/8/21 9:18:14] 物品:强效金创药	怪物:28F8F530魔龙射手	地图:66	X:201	Y:113 
[2024/8/21 9:18:14] 物品:强效魔法药	怪物:28F8F530魔龙射手	地图:66	X:201	Y:113 
[2024/8/21 9:18:27] 物品:降妖除魔戒指	怪物:232F0BA0魔龙破甲兵	地图:66	X:205	Y:103 
[2024/8/21 9:18:27] 物品:重盔甲(男)	怪物:232F0BA0魔龙破甲兵	地图:66	X:205	Y:103 
[2024/8/21 9:18:34] 物品:太阳水	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:太阳水	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:太阳水	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:太阳水	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:金创药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:金创药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:金创药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:金创药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:魔法药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:魔法药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:魔法药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:魔法药(中量)	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:强效金创药	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:强效金创药	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
[2024/8/21 9:18:34] 物品:强效金创药	怪物:1778CA90天狼蜘蛛0	地图:11	X:214	Y:356 
