[2024/8/22 5:0:21] 物品:魔法长袍(女)	怪物:13A22CF0跳跳蜂8	地图:H004	X:189	Y:103 
[2024/8/22 5:16:11] 物品:金创药(小量)	怪物:23928D00僵尸4	地图:H201	X:35	Y:54 
[2024/8/22 5:16:21] 物品:太阳水	怪物:28E1AB80魔龙破甲兵	地图:66	X:184	Y:133 
[2024/8/22 5:16:26] 物品:降妖除魔戒指	怪物:288B1D90魔龙射手	地图:66	X:189	Y:133 
[2024/8/22 5:16:31] 物品:强效太阳水	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效太阳水	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效太阳水	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效太阳水	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效太阳水	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效金创药	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效金创药	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效魔法药	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:强效魔法药	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:黑檀手镯	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:31] 物品:野蛮冲撞	怪物:2CC6A770尸王8	地图:H201	X:39	Y:49 
[2024/8/22 5:16:44] 物品:攻杀剑术	怪物:17EE7820僵尸4	地图:H201	X:35	Y:52 
[2024/8/22 5:16:46] 物品:强效太阳水	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效太阳水	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效太阳水	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效太阳水	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效太阳水	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效金创药	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效金创药	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效魔法药	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:强效魔法药	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:黑檀手镯	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:魔力手镯	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:召唤神兽	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:圣言术	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:46] 物品:烈火剑法	怪物:2933B3A0尸王8	地图:H201	X:41	Y:44 
[2024/8/22 5:16:48] 物品:攻击力药水	怪物:28AC4C60僵尸5	地图:H201	X:38	Y:49 
[2024/8/22 5:16:58] 物品:强效太阳水	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效太阳水	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效太阳水	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效太阳水	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效太阳水	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效金创药	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效金创药	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效魔法药	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:强效魔法药	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:黑色水晶戒指	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:蓝翡翠项链	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:16:58] 物品:黑檀手镯	怪物:24D962C0尸王8	地图:H201	X:44	Y:43 
[2024/8/22 5:17:6] 物品:强效太阳水	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效太阳水	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效太阳水	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效太阳水	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效太阳水	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效金创药	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效金创药	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效魔法药	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:强效魔法药	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:魅力戒指	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:黑檀手镯	怪物:2AA462C0尸王8	地图:H201	X:45	Y:42 
[2024/8/22 5:17:6] 物品:火墙	怪物:2CF9B8B0恶灵尸王	地图:H201	X:43	Y:41 
[2024/8/22 5:17:6] 物品:幽灵盾	怪物:2CF9B8B0恶灵尸王	地图:H201	X:43	Y:41 
[2024/8/22 5:17:6] 物品:施毒术	怪物:2CF9B8B0恶灵尸王	地图:H201	X:43	Y:41 
[2024/8/22 5:17:6] 物品:攻杀剑术	怪物:2CF9B8B0恶灵尸王	地图:H201	X:43	Y:41 
[2024/8/22 5:17:6] 物品:雷电术	怪物:2CF9B8B0恶灵尸王	地图:H201	X:43	Y:41 
[2024/8/22 5:17:10] 物品:强效魔法药	怪物:16397AD0魔龙刀兵	地图:66	X:189	Y:122 
[2024/8/22 5:17:16] 物品:强效金创药	怪物:249D08E0魔龙破甲兵	地图:66	X:192	Y:120 
[2024/8/22 5:17:16] 物品:强效太阳水	怪物:249D08E0魔龙破甲兵	地图:66	X:192	Y:120 
[2024/8/22 5:17:17] 物品:金创药(小量)	怪物:2A967570僵尸5	地图:H201	X:45	Y:34 
[2024/8/22 5:17:17] 物品:魔法药(小量)	怪物:2A967570僵尸5	地图:H201	X:45	Y:34 
[2024/8/22 5:17:17] 物品:精神力药水	怪物:17F5DD10僵尸4	地图:H201	X:44	Y:34 
[2024/8/22 5:17:19] 物品:金创药(小量)	怪物:24A94B00僵尸5	地图:H201	X:44	Y:35 
[2024/8/22 5:17:19] 物品:金创药(小量)	怪物:255E5B90僵尸5	地图:H201	X:46	Y:34 
[2024/8/22 5:17:19] 物品:攻杀剑术	怪物:255E5B90僵尸5	地图:H201	X:46	Y:34 
[2024/8/22 5:17:19] 物品:强效太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:太阳水	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:金创药(中量)	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:金创药(中量)	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:金创药(中量)	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效金创药	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效金创药	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:魔法药(中量)	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:魔法药(中量)	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:魔法药(中量)	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效魔法药	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:强效魔法药	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:骷髅戒指	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:生铁戒指	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:凝霜	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:黑檀手镯	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:心灵启示	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:刺杀剑术	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:雷电术	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:诱惑之光	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:地狱火	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:召唤骷髅	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:抗拒火环	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:精神力战法	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:治愈术	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:基本剑术	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:19] 物品:火球术	怪物:28A0E990尸王	地图:H201	X:46	Y:35 
[2024/8/22 5:17:22] 物品:强效太阳水	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效太阳水	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效太阳水	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效太阳水	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效太阳水	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效金创药	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效金创药	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效魔法药	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:强效魔法药	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:生铁戒指	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:道德戒指	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:22] 物品:魔力手镯	怪物:143D9AC0尸王8	地图:H201	X:48	Y:36 
[2024/8/22 5:17:25] 物品:强效太阳水	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效太阳水	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效太阳水	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效太阳水	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效太阳水	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效金创药	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效金创药	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效魔法药	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:强效魔法药	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:25] 物品:凝霜	怪物:19B7AC60尸王8	地图:H201	X:48	Y:37 
[2024/8/22 5:17:37] 物品:强效魔法药	怪物:2B3A6EB0魔龙破甲兵	地图:66	X:196	Y:117 
[2024/8/22 5:17:44] 物品:强效金创药	怪物:263DF7B0魔龙射手	地图:66	X:191	Y:111 
[2024/8/22 5:17:44] 物品:竹笛	怪物:263DF7B0魔龙射手	地图:66	X:191	Y:111 
[2024/8/22 5:17:46] 物品:金创药(小量)	怪物:17F5DD10僵尸4	地图:H201	X:47	Y:32 
[2024/8/22 5:17:48] 物品:乌木剑	怪物:062F6620盔甲虫	地图:3	X:241	Y:317 
[2024/8/22 5:17:49] 物品:金手镯	怪物:2A3A7020魔龙破甲兵	地图:66	X:192	Y:112 
[2024/8/22 5:17:49] 物品:强效太阳水	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效太阳水	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效太阳水	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效太阳水	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效太阳水	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效金创药	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效金创药	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效魔法药	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:强效魔法药	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:魔力手镯	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:49] 物品:困魔咒	怪物:1283F530尸王8	地图:H201	X:51	Y:33 
[2024/8/22 5:17:50] 物品:魔法药(中量)	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:50] 物品:刺杀剑术	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:50] 物品:火墙	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:50] 物品:攻杀剑术	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:50] 物品:雷电术	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:50] 物品:召唤骷髅	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:50] 物品:瞬息移动	怪物:256EDB90恶灵尸王	地图:H201	X:48	Y:31 
[2024/8/22 5:17:52] 物品:魔法药(小量)	怪物:14561560僵尸5	地图:H201	X:49	Y:31 
[2024/8/22 5:17:52] 物品:太阳水	怪物:24F84430恶灵尸王	地图:H201	X:51	Y:35 
[2024/8/22 5:17:52] 物品:幽灵盾	怪物:24F84430恶灵尸王	地图:H201	X:51	Y:35 
[2024/8/22 5:17:52] 物品:隐身术	怪物:24F84430恶灵尸王	地图:H201	X:51	Y:35 
[2024/8/22 5:17:52] 物品:雷电术	怪物:24F84430恶灵尸王	地图:H201	X:51	Y:35 
[2024/8/22 5:17:52] 物品:召唤骷髅	怪物:24F84430恶灵尸王	地图:H201	X:51	Y:35 
[2024/8/22 5:17:53] 物品:强效金创药	怪物:12122E40魔龙射手	地图:66	X:195	Y:107 
[2024/8/22 5:17:53] 物品:火球术	怪物:2AD65670僵尸1	地图:H201	X:53	Y:34 
[2024/8/22 5:17:54] 物品:金创药(小量)	怪物:28D3E990僵尸5	地图:H201	X:47	Y:32 
[2024/8/22 5:18:2] 物品:强效金创药	怪物:25E31270魔龙刀兵	地图:66	X:198	Y:109 
[2024/8/22 5:18:7] 物品:疾风药水	怪物:13D73F70僵尸1	地图:H201	X:58	Y:26 
[2024/8/22 5:18:8] 物品:魔法药(小量)	怪物:2AE90DF0僵尸5	地图:H201	X:54	Y:25 
[2024/8/22 5:18:19] 物品:金创药(小量)	怪物:25DD13E0僵尸4	地图:H201	X:62	Y:31 
[2024/8/22 5:18:19] 物品:刺杀剑术	怪物:25DD13E0僵尸4	地图:H201	X:62	Y:31 
[2024/8/22 5:18:25] 物品:集体隐身术	怪物:2329E4D0恶灵尸王	地图:H201	X:63	Y:31 
[2024/8/22 5:18:25] 物品:诱惑之光	怪物:2329E4D0恶灵尸王	地图:H201	X:63	Y:31 
[2024/8/22 5:18:25] 物品:大火球	怪物:2329E4D0恶灵尸王	地图:H201	X:63	Y:31 
[2024/8/22 5:18:25] 物品:召唤骷髅	怪物:2329E4D0恶灵尸王	地图:H201	X:63	Y:31 
[2024/8/22 5:18:28] 物品:泰坦戒指	怪物:2CC331D0魔龙刀兵1	地图:66	X:196	Y:108 
[2024/8/22 5:18:34] 物品:强效金创药	怪物:1B87F9E0魔龙射手	地图:66	X:189	Y:102 
[2024/8/22 5:18:34] 物品:竹笛	怪物:1B87F9E0魔龙射手	地图:66	X:189	Y:102 
[2024/8/22 5:18:34] 物品:魔法长袍(女)	怪物:1B87F9E0魔龙射手	地图:66	X:189	Y:102 
[2024/8/22 5:18:38] 物品:金创药(小量)	怪物:24ED42A0僵尸5	地图:H201	X:65	Y:29 
[2024/8/22 5:18:39] 物品:魔法药(小量)	怪物:28E5E930僵尸4	地图:H201	X:65	Y:29 
[2024/8/22 5:18:41] 物品:大火球	怪物:17F61FA0恶灵尸王	地图:H201	X:65	Y:30 
[2024/8/22 5:18:41] 物品:瞬息移动	怪物:17F61FA0恶灵尸王	地图:H201	X:65	Y:30 
[2024/8/22 5:18:41] 物品:金创药(小量)	怪物:18038A10僵尸5	地图:H201	X:66	Y:31 
[2024/8/22 5:18:44] 物品:强效金创药	怪物:15A21370魔龙破甲兵	地图:66	X:187	Y:103 
[2024/8/22 5:18:44] 物品:降妖除魔戒指	怪物:15A21370魔龙破甲兵	地图:66	X:187	Y:103 
[2024/8/22 5:18:46] 物品:金创药(小量)	怪物:28C80C90僵尸5	地图:H201	X:67	Y:28 
[2024/8/22 5:18:48] 物品:强效太阳水	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效太阳水	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效太阳水	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效太阳水	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效太阳水	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效金创药	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效金创药	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效魔法药	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:强效魔法药	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:珍珠戒指	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:魅力戒指	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:蓝翡翠项链	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:魔力手镯	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:48] 物品:召唤神兽	怪物:23691EE0尸王8	地图:H201	X:67	Y:30 
[2024/8/22 5:18:51] 物品:隐身术	怪物:06292380僵尸1	地图:H201	X:69	Y:27 
[2024/8/22 5:18:55] 物品:骨玉权杖	怪物:2BD2DE40魔龙射手	地图:66	X:182	Y:98 
[2024/8/22 5:19:0] 物品:强效太阳水	怪物:2453C0C0魔龙破甲兵	地图:66	X:183	Y:101 
[2024/8/22 5:19:1] 物品:魔法药(小量)	怪物:291C2210僵尸5	地图:H201	X:69	Y:25 
[2024/8/22 5:19:5] 物品:道士头盔	怪物:2A766290魔龙破甲兵	地图:66	X:182	Y:99 
[2024/8/22 5:19:10] 物品:魔法药(小量)	怪物:27AF74F0僵尸4	地图:H201	X:62	Y:29 
[2024/8/22 5:19:11] 物品:金创药(小量)	怪物:28E5E930僵尸4	地图:H201	X:64	Y:28 
[2024/8/22 5:19:14] 物品:太阳水	怪物:174C4950僵尸5	地图:H201	X:63	Y:30 
[2024/8/22 5:19:17] 物品:精神力药水	怪物:22F25B20僵尸5	地图:H201	X:70	Y:25 
[2024/8/22 5:19:19] 物品:强效太阳水	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效太阳水	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效太阳水	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效太阳水	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效太阳水	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效金创药	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效金创药	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效魔法药	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:强效魔法药	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:凝霜	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:魅力戒指	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:蓝翡翠项链	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:19] 物品:黑檀手镯	怪物:156A29D0尸王8	地图:H201	X:72	Y:24 
[2024/8/22 5:19:21] 物品:强效太阳水	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效太阳水	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效太阳水	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效太阳水	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效太阳水	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效金创药	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效金创药	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效魔法药	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:21] 物品:强效魔法药	怪物:179167A0尸王8	地图:H201	X:72	Y:23 
[2024/8/22 5:19:22] 物品:强效太阳水	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效太阳水	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效太阳水	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效太阳水	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效太阳水	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效金创药	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效金创药	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效魔法药	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:强效魔法药	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:22] 物品:骷髅戒指	怪物:2908FF80尸王8	地图:H201	X:73	Y:25 
[2024/8/22 5:19:27] 物品:火墙	怪物:180DADE0恶灵尸王	地图:H201	X:75	Y:25 
[2024/8/22 5:19:27] 物品:集体隐身术	怪物:180DADE0恶灵尸王	地图:H201	X:75	Y:25 
[2024/8/22 5:19:31] 物品:强效金创药	怪物:2CD3A5A0魔龙射手2	地图:66	X:174	Y:91 
[2024/8/22 5:19:31] 物品:强效太阳水	怪物:2CD3A5A0魔龙射手2	地图:66	X:174	Y:91 
[2024/8/22 5:19:31] 物品:竹笛	怪物:2CD3A5A0魔龙射手2	地图:66	X:174	Y:91 
[2024/8/22 5:19:33] 物品:强效太阳水	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
[2024/8/22 5:19:33] 物品:强效太阳水	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
[2024/8/22 5:19:33] 物品:强效太阳水	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
[2024/8/22 5:19:33] 物品:强效太阳水	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
[2024/8/22 5:19:33] 物品:强效太阳水	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
[2024/8/22 5:19:33] 物品:强效金创药	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
[2024/8/22 5:19:33] 物品:强效金创药	怪物:2C498B70尸王8	地图:H201	X:75	Y:26 
