[2024/8/19 16:0:2] 物品:金创药(小量)	怪物:289C2750稻草人	地图:0	X:133	Y:127 
[2024/8/19 16:8:46] 物品:修罗	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:骷髅头盔	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:道士头盔	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:蓝翡翠项链	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:放大镜	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:竹笛	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:小手镯	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:魔法手镯	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:黑檀手镯	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:道士手镯	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:死神手套	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:金手镯	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:黑色水晶戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:蛇眼戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:珍珠戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:金戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:骷髅戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:魅力戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:道德戒指	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:46] 物品:群体治疗术	怪物:1CBE6480祖玛教主	地图:H204	X:21	Y:68 
[2024/8/19 16:8:47] 物品:魔法手镯	怪物:28F3CE30祖玛雕像	地图:H204	X:21	Y:67 
[2024/8/19 16:8:49] 物品:灯笼项链	怪物:284A10C0祖玛弓箭手	地图:H204	X:19	Y:65 
[2024/8/19 16:8:49] 物品:金创药(小量)	怪物:061F1560森林雪人	地图:0	X:103	Y:419 
[2024/8/19 16:9:2] 物品:魔法药(小量)	怪物:1C76A270稻草人	地图:0	X:320	Y:481 
[2024/8/19 16:9:4] 物品:强效金创药	怪物:28CAD5E0祖玛雕像	地图:H204	X:20	Y:66 
[2024/8/19 16:9:6] 物品:魔法药(中量)	怪物:21F695E0祖玛弓箭手	地图:H204	X:20	Y:66 
[2024/8/19 16:9:9] 物品:灵魂战衣(男)	怪物:05081FA0祖玛雕像	地图:H204	X:21	Y:68 
[2024/8/19 16:9:12] 物品:爆裂火焰	怪物:2DBC7AD0恶灵尸王	地图:H201	X:42	Y:126 
[2024/8/19 16:9:12] 物品:集体隐身术	怪物:2DBC7AD0恶灵尸王	地图:H201	X:42	Y:126 
[2024/8/19 16:9:12] 物品:攻杀剑术	怪物:2DBC7AD0恶灵尸王	地图:H201	X:42	Y:126 
[2024/8/19 16:9:12] 物品:地狱火	怪物:2DBC7AD0恶灵尸王	地图:H201	X:42	Y:126 
[2024/8/19 16:9:18] 物品:金创药(小量)	怪物:206FE460僵尸4	地图:H201	X:43	Y:121 
[2024/8/19 16:9:18] 物品:魔法药(小量)	怪物:206FE460僵尸4	地图:H201	X:43	Y:121 
[2024/8/19 16:9:19] 物品:道德戒指	怪物:2095FB90红野猪8	地图:H002	X:255	Y:136 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:太阳水	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:金创药(中量)	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:金创药(中量)	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:金创药(中量)	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:魔法药(中量)	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:魔法药(中量)	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:魔法药(中量)	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效金创药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:强效魔法药	怪物:17D260F0白野猪8	地图:H204	X:31	Y:78 
[2024/8/19 16:9:22] 物品:匕首	怪物:2346DEC0稻草人	地图:0	X:318	Y:485 
[2024/8/19 16:9:25] 物品:金创药(小量)	怪物:1F18D9A0僵尸5	地图:H201	X:42	Y:122 
[2024/8/19 16:9:29] 物品:金创药(小量)	怪物:1956A6B0僵尸5	地图:H201	X:44	Y:123 
[2024/8/19 16:9:39] 物品:太阳水	怪物:0D892F40跳跳蜂	地图:D601	X:208	Y:174 
[2024/8/19 16:9:43] 物品:战神油	怪物:2A4C2500黑野猪8	地图:H002	X:236	Y:127 
[2024/8/19 16:9:44] 物品:疾风药水	怪物:30E44F00沃玛勇士	地图:D024	X:89	Y:82 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:太阳水	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:金创药(中量)	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:金创药(中量)	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:金创药(中量)	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:魔法药(中量)	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:魔法药(中量)	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:魔法药(中量)	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效金创药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:强效魔法药	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:46] 物品:道德戒指	怪物:0DA451A0白野猪8	地图:H204	X:38	Y:62 
[2024/8/19 16:9:48] 物品:黑檀项链	怪物:2DECE0B0蜈蚣	地图:D601	X:208	Y:167 
[2024/8/19 16:9:54] 物品:强效太阳水	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效太阳水	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效太阳水	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效太阳水	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效太阳水	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效金创药	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效金创药	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效魔法药	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:强效魔法药	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:骷髅戒指	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:54] 物品:黑檀手镯	怪物:2FDC0280尸王8	地图:H201	X:54	Y:97 
[2024/8/19 16:9:56] 物品:强效太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:太阳水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:金创药(中量)	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:金创药(中量)	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效金创药	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效金创药	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效金创药	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:魔法药(中量)	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:魔法药(中量)	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效魔法药	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效魔法药	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:强效魔法药	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:MP强化药水	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:幽灵手套	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:黑色水晶戒指	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:半月弯刀	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:魔法盾	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:9:56] 物品:召唤骷髅	怪物:0D853420沃玛卫士8	地图:H204	X:39	Y:63 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:太阳水	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效金创药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:强效魔法药	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:铂金戒指	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:1] 物品:放大镜	怪物:1E9FB150虹魔蝎卫8	地图:H204	X:39	Y:62 
[2024/8/19 16:10:10] 物品:火墙	怪物:190C73C0僵尸1	地图:H201	X:50	Y:111 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:太阳水	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效金创药	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效金创药	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效金创药	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效金创药	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效金创药	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
[2024/8/19 16:10:17] 物品:强效金创药	怪物:29C65350虹魔蝎卫8	地图:H204	X:43	Y:54 
