[2024/8/21 2:0:32] 物品:魔法长袍(男)	怪物:2585E9C0祖玛雕像8	地图:H204	X:60	Y:58 
[2024/8/21 2:12:4] 物品:魔法药(中量)	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:4] 物品:强效魔法药	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:4] 物品:强效魔法药	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:4] 物品:强效魔法药	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:4] 物品:白色虎齿项链	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:4] 物品:困魔咒	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:4] 物品:幽灵盾	怪物:253D0400沃玛卫士8	地图:H204	X:93	Y:52 
[2024/8/21 2:12:22] 物品:魔法长袍(女)	怪物:2AA2E550祖玛卫士8	地图:H204	X:82	Y:81 
[2024/8/21 2:12:22] 物品:骷髅戒指	怪物:2AA2E550祖玛卫士8	地图:H204	X:82	Y:81 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:太阳水	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:金创药(中量)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:金创药(中量)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:金创药(中量)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:魔法药(中量)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:魔法药(中量)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:魔法药(中量)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效金创药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:强效魔法药	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:灵魂战衣(男)	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:30] 物品:道士头盔	怪物:257B3FA0白野猪8	地图:H204	X:82	Y:84 
[2024/8/21 2:12:35] 物品:白金项链	怪物:28CF5320祖玛弓箭手8	地图:H204	X:85	Y:80 
[2024/8/21 2:12:39] 物品:强效金创药	怪物:28DC7750祖玛弓箭手8	地图:H204	X:78	Y:79 
[2024/8/21 2:12:42] 物品:金手镯	怪物:24762EF0祖玛雕像8	地图:H204	X:80	Y:79 
[2024/8/21 2:12:53] 物品:魔法药(中量)	怪物:2BD82130祖玛卫士8	地图:H204	X:72	Y:71 
[2024/8/21 2:12:53] 物品:琥珀项链	怪物:2BD82130祖玛卫士8	地图:H204	X:72	Y:71 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:太阳水	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:金创药(中量)	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:金创药(中量)	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:金创药(中量)	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:魔法药(中量)	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:魔法药(中量)	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:魔法药(中量)	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效金创药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:强效魔法药	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:骷髅头盔	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:3] 物品:黑色水晶戒指	怪物:28CC1190虹魔猪卫8	地图:H204	X:71	Y:72 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:太阳水	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:金创药(中量)	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:金创药(中量)	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:金创药(中量)	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:魔法药(中量)	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:魔法药(中量)	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:魔法药(中量)	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效金创药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:强效魔法药	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:龙之戒指	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:5] 物品:蓝翡翠项链	怪物:2C497540白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:太阳水	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:金创药(中量)	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:金创药(中量)	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:金创药(中量)	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:魔法药(中量)	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:魔法药(中量)	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:魔法药(中量)	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效金创药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:强效魔法药	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:10] 物品:魔血戒指	怪物:257A1F30白野猪8	地图:H204	X:71	Y:73 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:太阳水	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:金创药(中量)	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:金创药(中量)	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:金创药(中量)	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:魔法药(中量)	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:魔法药(中量)	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:魔法药(中量)	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效金创药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:36] 物品:强效魔法药	怪物:25973350虹魔猪卫8	地图:H204	X:63	Y:60 
[2024/8/21 2:13:44] 物品:黑檀手镯	怪物:2BC79AD0祖玛雕像8	地图:H204	X:58	Y:60 
[2024/8/21 2:13:50] 物品:太阳水	怪物:2ACCB460祖玛卫士8	地图:H204	X:58	Y:60 
[2024/8/21 2:13:57] 物品:绿宝石矿	怪物:25E2FC40变异史莱姆8	地图:H004	X:106	Y:105 
