[2024/8/16 21:0:11] 物品:皮制手套	怪物:184849B0骷髅战士	地图:D001	X:322	Y:315 
[2024/8/16 21:14:46] 物品:魔法药(小量)	怪物:15CA5580骷髅0	地图:D001	X:268	Y:285 
[2024/8/16 21:14:46] 物品:魔法药(小量)	怪物:15CA5580骷髅0	地图:D001	X:268	Y:285 
[2024/8/16 21:14:46] 物品:魔法药(小量)	怪物:15CA5580骷髅0	地图:D001	X:268	Y:285 
[2024/8/16 21:14:51] 物品:魔法药(小量)	怪物:06329480僵尸3	地图:D402	X:64	Y:95 
[2024/8/16 21:15:29] 物品:金创药(小量)	怪物:188D2210僵尸3	地图:D402	X:78	Y:89 
[2024/8/16 21:16:0] 物品:魔法药(小量)	怪物:181B13B0骷髅战士	地图:D001	X:361	Y:120 
[2024/8/16 21:16:32] 物品:太阳水	怪物:1E095500黑色恶蛆	地图:D711	X:135	Y:226 
[2024/8/16 21:16:36] 物品:魔法药(小量)	怪物:0630ADE0僵尸3	地图:D402	X:92	Y:86 
[2024/8/16 21:16:48] 物品:魔法药(小量)	怪物:1BDF7AD0僵尸3	地图:D402	X:90	Y:86 
[2024/8/16 21:16:52] 物品:金戒指	怪物:2A92A730红野猪8	地图:H102	X:255	Y:52 
[2024/8/16 21:16:56] 物品:魔法药(小量)	怪物:2A9C3BD0山洞蝙蝠	地图:D001	X:262	Y:122 
[2024/8/16 21:17:11] 物品:魔法药(小量)	怪物:3015E1E0骷髅战士	地图:D001	X:369	Y:77 
[2024/8/16 21:17:38] 物品:金创药(中量)	怪物:1DF8F8E0红野猪	地图:D711	X:138	Y:243 
[2024/8/16 21:17:39] 物品:魔法药(小量)	怪物:1BDD92B0僵尸3	地图:D402	X:101	Y:100 
[2024/8/16 21:17:48] 物品:金创药(小量)	怪物:2230DA20稻草人	地图:M001	X:180	Y:62 
[2024/8/16 21:17:48] 物品:布衣(女)	怪物:2230DA20稻草人	地图:M001	X:180	Y:62 
[2024/8/16 21:17:52] 物品:布衣(男)	怪物:0D447E20多钩猫	地图:0	X:631	Y:570 
[2024/8/16 21:17:53] 物品:魔法药(小量)	怪物:30A3EA90森林雪人	地图:1	X:375	Y:78 
[2024/8/16 21:18:1] 物品:魔法药(小量)	怪物:1BDE86C0僵尸3	地图:D402	X:102	Y:105 
[2024/8/16 21:18:2] 物品:金创药(小量)	怪物:30E73670山洞蝙蝠	地图:D001	X:232	Y:87 
[2024/8/16 21:18:7] 物品:金创药(小量)	怪物:18549040稻草人	地图:0	X:633	Y:566 
[2024/8/16 21:18:29] 物品:金创药(小量)	怪物:15276740山洞蝙蝠	地图:D001	X:239	Y:97 
[2024/8/16 21:18:44] 物品:金创药(小量)	怪物:1BDDBF10僵尸3	地图:D402	X:100	Y:111 
[2024/8/16 21:18:51] 物品:金创药(小量)	怪物:17CDDC70骷髅战士	地图:D001	X:247	Y:220 
[2024/8/16 21:18:58] 物品:魔法药(小量)	怪物:18356A20骷髅战士	地图:D001	X:247	Y:222 
[2024/8/16 21:19:8] 物品:银手镯	怪物:30A8AD60骷髅	地图:D001	X:381	Y:93 
[2024/8/16 21:19:11] 物品:金创药(小量)	怪物:0DD9BCE0山洞蝙蝠	地图:D001	X:226	Y:228 
[2024/8/16 21:19:11] 物品:金创药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:金创药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:金创药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:金创药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:魔法药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:魔法药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:魔法药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:11] 物品:魔法药(小量)	怪物:185B3F70骷髅0	地图:D001	X:246	Y:72 
[2024/8/16 21:19:47] 物品:金创药(小量)	怪物:17CE08D0稻草人	地图:0	X:652	Y:631 
[2024/8/16 21:19:50] 物品:金创药(小量)	怪物:063319A0僵尸3	地图:D402	X:92	Y:61 
[2024/8/16 21:19:50] 物品:魔法药(小量)	怪物:063319A0僵尸3	地图:D402	X:92	Y:61 
[2024/8/16 21:19:51] 物品:传统项链	怪物:17EB3B70多钩猫	地图:0	X:153	Y:440 
[2024/8/16 21:19:51] 物品:回城卷	怪物:15AC24D0山洞蝙蝠	地图:D001	X:261	Y:98 
[2024/8/16 21:20:4] 物品:魔法药(中量)	怪物:1DFA86C0红野猪	地图:D711	X:131	Y:255 
[2024/8/16 21:20:5] 物品:金创药(小量)	怪物:0DC59080山洞蝙蝠	地图:D001	X:143	Y:238 
[2024/8/16 21:20:10] 物品:玻璃戒指	怪物:1C934E70半兽人	地图:1	X:418	Y:126 
[2024/8/16 21:20:13] 物品:铁剑	怪物:1846A420骷髅	地图:D001	X:130	Y:231 
[2024/8/16 21:20:17] 物品:魔法药(小量)	怪物:192B2AF0森林雪人	地图:1	X:407	Y:136 
[2024/8/16 21:20:20] 物品:珊瑚戒指	怪物:1DEF3CE0黑野猪	地图:D711	X:120	Y:258 
[2024/8/16 21:20:23] 物品:金创药(小量)	怪物:0D658760僵尸3	地图:D402	X:89	Y:49 
[2024/8/16 21:20:41] 物品:金创药(小量)	怪物:182E0DB0骷髅战士	地图:D001	X:104	Y:256 
[2024/8/16 21:20:47] 物品:金创药(小量)	怪物:19310E30骷髅战士	地图:D001	X:312	Y:207 
[2024/8/16 21:20:49] 物品:钢手镯	怪物:03B7A020骷髅	地图:D001	X:100	Y:263 
[2024/8/16 21:20:49] 物品:金创药(小量)	怪物:1BDE7090僵尸3	地图:D402	X:96	Y:41 
[2024/8/16 21:21:0] 物品:金创药(小量)	怪物:1926D710森林雪人	地图:1	X:403	Y:160 
[2024/8/16 21:21:18] 物品:魔法药(小量)	怪物:0D6C59A0骷髅战士	地图:D001	X:255	Y:45 
[2024/8/16 21:21:20] 物品:金创药(小量)	怪物:18160E50骷髅战士	地图:D001	X:60	Y:309 
[2024/8/16 21:21:20] 物品:魔法药(小量)	怪物:18160E50骷髅战士	地图:D001	X:60	Y:309 
[2024/8/16 21:21:22] 物品:金创药(小量)	怪物:06296B30僵尸3	地图:D401	X:118	Y:127 
[2024/8/16 21:21:27] 物品:太阳水	怪物:1927CB20森林雪人	地图:1	X:419	Y:173 
[2024/8/16 21:21:27] 物品:金项链	怪物:1927CB20森林雪人	地图:1	X:419	Y:173 
[2024/8/16 21:21:42] 物品:黑檀项链	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:金创药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:金创药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:金创药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:金创药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:魔法药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:魔法药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:魔法药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:42] 物品:魔法药(中量)	怪物:30D07E20骷髅战士0	地图:D001	X:74	Y:311 
[2024/8/16 21:21:52] 物品:金创药(小量)	怪物:0C2BF860僵尸3	地图:D402	X:112	Y:35 
[2024/8/16 21:22:2] 物品:金创药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:金创药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:金创药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:金创药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:魔法药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:魔法药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:魔法药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:2] 物品:魔法药(小量)	怪物:185C7610骷髅0	地图:D001	X:235	Y:26 
[2024/8/16 21:22:6] 物品:金创药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:金创药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:金创药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:金创药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:魔法药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:魔法药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:魔法药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:6] 物品:魔法药(中量)	怪物:17B85FA0骷髅战士0	地图:D001	X:50	Y:344 
[2024/8/16 21:22:10] 物品:金创药(小量)	怪物:30E7A560山洞蝙蝠	地图:D001	X:48	Y:349 
[2024/8/16 21:22:10] 物品:金创药(小量)	怪物:038BB130僵尸3	地图:D401	X:125	Y:121 
[2024/8/16 21:22:11] 物品:魔法药(小量)	怪物:15B6C500山洞蝙蝠	地图:D001	X:238	Y:32 
[2024/8/16 21:22:15] 物品:魔法药(小量)	怪物:06296B30僵尸3	地图:D401	X:123	Y:123 
[2024/8/16 21:22:29] 物品:隐身术	怪物:1981A980僵尸3	地图:D402	X:116	Y:35 
[2024/8/16 21:22:35] 物品:匕首	怪物:058B26F0半兽人	地图:1	X:410	Y:179 
[2024/8/16 21:22:38] 物品:HP强化药水	怪物:19016C70骷髅	地图:D001	X:240	Y:256 
[2024/8/16 21:22:56] 物品:金创药(小量)	怪物:061D5B20僵尸3	地图:D401	X:127	Y:110 
[2024/8/16 21:22:59] 物品:精神力战法	怪物:1BDFBD60僵尸3	地图:D402	X:125	Y:37 
[2024/8/16 21:23:20] 物品:魔法药(小量)	怪物:1BDE5A60僵尸3	地图:D402	X:132	Y:26 
[2024/8/16 21:23:23] 物品:金创药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:金创药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:金创药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:金创药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:魔法药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:魔法药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:魔法药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:23] 物品:魔法药(小量)	怪物:0D3979A0骷髅0	地图:D001	X:244	Y:255 
[2024/8/16 21:23:33] 物品:金创药(小量)	怪物:061D5B20僵尸3	地图:D401	X:127	Y:110 
[2024/8/16 21:23:33] 物品:攻杀剑术	怪物:061D5B20僵尸3	地图:D401	X:127	Y:110 
[2024/8/16 21:23:38] 物品:金创药(小量)	怪物:0DC90680骷髅战士	地图:D001	X:172	Y:43 
[2024/8/16 21:23:59] 物品:金创药(小量)	怪物:0D47F9E0僵尸3	地图:D401	X:129	Y:101 
[2024/8/16 21:24:1] 物品:黑色水晶项链	怪物:182604D0骷髅	地图:D001	X:175	Y:15 
[2024/8/16 21:24:30] 物品:铁剑	怪物:058637C0半兽战士	地图:1	X:370	Y:165 
[2024/8/16 21:24:33] 物品:古铜戒指	怪物:0DAD6900稻草人	地图:0	X:309	Y:631 
[2024/8/16 21:24:36] 物品:太阳水	怪物:059100E0僵尸2	地图:D401	X:129	Y:100 
[2024/8/16 21:24:45] 物品:魔法药(小量)	怪物:17F4E9E0森林雪人	地图:0	X:122	Y:482 
[2024/8/16 21:24:49] 物品:魔法药(小量)	怪物:30154690骷髅战士	地图:D001	X:24	Y:288 
[2024/8/16 21:24:56] 物品:魔法药(小量)	怪物:184755A0骷髅战士	地图:D001	X:28	Y:294 
[2024/8/16 21:25:2] 物品:金创药(小量)	怪物:06241AC0僵尸3	地图:D401	X:119	Y:126 
[2024/8/16 21:25:10] 物品:魔法药(小量)	怪物:0DE1F5B0山洞蝙蝠	地图:D001	X:168	Y:351 
[2024/8/16 21:25:20] 物品:金创药(小量)	怪物:2A8417F0山洞蝙蝠	地图:D001	X:184	Y:350 
[2024/8/16 21:25:32] 物品:金创药(小量)	怪物:1843C970骷髅战士	地图:D001	X:59	Y:245 
[2024/8/16 21:25:38] 物品:魔法药(小量)	怪物:309F3580山洞蝙蝠	地图:D001	X:58	Y:245 
[2024/8/16 21:25:40] 物品:金创药(小量)	怪物:03A32CF0僵尸3	地图:D402	X:169	Y:33 
[2024/8/16 21:25:41] 物品:金创药(小量)	怪物:0DAAB0B0山洞蝙蝠	地图:D001	X:58	Y:244 
[2024/8/16 21:25:45] 物品:魔法药(小量)	怪物:18CD2A20僵尸3	地图:D402	X:174	Y:31 
[2024/8/16 21:25:45] 物品:魔法药(小量)	怪物:30E762D0山洞蝙蝠	地图:D001	X:63	Y:239 
[2024/8/16 21:25:47] 物品:魔法药(小量)	怪物:06305520僵尸3	地图:D402	X:171	Y:34 
[2024/8/16 21:25:50] 物品:金创药(小量)	怪物:03B413F0僵尸3	地图:D402	X:171	Y:33 
[2024/8/16 21:25:53] 物品:金创药(小量)	怪物:03A32CF0僵尸3	地图:D402	X:169	Y:33 
[2024/8/16 21:25:54] 物品:强效太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:强效太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:强效太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:强效太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:强效太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:太阳水	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:金创药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:金创药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:金创药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:金创药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:金创药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:魔法药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:魔法药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:魔法药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:魔法药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:魔法药(中量)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:琥珀项链	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:轻型盔甲(男)	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:六角戒指	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:皮制手套	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:大手镯	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:25:54] 物品:瞬息移动	怪物:195928A0半兽勇士	地图:1	X:336	Y:209 
[2024/8/16 21:26:1] 物品:魔法药(小量)	怪物:30CBA520僵尸3	地图:D402	X:174	Y:32 
[2024/8/16 21:26:5] 物品:回城卷	怪物:30737DB0山洞蝙蝠	地图:D001	X:156	Y:310 
[2024/8/16 21:26:6] 物品:召唤骷髅	怪物:30529A50僵尸2	地图:D402	X:173	Y:30 
[2024/8/16 21:26:7] 物品:魔法药(小量)	怪物:27FF0E50骷髅战士	地图:D001	X:58	Y:226 
[2024/8/16 21:26:10] 物品:金创药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:金创药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:金创药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:金创药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:魔法药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:魔法药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:魔法药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:10] 物品:魔法药(小量)	怪物:0DBA2210骷髅0	地图:D001	X:180	Y:381 
[2024/8/16 21:26:15] 物品:金创药(小量)	怪物:18C80A50山洞蝙蝠	地图:D001	X:178	Y:382 
[2024/8/16 21:26:21] 物品:魔法药(小量)	怪物:30993C80骷髅战士	地图:D001	X:139	Y:301 
[2024/8/16 21:26:30] 物品:皮制手套	怪物:05887720半兽人	地图:1	X:310	Y:211 
[2024/8/16 21:26:46] 物品:六角戒指	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:金创药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:金创药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:金创药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:金创药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:魔法药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:魔法药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:魔法药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:46] 物品:魔法药(小量)	怪物:0DBF80E0骷髅0	地图:D001	X:166	Y:382 
[2024/8/16 21:26:53] 物品:魔法力药水	怪物:30DE9C30骷髅战士	地图:D001	X:298	Y:102 
[2024/8/16 21:26:55] 物品:铁剑	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:轻型盔甲(男)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:小手镯	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:金创药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:金创药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:金创药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:金创药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:魔法药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:魔法药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:魔法药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:26:55] 物品:魔法药(中量)	怪物:15AD3150骷髅战士0	地图:D001	X:109	Y:297 
[2024/8/16 21:27:11] 物品:太阳水	怪物:17F5B190森林雪人	地图:0	X:62	Y:511 
[2024/8/16 21:27:21] 物品:诱惑之光	怪物:17ECB4A0僵尸3	地图:D401	X:140	Y:156 
[2024/8/16 21:27:25] 物品:铂金项链	怪物:18E3D870骷髅战士	地图:D001	X:167	Y:220 
[2024/8/16 21:27:37] 物品:魔法药(小量)	怪物:1875EEA0僵尸3	地图:D402	X:64	Y:161 
[2024/8/16 21:27:43] 物品:魔法药(小量)	怪物:0D903B70骷髅战士	地图:D001	X:153	Y:200 
[2024/8/16 21:27:43] 物品:青铜斧	怪物:0D903B70骷髅战士	地图:D001	X:153	Y:200 
[2024/8/16 21:27:43] 物品:魔法力药水	怪物:0D903B70骷髅战士	地图:D001	X:153	Y:200 
[2024/8/16 21:27:49] 物品:魔法药(中量)	怪物:30CB13E0僵尸2	地图:D402	X:63	Y:162 
[2024/8/16 21:27:55] 物品:乌木剑	怪物:05851750半兽战士	地图:1	X:228	Y:214 
[2024/8/16 21:27:55] 物品:金创药(小量)	怪物:19543970山洞蝙蝠	地图:D001	X:261	Y:259 
[2024/8/16 21:27:57] 物品:金创药(小量)	怪物:18483380骷髅战士	地图:D001	X:142	Y:194 
[2024/8/16 21:28:3] 物品:铁手镯	怪物:05700D10半兽人	地图:1	X:218	Y:208 
[2024/8/16 21:28:14] 物品:六角戒指	怪物:18502E00骷髅	地图:D001	X:136	Y:202 
[2024/8/16 21:28:21] 物品:金创药(小量)	怪物:19301A20森林雪人	地图:1	X:210	Y:191 
[2024/8/16 21:28:23] 物品:金创药(小量)	怪物:18432E20骷髅战士	地图:D001	X:133	Y:205 
[2024/8/16 21:28:23] 物品:魔法药(小量)	怪物:1830D3B0稻草人	地图:0	X:250	Y:632 
[2024/8/16 21:28:43] 物品:金项链	怪物:19355020森林雪人	地图:1	X:240	Y:179 
[2024/8/16 21:28:46] 物品:青铜剑	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:大手镯	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:金创药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:金创药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:金创药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:金创药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:魔法药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:魔法药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:魔法药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:46] 物品:魔法药(小量)	怪物:0DA5DF80骷髅0	地图:D001	X:176	Y:195 
[2024/8/16 21:28:49] 物品:魔法药(小量)	怪物:190EB320稻草人	地图:0	X:245	Y:636 
[2024/8/16 21:28:51] 物品:金创药(小量)	怪物:05899790森林雪人	地图:1	X:248	Y:177 
[2024/8/16 21:28:51] 物品:魔法药(小量)	怪物:05899790森林雪人	地图:1	X:248	Y:177 
[2024/8/16 21:29:27] 物品:攻击力药水	怪物:1861AC10骷髅战士	地图:D001	X:329	Y:219 
[2024/8/16 21:29:29] 物品:魔法药(小量)	怪物:0397A900僵尸3	地图:D401	X:149	Y:149 
[2024/8/16 21:29:41] 物品:金创药(小量)	怪物:309B0E70僵尸3	地图:D402	X:119	Y:161 
[2024/8/16 21:29:41] 物品:魔法药(小量)	怪物:309B0E70僵尸3	地图:D402	X:119	Y:161 
[2024/8/16 21:29:41] 物品:黄色水晶项链	怪物:30D2E9E0骷髅	地图:D001	X:200	Y:197 
[2024/8/16 21:29:41] 物品:钢手镯	怪物:30D2E9E0骷髅	地图:D001	X:200	Y:197 
[2024/8/16 21:29:47] 物品:地狱火	怪物:18B20640僵尸2	地图:D401	X:150	Y:150 
[2024/8/16 21:30:3] 物品:金创药(小量)	怪物:309B0E70僵尸3	地图:D402	X:120	Y:163 
[2024/8/16 21:30:4] 物品:金创药(小量)	怪物:061C0E50僵尸3	地图:D401	X:149	Y:150 
[2024/8/16 21:30:4] 物品:魔法药(小量)	怪物:061C0E50僵尸3	地图:D401	X:149	Y:150 
[2024/8/16 21:30:4] 物品:治愈术	怪物:061C0E50僵尸3	地图:D401	X:149	Y:150 
[2024/8/16 21:30:26] 物品:战神油	怪物:05A719A0虎蛇	地图:2	X:487	Y:475 
[2024/8/16 21:30:35] 物品:金创药(小量)	怪物:19341B00森林雪人	地图:1	X:229	Y:151 
[2024/8/16 21:30:35] 物品:太阳水	怪物:19341B00森林雪人	地图:1	X:229	Y:151 
[2024/8/16 21:30:35] 物品:古铜戒指	怪物:19341B00森林雪人	地图:1	X:229	Y:151 
[2024/8/16 21:30:39] 物品:魔法药(小量)	怪物:2FF71330森林雪人	地图:1	X:221	Y:152 
[2024/8/16 21:30:39] 物品:攻击力药水	怪物:2FF71330森林雪人	地图:1	X:221	Y:152 
[2024/8/16 21:30:42] 物品:铁手镯	怪物:0DD937C0半兽人	地图:0	X:659	Y:391 
[2024/8/16 21:30:42] 物品:金创药(小量)	怪物:18339830骷髅战士	地图:D001	X:276	Y:286 
[2024/8/16 21:30:42] 物品:攻击力药水	怪物:18339830骷髅战士	地图:D001	X:276	Y:286 
[2024/8/16 21:30:44] 物品:疾风药水	怪物:30D32C70稻草人	地图:0	X:311	Y:583 
