[2024/8/21 0:0:0] 物品:魔法药(小量)	怪物:2334F420僵尸5	地图:H201	X:77	Y:73 
[2024/8/21 0:16:56] 物品:强效魔法药	怪物:23E784A0虹魔蝎卫8	地图:H204	X:26	Y:21 
[2024/8/21 0:16:56] 物品:强效魔法药	怪物:23E784A0虹魔蝎卫8	地图:H204	X:26	Y:21 
[2024/8/21 0:16:56] 物品:强效魔法药	怪物:23E784A0虹魔蝎卫8	地图:H204	X:26	Y:21 
[2024/8/21 0:16:56] 物品:强效魔法药	怪物:23E784A0虹魔蝎卫8	地图:H204	X:26	Y:21 
[2024/8/21 0:16:56] 物品:强效魔法药	怪物:23E784A0虹魔蝎卫8	地图:H204	X:26	Y:21 
[2024/8/21 0:16:57] 物品:白色虎齿项链	怪物:253ADAD0牛魔法师8	地图:H010	X:36	Y:383 
[2024/8/21 0:17:3] 物品:魔法长袍(女)	怪物:25BCC140祖玛弓箭手8	地图:H204	X:19	Y:21 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效太阳水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效金创药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:强效魔法药	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:疾风药水	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:狂风项链	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:无极棍	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:偃月	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:破魂	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:降魔	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:斩马刀	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:修罗	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:凝霜	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:骷髅头盔	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:道士头盔	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:蓝翡翠项链	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:放大镜	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:竹笛	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:小手镯	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:魔法手镯	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:黑檀手镯	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:道士手镯	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:死神手套	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:金手镯	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:黑色水晶戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:蛇眼戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:珍珠戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:金戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:骷髅戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:魅力戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:道德戒指	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:地狱雷光	怪物:291A8690祖玛教主	地图:H204	X:20	Y:38 
[2024/8/21 0:17:4] 物品:重盔甲(男)	怪物:25BBA0D0牛魔法师8	地图:H010	X:42	Y:373 
[2024/8/21 0:17:4] 物品:魔法长袍(女)	怪物:25BBA0D0牛魔法师8	地图:H010	X:42	Y:373 
[2024/8/21 0:17:6] 物品:强效太阳水	怪物:25C84170牛魔祭司8	地图:H010	X:44	Y:375 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:太阳水	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:金创药(中量)	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:金创药(中量)	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:金创药(中量)	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:魔法药(中量)	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:魔法药(中量)	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:魔法药(中量)	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效金创药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:强效魔法药	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:13] 物品:斩马刀	怪物:25BD1A00白野猪8	地图:H204	X:20	Y:39 
[2024/8/21 0:17:16] 物品:强效太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:太阳水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:金创药(中量)	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:金创药(中量)	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效金创药	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效金创药	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效金创药	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:魔法药(中量)	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:魔法药(中量)	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效魔法药	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效魔法药	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效魔法药	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:MP强化药水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:攻击神水	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:八荒	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:神圣战甲术	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:刺杀剑术	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:诱惑之光	怪物:25F27560沃玛卫士8	地图:H204	X:44	Y:17 
[2024/8/21 0:17:16] 物品:强效太阳水	怪物:2553A160牛魔将军8	地图:H010	X:39	Y:370 
[2024/8/21 0:17:21] 物品:放大镜	怪物:28D37AA0祖玛雕像8	地图:H204	X:45	Y:16 
[2024/8/21 0:17:21] 物品:魔法手镯	怪物:28D37AA0祖玛雕像8	地图:H204	X:45	Y:16 
[2024/8/21 0:17:21] 物品:凝霜	怪物:24C65570祖玛弓箭手	地图:H204	X:20	Y:40 
[2024/8/21 0:17:21] 物品:魔鬼项链	怪物:24C65570祖玛弓箭手	地图:H204	X:20	Y:40 
[2024/8/21 0:17:25] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:金创药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:金创药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效金创药	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效金创药	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效金创药	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:魔法药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:魔法药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效魔法药	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效魔法药	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:强效魔法药	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:25] 物品:魔法力药水	怪物:290D9C90沃玛卫士8	地图:H204	X:46	Y:14 
[2024/8/21 0:17:26] 物品:灵魂战衣(女)	怪物:2AA327E0牛魔侍卫8	地图:H010	X:41	Y:366 
[2024/8/21 0:17:26] 物品:偃月	怪物:2AA327E0牛魔侍卫8	地图:H010	X:41	Y:366 
[2024/8/21 0:17:27] 物品:强效太阳水	怪物:25CFF960牛魔祭司8	地图:H010	X:35	Y:367 
[2024/8/21 0:17:27] 物品:强效太阳水	怪物:25CFF960牛魔祭司8	地图:H010	X:35	Y:367 
[2024/8/21 0:17:27] 物品:强效金创药	怪物:25CFF960牛魔祭司8	地图:H010	X:35	Y:367 
[2024/8/21 0:17:27] 物品:道士头盔	怪物:24111500祖玛卫士8	地图:H204	X:46	Y:15 
[2024/8/21 0:17:27] 物品:琥珀项链	怪物:24111500祖玛卫士8	地图:H204	X:46	Y:15 
[2024/8/21 0:17:27] 物品:魅力戒指	怪物:24111500祖玛卫士8	地图:H204	X:46	Y:15 
[2024/8/21 0:17:30] 物品:破魂	怪物:2329E4D0祖玛卫士8	地图:H204	X:10	Y:50 
[2024/8/21 0:17:30] 物品:放大镜	怪物:2329E4D0祖玛卫士8	地图:H204	X:10	Y:50 
[2024/8/21 0:17:30] 物品:八荒	怪物:25A45D80祖玛卫士8	地图:H204	X:45	Y:14 
[2024/8/21 0:17:30] 物品:道士手镯	怪物:25A45D80祖玛卫士8	地图:H204	X:45	Y:14 
[2024/8/21 0:17:37] 物品:强效太阳水	怪物:25767CD0牛魔祭司0	地图:H010	X:32	Y:367 
[2024/8/21 0:17:37] 物品:太阳水	怪物:25767CD0牛魔祭司0	地图:H010	X:32	Y:367 
[2024/8/21 0:17:37] 物品:紫碧螺	怪物:25767CD0牛魔祭司0	地图:H010	X:32	Y:367 
[2024/8/21 0:17:37] 物品:偃月	怪物:25767CD0牛魔祭司0	地图:H010	X:32	Y:367 
[2024/8/21 0:17:37] 物品:斩马刀	怪物:25E3ADC0牛魔将军8	地图:H010	X:33	Y:367 
[2024/8/21 0:17:37] 物品:骷髅戒指	怪物:25E3ADC0牛魔将军8	地图:H010	X:33	Y:367 
[2024/8/21 0:17:39] 物品:强效太阳水	怪物:2C72ACB0牛魔祭司0	地图:H010	X:31	Y:367 
[2024/8/21 0:17:39] 物品:太阳水	怪物:2C72ACB0牛魔祭司0	地图:H010	X:31	Y:367 
[2024/8/21 0:17:39] 物品:太阳水	怪物:2C72ACB0牛魔祭司0	地图:H010	X:31	Y:367 
[2024/8/21 0:17:39] 物品:太阳水	怪物:2C72ACB0牛魔祭司0	地图:H010	X:31	Y:367 
[2024/8/21 0:17:39] 物品:幽灵战衣(男)	怪物:2C72ACB0牛魔祭司0	地图:H010	X:31	Y:367 
[2024/8/21 0:17:39] 物品:金戒指	怪物:2C6F36B0牛魔侍卫8	地图:H010	X:33	Y:369 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:太阳水	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效金创药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效魔法药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效魔法药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效魔法药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
[2024/8/21 0:17:43] 物品:强效魔法药	怪物:2339F030虹魔蝎卫8	地图:H204	X:10	Y:56 
