[2024/8/22 17:0:4] 物品:生铁戒指	怪物:242583F0祖玛雕像8	地图:H204	X:69	Y:27 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:太阳水	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:金创药(中量)	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:金创药(中量)	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:魔法药(中量)	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:魔法药(中量)	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效金创药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:强效魔法药	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:躲避手链	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:恶魔长袍(男)	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:放大镜	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:9] 物品:神圣战甲术	怪物:209EE7B0邪恶钳虫8	地图:H004	X:62	Y:121 
[2024/8/22 17:5:18] 物品:强效太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:太阳水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:金创药(中量)	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:金创药(中量)	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效金创药	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效金创药	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效金创药	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:魔法药(中量)	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:魔法药(中量)	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效魔法药	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效魔法药	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:强效魔法药	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:攻击神水	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:灵魂战衣(男)	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:白色虎齿项链	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:18] 物品:困魔咒	怪物:2AEABD60沃玛卫士8	地图:H204	X:13	Y:59 
[2024/8/22 17:5:37] 物品:金创药(中量)	怪物:231B8BB0天狼蜘蛛	地图:11	X:214	Y:354 
[2024/8/22 17:5:37] 物品:魔法药(中量)	怪物:231B8BB0天狼蜘蛛	地图:11	X:214	Y:354 
[2024/8/22 17:5:37] 物品:八荒	怪物:231B8BB0天狼蜘蛛	地图:11	X:214	Y:354 
[2024/8/22 17:5:47] 物品:道德戒指	怪物:28E958D0钳虫8	地图:H004	X:61	Y:132 
[2024/8/22 17:6:10] 物品:回城卷	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:回城卷	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:回城卷	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:回城卷	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:回城卷	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:回城卷	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效太阳水	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效金创药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:10] 物品:强效魔法药	怪物:2CD6A9E0重装使者	地图:H204	X:19	Y:64 
[2024/8/22 17:6:18] 物品:祝福油	怪物:24EE36B0电僵王8	地图:T3063	X:8	Y:13 
[2024/8/22 17:6:19] 物品:强效太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:太阳水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:金创药(中量)	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:金创药(中量)	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效金创药	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效金创药	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效金创药	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:魔法药(中量)	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:魔法药(中量)	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效魔法药	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效魔法药	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:强效魔法药	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:魔法力药水	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:魔法长袍(男)	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:灵魂战衣(男)	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:道士头盔	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:困魔咒	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:幽灵盾	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:集体隐身术	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:神圣战甲术	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:19] 物品:雷电术	怪物:13F30D90沃玛卫士8	地图:H204	X:21	Y:68 
[2024/8/22 17:6:31] 物品:强效太阳水	怪物:24AFA3D0祖玛卫士8	地图:H204	X:22	Y:76 
[2024/8/22 17:6:47] 物品:金戒指	怪物:235D8F70祖玛卫士8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:50] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:太阳水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:金创药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:金创药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效金创药	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效金创药	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效金创药	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:魔法药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:魔法药(中量)	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效魔法药	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效魔法药	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:强效魔法药	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:攻击神水	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:50] 物品:放大镜	怪物:290D9C90沃玛卫士8	地图:H204	X:17	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:太阳水	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效金创药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:强效魔法药	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:6:54] 物品:魔法手镯	怪物:282DD8C0虹魔蝎卫8	地图:H204	X:18	Y:79 
[2024/8/22 17:7:15] 物品:强效太阳水	怪物:2303C3E0沃玛卫士8	地图:H204	X:35	Y:62 
[2024/8/22 17:7:15] 物品:强效太阳水	怪物:2303C3E0沃玛卫士8	地图:H204	X:35	Y:62 
[2024/8/22 17:7:15] 物品:强效太阳水	怪物:2303C3E0沃玛卫士8	地图:H204	X:35	Y:62 
[2024/8/22 17:7:15] 物品:强效太阳水	怪物:2303C3E0沃玛卫士8	地图:H204	X:35	Y:62 
