[2024/8/19 17:0:2] 物品:道德戒指	怪物:2DD03840祖玛卫士8	地图:H204	X:36	Y:62 
[2024/8/19 17:21:22] 物品:强效金创药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效金创药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效金创药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效金创药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效金创药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效魔法药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效魔法药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效魔法药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效魔法药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效魔法药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:强效魔法药	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:22] 物品:生命项链	怪物:1EBE0240白野猪8	地图:H204	X:64	Y:62 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:太阳水	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:金创药(中量)	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:金创药(中量)	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:金创药(中量)	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:魔法药(中量)	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:魔法药(中量)	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:魔法药(中量)	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效金创药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:28] 物品:强效魔法药	怪物:27923C40白野猪8	地图:H204	X:63	Y:63 
[2024/8/19 17:21:33] 物品:金创药(小量)	怪物:18CDAF40森林雪人	地图:0	X:114	Y:396 
[2024/8/19 17:21:33] 物品:太阳水	怪物:27A34B60黑野猪8	地图:H002	X:153	Y:249 
[2024/8/19 17:21:37] 物品:强效太阳水	怪物:1C16A1D0白野猪80	地图:H006	X:87	Y:62 
[2024/8/19 17:21:37] 物品:强效太阳水	怪物:1C16A1D0白野猪80	地图:H006	X:87	Y:62 
[2024/8/19 17:21:37] 物品:强效太阳水	怪物:1C16A1D0白野猪80	地图:H006	X:87	Y:62 
[2024/8/19 17:21:37] 物品:太阳水	怪物:1C16A1D0白野猪80	地图:H006	X:87	Y:62 
[2024/8/19 17:21:37] 物品:灵魂战衣(女)	怪物:1C16A1D0白野猪80	地图:H006	X:87	Y:62 
[2024/8/19 17:21:41] 物品:强效魔法药	怪物:29FAB010祖玛弓箭手8	地图:H204	X:74	Y:70 
[2024/8/19 17:21:41] 物品:珍珠戒指	怪物:29FAB010祖玛弓箭手8	地图:H204	X:74	Y:70 
[2024/8/19 17:21:47] 物品:修罗	怪物:1A52C260祖玛卫士8	地图:H204	X:78	Y:69 
[2024/8/19 17:21:52] 物品:强效太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:太阳水	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:金创药(中量)	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:金创药(中量)	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效金创药	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效金创药	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效金创药	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:魔法药(中量)	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:魔法药(中量)	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效魔法药	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效魔法药	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:强效魔法药	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:21:52] 物品:幽灵盾	怪物:28571AC0沃玛卫士8	地图:H204	X:78	Y:70 
[2024/8/19 17:22:7] 物品:太阳水	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:太阳水	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:太阳水	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:太阳水	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:金创药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:金创药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:金创药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:金创药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:魔法药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:魔法药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:魔法药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:魔法药(中量)	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:道士手镯	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:黑檀手镯	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:降魔	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:蛇眼戒指	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:白金项链	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:7] 物品:小手镯	怪物:2ADFF8E0钉耙猫王	地图:H106	X:89	Y:136 
[2024/8/19 17:22:11] 物品:战神油	怪物:21D16C50黑野猪8	地图:H002	X:177	Y:245 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:太阳水	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:金创药(中量)	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:金创药(中量)	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:金创药(中量)	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:魔法药(中量)	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:魔法药(中量)	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:魔法药(中量)	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效金创药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:12] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:13] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:13] 物品:强效魔法药	怪物:2A0501A0白野猪8	地图:H204	X:78	Y:76 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:太阳水	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:金创药(中量)	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:金创药(中量)	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:金创药(中量)	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:魔法药(中量)	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:魔法药(中量)	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:魔法药(中量)	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效金创药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:强效魔法药	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:26] 物品:竹笛	怪物:29303D20白野猪8	地图:H204	X:65	Y:82 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:太阳水	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:金创药(中量)	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:金创药(中量)	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:金创药(中量)	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:魔法药(中量)	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:魔法药(中量)	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:魔法药(中量)	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效金创药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:强效魔法药	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:22:48] 物品:夏普儿手镯	怪物:286E2BD0白野猪8	地图:H204	X:49	Y:92 
[2024/8/19 17:23:4] 物品:强效太阳水	怪物:2A5963E0白野猪8	地图:H204	X:39	Y:84 
[2024/8/19 17:23:4] 物品:强效太阳水	怪物:2A5963E0白野猪8	地图:H204	X:39	Y:84 
