[2024/8/20 4:0:5] 物品:强效太阳水	怪物:19CF9500魔龙射手	地图:66	X:34	Y:49 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:55] 物品:强效魔法药	怪物:1FC39040虹魔蝎卫8	地图:H204	X:42	Y:43 
[2024/8/20 4:7:57] 物品:强效金创药	怪物:292D72E0魔龙刀兵2	地图:66	X:34	Y:62 
[2024/8/20 4:7:59] 物品:强效金创药	怪物:30D764D0魔龙破甲兵	地图:66	X:35	Y:62 
[2024/8/20 4:8:0] 物品:骷髅头盔	怪物:244C3ED0祖玛弓箭手8	地图:H204	X:38	Y:39 
[2024/8/20 4:8:1] 物品:金创药(中量)	怪物:2EB7D700红野猪	地图:D717	X:49	Y:58 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:太阳水	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效金创药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:强效魔法药	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:铂金戒指	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:3] 物品:金手镯	怪物:2D705E70虹魔蝎卫8	地图:H204	X:62	Y:36 
[2024/8/20 4:8:12] 物品:八荒	怪物:23BB7210祖玛弓箭手8	地图:H204	X:67	Y:29 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:太阳水	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:金创药(中量)	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:金创药(中量)	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:金创药(中量)	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:魔法药(中量)	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:魔法药(中量)	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:魔法药(中量)	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效金创药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:13] 物品:强效魔法药	怪物:1FC2DEC0白野猪8	地图:H204	X:67	Y:31 
[2024/8/20 4:8:14] 物品:强效金创药	怪物:2A6773C0魔龙破甲兵	地图:66	X:38	Y:60 
[2024/8/20 4:8:14] 物品:凝霜	怪物:2A6773C0魔龙破甲兵	地图:66	X:38	Y:60 
[2024/8/20 4:8:15] 物品:强效太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:太阳水	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:金创药(中量)	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:金创药(中量)	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效金创药	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效金创药	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效金创药	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:魔法药(中量)	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:魔法药(中量)	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效魔法药	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效魔法药	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:强效魔法药	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:野蛮冲撞	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:瞬息移动	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:15] 物品:隐身术	怪物:28BEF0B0沃玛卫士8	地图:H204	X:38	Y:37 
[2024/8/20 4:8:18] 物品:裁决之杖	怪物:07FCE7E0魔龙射手	地图:66	X:39	Y:60 
[2024/8/20 4:8:19] 物品:半月	怪物:268A51A0祖玛弓箭手8	地图:H204	X:68	Y:29 
[2024/8/20 4:8:20] 物品:强效太阳水	怪物:1E535D10祖玛弓箭手8	地图:H204	X:69	Y:30 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:太阳水	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效金创药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:强效魔法药	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:25] 物品:死神手套	怪物:1B906B50虹魔蝎卫8	地图:H204	X:39	Y:37 
[2024/8/20 4:8:29] 物品:竹笛	怪物:2A40D6C0魔龙射手1	地图:66	X:34	Y:60 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:太阳水	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效金创药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:29] 物品:强效魔法药	怪物:245400E0虹魔蝎卫8	地图:H204	X:40	Y:37 
[2024/8/20 4:8:31] 物品:白金项链	怪物:1C0AFB90祖玛卫士8	地图:H204	X:64	Y:23 
[2024/8/20 4:8:32] 物品:强效金创药	怪物:1CBB0BE0魔龙射手1	地图:66	X:34	Y:62 
[2024/8/20 4:8:32] 物品:太阳水	怪物:1CBB0BE0魔龙射手1	地图:66	X:34	Y:62 
[2024/8/20 4:8:35] 物品:强效太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:强效太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:强效太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:强效太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:强效太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:太阳水	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
[2024/8/20 4:8:35] 物品:金创药(中量)	怪物:2E79A3E0沃玛卫士8	地图:H204	X:64	Y:22 
