[2024/8/17 21:0:0] 物品:金创药(小量)	怪物:1A3F92A0僵尸5	地图:H201	X:34	Y:89 
[2024/8/17 21:4:50] 物品:太阳水	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:太阳水	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:太阳水	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效金创药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:50] 物品:强效魔法药	怪物:2A51C9F0虹魔蝎卫8	地图:H204	X:46	Y:54 
[2024/8/17 21:4:56] 物品:强效太阳水	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效太阳水	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效太阳水	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效太阳水	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效太阳水	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效金创药	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效金创药	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效魔法药	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:强效魔法药	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:骷髅戒指	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:生铁戒指	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:凝霜	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:黑檀手镯	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:魔力手镯	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:56] 物品:群体治疗术	怪物:21F80F10尸王8	地图:H201	X:39	Y:132 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:太阳水	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:金创药(中量)	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:金创药(中量)	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:金创药(中量)	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:魔法药(中量)	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:魔法药(中量)	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:魔法药(中量)	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效金创药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:4:57] 物品:强效魔法药	怪物:1F3BBD60白野猪8	地图:H204	X:47	Y:54 
[2024/8/17 21:5:2] 物品:强效太阳水	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效太阳水	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效太阳水	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效太阳水	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效太阳水	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效金创药	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效金创药	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效魔法药	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:强效魔法药	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:2] 物品:黑檀手镯	怪物:195E7090尸王8	地图:H201	X:38	Y:134 
[2024/8/17 21:5:13] 物品:金创药(小量)	怪物:1E38D6A0僵尸4	地图:H201	X:29	Y:135 
[2024/8/17 21:5:13] 物品:集体隐身术	怪物:1E38D6A0僵尸4	地图:H201	X:29	Y:135 
[2024/8/17 21:5:18] 物品:太阳水	怪物:1A8E9480黑色恶蛆8	地图:H001	X:79	Y:74 
[2024/8/17 21:5:19] 物品:金创药(小量)	怪物:2F15EB40僵尸5	地图:D406	X:144	Y:139 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:太阳水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效金创药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:强效魔法药	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:沃玛号角	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:攻击神水	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:重盔甲(男)	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:灵魂战衣(女)	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:偃月	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:破魂	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:降魔	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:斩马刀	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:修罗	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:骷髅头盔	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:道士头盔	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:蓝翡翠项链	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:放大镜	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:竹笛	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:小手镯	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:魔法手镯	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:黑檀手镯	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:道士手镯	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:死神手套	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:金手镯	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:黑色水晶戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:蛇眼戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:珍珠戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:金戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:骷髅戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:魅力戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:道德戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:27] 物品:珊瑚戒指	怪物:2F200BD0沃玛教主	地图:H204	X:46	Y:49 
[2024/8/17 21:5:28] 物品:太阳水	怪物:1F0F26F0黑野猪8	地图:H002	X:244	Y:171 
[2024/8/17 21:5:28] 物品:强效太阳水	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效太阳水	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效太阳水	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效太阳水	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效太阳水	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效金创药	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效金创药	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效魔法药	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:强效魔法药	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:骷髅戒指	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:珍珠戒指	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:黑檀手镯	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:魔力手镯	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:28] 物品:地狱雷光	怪物:039E3DC0尸王8	地图:H201	X:30	Y:140 
[2024/8/17 21:5:31] 物品:强效太阳水	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效太阳水	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效太阳水	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效太阳水	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效太阳水	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效金创药	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效金创药	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效魔法药	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:强效魔法药	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:珍珠戒指	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:生铁戒指	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:31] 物品:魔力手镯	怪物:27F6C720尸王8	地图:H201	X:113	Y:153 
[2024/8/17 21:5:34] 物品:强效太阳水	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效太阳水	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效太阳水	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效太阳水	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效太阳水	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效金创药	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效金创药	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效魔法药	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:强效魔法药	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:道德戒指	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:34] 物品:野蛮冲撞	怪物:31E07AC0尸王8	地图:H201	X:29	Y:141 
[2024/8/17 21:5:36] 物品:强效太阳水	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效太阳水	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效太阳水	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效太阳水	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效太阳水	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效金创药	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效金创药	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效魔法药	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:强效魔法药	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:蛇眼戒指	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:珍珠戒指	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:36] 物品:魔力手镯	怪物:21F38ED0尸王8	地图:H201	X:112	Y:157 
[2024/8/17 21:5:39] 物品:魔法药(小量)	怪物:1851BD60僵尸5	地图:H201	X:111	Y:155 
[2024/8/17 21:5:41] 物品:攻击力药水	怪物:289DBAF0僵尸5	地图:D406	X:150	Y:146 
[2024/8/17 21:5:43] 物品:魔法药(小量)	怪物:2F374B60僵尸4	地图:H201	X:110	Y:156 
[2024/8/17 21:5:46] 物品:强效太阳水	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效太阳水	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效太阳水	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效太阳水	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效太阳水	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效金创药	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效金创药	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效魔法药	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:46] 物品:强效魔法药	怪物:288DF460尸王8	地图:H201	X:29	Y:149 
[2024/8/17 21:5:51] 物品:金创药(小量)	怪物:0D7F9370僵尸5	地图:D406	X:149	Y:147 
[2024/8/17 21:5:53] 物品:强效太阳水	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效太阳水	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效太阳水	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效太阳水	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效太阳水	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效金创药	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效金创药	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效魔法药	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:强效魔法药	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:黑色水晶戒指	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:死神手套	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:凝霜	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:道德戒指	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:蓝翡翠项链	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:黑檀手镯	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:53] 物品:魔力手镯	怪物:22569500尸王8	地图:H001	X:121	Y:49 
[2024/8/17 21:5:57] 物品:金创药(小量)	怪物:190FBD60僵尸3	地图:E601	X:61	Y:70 
[2024/8/17 21:5:58] 物品:强效太阳水	怪物:30895820尸王8	地图:H201	X:28	Y:155 
