[2024/8/22 16:0:1] 物品:白金项链	怪物:1780B140祖玛弓箭手8	地图:H204	X:40	Y:57 
[2024/8/22 16:8:59] 物品:强效太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:太阳水	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:金创药(中量)	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:金创药(中量)	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:金创药(中量)	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:魔法药(中量)	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:魔法药(中量)	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:魔法药(中量)	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效金创药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:强效魔法药	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:偃月	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:8:59] 物品:骷髅头盔	怪物:231F8EF0白野猪8	地图:H204	X:46	Y:56 
[2024/8/22 16:9:0] 物品:凤凰明珠	怪物:24AE2AA0祖玛卫士8	地图:H204	X:44	Y:54 
[2024/8/22 16:9:5] 物品:金手镯	怪物:2CDDC970跳跳蜂8	地图:H004	X:40	Y:150 
[2024/8/22 16:9:7] 物品:重盔甲(男)	怪物:23E34050祖玛雕像8	地图:H204	X:43	Y:51 
[2024/8/22 16:9:7] 物品:破魂	怪物:23E34050祖玛雕像8	地图:H204	X:43	Y:51 
[2024/8/22 16:9:7] 物品:道士手镯	怪物:23E34050祖玛雕像8	地图:H204	X:43	Y:51 
[2024/8/22 16:9:8] 物品:强效太阳水	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效太阳水	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效太阳水	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效太阳水	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效太阳水	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效金创药	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效金创药	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效魔法药	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:强效魔法药	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:黑色水晶戒指	怪物:2B4E6F60尸王8	地图:H201	X:42	Y:162 
[2024/8/22 16:9:8] 物品:金手镯	怪物:184D0B50祖玛卫士8	地图:H204	X:42	Y:52 
[2024/8/22 16:9:18] 物品:魔法药(小量)	怪物:26518110僵尸5	地图:H201	X:34	Y:163 
[2024/8/22 16:9:19] 物品:灯笼项链	怪物:28E69AB0祖玛卫士8	地图:H204	X:44	Y:48 
[2024/8/22 16:9:21] 物品:魅力戒指	怪物:24E95A20祖玛弓箭手8	地图:H204	X:45	Y:45 
[2024/8/22 16:9:23] 物品:强效太阳水	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效太阳水	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效太阳水	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效太阳水	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效太阳水	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效金创药	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效金创药	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效魔法药	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:强效魔法药	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:黑色水晶戒指	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:蛇眼戒指	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:凝霜	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:黑檀手镯	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:23] 物品:魔力手镯	怪物:2A92E720尸王8	地图:H201	X:42	Y:166 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:太阳水	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:金创药(中量)	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:金创药(中量)	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:金创药(中量)	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:魔法药(中量)	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:魔法药(中量)	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:魔法药(中量)	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效金创药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:27] 物品:强效魔法药	怪物:262F1410白野猪8	地图:H204	X:46	Y:44 
[2024/8/22 16:9:30] 物品:绿宝石矿	怪物:29051A90变异史莱姆8	地图:H004	X:42	Y:151 
[2024/8/22 16:9:37] 物品:金创药(小量)	怪物:04D3B460骷髅战士	地图:D003	X:70	Y:92 
[2024/8/22 16:9:39] 物品:集体隐身术	怪物:233AE440恶灵尸王	地图:H201	X:49	Y:164 
[2024/8/22 16:9:39] 物品:施毒术	怪物:233AE440恶灵尸王	地图:H201	X:49	Y:164 
[2024/8/22 16:9:39] 物品:雷电术	怪物:233AE440恶灵尸王	地图:H201	X:49	Y:164 
[2024/8/22 16:9:39] 物品:诱惑之光	怪物:233AE440恶灵尸王	地图:H201	X:49	Y:164 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:太阳水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:金创药(中量)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:金创药(中量)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:金创药(中量)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:魔法药(中量)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:魔法药(中量)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:魔法药(中量)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效金创药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:强效魔法药	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:疾风药水	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:战神盔甲(男)	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:43] 物品:凝霜	怪物:2C708200白野猪8	地图:H204	X:57	Y:40 
[2024/8/22 16:9:54] 物品:魅力戒指	怪物:290D9C90祖玛卫士8	地图:H204	X:62	Y:35 
[2024/8/22 16:10:6] 物品:金创药(小量)	怪物:04CC6B60骷髅战士	地图:D003	X:42	Y:72 
[2024/8/22 16:10:6] 物品:魔法手镯	怪物:2ACF9170祖玛弓箭手8	地图:H204	X:66	Y:31 
[2024/8/22 16:10:12] 物品:召唤骷髅	怪物:1B5841C0僵尸4	地图:H201	X:57	Y:164 
[2024/8/22 16:10:13] 物品:魔法药(小量)	怪物:1E140900僵尸5	地图:H201	X:60	Y:148 
[2024/8/22 16:10:25] 物品:强效太阳水	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效太阳水	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效太阳水	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效太阳水	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效太阳水	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效金创药	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效金创药	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效魔法药	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:强效魔法药	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:黑色水晶戒指	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:黑檀手镯	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:魔力手镯	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:25] 物品:召唤神兽	怪物:1EF8A6D0尸王8	地图:H201	X:59	Y:142 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:太阳水	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:金创药(中量)	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:金创药(中量)	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:金创药(中量)	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:魔法药(中量)	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:魔法药(中量)	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:魔法药(中量)	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效金创药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:27] 物品:强效魔法药	怪物:2CF2CE60白野猪8	地图:H204	X:67	Y:25 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:强效太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
[2024/8/22 16:10:38] 物品:太阳水	怪物:2B7852A0白野猪8	地图:H204	X:64	Y:23 
